Gene = Stk17b
index = 1037
Annotated 5SS: [  151  8708 13615 19304 21193 22636 24243]
Annotated 3SS: [ 8544 13401 19158 21065 22586 24062 27453]
SMsplice 5SS: [  151  2633  8708 10931 19304 20218 22636 24243]
SMsplice 3SS: [ 2527  8544 10798 19158 20059 22586 24062 27453]
top_k =  1000
Partition function (log Z): 1.621382875807463

Sorted 5' Splice Sites (High to Low Probability):
Position 8708: 0.9981929974342079
Position 19304: 0.9642683236128754
Position 22636: 0.9356893166236735
Position 151: 0.9290797261799593
Position 10931: 0.9114454844771342
Position 24243: 0.7412597661274546
Position 2633: 0.6170014435776724
Position 21193: 0.5233448275532161
Position 20218: 0.4485704511992994
Position 13615: 0.4079828378891011
Position 3720: 0.2947212886699932
Position 9596: 0.2703064854337599
Position 12376: 0.2545888574066334
Position 8452: 0.2540792043968962
Position 943: 0.25306205866217185
Position 11997: 0.2389705543985624
Position 11954: 0.2381687936419078
Position 12348: 0.17319667265248634
Position 15948: 0.16303184877707394
Position 20222: 0.15643330991289772
Position 11142: 0.15154686464486314
Position 19763: 0.14681479792905908
Position 20957: 0.1438400885595671
Position 12068: 0.11602412461589068
Position 12166: 0.10972821791029032
Position 3675: 0.10656520217582115
Position 6567: 0.10135998944916362
Position 11311: 0.09592956589592579
Position 4109: 0.07880458921147182
Position 20187: 0.07055285514705434
Position 11353: 0.06463078489744636
Position 10467: 0.06334695000612413
Position 24418: 0.06247182973256417
Position 7736: 0.058567142988642615
Position 3462: 0.05074721713286733
Position 26065: 0.04849195376085637
Position 3550: 0.03991320474544612
Position 13543: 0.027618052697278534
Position 10988: 0.025892610982342457
Position 11315: 0.02445482161116717
Position 21154: 0.02397601985067601
Position 15963: 0.023965986040465976
Position 13619: 0.023697117505327533
Position 22142: 0.022564559918726947
Position 9852: 0.022477568477694714
Position 23893: 0.02212948503561157
Position 11138: 0.021941332095387008
Position 25887: 0.021229285583734582
Position 26370: 0.02080312102789778
Position 3759: 0.020627157804563173
Position 7214: 0.019769986248345365
Position 6479: 0.0194412113457393
Position 3085: 0.019438279003218033
Position 21463: 0.018211279453267466
Position 1593: 0.016310602984962178
Position 9424: 0.015094973719413984
Position 7584: 0.014822735411217643
Position 8319: 0.014802274002902455
Position 14779: 0.014496606593490566
Position 7151: 0.013787256047579244
Position 19453: 0.011392970327376645
Position 22657: 0.011269207170209877
Position 9306: 0.01093445297143214
Position 933: 0.010827821320210929
Position 867: 0.010719784950096461
Position 9485: 0.01049769357516553
Position 2151: 0.010200068153040571
Position 2835: 0.010124430075550639
Position 54: 0.009808534478654023
Position 442: 0.009605630721999811
Position 7541: 0.009537998478174992
Position 67: 0.008781726706108207
Position 223: 0.007841761408611564
Position 4674: 0.00776327025648772
Position 22118: 0.007718651101069484
Position 22648: 0.007684310284611229
Position 9779: 0.006767926451207433
Position 4010: 0.006684001810538141
Position 20360: 0.005613975723772481
