Gene = Swsap1
index = 1048
Annotated 5SS: [250]
Annotated 3SS: [921]
SMsplice 5SS: [250]
SMsplice 3SS: [921]
top_k =  1000
Partition function (log Z): -9.513112581476678

Sorted 5' Splice Sites (High to Low Probability):
Position 250: 0.8981397102914408
Position 168: 0.061641716474288816
Position 478: 0.028898747053025652
Position 772: 0.017339128994508242
Position 385: 0.015221383626860624
Position 862: 0.012514021390599017
Position 857: 0.008918538455096436
Position 1324: 0.005324319219885031
Position 1590: 0.0027897676917902885
Position 1496: 0.0015350378062608924
Position 1320: 0.0012538354308522012
Position 336: 0.001055410611445109
Position 925: 0.0009928539056788237
Position 849: 0.0009236182700452425
Position 1726: 0.0004113812293508903
Position 488: 0.00029630734097883864
Position 1055: 0.0002729880985382531
Position 781: 0.0002160907570313482
Position 704: 0.00020265953048633037
Position 403: 0.00018183467483874055
Position 120: 0.0001670977280518811
Position 315: 0.00013856794778082372
Position 424: 0.00013037072386004348
Position 343: 0.000130007085645452
Position 1643: 9.478670968635506e-05
Position 798: 8.357254880058731e-05
Position 786: 7.788843075714642e-05
Position 1136: 7.165979443153553e-05
Position 28: 6.725410677489652e-05
Position 1975: 6.366519368458441e-05
Position 1454: 6.092115826464301e-05
Position 1354: 5.62804496876182e-05
Position 382: 5.5769624646427215e-05
Position 1409: 5.5480915094911885e-05
Position 215: 5.441298850738178e-05
Position 309: 4.5980161179637254e-05
Position 172: 4.427171815292265e-05
Position 430: 4.383094569302075e-05
Position 1797: 3.7321250789925465e-05
Position 435: 3.4348154020551816e-05
Position 464: 3.4196930929987885e-05
Position 181: 3.090118325353425e-05
Position 1705: 2.2110242286236142e-05
Position 408: 1.8631564609484764e-05
Position 297: 1.6905475263863622e-05
Position 129: 1.649065123358501e-05
Position 689: 1.4503777051527371e-05
Position 672: 1.4317384929157663e-05
Position 1147: 9.461648736154644e-07
Position 389: 8.579493676731824e-07
Position 456: 7.544050475250641e-07
Position 372: 7.506455220745559e-07
Position 90: 6.672880814752279e-07
Position 446: 6.488995189047565e-07
Position 278: 5.823640462932531e-07
Position 1139: 5.228080350065897e-07
Position 584: 3.7959788369926353e-07
Position 362: 3.689541159418073e-07
Position 1118: 1.75354527407014e-07
Position 411: 8.025084637062834e-08
Position 643: 7.287641661419407e-08
Position 376: 6.867626188143209e-08
Position 645: 5.601726920703056e-08
Position 461: 3.7281259947981905e-08
Position 722: 1.1985675274211656e-08
Position 748: 5.028877546914912e-09
Position 633: 8.221933565534609e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 921: 0.486508470971167
Position 606: 0.06796142070401225
Position 924: 0.06686224014415636
Position 1559: 0.049877049592550175
Position 1544: 0.04773985626786615
Position 1900: 0.03388929441413091
Position 1167: 0.03315050773861137
Position 987: 0.029187087537282882
Position 1374: 0.026900384888722446
Position 346: 0.025050730916485436
Position 955: 0.0215211666558689
Position 994: 0.021378063054310288
Position 1227: 0.017993976382207403
Position 1112: 0.017674453031375013
Position 748: 0.016539017319838756
Position 1826: 0.014566632453412871
Position 633: 0.009504707934447692
Position 1584: 0.009492766615190119
Position 2165: 0.00755718479741763
Position 1830: 0.0056228923169108595
Position 936: 0.00399155465636026
Position 1045: 0.003921628410041143
Position 898: 0.0030141240270407134
Position 2288: 0.0020392611340327832
Position 2293: 0.0019872595484197917
Position 1209: 0.0018870524007184406
Position 2412: 0.0018840607433218267
Position 966: 0.0016620849111993225
Position 1796: 0.0014213938340932044
Position 2039: 0.0013121918575601387
Position 370: 0.0012367449207949456
Position 1283: 0.0012298523115444164
Position 1791: 0.001220861293887366
Position 771: 0.0011248682291344079
Position 1983: 0.001097260130706766
Position 1623: 0.0010693365874093219
Position 1524: 0.000991990218550968
Position 1055: 0.0009448817371358134
Position 1239: 0.0009371956460440891
Position 766: 0.0009324354591728002
Position 745: 0.0008321904865562837
Position 1033: 0.0008127305265168389
Position 2216: 0.0008087467153648145
Position 435: 0.0007554478609730617
Position 1860: 0.0007144798747586854
Position 957: 0.0006676551725702317
Position 1174: 0.0006538105191847552
Position 2009: 0.0006282623251508151
Position 712: 0.0006184831250868275
Position 640: 0.000575337512837518
Position 2483: 0.0005691782386233866
Position 1868: 0.0005571641224088042
Position 440: 0.000535516829853165
Position 1705: 0.0005027367348321983
Position 323: 0.0004573779243887428
Position 249: 0.00043624489130428696
Position 315: 0.00040263258138507495
Position 1495: 0.00038782516019003594
Position 903: 0.00037024123466754093
Position 424: 0.00032043476762220997
Position 1345: 0.0003023649489731169
Position 553: 0.00027844573230544946
Position 1171: 0.00027396686964429847
Position 2311: 0.0002641306943257425
Position 1778: 0.00022912418620394117
Position 1681: 0.0002175986958616416
Position 2104: 0.00017737138910577387
Position 1489: 0.00017078847379039887
Position 1491: 0.00015850141676886946
Position 1136: 0.00015268398418994019
Position 2317: 0.0001494117778246978
Position 2099: 0.00014488222099826202
Position 334: 0.00014483215148573735
Position 643: 0.00013587587153291326
Position 1383: 0.00012715119658774716
Position 1569: 0.00012387637551862087
Position 1914: 0.00012214899059289475
Position 297: 0.00011957447412107739
Position 1310: 0.00011766429592735779
Position 698: 0.00011724865182933145
Position 2124: 0.00010520947505458373
Position 1263: 9.034653727717908e-05
Position 1347: 8.399021270517091e-05
Position 1353: 7.988708990970569e-05
Position 1772: 7.330362376662467e-05
Position 382: 7.183599978532623e-05
Position 2090: 6.293799139076901e-05
Position 1252: 6.057135370493381e-05
Position 2435: 5.9512437028666554e-05
Position 1721: 5.620952099623427e-05
Position 1062: 5.0600245717127164e-05
Position 1066: 4.995708591935668e-05
Position 1243: 4.926998008474937e-05
Position 1388: 4.886793768871524e-05
Position 2350: 4.7947823541376e-05
Position 2238: 4.783658562466949e-05
Position 763: 4.7503584731175496e-05
Position 2365: 4.677880188794182e-05
Position 1712: 4.5662150994827275e-05
Position 1643: 4.466399068105953e-05
Position 1047: 4.459738335862195e-05
Position 577: 4.3375433312239345e-05
Position 1402: 4.15699137097563e-05
Position 1279: 4.011323277548285e-05
Position 649: 3.157848951164203e-05
Position 874: 3.10748609422298e-05
Position 2073: 3.0556932791098035e-05
Position 2224: 2.8458398407001404e-05
Position 1627: 2.6222008181091652e-05
Position 1177: 2.4617715100334303e-05
Position 2246: 2.32104696594307e-05
Position 136: 2.260038887331803e-05
Position 1315: 2.129377410658918e-05
Position 1317: 2.0732924395746985e-05
Position 446: 1.9512919058836707e-05
Position 2336: 1.903895027876392e-05
Position 1126: 1.8579830744860997e-05
Position 117: 1.856356126174795e-05
Position 1501: 1.8382404454980525e-05
Position 1395: 1.7727053174729588e-05
Position 2326: 1.697488388107276e-05
Position 191: 5.024572978097726e-06
Position 406: 3.5112297378912376e-06
Position 201: 1.4203574365886497e-06
Position 397: 1.257323905126703e-06
Position 786: 1.002608092055974e-06
Position 794: 9.139169456811855e-07
Position 403: 7.995255691072564e-07
Position 232: 7.973530182041008e-07
Position 226: 6.815624948957643e-07
Position 395: 5.940040609186414e-07
Position 779: 4.797840147191481e-07
Position 452: 3.115489021787849e-07
Position 309: 2.600576870349205e-07
Position 833: 2.1700857945518573e-07
Position 154: 2.1154329422272915e-07
Position 840: 1.535597446554861e-07
Position 215: 1.246992724316879e-07
Position 147: 9.430865188502564e-08
Position 555: 9.114074573037332e-08
Position 234: 6.224959513497508e-08
Position 259: 5.921652404934116e-08
Position 203: 2.8602180473238414e-08
Position 160: 2.313580198012933e-08
Position 835: 8.936611318473692e-09
Position 482: 7.05754163380468e-11
