Gene = Parm1
index = 794
Annotated 5SS: [  343 76887 95462]
Annotated 3SS: [ 76202  95382 105317]
SMsplice 5SS: [   343  76887  78772  84817  95462 105412 105682]
SMsplice 3SS: [ 76659  78617  84701  95382 105317 105573 105815]
top_k =  1000
Partition function (log Z): -55.25612666207299

Sorted 5' Splice Sites (High to Low Probability):
Position 448: 0.45790291229953006
Position 343: 0.40514386118844
Position 280: 0.25502846046286726
Position 204: 0.09986691986712191
Position 4037: 0.07643505436044871
Position 6144: 0.06642945837294072
Position 3859: 0.05596267581108384
Position 1151: 0.036364528521415786
Position 240: 0.03320781345681095
Position 8711: 0.03024158994011695
Position 4889: 0.02157251599553512
Position 223: 0.016439812269668026
Position 702: 0.012466830797116513
Position 2821: 0.011060769963265622
Position 995: 0.01046225513403545
Position 483: 0.0096356196710698
Position 312: 0.008977447792114047
Position 3231: 0.008972526241665117
Position 7874: 0.0083940350293418
Position 192: 0.007130821675953967
Position 7603: 0.006567751604817531
Position 3707: 0.004453946317065494
Position 165: 0.0043767305899834255
Position 1668: 0.003750764909261148
Position 4788: 0.00373921659377795
Position 896: 0.0034151006257765407
Position 6738: 0.003212408317731926
Position 177: 0.003190041333045487
Position 4256: 0.003024413054272194
Position 6847: 0.002784534538127559
Position 2995: 0.001539889983783673
Position 738: 0.001411668054730268
Position 6257: 0.0011554160466504945
Position 4401: 0.001003296167159494
Position 794: 0.0009749895345178001
Position 452: 0.0009552646527947016
Position 1178: 0.0009116583931665784
Position 13: 0.0007245195581265312
Position 627: 0.0007178530077696833
Position 76: 0.0007032987082399857
Position 1159: 0.0006492164101237175
Position 935: 0.0006305802557017463
Position 4639: 0.0006280720352993272
Position 295: 0.0005496196388606058
Position 1001: 0.0005359090161661513
Position 393: 0.00039381906514145674
Position 1226: 0.00039116470913683584
Position 975: 0.00038013088859102027
Position 986: 0.0003623968811804769
Position 303: 0.00034888405429867725
Position 462: 0.0003473136295115071
Position 2386: 0.00027099405330864004
Position 1548: 0.00025461058533703606
Position 7133: 0.00022395912210587817
Position 265: 0.00020425886477139828
Position 575: 0.00018429344372905708
Position 816: 0.0001573728897101233
Position 4634: 0.0001412632683899969
Position 1261: 0.0001182451911860378
Position 2077: 9.304388619201017e-05
Position 2341: 8.373056166461197e-05
Position 464: 7.284369789432724e-05
Position 776: 3.943187605243761e-05
Position 22: 3.226060326743502e-05
Position 445: 1.4967246427775645e-05
Position 355: 1.3202789414641335e-05
Position 714: 6.427029556611696e-06
Position 965: 6.293695691193585e-06
Position 485: 3.5208722646686845e-06
Position 636: 3.0378108713674396e-06
Position 699: 2.3599032437222274e-06
Position 4950: 2.3134050287521773e-06
Position 2264: 2.2974956799501894e-06
Position 653: 2.25386749651255e-06
