Gene = Lor
index = 642
Annotated 5SS: [49]
Annotated 3SS: [1141]
SMsplice 5SS: [49]
SMsplice 3SS: [1141]
top_k =  1000
Partition function (log Z): -8.486853135220382

Sorted 5' Splice Sites (High to Low Probability):
Position 49: 0.7012691032300871
Position 192: 0.15285322634374435
Position 144: 0.14094867135326414
Position 904: 0.11940569723281712
Position 1057: 0.016887436993433678
Position 501: 0.007621280833143231
Position 111: 0.0039043579970988525
Position 298: 0.0029794860660285606
Position 416: 0.0025125540772122355
Position 2622: 0.0024009627322264114
Position 1143: 0.0015661273546498384
Position 496: 0.0008861219163893674
Position 619: 0.0007343894036996723
Position 1385: 0.0007142686552704073
Position 1352: 0.0005304354401130993
Position 597: 0.00047701840034630304
Position 757: 0.00041033841479674085
Position 912: 0.00034505631261828727
Position 200: 0.0002989711908198356
Position 366: 0.00027292015483949437
Position 40: 0.0002344174817654746
Position 76: 0.00011615866139817509
Position 604: 9.193338452996588e-05
Position 657: 6.629235574576338e-05
Position 151: 6.0068815136694046e-05
Position 405: 5.70627391044948e-05
Position 1047: 5.309474049220186e-05
Position 216: 5.170276860542152e-05
Position 956: 4.957240396617168e-05
Position 1204: 4.8378978136586345e-05
Position 722: 4.821301880500602e-05
Position 223: 4.609849097589984e-05
Position 918: 4.3385207410549915e-05
Position 239: 3.776608981724945e-05
Position 55: 3.623609554132818e-05
Position 780: 2.2936782499714427e-05
Position 804: 2.288364915260277e-05
Position 1337: 2.263846193829855e-05
Position 972: 2.183047563310456e-05
Position 53: 2.1343839737285708e-05
Position 878: 1.3397790469707442e-05
Position 1398: 1.2890713004429622e-05
Position 475: 1.2037565167066184e-05
Position 1274: 1.0717239174317459e-05
Position 2627: 1.0691331751159916e-05
Position 789: 8.234225274014748e-06
Position 543: 1.4234278411147104e-06
Position 189: 7.807936519004942e-07
Position 218: 7.608455522283772e-07
Position 582: 7.235533500243713e-07
Position 85: 7.162187738135554e-07
Position 92: 6.104346689760467e-07
Position 320: 1.2158043450793413e-07
Position 71: 1.162094261105243e-07
Position 610: 2.4603017640803927e-08
Position 876: 6.94233971428975e-09
Position 940: 4.685852960301444e-09
Position 626: 1.0999791027509067e-09
Position 670: 6.659980046527854e-10
Position 665: 6.284216001290249e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1141: 0.8221637463833521
Position 645: 0.13515955198540824
Position 143: 0.03714957283572794
Position 837: 0.01959487883050887
Position 235: 0.018931720486918026
Position 1237: 0.010571279368544647
Position 601: 0.009117079412181345
Position 709: 0.0073009779257631816
Position 1164: 0.005672612433566741
Position 2471: 0.005212080832598535
Position 2793: 0.004969031592963619
Position 363: 0.00449988531991943
Position 1091: 0.004381374651632355
Position 940: 0.004281933432674617
Position 996: 0.003438771367372709
Position 2351: 0.0032664187264778515
Position 2835: 0.0031927407351997057
Position 2265: 0.003003611288954692
Position 320: 0.0029456575550222755
Position 2435: 0.002904272880895966
Position 2135: 0.002705223416390863
Position 649: 0.0026739629358651772
Position 745: 0.0021324557314618972
Position 1361: 0.0020810896361470477
Position 789: 0.0019476284281413347
