Gene = Tnfsf18
index = 1128
Annotated 5SS: [ 193 5850]
Annotated 3SS: [5815 8796]
SMsplice 5SS: [193]
SMsplice 3SS: [2328]
top_k =  1000
Partition function (log Z): -10.387984362882555

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.9331123323391308
Position 6053: 0.14314578234982817
Position 5850: 0.09229175242449623
Position 3545: 0.08677132109686601
Position 2448: 0.07284885270758835
Position 8910: 0.07242410888842239
Position 2540: 0.07009527855950216
Position 566: 0.05647329468900647
Position 1867: 0.03850234207032613
Position 5591: 0.03654664763658266
Position 5403: 0.03591284086657057
Position 1835: 0.03462472502453841
Position 2614: 0.026049155452664233
Position 9198: 0.025543917539389983
Position 105: 0.022339770974164834
Position 6827: 0.01875787067358393
Position 3540: 0.012776429195123163
Position 740: 0.01126273959524669
Position 5643: 0.011043745986526207
Position 327: 0.010605055932640679
Position 2609: 0.008357008067573156
Position 1774: 0.00791782911151012
Position 2873: 0.00789207070049068
Position 1393: 0.007888394122995909
Position 552: 0.006515170623778813
Position 9202: 0.006357012491116951
Position 2099: 0.006042786272081076
Position 2723: 0.0035329302898074854
Position 8704: 0.0031416282279579954
Position 198: 0.0030713171512252112
Position 1473: 0.0025915983318320016
Position 167: 0.002488039539585904
Position 2024: 0.0024528328748005357
Position 10386: 0.0019366107764879476
Position 291: 0.0019264784282104744
Position 4345: 0.001746628292166007
Position 239: 0.001313265122809037
Position 5391: 0.0012945291097832513
Position 1745: 0.001213575820918256
Position 427: 0.001100979339395224
Position 3014: 0.0008286949946664986
Position 5652: 0.0008169314866479909
Position 3558: 0.0006850023510882419
Position 3422: 0.0006571712234992058
Position 431: 0.0006384317766220033
Position 2117: 0.0006296710319278509
Position 6004: 0.000507115850665515
Position 2112: 0.00045826397781612043
Position 614: 0.00042541878395626557
Position 3325: 0.0003630243728231027
Position 5660: 0.0003219472028092344
Position 4569: 0.00029242125424087283
Position 2426: 0.00028267396568234257
Position 2657: 0.0002483286360255544
Position 433: 0.0002374600569295399
Position 1439: 0.00021024613834449843
Position 1920: 0.00020404887675515033
Position 114: 0.0001841736310082076
Position 1460: 0.0001787442187059064
Position 2673: 0.00014921819683836416
Position 2911: 0.00013424218342817404
Position 1729: 0.0001341083868974197
Position 86: 0.00011602901374475997
Position 1946: 0.00010450647821616685
Position 3715: 8.049908443688971e-05
Position 345: 6.666336869063904e-05
Position 1755: 5.706874728891914e-05
Position 2403: 3.904073106332783e-05
Position 8: 3.4036990092979056e-05
Position 4: 3.189795169095051e-05
Position 126: 2.941282810754992e-05
Position 133: 2.4641816094700353e-05
Position 1004: 2.2459537021075825e-05
Position 829: 1.995938383941387e-05
Position 250: 1.90169774290582e-05
Position 671: 1.5450842156404674e-05
Position 2034: 1.4558629116303964e-05
Position 747: 1.3267210229378709e-05
Position 2736: 1.3257542196881888e-05
Position 150: 1.2763034545733722e-05
Position 1011: 1.2529001415315642e-05
Position 1263: 1.1594499690502574e-05
Position 1468: 9.307608079818834e-06
Position 583: 7.363173392939759e-06
Position 259: 7.292523549091719e-06
Position 1806: 7.002236644537423e-06
Position 2120: 5.959266503771345e-06
Position 845: 5.887374392191763e-06
Position 787: 5.7810505770911155e-06
Position 775: 5.562688606951307e-06
Position 316: 5.094842469416221e-06
Position 1973: 4.638365146862521e-06
Position 1961: 4.4755018469551075e-06
