Gene = Tsks
index = 1149
Annotated 5SS: [  193   744  7614  7862  8686  9572 10681 11227 13327 14493]
Annotated 3SS: [  520  7517  7777  8601  9284 10485 11052 13190 14335 14594]
SMsplice 5SS: [  302   744  7614  8686 11227 14493]
SMsplice 3SS: [  520  7517  8601 11052 14335 14565]
top_k =  1000
Partition function (log Z): -3.5487936715995936

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.948009932917307
Position 8686: 0.8813830663568482
Position 11227: 0.7966271823127586
Position 744: 0.6095493115104642
Position 14493: 0.5539713663251079
Position 302: 0.46379074823254784
Position 7862: 0.26065034872293014
Position 289: 0.24169351286636145
Position 787: 0.22497023073145095
Position 11373: 0.2096969454556449
Position 2792: 0.19861658599422863
Position 9572: 0.188975906134815
Position 13264: 0.18105437805500238
Position 13339: 0.15463272000099673
Position 13327: 0.15362758817762928
Position 10681: 0.11079095730644685
Position 9607: 0.08975356616037072
Position 10696: 0.07876426455698603
Position 286: 0.05826098734573747
Position 4347: 0.05518243667368227
Position 14461: 0.054993218029725156
Position 2957: 0.04575640677247297
Position 400: 0.044652843254060146
Position 1412: 0.04309992601572893
Position 9242: 0.04295154222828702
Position 10185: 0.03860176478327106
Position 95: 0.028666977828416807
Position 193: 0.027500926758497485
Position 12358: 0.02615402913004617
Position 3325: 0.024134374758459292
Position 3988: 0.022679093979089848
Position 12969: 0.01983182903328509
Position 137: 0.019633475675161265
Position 11239: 0.01587308966046116
Position 404: 0.014012981475493404
Position 9247: 0.013208919268542544
Position 11764: 0.012837426340345326
Position 7587: 0.012036868549097052
Position 5099: 0.011866066486809192
Position 12633: 0.011486514669044797
Position 5853: 0.010307592932589149
Position 1836: 0.009294167784927069
Position 13277: 0.008761927486321543
Position 14498: 0.008315264227629385
Position 8499: 0.005935686068486319
Position 9394: 0.0056067800259969975
Position 2423: 0.005109707800923998
Position 12778: 0.004981431794221529
Position 762: 0.004778871285533163
Position 12721: 0.004531894631507223
Position 8519: 0.00365089384163638
Position 7539: 0.003348095462592539
Position 7843: 0.0031310483562836345
Position 10213: 0.0030992174556234327
Position 6487: 0.0030096538121765293
Position 10966: 0.0029206216024783736
Position 9546: 0.0026664678591624812
Position 3075: 0.0026340334423019633
Position 4753: 0.0021442889194989182
Position 14173: 0.002068088094257981
Position 7064: 0.0017685533247433702
Position 6469: 0.0016279508226046853
Position 116: 0.00135939482747216
Position 8617: 0.001003338384753115
Position 8714: 0.0009712149363036302
Position 428: 0.0009698828669876161
Position 2438: 0.0007930960989583874
Position 8694: 0.0007509239557862588
Position 331: 0.0006846664177761389
Position 594: 0.0005826033211328135
Position 215: 0.0005722179455091193
Position 179: 0.0005024790690274588
Position 8746: 0.0004269467527852998
Position 38: 0.000419155215952501
Position 105: 0.00038891896769193925
Position 445: 0.0003604313049399543
