Gene = Ppp1r35
index = 846
Annotated 5SS: [318 642 859]
Annotated 3SS: [397 721 949]
SMsplice 5SS: [318 859]
SMsplice 3SS: [721 949]
top_k =  1000
Partition function (log Z): -6.699225551754314

Sorted 5' Splice Sites (High to Low Probability):
Position 859: 0.7460729529586614
Position 318: 0.6951932953343516
Position 642: 0.475745923447354
Position 790: 0.10467612655820815
Position 274: 0.05869979354563474
Position 398: 0.047765778136258846
Position 763: 0.03400188981349485
Position 578: 0.03326862850707776
Position 428: 0.020000805136695922
Position 147: 0.004162751940181252
Position 298: 0.004123630943930893
Position 18: 0.002676803737139407
Position 775: 0.0017931847416819498
Position 598: 0.0017707153757653888
Position 456: 0.0016672716314817973
Position 433: 0.0012027259890148908
Position 1120: 0.00079963450481438
Position 545: 0.000636514243755522
Position 953: 0.0003741320025598653
Position 247: 0.00035417192671164885
Position 632: 0.00033574775734917866
Position 37: 0.00030880832907856186
Position 24: 0.0002578295899248514
Position 378: 0.0002558677542448109
Position 516: 0.00022961897293596702
Position 615: 0.00018456975942433954
Position 559: 0.00013009076224223452
Position 601: 0.00010360898506951184
Position 449: 8.847985656495139e-05
Position 11: 6.673189236742233e-05
Position 681: 5.80517887299203e-05
Position 119: 5.548056214734201e-05
Position 61: 5.0472405527854394e-05
Position 1006: 2.0990088177556423e-05
Position 113: 1.8311216192937404e-05
Position 672: 1.6407659007548256e-05
Position 327: 1.6345883111030565e-05
Position 1028: 1.4480674297371373e-05
Position 926: 1.1406013858302046e-05
Position 402: 1.0203121403434632e-05
Position 675: 7.888609680913946e-06
Position 107: 7.682767933584617e-06
Position 767: 2.2035356028964204e-06
Position 698: 1.7895174235117769e-06
Position 1003: 1.407122711874033e-06
Position 730: 6.782561184810719e-07
Position 21: 5.56462059914544e-07
Position 723: 5.3209555517467064e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 949: 0.9288511461270815
Position 721: 0.836978019204284
Position 397: 0.37249355116031335
Position 552: 0.02263977054663655
Position 774: 0.012598052686085206
Position 559: 0.009057293473859649
Position 499: 0.008887834368943118
Position 995: 0.008370626330118263
Position 1028: 0.006931650124690178
Position 1183: 0.006182553176999349
Position 744: 0.005025618681753664
Position 686: 0.0017622067379251267
Position 529: 0.0016869054583756487
Position 952: 0.001651407794386998
Position 837: 0.0015954621441483055
Position 789: 0.0013466318238844206
Position 439: 0.0011753815782424549
Position 858: 0.0008441341149067633
Position 371: 0.000840041797406629
Position 574: 0.0008031476142314267
Position 786: 0.000789455543135092
Position 1050: 0.0007312319284456415
Position 924: 0.000718876262169817
Position 971: 0.0006984401500666963
Position 504: 0.0006205936404113863
Position 1076: 0.0004816589023297327
Position 816: 0.00035543179923077566
Position 757: 0.0003350792576152516
Position 523: 0.00031978381824663166
Position 354: 0.0002588085995892368
Position 484: 0.00024622278100186034
Position 698: 0.00022679424915029469
Position 117: 0.00021800237803725408
Position 174: 0.0002149129933893998
Position 516: 0.00016549014893382885
Position 809: 0.00010656398198346353
Position 1079: 0.00010010886865764435
Position 478: 9.624378598068643e-05
Position 864: 9.226485468299783e-05
Position 625: 8.917627999044515e-05
Position 501: 8.411034630014667e-05
Position 783: 7.306517321873987e-05
Position 844: 5.987621741584605e-05
Position 167: 5.498383183981915e-05
Position 628: 3.896544093438847e-05
Position 247: 3.381484181361641e-05
Position 581: 3.3526281926573596e-05
Position 195: 3.331854011207852e-05
Position 83: 2.7292310029595006e-05
Position 646: 2.445151866017195e-05
Position 767: 2.289862380706214e-05
Position 813: 2.2515376928371945e-05
Position 589: 2.162986983954131e-05
Position 586: 1.9387502955235435e-05
Position 654: 1.582079649387918e-05
Position 119: 1.539197423025474e-05
Position 583: 1.161841633248952e-05
Position 226: 1.144670326687379e-05
Position 1162: 1.1225037412199684e-05
Position 220: 7.144385081091844e-06
Position 254: 6.751878084121325e-06
Position 135: 4.5252208845079735e-06
Position 189: 3.543265781309996e-06
Position 203: 3.087209783174493e-06
Position 89: 3.0609545407540582e-06
Position 317: 3.0146419587159087e-06
Position 1058: 2.5621631337047193e-06
Position 129: 2.408466043387462e-06
Position 1146: 1.5072342624372443e-06
Position 598: 7.046443975190951e-07
Position 197: 5.013262226370143e-07
Position 301: 3.451241846054354e-07
Position 232: 2.95474308745273e-07
Position 76: 2.1601621614059678e-07
Position 146: 2.0649101046482455e-07
Position 640: 1.5798677595788044e-07
Position 137: 1.0950007741484219e-07
Position 594: 9.157952048879959e-08
Position 268: 8.532568312287458e-08
Position 322: 5.9476561734260396e-08
Position 263: 5.2389598035233936e-08
Position 284: 4.191182903439553e-08
Position 307: 2.793479098772311e-08
Position 332: 1.463978290940183e-08
Position 278: 6.248799940192825e-09
Position 265: 4.4110200537571e-09
