Gene = Sertad4
index = 969
Annotated 5SS: [ 314 4805 6006]
Annotated 3SS: [4612 5889 8540]
SMsplice 5SS: [ 314 4805 6006]
SMsplice 3SS: [4612 5889 8540]
top_k =  1000
Partition function (log Z): -1.3616622992948528

Sorted 5' Splice Sites (High to Low Probability):
Position 6006: 0.9812451568829382
Position 314: 0.9680339914810172
Position 8633: 0.834721602043682
Position 4805: 0.830596662805553
Position 1118: 0.390680065002261
Position 9171: 0.2929582998148378
Position 872: 0.22756452475069505
Position 7083: 0.12506710977419086
Position 4736: 0.12138664493237995
Position 5666: 0.11356063665642145
Position 7603: 0.09989072694306501
Position 6257: 0.07448385120306068
Position 6660: 0.06448827619654623
Position 5753: 0.05302553653692982
Position 1397: 0.04396546761235298
Position 7214: 0.04097768256406096
Position 3293: 0.03939725784644267
Position 8423: 0.030405723463777668
Position 6504: 0.02835700486208696
Position 2112: 0.02679944383857087
Position 9297: 0.023775295868797928
Position 4064: 0.02365722680094731
Position 4455: 0.02022802365714488
Position 3347: 0.01947679613066947
Position 2642: 0.018473941035466096
Position 4701: 0.01781357207274272
Position 2906: 0.01670199697320136
Position 9301: 0.011443589762442356
Position 7953: 0.010889650732807676
Position 3369: 0.010547842675082592
Position 2508: 0.010469321004545154
Position 2904: 0.010244928330542871
Position 3277: 0.008398423548042126
Position 5554: 0.006650170414050015
Position 7543: 0.004843418534069963
Position 10725: 0.004791708350994479
Position 7114: 0.004233308150271138
Position 6442: 0.0038889033671447104
Position 1501: 0.003874234030643763
Position 6702: 0.0037716787224924965
Position 10974: 0.0036198809538488357
Position 7292: 0.0034669708475965184
Position 10684: 0.003108339064119265
Position 3762: 0.003040981305029574
Position 6396: 0.002884535266744732
Position 3509: 0.002833102468365275
Position 6977: 0.0027961872997766513
Position 9373: 0.002628932244258655
Position 1068: 0.0021291178108748528
Position 1077: 0.002103405052261745
Position 4083: 0.002012473114169008
Position 2701: 0.0019251079875869462
Position 6800: 0.0014128162311607528
Position 6484: 0.0013017176004782888
Position 3570: 0.0012884512603387763
Position 507: 0.0012755869766457929
Position 4039: 0.001226717846938044
Position 8016: 0.0011874110171894287
Position 3260: 0.001175358257750721
Position 538: 0.001130937432990092
Position 5174: 0.0011233019146633947
Position 4300: 0.0010379073362771726
Position 467: 0.0009866728721547155
Position 2929: 0.0009660023047932523
Position 7331: 0.0008754731011610064
Position 5332: 0.0008460019640104675
Position 2668: 0.0007475243428759567
Position 2830: 0.0007021417913478417
Position 4480: 0.0006992298703090421
Position 1505: 0.0006831061263924202
Position 7307: 0.0006231704103521832
Position 9196: 0.000599302356040527
Position 8696: 0.0005705668165163208
Position 6941: 0.0005659226675010324
Position 60: 0.0005651376146717031
Position 4035: 0.0005201348951047159
Position 3581: 0.000509161669600831
Position 4140: 0.0005078681533944782
Position 3270: 0.000499196784924729
Position 3997: 0.00047477289240172016
Position 3359: 0.00041554514473960476
Position 1162: 0.0003851144123769572
Position 4927: 0.0003561794742851415
Position 5483: 0.0003164691163188634
Position 2814: 0.0002364725740924047
Position 3281: 0.00019338825489017818
Position 7326: 0.00010830517136139133
Position 518: 9.723557881612398e-05
Position 226: 8.378328344235492e-05
Position 774: 7.563717506425245e-05
Position 1109: 6.100642751350711e-05
Position 260: 5.2740041793657314e-05
Position 905: 5.127960517772044e-05
Position 1562: 4.546602736171339e-05
Position 798: 4.0715683047685e-05
Position 1238: 4.04833331919161e-05
Position 492: 4.0469770245149924e-05
Position 1122: 3.685040866165564e-05
Position 1582: 3.254802165740366e-05
Position 323: 3.120513799849444e-05
Position 2672: 2.9884441449242592e-05
Position 2345: 2.70287997125097e-05
Position 497: 2.548779136569648e-05
Position 876: 2.080700882154818e-05
Position 2648: 2.0700962987174735e-05
Position 1100: 1.5376932068409592e-05
Position 2717: 1.3595954698203776e-05
Position 2875: 1.3556266047168423e-05
Position 136: 1.1638386477302173e-05
Position 2168: 1.1170810074119939e-05
Position 3379: 1.0434853354432904e-05
Position 718: 1.016506019771024e-05
Position 8600: 8.105911215473631e-06
Position 55: 5.222632628404234e-06
Position 1700: 4.730997142110443e-06
Position 854: 4.713395207105218e-06
Position 2053: 4.6530972383340045e-06
Position 5954: 4.404453629724386e-06
Position 665: 4.310339027937752e-06
Position 1691: 4.1561614479685345e-06
Position 852: 3.866653894312953e-06
Position 1210: 3.4554872749045905e-06
Position 8719: 3.151195034244185e-06
Position 1126: 2.7761063064296674e-06
Position 353: 2.57279119587414e-06
Position 613: 1.9239209920297116e-06
Position 1897: 1.8740804670803643e-06
Position 360: 1.207218886921189e-06
Position 929: 1.0170382399934202e-06
Position 482: 1.016420570020272e-06
Position 181: 9.548174190451311e-07
Position 615: 8.281879515556186e-07
Position 2532: 5.45442232950788e-07
Position 1151: 4.63825388389802e-07
Position 1233: 4.452083807407124e-07
Position 745: 2.955586782610545e-07
Position 903: 1.4196371875472702e-07
Position 1032: 6.69406270664464e-08
Position 418: 5.4950131514326265e-08
Position 1242: 4.4395551752115886e-08
Position 1236: 3.8648070542826926e-08
Position 573: 4.921727509646345e-09
Position 4998: 1.484751876033595e-09
Position 1513: 1.1957881669265972e-09
Position 1392: 2.9486623746326116e-10
Position 1469: 2.7598846644392305e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5889: 0.935918061346259
Position 8540: 0.934800775883886
Position 4612: 0.829791410247583
Position 9034: 0.28087654199206324
Position 1020: 0.2326778454735129
Position 9443: 0.18948388525504611
Position 969: 0.14175580826054382
Position 7019: 0.14017062253391901
Position 4655: 0.12016122204379198
Position 8828: 0.09225411186850833
Position 3226: 0.08293329841148513
Position 10551: 0.08215541538636452
Position 5512: 0.07670527642712477
Position 9901: 0.07355971910123622
Position 9124: 0.06552808781920955
