Gene = Taf10
index = 1055
Annotated 5SS: [ 275  532  934 1136]
Annotated 3SS: [ 376  868 1020 1297]
SMsplice 5SS: [ 275  532  934 1136]
SMsplice 3SS: [ 376  868 1020 1297]
top_k =  1000
Partition function (log Z): 4.006994281113098

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9513282032362476
Position 532: 0.8828522682775048
Position 1136: 0.744208379360444
Position 1404: 0.7317853624589524
Position 934: 0.5892898964615001
Position 2393: 0.582376932388845
Position 1870: 0.44820669352220294
Position 953: 0.3803795546375481
Position 1216: 0.1796864704320838
Position 3230: 0.16655518728281557
Position 1925: 0.10604514032189775
Position 3481: 0.09638397654833768
Position 3458: 0.08690434610729698
Position 1549: 0.06647103453105498
Position 1348: 0.05247756624531771
Position 4207: 0.049232851059826145
Position 295: 0.045152630480168064
Position 3485: 0.036840186013125206
Position 2800: 0.025344493336428808
Position 1138: 0.016322307084984687
Position 1422: 0.015449096912199136
Position 2718: 0.011799634669962183
Position 1901: 0.009725800114280623
Position 1361: 0.009280250421530271
Position 1586: 0.005931505633595766
Position 3672: 0.00520360632064801
Position 3881: 0.005138352243815804
Position 938: 0.004938920613669847
Position 2485: 0.004259882992196331
Position 3885: 0.004019311140574933
Position 2713: 0.003653453099730244
Position 3895: 0.0034789451894582622
Position 2700: 0.0031643064261085317
Position 1162: 0.002744638335542449
Position 3658: 0.0026742819906062244
Position 3709: 0.002573165598701415
Position 1823: 0.002527067730646637
Position 2378: 0.0025060781535553417
Position 1508: 0.0021613130774516638
Position 1438: 0.0021182059934695165
Position 1696: 0.0020980214046761817
Position 107: 0.0018097478800179465
Position 1410: 0.0017271133476663267
Position 4382: 0.0012117523729972368
Position 463: 0.0011589593451629494
Position 2763: 0.001091340348158955
Position 746: 0.0009215766661907884
Position 472: 0.0007838613844314835
Position 1306: 0.0006955359037492719
Position 3646: 0.00048104743958004296
Position 1623: 0.0004652376047678858
Position 477: 0.0003439921400182523
Position 2051: 0.0002602950383320182
Position 973: 0.00022053240398862108
Position 2769: 0.00018580344293906418
Position 961: 0.00017088231737514924
Position 3024: 0.00015277386087251922
Position 475: 0.00014047481026772433
Position 1572: 0.00012415995358197251
Position 2771: 0.00012350518034719133
Position 2704: 0.00011375000665905242
Position 100: 9.713939979121308e-05
