Gene = Zwilch
index = 1210
Annotated 5SS: [  287  4492  7742  8758 10541 11734 12284 14410 17092 17941 19554 20220
 22949 23706 25835 26280 29025 33214]
Annotated 3SS: [ 4439  7645  8638 10340 11662 12127 14337 16997 17884 19453 20139 22791
 23676 25697 26183 28911 33087 35044]
SMsplice 5SS: [  287  6309  7742  8758 10460 11734 12284 20220 22949 23231 26280 33214]
SMsplice 3SS: [ 6220  7645  8638 10340 11662 12127 20139 22791 23098 26183 33087 35122]
top_k =  1000
Partition function (log Z): 3.154989416069922

Sorted 5' Splice Sites (High to Low Probability):
Position 7742: 0.9919683866979061
Position 8758: 0.9670804011904223
Position 12284: 0.9470387906546273
Position 22949: 0.88693678593331
Position 33214: 0.8719880690428355
Position 26280: 0.8089506931025833
Position 11734: 0.747266037388866
Position 287: 0.7422064481637137
Position 6309: 0.7079035494552517
Position 20220: 0.6019783641912009
Position 23231: 0.5853901767413306
Position 4492: 0.5753249376257157
Position 10460: 0.5036227740194964
Position 12464: 0.4968055650853828
Position 5834: 0.364339970222079
Position 17941: 0.34273437852679906
Position 20234: 0.25879430692842775
Position 29025: 0.24777808660802939
Position 25970: 0.18250081458394068
Position 232: 0.1815045981835173
Position 10541: 0.17804139419710785
Position 19558: 0.17224183550100888
Position 25835: 0.15736484038462004
Position 19554: 0.15330952792161892
Position 17842: 0.15120960102906775
Position 618: 0.1397058672402163
Position 8536: 0.13052261083140818
Position 2798: 0.1265022592822503
Position 8475: 0.11831264584387877
Position 1049: 0.1080993209020163
Position 14410: 0.09919346108160826
Position 26982: 0.09830703185526055
Position 25737: 0.0767927894058385
Position 21920: 0.05614793957904165
Position 8480: 0.053254552249642234
Position 5060: 0.05320558275338731
Position 26031: 0.05217383897817352
Position 23839: 0.05008538425474715
Position 29715: 0.04626885104961062
Position 8515: 0.046102336887661376
Position 2071: 0.04508210850388874
Position 31825: 0.04414979467502465
Position 4043: 0.0439317458427635
Position 6630: 0.03522084821268264
Position 10432: 0.027228549215166018
Position 22596: 0.027047297614181877
Position 10521: 0.02665156991899705
Position 19600: 0.0253692059383418
Position 7003: 0.0205397382832705
Position 10666: 0.01935585057237883
Position 18624: 0.017137728764892488
Position 29857: 0.016606984928159894
Position 18583: 0.015597748479603192
Position 8210: 0.014331915951153022
Position 8015: 0.013518221551011603
Position 21870: 0.013511724872806748
Position 17092: 0.01321207816098492
Position 12128: 0.0126893900563381
Position 5786: 0.012110378857204427
Position 33162: 0.011967030481110006
Position 9647: 0.011198718719521855
Position 3867: 0.010449906216309804
Position 24527: 0.010139903364694563
Position 29139: 0.009954753046092018
Position 7265: 0.00950829799633045
Position 8438: 0.009459350328847886
Position 4338: 0.009400050881645767
Position 476: 0.009262632240249037
Position 2622: 0.008594341003673948
Position 8441: 0.008320894922463963
Position 313: 0.008131149670320657
Position 10558: 0.00803167769782989
Position 33173: 0.007597759281330989
Position 10944: 0.007074042311331379
Position 8433: 0.006670400722032158
Position 1969: 0.006218397110440796
Position 26779: 0.005935351395913651
Position 16018: 0.0052725343574713665
Position 6964: 0.005012998446936667
Position 3679: 0.0049263547123568705
Position 8530: 0.0049034823949957425
Position 7319: 0.004835987511940016
Position 4916: 0.004811421656955607
Position 4930: 0.0044627554831932524
Position 23436: 0.003933931236453078
Position 8255: 0.003740397432663652
Position 8430: 0.003610321253881803
Position 8715: 0.0034655923409900925
Position 4836: 0.0033647149737421234
Position 5799: 0.003199948456273234
Position 2766: 0.0031695630162134458
Position 4676: 0.0030614206418248325
Position 23706: 0.003054503720004671
Position 2210: 0.0030446922110963386
Position 9800: 0.0029115880120523163
Position 7259: 0.002649272473924002
Position 6740: 0.0026440158993084693
Position 8895: 0.002605467496100059
Position 11903: 0.0023827540745329965
