Gene = Mlec
index = 680
Annotated 5SS: [ 377 7364 7972 8111]
Annotated 3SS: [ 7184  7794  8052 10034]
SMsplice 5SS: [ 377 7364 7724 7972 8111]
SMsplice 3SS: [ 7184  7610  7794  8052 10034]
top_k =  1000
Partition function (log Z): 1.599378774088731

Sorted 5' Splice Sites (High to Low Probability):
Position 7972: 0.9798564219714027
Position 7364: 0.9120519922959073
Position 377: 0.8703114953984827
Position 8111: 0.850778906593506
Position 7724: 0.8503345671886245
Position 13257: 0.7843163082783483
Position 5894: 0.45114412766121653
Position 12216: 0.34369283128130784
Position 13606: 0.32983158641227567
Position 12090: 0.22711018949612946
Position 9790: 0.2242459790580191
Position 1020: 0.12781110275027505
Position 5877: 0.1263576965322257
Position 8155: 0.12176855022142767
Position 5590: 0.10549676481459401
Position 10261: 0.09408795465866215
Position 7683: 0.07950603056202081
Position 890: 0.07565829725968981
Position 3089: 0.07518368280853897
Position 10145: 0.06851896322024206
Position 367: 0.06428564844677646
Position 11904: 0.04819263404917636
Position 12627: 0.040394647478590576
Position 12367: 0.03768342601297908
Position 62: 0.032526391709687436
Position 13911: 0.03157307650162447
Position 12623: 0.029968289353788514
Position 11823: 0.029847654818676593
Position 1045: 0.02980100758897364
Position 1015: 0.028269722728803685
Position 12965: 0.02731883156767103
Position 7337: 0.02615976987449244
Position 7286: 0.02531656645506288
Position 977: 0.023595283444555696
Position 14167: 0.01856969222426093
Position 13629: 0.01832009960985515
Position 7258: 0.016931462397650997
Position 9847: 0.015678024429160473
Position 111: 0.012143809755353792
Position 10803: 0.011529899638904764
Position 3352: 0.010975745548965533
Position 11552: 0.008626793000156051
Position 7606: 0.008540659832030461
Position 5460: 0.008224042484008234
Position 6612: 0.007876146110857875
Position 1005: 0.007875210600706421
Position 9600: 0.00655388379346301
Position 14617: 0.006526367857438641
Position 8296: 0.006391784096614498
Position 727: 0.006072483392823033
Position 5796: 0.005954844915871716
Position 7930: 0.005501281506846863
Position 14003: 0.005262748566055643
Position 6598: 0.0049414552388671205
