Gene = Pptc7
index = 847
Annotated 5SS: [  545 23946 29429 32870 35479]
Annotated 3SS: [23765 29229 32745 35348 36450]
SMsplice 5SS: [  545  9884 23913 29429 32870 35479]
SMsplice 3SS: [ 9789 23765 29229 32745 35348 36450]
top_k =  1000
Partition function (log Z): -6.549090254236283

Sorted 5' Splice Sites (High to Low Probability):
Position 32870: 0.9950970055158249
Position 29429: 0.9745920314559272
Position 35479: 0.8468887585927387
Position 9884: 0.8449336834021776
Position 23913: 0.6775083390092781
Position 545: 0.6713699349117594
Position 11115: 0.6208898174320051
Position 25468: 0.42892703496883755
Position 9018: 0.3996994886351591
Position 11482: 0.3583059251222107
Position 9023: 0.34119441043428206
Position 4237: 0.304986309743845
Position 9568: 0.2705024666841743
Position 17534: 0.2266462742592413
Position 7706: 0.20896373959324005
Position 1769: 0.17615186550725756
Position 23851: 0.16572073018609873
Position 36730: 0.1654558630265491
Position 23946: 0.15677091408329175
Position 13138: 0.15434269709777657
Position 3486: 0.14336788264102812
Position 13856: 0.14104558856554522
Position 10419: 0.1382961218805964
Position 124: 0.13797724466886307
Position 11557: 0.13602796932344585
Position 464: 0.11912612212885353
Position 7254: 0.11308157075915884
Position 10541: 0.10099552590227874
Position 34379: 0.09779208577798613
Position 4015: 0.08705866725357046
Position 16065: 0.08611016708733425
Position 3942: 0.08260354974615046
Position 9869: 0.07831137629804517
Position 36388: 0.06139690160582713
Position 9362: 0.052913095021110114
Position 37308: 0.05264147158374859
Position 35843: 0.051368707982301046
Position 7783: 0.050799052901674434
Position 1721: 0.05052484532922488
Position 30073: 0.049308303640278314
Position 37577: 0.04428942733563032
Position 426: 0.0399607150998558
Position 7171: 0.036798366012002544
Position 35177: 0.03548306141742498
Position 19697: 0.03463082871163346
Position 36076: 0.02853677558961682
Position 24725: 0.02781252148601763
Position 33608: 0.027299742371194705
Position 24258: 0.023376011006089936
Position 31717: 0.022816110897341556
Position 133: 0.02172032475165009
Position 36522: 0.021447576728920423
Position 31288: 0.020913274390063942
Position 36121: 0.02088087115537613
Position 8638: 0.020735781103315525
Position 5968: 0.020573271565275546
Position 34485: 0.018525206453832113
Position 31817: 0.017982466299931804
Position 4206: 0.016401000737185
Position 7395: 0.016269026332936587
Position 9076: 0.015903034950864352
Position 11511: 0.013974836042440864
Position 35472: 0.009573347694571067
Position 3805: 0.009355197923412772
Position 1088: 0.009205861349908808
Position 1002: 0.008409476641195878
Position 34282: 0.007213628722591937
Position 3496: 0.007033773279496879
Position 35763: 0.006279529276323777
Position 35989: 0.006100277349378167
Position 2029: 0.005563840856665096
Position 36060: 0.004998989016271705
Position 3134: 0.004636694180826593
Position 35251: 0.004632612326915491
Position 11328: 0.0038916502389285752
Position 430: 0.003631252216915442
Position 1800: 0.0030420497803817456
Position 2053: 0.0027960753253429035
Position 2160: 0.002774507033898233
Position 10253: 0.002594967815459499
Position 36165: 0.0025224580632927313
Position 3813: 0.002446720034985921
Position 35137: 0.002383322765646123
Position 1068: 0.0022259537892484575
Position 7006: 0.0021339662436258796
Position 2185: 0.002030963823837403
Position 3466: 0.0020053981043666024
Position 3809: 0.0018270965762076671
Position 36244: 0.0017830987824008192
Position 35734: 0.0016652823166501867
Position 2692: 0.0014096978072736439
Position 36705: 0.001373760057103929
Position 36811: 0.00129821606601074
Position 36105: 0.0012632377112721741
Position 80: 0.0012329950189629573
Position 142: 0.0010469253199683658
Position 24523: 0.0009607233257003748
Position 1817: 0.0009307507073232449
Position 3821: 0.0009068442945600625
Position 128: 0.0009040676731868209
Position 33156: 0.0008502371718785585
Position 35993: 0.0008202253337516251
Position 9910: 0.0007508669266659319
Position 34466: 0.0007235384962874398
Position 9524: 0.0004964505801201544
Position 1251: 0.00047838532052212865
Position 1397: 0.00043631926692540204
Position 999: 0.00043476401311580475
Position 35321: 0.00038018851193407087
Position 254: 0.00035119151398607955
Position 652: 0.0003379562909378677
Position 1065: 0.00026775924502920294
Position 1006: 0.0002480277353264908
Position 1027: 0.00021532710651784242
Position 9072: 0.00021132135759851763
Position 154: 0.00019625839504146538
Position 538: 0.00017531519079679484
Position 35525: 0.0001311676678718253
Position 489: 0.00012546167858767905
Position 5765: 0.00012423961521860062
Position 509: 0.00010713171843737001
Position 140: 9.838466569822965e-05
Position 741: 8.993598778557978e-05
Position 35497: 8.811455112042529e-05
Position 3825: 8.215959377025825e-05
Position 564: 7.41879208656412e-05
Position 3817: 5.8821944174886344e-05
Position 182: 5.8702359644099544e-05
Position 775: 5.399533168398779e-05
Position 2060: 5.09740143171873e-05
Position 401: 3.9594319571648015e-05
Position 35731: 2.8521558072201414e-05
Position 1507: 1.770268119904138e-05
Position 1072: 1.7554536130509103e-05
Position 36753: 1.703032274403997e-05
Position 1608: 1.6492152498637986e-05
Position 36695: 1.426443596818863e-05
Position 1542: 1.2999799602106126e-05
Position 75: 1.1987129614281904e-05
Position 313: 9.60266025153965e-06
Position 1060: 6.441229623283257e-06
Position 321: 5.814563193876177e-06
Position 549: 5.211545496505906e-06
Position 35785: 4.531554705039971e-06
Position 36154: 4.424773853480028e-06
Position 1138: 4.4241517557838455e-06
Position 587: 4.10881084570324e-06
Position 514: 3.257322960581082e-06
Position 77: 3.2277221004042293e-06
Position 306: 3.0474635763438272e-06
Position 593: 2.546054399652325e-06
Position 765: 2.489750505815154e-06
Position 758: 1.1891057878895867e-06
Position 334: 1.1772003923089513e-06
Position 830: 7.743378532288359e-07
Position 722: 5.783353628276124e-07
Position 769: 5.38348034085046e-07
Position 732: 4.893679967855986e-07
Position 175: 4.1956398380794394e-07
Position 318: 4.1225392769373047e-07
Position 821: 3.4562904293645043e-07
Position 1796: 3.364794126448871e-07
Position 1773: 3.305332262317736e-07
Position 507: 2.552885073489287e-07
Position 760: 2.2350314732380555e-07
Position 360: 1.617472847121674e-07
Position 346: 1.2661534759477983e-07
Position 404: 1.0139887014812058e-07
Position 341: 5.367128565424888e-08
Position 27: 2.3934396869076915e-08
Position 799: 7.412962674649495e-09
Position 937: 5.324555711383936e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 23765: 0.9999999832786687
Position 29229: 0.9639366914062102
Position 32745: 0.9541158318890518
Position 9789: 0.9093135228142425
Position 35348: 0.8409235512658211
Position 8929: 0.5962457367180278
Position 11003: 0.5614833723769226
Position 11429: 0.48169675676484686
Position 36450: 0.449719427693528
Position 25332: 0.3202675773076098
Position 4095: 0.2869853597416628
Position 17402: 0.2266462742592414
Position 9418: 0.22594967795136991
Position 3917: 0.17253920071657192
Position 7567: 0.16461173679577107
Position 8888: 0.15920583939393088
Position 12940: 0.15391932170898906
Position 3390: 0.14669805073231026
Position 37441: 0.13830318721357765
Position 13771: 0.13784083127124144
Position 7114: 0.12550111931066357
Position 36979: 0.11139361144513836
Position 25367: 0.1086594576612276
Position 10287: 0.10534212882183522
Position 10452: 0.10099554125044681
Position 7621: 0.09515105569914369
Position 15932: 0.08611016708733418
Position 37394: 0.08425562162476151
Position 35979: 0.0799237315381351
Position 1658: 0.07581800321933134
Position 36274: 0.06433809776853848
Position 1685: 0.0637213993834569
Position 9158: 0.06001116965224776
Position 36585: 0.056867758016612396
Position 37160: 0.0564392170524769
Position 35639: 0.05498720802756974
Position 36489: 0.05199088069704264
Position 34202: 0.0472855174706646
Position 34187: 0.04201192462972539
Position 1669: 0.038298369474753347
Position 19645: 0.03463082871163344
Position 36613: 0.034039972126299535
Position 9462: 0.03309922639993127
Position 29879: 0.03259094542596563
Position 11235: 0.030503623962179316
Position 35585: 0.029007143032099742
Position 10310: 0.02855205607148508
Position 24634: 0.027812521486017632
Position 35206: 0.02739658600707897
Position 34954: 0.02678303851919934
Position 1690: 0.024912288625261448
Position 10840: 0.02455060499796162
Position 10889: 0.024436961301804155
Position 7045: 0.024408107022071256
Position 24192: 0.023376011006089947
Position 38473: 0.023042530209276532
Position 31404: 0.02290255379120809
Position 35655: 0.02246895552070799
Position 31133: 0.020913274390063942
Position 34322: 0.020853509294404014
Position 8444: 0.020735781103315518
Position 38551: 0.019402924766069914
Position 37134: 0.018879195830714363
Position 32782: 0.018200924090985757
Position 31743: 0.017982466299931804
Position 37226: 0.01667747412458998
Position 32703: 0.016009828931100204
Position 5889: 0.01588408363811242
Position 3682: 0.015413464744802846
Position 4057: 0.0139317589392947
Position 943: 0.013411157876956384
Position 38869: 0.012777111408611336
Position 33511: 0.012723774215368286
Position 33414: 0.011704911795325606
Position 35923: 0.010888096286013652
Position 1910: 0.010868985704281084
Position 29128: 0.010655340049716973
Position 34400: 0.010619174088198572
Position 9647: 0.010567232620862014
Position 36224: 0.010475919658590661
Position 36930: 0.009767603852905893
Position 7065: 0.0096308668550396
Position 39356: 0.00955620627432844
Position 37818: 0.009522954339140289
Position 29863: 0.009394455521667911
Position 11056: 0.009244310611355475
Position 9219: 0.00896711067998583
Position 1470: 0.008357940901951346
Position 37762: 0.007519851808892077
Position 1525: 0.007494473326901904
Position 38113: 0.007426367465326227
Position 37106: 0.0073469814995042945
Position 4139: 0.006963527606820783
Position 32674: 0.006580849580310995
Position 37253: 0.006489501077192453
Position 35215: 0.006131174453739301
Position 35000: 0.006083532164808903
Position 29820: 0.005701578830330602
Position 36336: 0.004722834451666772
Position 5829: 0.004689187927163138
Position 7319: 0.004595281987131016
Position 10358: 0.004401936987276007
Position 3725: 0.004134656170041254
Position 3003: 0.003846273032497713
Position 37411: 0.003797070507218095
Position 34965: 0.0036835670466731185
Position 33366: 0.003533327034912726
Position 4142: 0.0032299024295402243
Position 37766: 0.0032256352970949226
Position 13564: 0.003204757294303803
Position 37462: 0.0028761911187300867
Position 1432: 0.0027818783417630022
Position 3447: 0.0026498680227072225
Position 377: 0.002577189698367811
Position 34281: 0.0025152551416200413
Position 36843: 0.00232692231009338
Position 35574: 0.0022664343507174125
Position 35300: 0.002204998892175983
Position 6898: 0.00213396624362588
Position 847: 0.0021195538586568662
Position 366: 0.0021020289472630923
Position 7215: 0.0020135879291924724
Position 37034: 0.0018148169569720018
Position 34913: 0.0017920200967637904
Position 36421: 0.0017471116404817598
Position 37031: 0.0016901722468619076
Position 37885: 0.0016454212224896684
Position 36691: 0.0016363067711970374
Position 30036: 0.0016213238623141789
Position 34429: 0.0016136055348637689
Position 36909: 0.0016091465533095714
Position 8852: 0.0015566792659455822
Position 1608: 0.0015426792541134136
Position 37085: 0.0015171095596954785
Position 1493: 0.0015144672634485282
Position 37709: 0.0015059684961117848
Position 35669: 0.0015056935830395097
Position 35714: 0.0014613178485791167
Position 1760: 0.0014590847081451675
Position 35544: 0.0012181935844435019
Position 10159: 0.0012132121281614701
Position 39110: 0.0012011631747584806
Position 10637: 0.0011745681439613695
Position 39083: 0.0011684948278434504
Position 3610: 0.0011555692122604422
Position 37187: 0.0011209617943763735
Position 3241: 0.0010877050280191879
Position 33553: 0.0010173616311514014
Position 36647: 0.0009708764787865568
Position 24382: 0.0009607233257003747
Position 10144: 0.0008984636727293494
Position 3289: 0.0008670069668009967
Position 34206: 0.0008578016199145717
Position 38589: 0.0007967159081959279
Position 34378: 0.0007681798647506913
Position 33045: 0.0007419900556094787
Position 36380: 0.0007034982571770555
Position 3048: 0.0006674215783618963
Position 32982: 0.0006517504763329493
Position 3858: 0.0006397021279037277
Position 3366: 0.0006294718355105959
Position 2364: 0.0006225644719995868
Position 1720: 0.000578928354501311
Position 33971: 0.0005546650483241089
Position 1702: 0.0005359286346553952
Position 36866: 0.0005275953188369374
Position 35672: 0.0005148775803343451
Position 37167: 0.0005103457075792815
