Gene = C130079G13Rik
index = 194
Annotated 5SS: [ 293 1746 3843 6513 7535]
Annotated 3SS: [ 1537  3619  6442  7362 10912]
SMsplice 5SS: [ 293 3843]
SMsplice 3SS: [3619 7718]
top_k =  1000
Partition function (log Z): -5.402219536176075

Sorted 5' Splice Sites (High to Low Probability):
Position 293: 0.99412268949391
Position 3843: 0.9690703739024519
Position 7535: 0.5709591761202505
Position 6513: 0.3676282577870672
Position 7290: 0.2474967818252093
Position 2424: 0.16906500249264234
Position 7242: 0.15081800796120623
Position 2981: 0.1255711892652413
Position 1746: 0.08827301861875365
Position 3120: 0.08328778946730224
Position 1999: 0.08271928881622016
Position 3314: 0.07016099959389348
Position 3220: 0.05776900280734892
Position 1372: 0.04772927393528764
Position 6613: 0.046989963689967364
Position 6836: 0.03531035929526421
Position 6321: 0.021890689119244383
Position 6317: 0.021611690480798113
Position 3031: 0.020388748010047707
Position 6325: 0.017698746457528964
Position 10135: 0.017227086403357156
Position 3505: 0.013083957654158661
Position 3060: 0.011602826287950735
Position 2638: 0.009118939828590142
Position 4034: 0.0076899691325965835
Position 75: 0.007418351361941815
Position 3027: 0.007311959912644087
Position 1727: 0.005934155196157789
Position 1076: 0.0052588260601492565
Position 856: 0.004099388249674931
Position 7542: 0.003988767526108775
Position 6671: 0.003873444776402967
Position 7506: 0.0035278290953339488
Position 7224: 0.0032499734327825864
Position 6648: 0.003239785597275528
Position 5966: 0.0027558803391827414
Position 2838: 0.002699056100929456
Position 7881: 0.0025096422749587154
Position 636: 0.0016947858826782923
Position 2343: 0.0013743587783646416
Position 1801: 0.0013128916304150908
Position 9: 0.0012635363839708187
Position 2454: 0.001168839440876129
Position 3752: 0.001157445688341333
Position 4130: 0.001092179443696784
Position 3040: 0.0010697165891349423
Position 5287: 0.0010649269953315482
Position 629: 0.0010200996861999398
Position 2323: 0.0009684347379486097
Position 903: 0.0009161356077680443
Position 7853: 0.0008769965976037073
Position 5710: 0.0007691311265460973
Position 5044: 0.0007084023048598755
Position 5048: 0.0006716734178016203
Position 7631: 0.0006535197590957938
Position 5930: 0.0006054952037500969
Position 181: 0.000497319197807158
Position 8367: 0.00044784734099972864
Position 5040: 0.00040193123918584177
Position 3458: 0.00039601614471507967
Position 1680: 0.00038157517452014464
Position 4475: 0.00033860876414951787
Position 3816: 0.0003268331708350988
Position 3722: 0.00031409022181653215
Position 5874: 0.00030122399377262256
Position 5036: 0.0002976030748962268
Position 7913: 0.0002824711850237492
Position 3800: 0.0002821783220974962
Position 251: 0.0002788597320124071
Position 2022: 0.00027833891257159413
Position 742: 0.0002748633627944372
Position 1206: 0.0002744548358382445
Position 7864: 0.00024599471673010195
Position 6329: 0.00023424842266095143
Position 3020: 0.0002322518691259461
Position 4: 0.00021324853145130544
Position 2518: 0.00018769011856555672
Position 599: 0.00016727111434683629
Position 905: 0.00016218850665837003
Position 1471: 0.00013919021737375864
Position 3847: 0.00011459579619785391
Position 316: 9.745041986719669e-05
Position 2360: 9.656109501463962e-05
Position 3224: 9.517898474454917e-05
Position 1629: 9.41467199569701e-05
Position 2472: 9.05899651293643e-05
Position 2402: 8.294781343884638e-05
Position 951: 8.172765854847714e-05
Position 2842: 6.12999483218532e-05
Position 1452: 5.929658111607625e-05
Position 3093: 5.628574128284283e-05
Position 3008: 5.489301760288515e-05
Position 14: 5.269097200799335e-05
Position 2994: 4.9934354211263016e-05
Position 2753: 4.618094872872302e-05
Position 6564: 4.5930854425228177e-05
Position 2999: 4.3467746023604995e-05
Position 1415: 4.047501386724424e-05
Position 604: 2.7756645296187358e-05
Position 147: 2.578348657946698e-05
Position 849: 2.4604601656752716e-05
Position 1233: 2.4098743603978433e-05
Position 1060: 2.2363546256212263e-05
