Gene = Gba
index = 426
Annotated 5SS: [ 159  614 1249 1494 2653 3037 3441 4524 5060 5501]
Annotated 3SS: [ 543 1056 1346 2518 2863 3205 4298 4895 5383 5588]
SMsplice 5SS: [ 159  433  614 1249 1494 2653 3037 3441 4524 5060 5501]
SMsplice 3SS: [ 263  543 1056 1346 2518 2863 3205 4298 4855 5383 5588]
top_k =  1000
Partition function (log Z): 18.61778838249114

Sorted 5' Splice Sites (High to Low Probability):
Position 1494: 0.9892114008411348
Position 1249: 0.9784275335121174
Position 5060: 0.9518084485132654
Position 5501: 0.9307303561532885
Position 4524: 0.8840479142173336
Position 3441: 0.6831878812039553
Position 3037: 0.6703192060988539
Position 159: 0.6600299575905743
Position 614: 0.6514496452110003
Position 2653: 0.5704880445467712
Position 233: 0.31247433033276667
Position 433: 0.30611594696437416
Position 2768: 0.2173218395027379
Position 3517: 0.17982735729446978
Position 3084: 0.14855645704621723
Position 2713: 0.10743562910762608
Position 2988: 0.10350041487127587
Position 3290: 0.05955812061786146
Position 2542: 0.03653309310662751
Position 2454: 0.03172430044696661
Position 3600: 0.02560014060380544
Position 3885: 0.024511871456322203
Position 448: 0.023550618424683305
Position 2963: 0.016670559885120402
Position 66: 0.010840144308201466
Position 645: 0.010346283185329784
Position 800: 0.007930702070649394
Position 1513: 0.00783237894128123
Position 3438: 0.007743504406610989
Position 671: 0.0062166441024677655
Position 4325: 0.005506529686775574
Position 2977: 0.005407534211453699
Position 376: 0.00512690898713878
Position 3838: 0.004843414402242514
Position 598: 0.004827265286374811
Position 4968: 0.004728922782583274
Position 2707: 0.004060733816849894
Position 1882: 0.003583984366849817
Position 4475: 0.0031026223836788107
Position 3836: 0.0030579577306539857
Position 701: 0.0029762633176780794
Position 4171: 0.002830299988894656
Position 5522: 0.0028075603456132765
Position 3227: 0.002481946673125366
Position 4352: 0.0022759715043836324
Position 687: 0.0022737737231379304
Position 1516: 0.0020850014962318537
Position 2196: 0.002041883559673328
Position 4832: 0.00182600342048787
Position 1101: 0.0017406209733474769
Position 4827: 0.0017272113329752856
Position 4797: 0.0016055398181814334
Position 496: 0.0015119850415556124
Position 3941: 0.0014147922807633388
Position 3072: 0.001160868433658291
Position 4454: 0.0010399683383192403
Position 3131: 0.00094284999982595
Position 712: 0.0009368937493116105
Position 2471: 0.0008637586899005921
Position 922: 0.0008615964790855094
Position 402: 0.0007768090611649217
Position 4002: 0.0007037657394273464
Position 3346: 0.0006456336885638973
Position 1523: 0.0006015708033123522
Position 2776: 0.0005382901864838272
Position 752: 0.0005227952812463388
Position 3615: 0.0004755814902524603
Position 5428: 0.00046737226705767716
Position 415: 0.00042109207597317
Position 308: 0.00041577693335389
Position 3384: 0.0003455959836100389
Position 352: 0.0003122947264331356
Position 1198: 0.0003106322907212986
Position 1215: 0.0002826779513902249
Position 3127: 0.00023607090430260053
Position 1162: 0.00022968916865061787
Position 4443: 0.0002222649945539249
Position 2240: 0.00021221669324202378
Position 4677: 0.00021105791719256523
Position 3771: 0.0001843206262404315
Position 4502: 0.00018298456888607363
Position 25: 0.00017234114926408488
Position 4470: 0.0001506562893256256
Position 2555: 0.00014262519086123812
Position 340: 0.00012992386661637653
Position 865: 0.00012976901354660257
Position 663: 0.00012956953030402848
Position 2665: 0.00011774579476276565
Position 331: 0.0001170739551491508
Position 2213: 0.00010936670610571477
Position 1057: 0.00010325452278669849
Position 4799: 8.844066982391536e-05
Position 3075: 8.817000940700605e-05
Position 3537: 8.751386517459812e-05
Position 3529: 8.518258582999199e-05
Position 3047: 8.30563967983187e-05
Position 647: 8.277047713442615e-05
Position 618: 8.129806362984057e-05
Position 485: 8.083889239229633e-05
Position 2816: 8.044728886741938e-05
Position 4768: 7.00136758167603e-05
Position 3206: 6.795518251785717e-05
Position 1213: 6.179798079424866e-05
Position 2789: 5.7679281762994746e-05
Position 4254: 5.407977889036328e-05
Position 988: 5.3265464804785175e-05
Position 983: 4.868592686519345e-05
Position 1192: 4.216017231929999e-05
Position 3302: 3.716301996521308e-05
Position 1830: 3.7148008596346024e-05
Position 4535: 3.5683839240436156e-05
Position 5510: 3.4045985067709847e-05
Position 3032: 3.3672669496950716e-05
Position 3776: 3.365312029126578e-05
Position 5492: 3.288090139955554e-05
Position 4980: 3.08940025587718e-05
Position 1098: 3.063157472464508e-05
Position 1111: 2.8779898804612385e-05
Position 880: 2.5093627116606842e-05
Position 5487: 2.3374204610225956e-05
Position 2610: 2.1523094951150987e-05
Position 2558: 2.144555433503172e-05
Position 1264: 2.0410809053286486e-05
Position 5481: 1.9853239584438485e-05
Position 757: 1.9364175391389783e-05
Position 2922: 1.8930533917351008e-05
Position 70: 1.866637209229335e-05
Position 2246: 1.6866467035345877e-05
Position 1121: 1.532339759920174e-05
Position 2112: 1.3859959453316538e-05
Position 1780: 1.36377726861339e-05
Position 2229: 1.1863036679713237e-05
Position 29: 1.1030469902780811e-05
Position 128: 1.0653080887577944e-05
Position 137: 1.004619696032268e-05
Position 1858: 9.895982524718356e-06
Position 2573: 9.526818566745204e-06
Position 488: 9.140577592409223e-06
Position 804: 8.976243867737993e-06
Position 1143: 8.926017640843824e-06
Position 2575: 8.819463298874545e-06
Position 121: 8.128313610199874e-06
