Gene = Paf1
index = 788
Annotated 5SS: [ 304  748 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
Annotated 3SS: [ 717 2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
SMsplice 5SS: [ 304 2185 2589 2745 2922 3107 3252 3437 3776 3999 5603 5799]
SMsplice 3SS: [2091 2466 2677 2819 3000 3182 3332 3658 3869 5496 5707 5874]
top_k =  1000
Partition function (log Z): 29.550544847734578

Sorted 5' Splice Sites (High to Low Probability):
Position 5799: 0.9986431238806284
Position 304: 0.982994344678551
Position 2922: 0.9728635299498869
Position 2185: 0.9535914069301683
Position 3999: 0.9469507610302569
Position 3776: 0.9200990678856205
Position 3107: 0.919093254445837
Position 5603: 0.9031074783409438
Position 2589: 0.8475285086878446
Position 3252: 0.8413439641374227
Position 3437: 0.788145235823187
Position 2745: 0.6912431822588079
Position 748: 0.5119113094071713
Position 5995: 0.37968218859032665
Position 2750: 0.26652691359054215
Position 4169: 0.12390068808445101
Position 5350: 0.11115005820199045
Position 3780: 0.046493976714055626
Position 5645: 0.03615005601185516
Position 5060: 0.03461289069280637
Position 2610: 0.028803553886461598
Position 3923: 0.02614392178326977
Position 2937: 0.022786535781667772
Position 3965: 0.014919143251681644
Position 3790: 0.013626992140730102
Position 801: 0.010628844314133365
Position 5541: 0.010557789477976559
Position 5264: 0.008420517094642605
Position 3784: 0.008368866337056292
Position 191: 0.0076061939571319785
Position 6010: 0.006076047758387127
Position 6055: 0.004561566387721522
Position 2763: 0.0034381505698441403
Position 3225: 0.002486574666810239
Position 1894: 0.0022582494132119316
Position 3796: 0.002102383200606593
Position 466: 0.0019270097120083548
Position 56: 0.0019082569901372113
Position 531: 0.001907283739547748
Position 5387: 0.0017356443421886148
Position 402: 0.0015813902270552847
Position 2289: 0.0015409793904359803
Position 447: 0.001482451239726439
Position 1076: 0.0014707774144287933
Position 4613: 0.0013860008044595611
Position 5938: 0.0013698025908047693
Position 4672: 0.001339829099665972
Position 2593: 0.0012432968588734978
Position 1234: 0.0011832384559241427
Position 477: 0.0010963470453015734
Position 3357: 0.0010745948865789725
Position 415: 0.0009328935135720775
Position 4896: 0.0009192379414380909
Position 1041: 0.0009186786145461502
Position 251: 0.0008256867650486061
Position 5641: 0.0007613578348482116
Position 1722: 0.0007106856007949715
Position 1708: 0.000702494886271878
Position 3581: 0.0006356900582500721
Position 31: 0.0005994724505480432
Position 3802: 0.0005802543441817073
Position 2855: 0.0005590822212535768
Position 6025: 0.0005584707177024605
Position 5064: 0.0005475364672971893
Position 541: 0.0005154791655234786
Position 1980: 0.00048659504943342246
Position 1356: 0.00048534587014944456
Position 520: 0.0004729248390616742
Position 3444: 0.00042334759135673964
Position 3394: 0.0004202401828985239
Position 2926: 0.0004106946837224025
Position 5959: 0.00040036358503394104
Position 5977: 0.00039599278092152613
Position 1898: 0.0003776495372431034
Position 3492: 0.0003413781073709538
Position 4924: 0.00032421677274383653
Position 1514: 0.0003021443569275832
Position 3277: 0.0002964987318437614
Position 3461: 0.0002882189795782528
