Gene = Dbf4
index = 321
Annotated 5SS: [  250  1496 10596 12707 14223 14483 16915 17846 19105 19637 23029]
Annotated 3SS: [ 1322 10415 12655 14152 14405 16877 17799 18975 19524 22903 24553]
SMsplice 5SS: [  250  1496 10596 12707 14223 14483 15433 19105 23029 23957]
SMsplice 3SS: [ 1322 10415 12655 14152 14355 15352 18975 22903 23854 24046]
top_k =  1000
Partition function (log Z): 5.309295399648525

Sorted 5' Splice Sites (High to Low Probability):
Position 1496: 0.9882261314108385
Position 14483: 0.9828244010227993
Position 19105: 0.9455354626537279
Position 23029: 0.9417598411458181
Position 10596: 0.880262459435325
Position 12707: 0.8736668978685874
Position 15433: 0.7100652969291851
Position 14223: 0.6873761025451576
Position 17846: 0.48800781443557995
Position 250: 0.4635352965612948
Position 23957: 0.33444964223324075
Position 14969: 0.3174548191417463
Position 17003: 0.3171596236124368
Position 169: 0.3165102570800514
Position 18348: 0.28841329316025455
Position 18630: 0.2824551394043623
Position 15182: 0.26868691553518753
Position 14251: 0.2551691237044699
Position 9995: 0.22717654299237144
Position 10864: 0.15734441622924525
Position 19643: 0.15592493350705616
Position 19637: 0.1371843067280819
Position 16915: 0.12235684015900648
Position 1025: 0.10665675756852167
Position 184: 0.10472392130473641
Position 8390: 0.09405276185817796
Position 2622: 0.08700991315324123
Position 3034: 0.061099396191779176
Position 19867: 0.05896910154962299
Position 17071: 0.05556928436819073
Position 22323: 0.04204311952831061
Position 15194: 0.039836340000157615
Position 5901: 0.03890311158061775
Position 579: 0.03730076640075895
Position 10248: 0.033384725964999626
Position 10942: 0.030826651638107626
Position 15235: 0.02865366226558436
Position 13248: 0.024553342991359597
Position 20096: 0.02079949807391981
Position 8376: 0.01978491556912289
Position 18225: 0.01961134572341003
Position 20980: 0.019603864075456147
Position 577: 0.019035082192562235
Position 15493: 0.018374206162452538
Position 4343: 0.016363812185310102
Position 560: 0.015919073369087707
Position 15772: 0.013990344499292467
Position 1172: 0.013185565300554675
Position 7345: 0.012886614723868466
Position 18721: 0.012353479183504035
Position 188: 0.011865878671216098
Position 12778: 0.011858760655905447
Position 8668: 0.011418519238033237
Position 15417: 0.011064704714754693
Position 15219: 0.010848645904266733
Position 12711: 0.010762560257558859
Position 18891: 0.008868078286215228
Position 23241: 0.008277793220762625
Position 19417: 0.0073198581820930145
Position 21201: 0.007159506560152388
