Gene = Prol1
index = 855
Annotated 5SS: [  86 1302]
Annotated 3SS: [ 1232 10494]
SMsplice 5SS: [  86 1302]
SMsplice 3SS: [ 1232 10494]
top_k =  1000
Partition function (log Z): -6.6260979013877535

Sorted 5' Splice Sites (High to Low Probability):
Position 86: 0.8691614269506178
Position 1302: 0.7836318080509775
Position 6769: 0.4098769226086514
Position 1547: 0.24420622970151054
Position 1496: 0.1726645594327921
Position 4945: 0.08164591586465883
Position 108: 0.06802139744671495
Position 1654: 0.06246645316994554
Position 9844: 0.052026246257022665
Position 2133: 0.04869541920827008
Position 90: 0.041493694348916206
Position 10641: 0.037107835947224936
Position 6122: 0.02554885258333634
Position 6489: 0.018017220435819627
Position 1012: 0.01524061358740449
Position 6076: 0.01411952083053964
Position 4686: 0.014085398915726457
Position 5573: 0.012417474253786538
Position 37: 0.0110793260714895
Position 6327: 0.009972179473061322
Position 3957: 0.008087805559449327
Position 5007: 0.007472602897416053
Position 357: 0.007382377226023899
Position 6915: 0.00634796083912611
Position 2528: 0.005526746213863235
Position 6666: 0.004708925428574486
Position 2915: 0.0042219525478040245
Position 5221: 0.003112211995143193
Position 4368: 0.003067758082893815
Position 5269: 0.0029056330897635155
Position 6315: 0.0028964222347737907
Position 1793: 0.002039876367632834
Position 1617: 0.0020316874880298716
Position 6261: 0.001613191318135027
Position 6707: 0.0013799220524016646
Position 1145: 0.0011063135584777671
Position 6808: 0.0010998478045579007
Position 7924: 0.0010457093541465516
Position 2587: 0.0009466006923776674
Position 4373: 0.0007652157357558333
Position 3981: 0.000759197983898973
Position 763: 0.0007188346349765169
Position 232: 0.0006459730394592962
Position 5308: 0.0005488203611379783
Position 235: 0.0005287331564821098
Position 721: 0.0005202447676805042
Position 1487: 0.0005170477071415504
Position 100: 0.0004234873753237538
Position 323: 0.00038329593589604596
Position 298: 0.00037473685894221875
Position 368: 0.0003074045735309146
Position 348: 0.0002913752608785195
Position 10620: 0.00028754656456082085
Position 223: 0.00019293714277417536
Position 917: 0.00017323532118112466
Position 96: 0.00015263316264731714
Position 337: 0.0001275923849883287
Position 1110: 9.738591698217482e-05
