Gene = Pvrig
index = 877
Annotated 5SS: [108 549 749 887]
Annotated 3SS: [ 194  624  828 1160]
SMsplice 5SS: [108 749 887]
SMsplice 3SS: [624 828 982]
top_k =  1000
Partition function (log Z): -2.7290020622830076

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.947601477683754
Position 749: 0.7190781648998593
Position 887: 0.65836063572534
Position 549: 0.5927743748916471
Position 669: 0.09387803040684163
Position 1315: 0.051206528112625986
Position 293: 0.04913061548548265
Position 299: 0.03041168483886402
Position 1068: 0.0077422914902095874
Position 363: 0.005410024998331142
Position 206: 0.003865640478139155
Position 764: 0.00311178690607189
Position 875: 0.001910171854337425
Position 131: 0.0010024849801136227
Position 731: 0.00097884136300889
Position 1055: 0.0008724908834466606
Position 487: 0.0008154285521007282
Position 1214: 0.0007928161757501984
Position 724: 0.0006697820750701165
Position 1280: 0.0004428722594741306
Position 759: 0.0003047070508283747
Position 266: 0.0002879150143543702
Position 152: 0.00024668257551820907
Position 790: 0.0002307234560398572
Position 261: 0.00019882935779710756
Position 373: 0.000192517261850991
Position 706: 0.00018798637653219365
Position 1078: 0.00014628738906500877
Position 218: 0.00011157472336450847
Position 507: 0.00010057805217414647
Position 254: 9.730630144663193e-05
Position 952: 9.285353186106548e-05
Position 701: 8.639516540639388e-05
Position 1011: 7.723498912738654e-05
Position 208: 7.132955138224903e-05
Position 522: 6.60824705217186e-05
Position 785: 6.590244379933317e-05
Position 927: 5.822354454475453e-05
Position 306: 5.496026358967517e-05
Position 1081: 4.7285632421255845e-05
Position 212: 4.300260452481862e-05
Position 693: 3.312672992886016e-05
Position 68: 3.029348372356503e-05
Position 515: 2.4418276043850317e-05
Position 829: 1.8528625236854806e-05
Position 416: 1.5993337267170986e-05
Position 1324: 1.5952156058890954e-05
Position 317: 1.5721821054843286e-05
Position 1303: 1.496842871047892e-05
Position 98: 1.4932163118125376e-05
Position 491: 1.266603969661882e-05
Position 112: 1.261118660801448e-05
Position 1504: 1.0376244261482773e-05
Position 145: 8.229419861997348e-06
Position 422: 8.20144253251136e-06
Position 1493: 7.522566481034122e-06
Position 553: 4.711584159728647e-06
Position 1230: 4.691599298514454e-06
Position 244: 4.212645200636671e-06
Position 96: 3.5558825571657206e-06
Position 180: 2.8990553893339006e-06
Position 344: 2.5288251132876344e-06
Position 346: 1.614100049908793e-06
Position 129: 1.4648936457390658e-06
Position 619: 1.211898348190269e-06
Position 837: 1.0545021511924716e-06
Position 906: 5.886342437574134e-07
Position 617: 1.4556096435941328e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 828: 0.90963098038623
Position 624: 0.7661138016035648
Position 982: 0.4833814215725694
Position 194: 0.19931253464873833
Position 1160: 0.1531863401574309
Position 513: 0.12651259915372998
Position 299: 0.09083746093939511
Position 645: 0.08442721903517421
Position 254: 0.06378119954389544
Position 414: 0.06252439725081971
Position 1410: 0.04486725743012373
Position 356: 0.027211262323613643
Position 387: 0.021712171517086598
Position 1186: 0.020977913966846066
Position 373: 0.018879170479172785
Position 1334: 0.014900839436123513
Position 391: 0.010407687214562901
Position 272: 0.008597913290584716
Position 1127: 0.007084199285512227
Position 370: 0.006914312197287213
Position 1047: 0.006671650418516208
Position 1440: 0.006595052152003859
Position 330: 0.006331657853134726
Position 1379: 0.004279143277367397
Position 861: 0.003358973764534521
Position 663: 0.0032869691242582775
Position 1107: 0.002876307531707669
Position 1189: 0.0022870356131076443
Position 1546: 0.002059381682665049
Position 1421: 0.0019279598965180648
Position 449: 0.0016850402102442852
Position 198: 0.0011558490228382604
Position 1280: 0.0010510333715345183
Position 1573: 0.000884485573880475
Position 660: 0.000834683723854784
Position 341: 0.000695005583735814
Position 1444: 0.0006772336861898969
Position 1063: 0.0006257877602405032
Position 1314: 0.00037577047432747957
Position 456: 0.0003203455022394833
Position 991: 0.0002830373122987826
Position 453: 0.0002764607095003184
Position 1479: 0.0002715333020985031
Position 487: 0.00026122202308272
Position 525: 0.00025532677212479764
Position 1060: 0.00023969366798946067
Position 868: 0.0002125238976756847
Position 303: 0.00019243731164011367
Position 1230: 0.0001720914858966068
Position 464: 0.000169867322631013
Position 1205: 0.00016085964460957612
Position 690: 0.00015864381167003113
Position 1300: 0.00015721287023408954
Position 916: 0.00011986570888346039
Position 789: 0.0001099062514389334
Position 571: 0.00010825799509263899
Position 279: 9.72608549125724e-05
Position 737: 9.203884782319015e-05
Position 1275: 8.614179727306589e-05
Position 874: 5.327093411802498e-05
Position 1503: 4.860757830113718e-05
Position 1081: 4.365868113082894e-05
Position 537: 4.153342579693098e-05
Position 218: 3.5341023782761614e-05
Position 1303: 3.292136191152148e-05
Position 205: 2.6802250579600366e-05
Position 311: 2.420732111067926e-05
Position 740: 2.3678417268610085e-05
Position 924: 1.818588063534325e-05
Position 229: 1.5165708151541871e-05
Position 1485: 1.4923414002030462e-05
Position 223: 1.4252789348146804e-05
Position 527: 1.2763644127599387e-05
Position 847: 6.1204726310473615e-06
Position 542: 5.070402348908031e-06
Position 548: 4.0879290005132634e-06
Position 1509: 3.4055828978900997e-06
Position 564: 2.511773854853029e-06
Position 742: 2.148490551394489e-06
Position 764: 1.4478423354425202e-06
Position 693: 1.180172994296009e-06
Position 837: 4.84529806006769e-07
Position 562: 2.1273866572015716e-07
Position 673: 1.853897269754316e-07
Position 880: 1.2775942290363203e-07
Position 165: 1.6057879802152336e-08
Position 152: 2.0536551701621434e-09
Position 579: 4.85355851173297e-11
Position 134: 1.5185088793037867e-12
