Gene = Cox20
index = 291
Annotated 5SS: [  79 2730 2876]
Annotated 3SS: [2614 2811 3350]
SMsplice 5SS: [  79 2730]
SMsplice 3SS: [2614 2811]
top_k =  1000
Partition function (log Z): -5.889524788962602

Sorted 5' Splice Sites (High to Low Probability):
Position 79: 0.9234826618891628
Position 2730: 0.7619633901694715
Position 1200: 0.15337570706341414
Position 548: 0.088192914382625
Position 448: 0.054994274483564046
Position 746: 0.039869036147972256
Position 891: 0.0340273890307319
Position 3002: 0.028942478634918632
Position 2876: 0.02803217445293817
Position 644: 0.020545549356096367
Position 382: 0.018640497134280055
Position 3166: 0.016377512374661837
Position 2545: 0.013144558591653104
Position 1359: 0.012328408871043629
Position 1692: 0.01012226093399266
Position 1770: 0.008000586729857944
Position 2723: 0.007303855837130055
Position 2465: 0.006248339322129035
Position 2499: 0.004987063184737837
Position 116: 0.003628220257828276
Position 3121: 0.003596336958354935
Position 171: 0.003294050865406543
Position 453: 0.0022039829333906093
Position 1696: 0.001914151257510603
Position 992: 0.0018980390375628589
Position 2193: 0.001192342240271152
Position 1365: 0.0008199573861927807
Position 2903: 0.00078995910976212
Position 1063: 0.0007426197495937731
Position 2914: 0.0007022249400244632
Position 674: 0.0006973187826770045
Position 2734: 0.0006893568152129873
Position 1782: 0.0005299929241291448
Position 1774: 0.0005274827858756499
Position 653: 0.0005237881789797886
Position 996: 0.0005033905547503825
Position 2859: 0.0004422358675587641
Position 751: 0.0004204203538655044
Position 1600: 0.000391732661772065
Position 248: 0.00023455909865534847
Position 106: 0.0002138354706597329
Position 84: 0.00019818680538014288
Position 920: 6.793888120176478e-05
Position 2699: 6.533998606781028e-05
Position 1261: 6.48098394271598e-05
Position 1176: 6.093544094400107e-05
Position 679: 5.536027239235728e-05
Position 2631: 5.447687663335613e-05
Position 2897: 4.998361013064798e-05
Position 1253: 4.866675460955588e-05
Position 2448: 4.66189471290308e-05
Position 1767: 4.412386254911013e-05
Position 1081: 4.3325562286202614e-05
Position 289: 3.709675324838608e-05
Position 401: 3.388761755135419e-05
Position 803: 2.259406150860115e-05
Position 342: 1.904465297446721e-05
Position 123: 1.3666974520881065e-05
Position 352: 1.175840987981776e-05
Position 336: 1.137947729425855e-05
Position 219: 7.869577740088667e-06
Position 1249: 6.905755399608927e-06
Position 1417: 6.568515932856907e-06
Position 474: 6.435443143926152e-06
Position 142: 5.795295753957084e-06
Position 1313: 5.544520458479202e-06
Position 646: 4.994357298279147e-06
Position 681: 4.106172292270473e-06
Position 1218: 3.961129685441652e-06
Position 34: 2.9668657971984707e-06
Position 691: 2.617746891340584e-06
Position 600: 2.233701745490217e-06
Position 698: 1.1770546249268513e-06
Position 463: 6.501882011090354e-07
Position 228: 6.386936488285804e-07
Position 187: 5.960185686211651e-07
Position 386: 5.186483732744867e-07
Position 559: 3.318412247805712e-07
Position 409: 2.7963426975044064e-07
Position 118: 1.8938219915747018e-07
Position 467: 4.7296620362918394e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2811: 0.8891633832026712
Position 2614: 0.5452942316029553
Position 2587: 0.2283108339321309
Position 507: 0.05778770618908451
Position 431: 0.04783795279215189
Position 3350: 0.045547174033144254
Position 1105: 0.04295861204963914
Position 775: 0.042355168541109725
Position 1149: 0.04175780414065545
Position 3091: 0.03136138407428958
Position 531: 0.025498300037157022
Position 1080: 0.020155968724867326
Position 1548: 0.01829560658964156
Position 1192: 0.013212518940049173
Position 2868: 0.012732620885884905
Position 2781: 0.012004066123626688
Position 941: 0.01172589177021767
Position 2345: 0.010953569825759958
Position 1047: 0.009613823511597801
Position 2419: 0.008095004866189755
Position 2639: 0.007944912130001591
Position 2815: 0.007169616254446791
Position 1070: 0.007051873270086153
Position 3362: 0.0067089972037234725
Position 292: 0.0063464410021299164
Position 579: 0.006069486573868344
Position 2134: 0.006031509206178689
Position 3299: 0.005834582236709877
Position 2110: 0.004632958795000153
Position 2288: 0.004477516202943259
Position 1235: 0.00435945035044307
Position 447: 0.0042824569264213064
Position 1571: 0.003729069424936067
Position 486: 0.003638112888201042
Position 3165: 0.0036118226375934565
Position 150: 0.0034572328388309073
Position 876: 0.0032976671463916577
Position 163: 0.0031452643862160596
Position 1599: 0.002861302877075489
Position 884: 0.002395016808808687
Position 2967: 0.00234182729446481
Position 2844: 0.0019744388978310407
Position 3314: 0.0018501139088349843
Position 2984: 0.0018038592868986124
Position 170: 0.0017648546492039026
Position 2462: 0.0016922420560788786
Position 803: 0.0016578853502831085
Position 2756: 0.0016481747867075475
Position 2630: 0.0016431435836793986
Position 2185: 0.0016180152783285778
Position 1658: 0.0015775074357147732
Position 619: 0.0015415398835124743
Position 2690: 0.0015208077683399742
Position 3458: 0.0014070811536182478
Position 946: 0.0010881782854363538
Position 3001: 0.0010840701724661105
Position 583: 0.0010523526564644734
Position 2897: 0.0010196346392278325
Position 375: 0.001009080843698792
Position 2382: 0.0009977643937942584
Position 2443: 0.0009825607859860295
Position 2623: 0.0009144354643894135
Position 368: 0.0007701921993316669
Position 3381: 0.0007242366964959882
Position 219: 0.0007061743364488765
Position 2563: 0.0006224950168992652
Position 1154: 0.0006153352410759125
Position 3437: 0.0006072334199023039
Position 1014: 0.0005959114540427926
Position 1695: 0.0005912022745114615
Position 3535: 0.0005569808593237678
Position 246: 0.0005344427116009333
Position 187: 0.000527596539529529
Position 277: 0.0004755675991271027
Position 179: 0.0003591856705411127
Position 639: 0.0003490837184784516
Position 784: 0.0003393721946375831
Position 296: 0.00029008161907337414
Position 2464: 0.0002888877798498786
Position 3244: 0.0002731871968312872
Position 458: 0.0002687993250480908
Position 559: 0.0002575337334036658
Position 1027: 0.00022885308957925019
Position 3207: 0.00022546294281682635
Position 2847: 0.00021150879355068193
Position 352: 0.00020728305625063436
Position 434: 0.00016487665367849824
Position 600: 0.00016427962367300108
Position 2359: 0.0001621844709147914
Position 1486: 0.00014805770199149816
Position 840: 0.00014411767992457826
Position 1108: 0.00014400537017166825
Position 819: 0.00014137732251270216
Position 452: 0.0001396334979653643
Position 379: 0.00013226297706786522
Position 962: 0.0001299075367197
Position 2415: 0.00012340971082427354
Position 1390: 0.00012074758925460198
Position 3423: 0.00011651668397495731
Position 901: 0.00010918787281477969
Position 3148: 7.832016114244145e-05
Position 740: 7.688627793726394e-05
Position 467: 7.434185912039475e-05
Position 1888: 7.083371523601167e-05
Position 2145: 6.920142113458393e-05
Position 960: 6.225261007956941e-05
Position 1305: 5.035456960941489e-05
Position 628: 4.889685108475292e-05
Position 1162: 4.628455724339397e-05
Position 956: 3.728345170341964e-05
Position 1411: 3.710532223269077e-05
Position 1289: 3.709529764394795e-05
Position 2166: 3.56642063523308e-05
Position 1051: 3.541889296532041e-05
Position 2009: 3.3796880263667465e-05
Position 891: 3.215078078969215e-05
Position 1909: 3.00140332773606e-05
Position 1633: 2.9529381410668183e-05
Position 2264: 2.9267385442525417e-05
Position 238: 2.7410498511377567e-05
Position 2013: 2.4978941826765425e-05
Position 1843: 2.4333615559075465e-05
Position 1024: 2.257767140349814e-05
Position 1809: 1.9034036114255888e-05
Position 228: 6.761605727636762e-06
Position 307: 5.460123302326051e-06
Position 397: 5.231208381851783e-06
Position 327: 5.103494850925571e-06
Position 761: 4.243828160785584e-06
Position 252: 3.7892947120022994e-06
Position 329: 3.547323626948943e-06
Position 478: 2.5446506688257425e-06
Position 401: 2.518565169208426e-06
Position 409: 2.1765809841290307e-06
Position 653: 1.8104338715199988e-06
Position 688: 9.959761797179644e-07
Position 1280: 9.641112017472104e-07
