Gene = Fbxo21
index = 402
Annotated 5SS: [  310  1264  3106  9491 12195 12531 14210 17932 18773 23799 25443]
Annotated 3SS: [ 1127  3010  9368 12047 12393 14072 17751 18639 23586 25284 31279]
SMsplice 5SS: [  310  1264  3106  9491 12195 12531 14210 17932 18773 23799 25443]
SMsplice 3SS: [ 1127  3010  9368 12047 12393 14072 17786 18639 23607 25284 31279]
top_k =  1000
Partition function (log Z): 26.3281310244188

Sorted 5' Splice Sites (High to Low Probability):
Position 25443: 0.9989163924792439
Position 12195: 0.9968259750887241
Position 3106: 0.9867887842408964
Position 18773: 0.9745880906404005
Position 9491: 0.9674571097083663
Position 1264: 0.9579331109799808
Position 12531: 0.9064307970958875
Position 14210: 0.9060487097681064
Position 23799: 0.9020310773960872
Position 17932: 0.7942333618850491
Position 618: 0.5130304082736078
Position 18484: 0.39637269018169585
Position 22993: 0.38035847710608545
Position 310: 0.3725268211244646
Position 21875: 0.22532740910894702
Position 9257: 0.2223094697261274
Position 263: 0.2190742281935343
Position 10347: 0.19116544297929017
Position 305: 0.16296605210230494
Position 18459: 0.15875369342516688
Position 27195: 0.15241646225636707
Position 19086: 0.13790441372901624
Position 12805: 0.1337219276967584
Position 25674: 0.13230372039545674
Position 10325: 0.12013233492244256
Position 10351: 0.11804946308264597
Position 7962: 0.11700137152144367
Position 11845: 0.1133772008617349
Position 24246: 0.11236569822414558
Position 22610: 0.1016004815826573
Position 284: 0.10096577667790328
Position 9065: 0.10023878863381029
Position 31392: 0.09943074574130388
Position 14200: 0.09355972771239233
Position 10430: 0.08472121108930371
Position 28680: 0.07897172945727979
Position 9860: 0.07611742426297537
Position 28340: 0.07330444612107531
Position 2105: 0.07088063850360891
Position 20686: 0.0683733788945649
Position 11064: 0.06769860221767039
Position 31416: 0.06256541829527626
Position 11981: 0.05934097092029864
Position 25683: 0.05721194947609252
Position 3999: 0.0545263130491806
Position 23803: 0.04778798513434926
Position 11698: 0.040930885979036484
Position 27173: 0.040134530293845075
Position 7048: 0.03950825206335507
Position 24141: 0.03812825560361159
Position 18428: 0.037480753769913194
Position 1878: 0.03260171640483506
Position 9511: 0.03209685120552236
Position 58: 0.02977685668732999
Position 10594: 0.02969377581221323
Position 29661: 0.029170633583972542
Position 11319: 0.02902726223371672
Position 4850: 0.02869875306716866
Position 9245: 0.0283604467245141
Position 26041: 0.028048824919006298
Position 17903: 0.027531532967603335
Position 28928: 0.02608813257002299
Position 11630: 0.02538839370941998
Position 9272: 0.023321845378243083
Position 24309: 0.02305516949448959
Position 11029: 0.021072153826357395
Position 11596: 0.02082899821814115
Position 27238: 0.020167242448930835
Position 12841: 0.019479577454190298
Position 10702: 0.019139439473550228
Position 24095: 0.018725568206580494
Position 26142: 0.018375481922839138
Position 23716: 0.01766639522509591
Position 2081: 0.017614981370204886
Position 24262: 0.017018054314143254
Position 17888: 0.016991228441742934
Position 5227: 0.016696862061891537
Position 741: 0.016067271003891184
Position 9091: 0.015869301446931283
Position 18871: 0.015851500261555105
Position 20196: 0.015468872350564314
Position 23702: 0.014823363296805484
Position 1908: 0.014326701038342826
Position 13624: 0.013940494030106651
Position 22417: 0.013398472209690171
Position 28436: 0.013308786156686835
Position 21939: 0.012442788190317014
Position 22617: 0.011953666322439707
Position 18165: 0.01176533593746907
Position 21431: 0.011564453461071305
Position 23528: 0.01062967955551296
Position 24971: 0.00944967419191088
Position 179: 0.009265173990332599
