Gene = Jaml
index = 600
Annotated 5SS: [  114  3547  4924  7822  9656 14675 18772 21963 23913 25091]
Annotated 3SS: [ 3449  4860  7657  9429 14561 18539 21811 23851 25006 28195]
SMsplice 5SS: [  114  3547  7822  9656 14675 18628 21963 23913 25091 27870]
SMsplice 3SS: [ 3449  7710  9544 14561 18539 21811 23851 25006 27699 28195]
top_k =  1000
Partition function (log Z): 7.8952803360144195

Sorted 5' Splice Sites (High to Low Probability):
Position 7822: 0.995179734323134
Position 3547: 0.9816175387639856
Position 9656: 0.9406295683709022
Position 21963: 0.9322023504862019
Position 14675: 0.887170229832966
Position 114: 0.8764919617459461
Position 25091: 0.8111749245163878
Position 23913: 0.8044358509752918
Position 8378: 0.7832859839558223
Position 18628: 0.503126273193551
Position 27870: 0.3516118078047859
Position 8787: 0.34933648547068824
Position 23520: 0.33510761118111204
Position 8802: 0.31816683433489645
Position 14981: 0.3121342106131164
Position 27853: 0.31049003358457355
Position 13639: 0.28057725865308547
Position 12953: 0.26848048753953513
Position 4924: 0.2681362636075716
Position 2798: 0.21886760298898847
Position 7096: 0.1714416916320476
Position 4448: 0.170331187467038
Position 9021: 0.11846534475904395
Position 28534: 0.11733367376715002
Position 7258: 0.09837372327806407
Position 14745: 0.08677661178088537
Position 22778: 0.0768007196444119
Position 20482: 0.07663072175973737
Position 18772: 0.07459215503892877
Position 254: 0.07038959595473271
Position 18787: 0.06163737797553715
Position 2058: 0.051458630844120716
Position 15835: 0.04510106258552367
Position 8950: 0.04430063289653761
Position 16867: 0.039245268716419306
Position 3069: 0.03857176214617179
Position 23306: 0.03417745602678035
Position 14436: 0.03140005405335771
Position 6439: 0.031181977320329426
Position 9271: 0.029192482002783033
Position 10040: 0.029009781862309174
Position 9159: 0.02828233409342035
Position 11730: 0.027330304313409357
Position 28258: 0.02462466865828811
Position 2719: 0.02430177127641161
Position 14360: 0.024119490445596012
Position 20048: 0.022504168561131303
Position 20907: 0.0211435594027576
Position 13146: 0.020844476896572477
Position 13478: 0.02039252254130639
Position 350: 0.02006452609838606
Position 195: 0.019931213058049374
Position 17831: 0.019788396790568683
Position 1250: 0.01942951209333018
Position 8532: 0.018497460845253024
Position 5874: 0.018480008226341757
Position 26402: 0.01815444981098406
Position 16895: 0.017902958575914705
Position 5679: 0.017604321264524814
Position 3062: 0.016162247103945235
Position 8552: 0.01576918295229757
Position 22404: 0.015288185257857037
Position 2347: 0.014106757183877513
Position 24164: 0.013907567627235941
Position 136: 0.013779234038558236
Position 6592: 0.01365776274222432
Position 18236: 0.012817023625749477
Position 1209: 0.012774932235652741
Position 7230: 0.012656740675511861
Position 269: 0.012067985385755087
Position 6883: 0.011497088160483185
Position 16135: 0.01091763221550368
Position 1286: 0.010656396550094389
Position 277: 0.010605792950700306
Position 2902: 0.010600805665183441
Position 26627: 0.010437437774780137
Position 25395: 0.01020500175698562
Position 9607: 0.010076216924325107
Position 15616: 0.009345135058233813
Position 27859: 0.008769958020780982
Position 12441: 0.008175500124194322
Position 4419: 0.007898663557771336
Position 4797: 0.007760826684836755
Position 23538: 0.007298202661285066
Position 19569: 0.007161341418205414
Position 27071: 0.006811971720008373
Position 21397: 0.0068002983878376905
Position 22271: 0.006797150279107567
Position 24160: 0.006731235088626699
Position 8791: 0.006318546479677064
Position 25186: 0.0061674012038095884
Position 334: 0.006087180751676114
Position 25871: 0.006050103176547319
Position 13923: 0.00594015516313826
Position 6476: 0.005702767967384174
Position 14766: 0.005612853897105908
Position 5970: 0.005583495318579432
Position 26615: 0.005160989582768427
Position 1196: 0.005096479804781381
Position 15129: 0.005086186163407999
Position 22549: 0.004776618327682836
Position 28868: 0.004758845869526606
Position 7334: 0.00468033570073798
Position 4974: 0.004632910775374429
Position 9630: 0.004612927655792098
Position 8923: 0.0044010949171026685
Position 16641: 0.004146522083813562
Position 14770: 0.003675988549906735
Position 27884: 0.003629249899947501
Position 11597: 0.0033434627366564157
Position 735: 0.003183504537495389
Position 24570: 0.0031645197565241243
Position 23049: 0.003154992674565099
Position 573: 0.0031366252444217976
Position 24465: 0.0029765175143347867
Position 5888: 0.002791162546614077
Position 25354: 0.0027027376307974266
Position 9322: 0.0024887133722396567
Position 17146: 0.0024812146339976003
Position 1226: 0.0024559653414443264
Position 15111: 0.0023813903271788193
Position 27841: 0.0021752612142024183
Position 3192: 0.0021652171593526223
Position 3946: 0.0021088619535780937
Position 7038: 0.0019967446538596764
Position 3161: 0.0019051829021218634
Position 27819: 0.0018884199086485604
Position 15516: 0.0018662871416846817
Position 21443: 0.0018626326040813445
Position 10097: 0.0017705813671244123
Position 15533: 0.0017158981213772444
Position 25305: 0.001653923561391575
Position 8737: 0.0015757820812268477
Position 3469: 0.001565170120892805
Position 3145: 0.0015444700769967417
Position 12307: 0.0015292652381878036
Position 27394: 0.0015050485271290647
Position 1156: 0.0014249866274331417
Position 2070: 0.0013073302088449752
Position 12312: 0.0012829938600875425
Position 16984: 0.0012439136461418973
