Gene = Smco4
index = 988
Annotated 5SS: [  198 32273]
Annotated 3SS: [32195 51106]
SMsplice 5SS: [  198  6187 27448 32273 46591]
SMsplice 3SS: [ 6057 27315 32195 46434 51394]
top_k =  1000
Partition function (log Z): -28.171921858850027

Sorted 5' Splice Sites (High to Low Probability):
Position 6187: 0.8058738926099913
Position 198: 0.6698091808277019
Position 718: 0.31667514247639594
Position 675: 0.30988779938045974
Position 1912: 0.22974216427380573
Position 7767: 0.1820267266719073
Position 4098: 0.11907728483950805
Position 3196: 0.100128854067626
Position 1714: 0.04284912226732963
Position 3083: 0.03842140092405449
Position 7308: 0.03606226890302497
Position 4275: 0.03223922120670847
Position 12852: 0.027866470736101937
Position 2102: 0.024966338999807006
Position 6872: 0.021381362279389103
Position 1413: 0.016112413231721814
Position 9374: 0.013524073701332674
Position 8134: 0.007899982345280854
Position 10710: 0.007244731477078538
Position 1146: 0.005220063161090985
Position 6673: 0.0035925367922143027
Position 477: 0.0031923120679181374
Position 1386: 0.00300086683378377
Position 1585: 0.0020229821466543263
Position 7556: 0.0018410721000299162
Position 2144: 0.0016996660875148203
Position 7292: 0.0012745688847413251
Position 1377: 0.0010992187616333375
Position 171: 0.001011637952082202
Position 2607: 0.0009569756616199167
Position 963: 0.0009152734863682399
Position 1907: 0.0009013829773104293
Position 181: 0.0008968920967027245
Position 2620: 0.0005296270619131539
Position 1420: 0.0004916852145125802
Position 383: 0.00029512422373834845
Position 2050: 0.0002692774909157988
Position 651: 0.00025788921302978123
Position 253: 0.00023703720939759638
Position 3231: 0.00019993967382268577
Position 3824: 0.0001768093492862471
Position 1370: 0.00015279487882916375
Position 1621: 0.0001499924654581414
Position 694: 0.00014288702856264603
Position 1695: 0.00014209889241636003
Position 2319: 0.00013937515971289524
Position 2316: 0.00013555582296212747
Position 2246: 0.00012578849511312717
Position 2266: 0.0001180733497666562
Position 51: 0.00011314883383482728
Position 1703: 0.00010598749547709669
Position 2558: 8.544082154438666e-05
Position 679: 8.125980911921297e-05
Position 1416: 7.805756726905577e-05
Position 614: 7.603393761146431e-05
Position 345: 7.497390467258426e-05
Position 1659: 7.252523463280139e-05
Position 2106: 6.993957660554601e-05
Position 3554: 6.799740101744526e-05
Position 1594: 5.4194538505466195e-05
Position 277: 4.971799358735404e-05
Position 1633: 4.878076317657167e-05
Position 1771: 3.865319694213549e-05
Position 102: 3.6788350872327856e-05
Position 247: 3.470159449923104e-05
Position 16: 3.071400209885203e-05
Position 1384: 3.0214032559901267e-05
Position 469: 2.48514016493133e-05
Position 2359: 2.315808571682369e-05
Position 2306: 2.0852326766537487e-05
Position 1512: 1.9467088230348417e-05
Position 7: 1.852591506889239e-05
Position 23: 1.7915892724930753e-05
