Gene = Irak1bp1
index = 593
Annotated 5SS: [  800  7944 16890]
Annotated 3SS: [ 7877 16758 16986]
SMsplice 5SS: [   82  7944 16890]
SMsplice 3SS: [ 7877 16758 16986]
top_k =  1000
Partition function (log Z): -11.45864612902781

Sorted 5' Splice Sites (High to Low Probability):
Position 800: 0.5222698669292056
Position 8499: 0.49108560830669756
Position 7944: 0.470224202524895
Position 82: 0.4404443254475148
Position 316: 0.3793108751004799
Position 7955: 0.3069690596317683
Position 1142: 0.19984250365298104
Position 2329: 0.1228437087726196
Position 963: 0.11870033397224118
Position 968: 0.0985085526568149
Position 3968: 0.09702625508680267
Position 8262: 0.06568606547625049
Position 1838: 0.06419989223295469
Position 8476: 0.05405018508586329
Position 4295: 0.05215567311595445
Position 1369: 0.04246563471716943
Position 17222: 0.04122161674027187
Position 647: 0.03885002883200585
Position 4967: 0.036594597479071726
Position 11091: 0.02575513291902021
Position 3501: 0.024838509983043752
Position 5076: 0.021022689969539925
Position 4174: 0.01597874661590587
Position 704: 0.015143985241763315
Position 3706: 0.013835172439153587
Position 1852: 0.008395626080382391
Position 14452: 0.008256285063463788
Position 7429: 0.007279533458611379
Position 8688: 0.005911627691762304
Position 8208: 0.004562204924158853
Position 636: 0.003962319956939045
Position 10537: 0.0038692899764636367
Position 3481: 0.0038278305795192715
Position 2250: 0.0033650068713883055
Position 1478: 0.003278310931999398
Position 3818: 0.002926830530947714
Position 7995: 0.0027219792562884985
Position 1157: 0.0024700773736581433
Position 1890: 0.0024042445916638683
Position 1335: 0.0023833535327896106
Position 830: 0.002278106896494705
Position 8503: 0.0016071965335391304
Position 1933: 0.0014066432710743491
Position 1868: 0.0012944748180503515
Position 295: 0.0011910020816578643
Position 665: 0.0011620659717133416
Position 722: 0.0011558529056811785
Position 2653: 0.0010136255606822226
Position 66: 0.0009857407611434856
Position 490: 0.000734846050548582
Position 744: 0.0005712916871118104
Position 518: 0.00044691157805161637
Position 641: 0.00041848206048299467
Position 692: 0.0004182895179005049
Position 242: 0.00037013120726384926
Position 1393: 0.0003664550847216357
Position 1482: 0.0003661722461799987
Position 746: 0.00034841741117649363
Position 165: 0.00026903320697596996
Position 258: 0.00026883668889719477
Position 698: 0.0002483641459739884
Position 1976: 0.000202679405045911
Position 127: 0.00015949985234265578
Position 1786: 0.00015946742125821676
Position 1858: 0.00015815351613059024
Position 459: 0.00014142176908833463
Position 1879: 0.00010281710593704782
Position 611: 8.701674080306042e-05
Position 793: 7.246296273541683e-05
Position 1495: 6.933861146104912e-05
Position 96: 6.65705338644711e-05
Position 750: 6.36568153724242e-05
Position 1146: 5.9502995890423446e-05
Position 1225: 4.5408773507199355e-05
Position 1137: 4.5303481970366656e-05
Position 973: 4.427830722943286e-05
Position 1416: 4.295683937628791e-05
Position 331: 4.260201310782591e-05
Position 819: 4.196535670968434e-05
Position 247: 3.994521995581873e-05
Position 1910: 2.8242225165798003e-05
Position 27: 2.6921197782879357e-05
Position 667: 2.3824081058052165e-05
Position 1118: 1.4374199860338574e-05
Position 748: 1.4260530021629178e-05
Position 520: 1.400803588759594e-05
Position 926: 1.0306957679930933e-05
Position 435: 5.383462733286374e-06
Position 1195: 4.669220211218128e-06
Position 4: 4.044303232245246e-06
Position 724: 3.028856435548292e-06
Position 838: 2.2982056547761374e-06
Position 1486: 2.1886856080232123e-06
Position 1172: 1.6825589217544609e-06
Position 533: 1.3057164546064007e-06
Position 364: 1.1630533984681226e-06
Position 333: 1.0355143311741983e-06
Position 30: 2.792301740946704e-07
Position 1134: 3.585143736981353e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7877: 0.9196473933968544
Position 8394: 0.5203074534309028
Position 583: 0.1937098191091853
Position 866: 0.13702765693289543
Position 1010: 0.13047114621010342
Position 11043: 0.12961800689689215
Position 14223: 0.12284209092591283
Position 909: 0.10926274415773858
Position 10043: 0.10608837390187335
Position 3906: 0.10395989675536785
Position 8415: 0.09041458920973842
Position 1738: 0.08939215389910302
Position 378: 0.08837259258723291
Position 16986: 0.08449765248832303
Position 17775: 0.07784006950915981
Position 589: 0.07496910957083484
Position 2044: 0.06792124345593885
Position 14572: 0.06770310440305854
Position 4117: 0.05725604289278662
Position 17743: 0.0544904746365553
Position 4858: 0.0514739022938733
Position 2134: 0.05119926174779777
Position 3388: 0.05056443644811363
Position 1330: 0.04459540597890492
Position 8687: 0.034410615665153056
Position 10395: 0.03427054118588572
Position 8184: 0.0257200866928071
Position 878: 0.024556753382034512
Position 14538: 0.023662294912084172
Position 8352: 0.019866508996084012
Position 17317: 0.01951965630182672
Position 1053: 0.01707089627882872
Position 8568: 0.01365759680305141
Position 4017: 0.012146646183278868
Position 11000: 0.01054940440226043
Position 7274: 0.00993943606095144
Position 8892: 0.009073873967927576
Position 177: 0.00892381444362703
Position 10920: 0.008133956585061445
Position 14226: 0.007543673311709454
Position 9096: 0.007532856789074289
Position 619: 0.007360220526750964
Position 14451: 0.007256015468115362
Position 8543: 0.007109337560660382
Position 664: 0.0070032619959597
Position 5001: 0.006884271293011187
Position 3346: 0.006248833925042039
Position 304: 0.006245907292118724
Position 675: 0.00578244832606126
Position 10349: 0.005373376253892262
Position 12349: 0.005320215268560048
Position 202: 0.004816779183131844
Position 10399: 0.0044457470291233946
Position 1101: 0.00406492382380441
Position 14749: 0.0038133942850168564
Position 9836: 0.0034073398659103748
Position 2192: 0.003342426551142792
Position 1025: 0.0030178018892000925
Position 2057: 0.0029815866652949767
Position 414: 0.0029204155461119655
Position 8320: 0.002511777981189348
Position 8669: 0.002364625503639074
Position 476: 0.002136285117968762
Position 686: 0.0020212117995733908
Position 219: 0.0019187535885095007
Position 7410: 0.0019048123685356697
Position 640: 0.0017928539882810623
Position 4560: 0.0015257768863948412
Position 1188: 0.0012980412039879736
Position 338: 0.0012669360932129512
Position 1006: 0.0012070461621198274
Position 8802: 0.0011270182527152442
Position 9862: 0.0010893563207441089
Position 1306: 0.0009079827130785961
Position 1516: 0.0008614299080625151
Position 253: 0.0008307440315338322
Position 711: 0.0008146153626982153
Position 9300: 0.0007446334455543881
Position 1244: 0.0007327721129019138
Position 11123: 0.0007273956363408722
Position 632: 0.0007236379872794608
Position 2487: 0.0006757378638282366
Position 2073: 0.0005248927897989954
Position 1368: 0.0005080657169338515
Position 651: 0.00045141544162772293
Position 775: 0.0004495703193707472
Position 2510: 0.0004036980660324399
Position 1058: 0.00037115409169734146
Position 4050: 0.0003441368551408951
Position 718: 0.00032592166221288464
Position 179: 0.0002968506426952519
Position 2000: 0.0002935580464608681
Position 1172: 0.0002665130558249104
Position 485: 0.00026098330134769696
Position 6230: 0.0001994087392439752
Position 708: 0.00018759225256044458
Position 2636: 0.00016785255787596197
Position 418: 0.00015856390907108
Position 280: 0.0001543267858258346
Position 225: 0.00012790380681236595
Position 145: 0.00012258299233055484
Position 210: 9.116466090340359e-05
Position 733: 8.40946640434166e-05
Position 233: 7.24566077214159e-05
Position 742: 6.343451437063735e-05
Position 1885: 5.8747098663804006e-05
Position 428: 5.810286568230181e-05
Position 739: 5.736581471272592e-05
Position 2438: 5.442426862602061e-05
Position 3743: 5.366927579693728e-05
Position 704: 5.095092013451378e-05
Position 1456: 5.057769124390078e-05
