Gene = 1700025G04Rik
index = 14
Annotated 5SS: [   194  83581 109700 169079 174644]
Annotated 3SS: [ 83357 109604 169001 174582 196692]
SMsplice 5SS: [   194  60036  83581  86164  93467  96382 109700 115774 139271 168199
 169079 174644 190078 196602 196804]
SMsplice 3SS: [ 59919  83357  86025  93365  96276 109604 115636 139144 168013 169001
 174582 189996 196545 196692 202772]
top_k =  1000
Partition function (log Z): -95.93905118165539

Sorted 5' Splice Sites (High to Low Probability):
Position 194: 0.9797027065210073
Position 3474: 0.3653322028999248
Position 1555: 0.20689565233840806
Position 3305: 0.1700059147226522
Position 3447: 0.15145277775283705
Position 1605: 0.09698346992046009
Position 6124: 0.07884155984229048
Position 2773: 0.07322000851728819
Position 7297: 0.06634711331013905
Position 4464: 0.06492215890599277
Position 6104: 0.04431865168137738
Position 10091: 0.04155741071315388
Position 8697: 0.03877069379734349
Position 10788: 0.03751671098353704
Position 9952: 0.036327062281330605
Position 6471: 0.03617971353659322
Position 1194: 0.03551258891172324
Position 6594: 0.02517446966656096
Position 1532: 0.021497757550217576
Position 1621: 0.01833302302901105
Position 1711: 0.015356898938879716
Position 4265: 0.01503540047626486
Position 1574: 0.012121859927125521
Position 2476: 0.009652467362014269
Position 232: 0.008926815500198743
Position 4203: 0.006799137011474801
Position 3309: 0.0062225259421662005
Position 10781: 0.00535437110856466
Position 1799: 0.005113955930203089
Position 4975: 0.004350056306668022
Position 9132: 0.004094511348052785
Position 7053: 0.003616614657184287
Position 10785: 0.002353479498012019
Position 6646: 0.002307138737782327
Position 2876: 0.0022192987209038047
Position 3716: 0.0021106946149672978
Position 6600: 0.0019052999275960749
Position 2846: 0.001824496686753661
Position 1446: 0.001669812980892891
Position 6138: 0.0015848387631470767
Position 10692: 0.0015600878209242708
Position 2810: 0.001177335804270004
Position 5825: 0.0009667374129855542
Position 942: 0.0009575050729616909
Position 7778: 0.0006228331582758679
Position 423: 0.0005778294971159471
Position 3627: 0.0005493771488589219
Position 290: 0.0005074945194155009
Position 1519: 0.000323015886436837
Position 1514: 0.00032157200464812515
Position 81: 0.0002635286574629101
Position 469: 0.000232663832202077
Position 1043: 0.00021634227689505607
Position 5544: 0.00020431016118594347
Position 2719: 0.00020357038831078005
Position 655: 0.00014240060034779344
Position 471: 0.00011322351244507492
Position 1702: 0.0001035645932405111
Position 404: 8.800721549549462e-05
Position 2535: 7.68645860947128e-05
