Gene = Lair1
index = 617
Annotated 5SS: [  106  7257 34468 52445 52585 52709 52924]
Annotated 3SS: [ 7220 34137 52327 52541 52670 52873 53339]
SMsplice 5SS: [  106  2265 18416]
SMsplice 3SS: [ 2147 18324 34137]
top_k =  1000
Partition function (log Z): -28.448877521918682

Sorted 5' Splice Sites (High to Low Probability):
Position 2265: 0.8240734481665002
Position 106: 0.7064584847713621
Position 10359: 0.29587890143923556
Position 49: 0.2713140232232734
Position 1770: 0.20499921600708587
Position 2611: 0.19191685750995513
Position 1586: 0.18129376174678616
Position 5163: 0.12757002211739943
Position 7821: 0.10944213876382787
Position 1978: 0.10411216606924123
Position 7378: 0.06769081351071092
Position 7127: 0.05998959923590636
Position 6990: 0.051066306857185446
Position 6878: 0.025925715934364626
Position 8453: 0.02578237919635002
Position 1754: 0.022665605917426553
Position 7257: 0.016805736721454752
Position 5988: 0.0162374659119316
Position 2230: 0.015701423533910713
Position 1786: 0.010005377676415435
Position 281: 0.009981946591044323
Position 4026: 0.00792516318644119
Position 5908: 0.007734722253400446
Position 4121: 0.006017840116182015
Position 54: 0.004769355547885642
Position 913: 0.004416246515823039
Position 6742: 0.00441487525049229
Position 1964: 0.004250613594479478
Position 10962: 0.003900290438573405
Position 2404: 0.003807986392515941
Position 2222: 0.0030133742692113144
Position 1473: 0.0029177153472700504
Position 1199: 0.002844017695893825
Position 1779: 0.0027122781074730012
Position 2062: 0.002634232905887426
Position 700: 0.002350717088468639
Position 1092: 0.002011276178685863
Position 1411: 0.0019361247443256291
Position 531: 0.0019101158531533813
Position 832: 0.0013079065418810664
Position 3345: 0.0012924884387650402
Position 1952: 0.0012595026142024964
Position 497: 0.0012457556329875663
Position 99: 0.0011030924861342906
Position 3962: 0.0009499540862563622
Position 130: 0.0009273884008030112
Position 2503: 0.0007739074501632422
Position 854: 0.0007728998731779631
Position 718: 0.0006531674143868226
Position 1560: 0.0006183344780824261
Position 1791: 0.0005991207834092117
Position 218: 0.000464143622604875
Position 1695: 0.0004237882094581149
Position 1858: 0.000391162966932799
Position 261: 0.00039059705570281244
Position 276: 0.00035975269523170084
Position 110: 0.00034643566605370766
Position 1195: 0.00033743974065548397
Position 838: 0.0003320760354538395
Position 1895: 0.00028608959321089464
Position 251: 0.00026418663867174187
Position 7188: 0.0002381614825597189
Position 1324: 0.00022226959041816565
Position 1668: 0.00019661469327604463
Position 1416: 0.00017841999272328845
Position 1551: 0.0001689140313888602
Position 1576: 0.00010442280457354598
Position 759: 8.411392496246457e-05
Position 387: 6.929409902076384e-05
Position 1851: 6.828660573195104e-05
Position 1392: 5.697480715734484e-05
Position 337: 5.032786886492743e-05
Position 1099: 4.9961509421944425e-05
Position 1527: 4.5039803801509795e-05
Position 87: 1.8087682273054847e-05
Position 69: 1.442195868987686e-05
Position 730: 1.156329863244154e-05
Position 1222: 1.0216069130909015e-05
Position 340: 9.935130688195031e-06
Position 3699: 9.25582555177168e-06
Position 819: 7.816228280076856e-06
Position 1447: 5.824597634050651e-06
Position 1504: 5.118441468576568e-06
Position 400: 4.913633773984142e-06
Position 1188: 3.964407694423207e-06
Position 1131: 3.0646532476381114e-06
Position 556: 2.4454241259855775e-06
Position 332: 2.044604530248681e-06
Position 74: 1.8155196229476156e-06
Position 142: 1.5133526053650006e-06
Position 1344: 1.4853886142474067e-06
Position 2998: 1.3623575761765004e-06
Position 863: 1.1104698698895517e-06
Position 1402: 1.1062765681161575e-06
Position 650: 7.324579110023998e-07
Position 771: 7.129622303025647e-07
Position 538: 6.80973315642444e-07
Position 1496: 6.767923596245138e-07
Position 535: 4.375732490369187e-07
Position 1718: 4.31146334682698e-07
Position 1358: 3.9339169978325965e-07
Position 435: 3.4473609101524607e-07
Position 625: 2.9504505879511973e-07
Position 623: 1.7996687439996023e-07
Position 608: 1.5168973244592413e-07
Position 1361: 1.5003737950864266e-07
Position 840: 1.473891667352996e-07
Position 1262: 1.3982354842562683e-07
