Gene = Cck
index = 228
Annotated 5SS: [  97 1378]
Annotated 3SS: [1161 5492]
SMsplice 5SS: [  97 1378]
SMsplice 3SS: [1161 5492]
top_k =  1000
Partition function (log Z): -4.401903694357832

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.9954937612915727
Position 1378: 0.7601538864605072
Position 961: 0.155858009559147
Position 5284: 0.14565815380383212
Position 2326: 0.12988328361245297
Position 5329: 0.08794342980538308
Position 1368: 0.06917693950704072
Position 2230: 0.03623123581614594
Position 1500: 0.034837752287720736
Position 1684: 0.026177701338439455
Position 1572: 0.02071626285107692
Position 954: 0.018941393907420383
Position 1548: 0.01572824078641843
Position 3492: 0.01482765234757884
Position 2990: 0.008023734431754076
Position 5273: 0.006920964681965964
Position 2174: 0.005758025729833112
Position 3688: 0.005176476905481105
Position 1035: 0.004291962117839706
Position 280: 0.004230843010743841
Position 253: 0.003190962178176642
Position 5658: 0.002637295893742058
Position 5201: 0.002101015656540661
Position 3115: 0.0020616137377044963
Position 2184: 0.001769496516094557
Position 257: 0.0017364459903494922
Position 2095: 0.001615156899943576
Position 3762: 0.0015275166230916217
Position 376: 0.001495024972224443
Position 2993: 0.0014398835909959732
Position 685: 0.0009090980244607917
Position 3415: 0.0008466010912314468
Position 1230: 0.000702489728955607
Position 1176: 0.0006711393826919879
Position 3235: 0.0005982756324294727
Position 3134: 0.0005860196948202275
Position 3864: 0.0005351357234249254
Position 101: 0.00043106360735915806
Position 1762: 0.000367140916229182
Position 1091: 0.0003222209229063464
Position 2661: 0.000301128871538753
Position 1068: 0.000290880579868075
Position 4593: 0.000260213799384793
Position 619: 0.000259592558193727
Position 1184: 0.00023597656991294376
Position 3598: 0.00022722879257904417
Position 5196: 0.00021852398584460423
Position 5623: 0.00019937621633798677
Position 2354: 0.00015550938078954848
Position 646: 0.00014185358711300085
Position 1827: 0.00010871549097518472
Position 706: 9.610721564740741e-05
Position 129: 8.058146619197803e-05
Position 323: 7.675605856523698e-05
Position 1089: 7.47781221285664e-05
Position 998: 7.079814192095247e-05
Position 2349: 6.536958151425217e-05
Position 627: 6.057005882389919e-05
Position 2108: 4.622209740680731e-05
Position 277: 4.287194341412278e-05
Position 225: 4.225866123622873e-05
Position 127: 2.8664017768223354e-05
Position 629: 2.6625841120749362e-05
Position 1191: 2.4993624397482235e-05
Position 289: 1.8362481195460778e-05
Position 710: 1.8138939293293798e-05
Position 1847: 1.7423804765341724e-05
Position 963: 1.5338261590833824e-05
Position 166: 1.4757229398864595e-05
Position 547: 1.4630686657049524e-05
Position 334: 1.3683165347980412e-05
Position 698: 1.337722146402283e-05
Position 542: 1.2958312061072346e-05
Position 557: 1.2313800895179634e-05
Position 1132: 1.1801860006037302e-05
Position 649: 1.1439304780509795e-05
Position 1044: 9.500163119695311e-06
Position 171: 8.726226096689569e-06
Position 284: 7.76272082525341e-06
Position 484: 6.767516423057401e-06
Position 1302: 6.0875065542273915e-06
Position 486: 5.428183403864161e-06
Position 476: 2.5021037468391547e-06
Position 1533: 1.5202851077021426e-06
Position 1864: 9.716887451770071e-07
Position 1766: 4.2153608495848293e-07
Position 734: 3.306236038320887e-07
Position 186: 2.5486448503872683e-07
Position 724: 2.122978524320349e-07
Position 702: 8.813854157080428e-08
Position 696: 7.984055283102865e-08
Position 848: 5.0768991808656455e-09
Position 722: 4.475959345957974e-09
Position 11: 1.4449472425094296e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5492: 0.9220854421793165
Position 1161: 0.6013196798148231
Position 5148: 0.19416363453299515
Position 852: 0.1565226943745826
Position 1226: 0.14570006655190196
Position 2162: 0.09240723840763108
Position 1435: 0.05287472475840899
Position 2039: 0.05124660159240747
Position 5093: 0.045919718722389286
Position 1265: 0.030498296369057723
Position 1242: 0.029978971199354377
Position 1926: 0.02433642724637202
Position 1200: 0.019096343065159987
Position 1649: 0.013266181498491961
Position 2856: 0.013068012485318754
Position 2287: 0.012318333641829531
Position 5117: 0.01034830852726626
Position 5456: 0.010161237259521573
Position 855: 0.008968330069406696
Position 2424: 0.008207296976973026
Position 2906: 0.007937824533372096
Position 1499: 0.007080050588130757
Position 206: 0.006795465750151004
Position 1233: 0.005970044479365767
Position 889: 0.005955739986543525
