Gene = Lipt1
index = 638
Annotated 5SS: [120]
Annotated 3SS: [2657]
SMsplice 5SS: [120]
SMsplice 3SS: [1776]
top_k =  1000
Partition function (log Z): -8.098294990548187

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.7789618506784797
Position 3027: 0.17454197644278727
Position 2990: 0.1520324564033284
Position 1491: 0.1441846787624395
Position 3629: 0.12444766888369527
Position 208: 0.12044870791746436
Position 1911: 0.12009589167771656
Position 1944: 0.1078738014340631
Position 440: 0.039573793387755664
Position 459: 0.036042628866627645
Position 1939: 0.031170312941732652
Position 3360: 0.026994358957761325
Position 645: 0.02230874005636114
Position 1132: 0.015110180538666562
Position 1151: 0.01335328425497567
Position 2547: 0.013276927798227341
Position 317: 0.013269308914365644
Position 1687: 0.01316823126815867
Position 3058: 0.008747943099152925
Position 401: 0.008528618940553801
Position 623: 0.008186606875648577
Position 2530: 0.004405155569699726
Position 1077: 0.003826844006678739
Position 273: 0.0034752930331925593
Position 2909: 0.003393976903719352
Position 2154: 0.0031541371782093366
Position 1195: 0.0030445675598470105
Position 3180: 0.002662298799584027
Position 545: 0.0019130539908911379
Position 1978: 0.0018436665792692204
Position 59: 0.001257370863230968
Position 1608: 0.001099142627854774
Position 186: 0.0010933156408340472
Position 160: 0.0010124009138629123
Position 3744: 0.0009026058227746966
Position 3246: 0.0008298300932370605
Position 2713: 0.00082329941924586
Position 145: 0.0006044205603935023
Position 1634: 0.0005263186768784758
Position 2779: 0.00045030374569489926
Position 1460: 0.0004484488633956625
Position 1713: 0.00035734331842279435
Position 1483: 0.000313238729974708
Position 1672: 0.00027075363590679585
Position 190: 0.0002440556490505948
Position 1619: 0.00021599097606235344
Position 262: 0.0001938815575148665
Position 383: 0.00017505751366350656
Position 2254: 0.00016723612780329138
Position 962: 0.00015433361139787527
Position 735: 0.00015272138840626283
Position 212: 0.00013468805469900468
Position 1691: 0.00013080872055917607
Position 1793: 0.00012031020932055249
Position 579: 0.00011039229332572789
Position 2094: 0.0001013866943940495
Position 1838: 9.081655108922435e-05
Position 312: 8.803696243378243e-05
Position 1121: 8.779263726412756e-05
Position 366: 7.641993929085889e-05
Position 2163: 6.646700532627589e-05
Position 1477: 5.994319151664236e-05
Position 294: 5.7186538286999566e-05
Position 1021: 3.631641276697714e-05
Position 387: 3.4579726203192906e-05
Position 450: 3.2269872704318484e-05
Position 628: 2.835635361596792e-05
Position 920: 2.830111737204796e-05
Position 973: 2.7609332622831265e-05
Position 1185: 2.5126518631808523e-05
Position 234: 1.850389587996361e-05
Position 124: 1.721235814870683e-05
Position 139: 1.7151460537019462e-05
Position 739: 1.3135117097998211e-05
Position 2976: 9.866141762165974e-06
Position 1445: 9.110940952491545e-06
Position 992: 8.869962178350318e-06
Position 344: 8.508050603906401e-06
Position 1547: 6.710185616988932e-06
Position 975: 6.6271565504397964e-06
Position 1154: 5.835912166356073e-06
Position 1141: 5.673484936246306e-06
Position 2025: 4.9522023525684165e-06
Position 1208: 3.0587168381520927e-06
Position 412: 7.549544779688784e-07
Position 163: 5.529368032005333e-07
Position 63: 3.36316303434427e-07
Position 113: 3.0360585506603797e-07
Position 2319: 2.3509916469660905e-07
Position 1430: 2.0679924304022782e-07
Position 43: 1.9502885831482847e-07
Position 1187: 1.8886333898360091e-07
Position 45: 1.2824344864131858e-07
Position 349: 1.1216952804668263e-07
Position 52: 1.0468404273544929e-07
Position 338: 9.217549540138839e-08
Position 72: 8.463244725094925e-08
Position 608: 1.6400523543099512e-08
Position 936: 6.562989858504197e-09
Position 434: 5.999127093972058e-09
Position 29: 4.3515208490689596e-09
Position 475: 7.553230259014114e-10
Position 883: 6.813202556695448e-11
Position 696: 6.257199492924162e-11
Position 467: 1.55752278489902e-11
Position 470: 1.3251206587773296e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1776: 0.35426616046506676
Position 2885: 0.19932126036211376
Position 2763: 0.1564605204155222
Position 1385: 0.1375717126181158
Position 3857: 0.13661552243890465
Position 3087: 0.13618760806844796
Position 3135: 0.1256426800737116
Position 2657: 0.11771530089766531
Position 3531: 0.0991912676705396
Position 3206: 0.07152655901726837
Position 1518: 0.05936010545984103
Position 2803: 0.034920316811380706
Position 3412: 0.03401408009721707
Position 1057: 0.03208649386380333
Position 3240: 0.030157612349617915
Position 3148: 0.028368318028127816
Position 3974: 0.028141172993844006
Position 3924: 0.01721838260622032
Position 2931: 0.01713610942125814
Position 2318: 0.012830545595039437
Position 1830: 0.011394557481442611
Position 3528: 0.010690402264548055
Position 2706: 0.010332612455295022
Position 315: 0.010195304230297778
Position 496: 0.010161001377509447
Position 2682: 0.009368950296022046
Position 2858: 0.009238691273818773
Position 2452: 0.008846852138910087
Position 4014: 0.008741097261040663
Position 3099: 0.007571784495321149
Position 1322: 0.00754923524520164
Position 3550: 0.007008677621202659
Position 522: 0.00684959924000056
Position 364: 0.005101070662451358
Position 2473: 0.004727803163090298
Position 2830: 0.004027734782030095
Position 1294: 0.003601992249529853
Position 294: 0.002961242761741362
Position 2958: 0.002425155519879056
Position 3807: 0.0023511272293064377
Position 2511: 0.0022158696316863266
Position 3334: 0.002210569530576886
Position 3111: 0.0018876056552859454
Position 1634: 0.0018850709720586167
Position 535: 0.001857875492528961
Position 3957: 0.0018304064131156941
Position 1297: 0.0017066843277802352
Position 853: 0.001654091835159643
Position 251: 0.0015061893485690803
Position 3220: 0.0014891343825390554
Position 3358: 0.0014804149795696808
Position 243: 0.0014496490064703823
Position 516: 0.001325992490918592
Position 1330: 0.001269092695288346
Position 3767: 0.0012500790791451063
Position 3278: 0.001219640846325453
Position 1411: 0.0011889565617503241
Position 2712: 0.0011859135728645419
Position 1063: 0.0011578137259114132
Position 3737: 0.001047434545259286
Position 857: 0.0008380943904963579
Position 3162: 0.0007523225906677911
Position 1003: 0.0007274872024716937
Position 1607: 0.0006686755962004935
Position 2904: 0.0005593911143356664
Position 371: 0.00046802538330912
Position 836: 0.0004547423539674534
Position 338: 0.0004213445103369788
Position 827: 0.0003392466346650727
Position 2110: 0.0003244611397906591
Position 503: 0.00030457376404758403
Position 579: 0.0002712956723028596
Position 962: 0.00025540273890835925
Position 1020: 0.00025309282865742356
Position 3628: 0.00023768361409068331
Position 400: 0.00023239650834078432
Position 1031: 0.00019299176325924874
Position 2971: 0.00018964405878470891
Position 1035: 0.00018464894067552978
Position 2144: 0.00016152094074142832
Position 2457: 0.0001540079035621146
Position 2960: 0.000150274700983182
Position 1439: 0.0001445550559356612
Position 3895: 0.00013551033516669223
Position 1477: 0.0001349698699157039
Position 330: 0.00012264814388619126
Position 1906: 0.00010911504679249771
Position 1430: 0.0001063714727660803
Position 3597: 0.000103079349945149
Position 666: 9.57846153024417e-05
Position 419: 9.462495070680814e-05
Position 344: 8.853693789882998e-05
Position 1009: 8.749785738830658e-05
Position 3379: 8.503473605726886e-05
Position 525: 7.702357575072674e-05
Position 1418: 7.540504512766758e-05
Position 1076: 6.167966429147852e-05
Position 945: 5.463004637852389e-05
Position 366: 5.128880885864497e-05
Position 500: 5.012806724524623e-05
Position 2954: 5.003853627742829e-05
Position 911: 4.8232885008329454e-05
Position 1073: 2.2540602817027484e-05
Position 1098: 2.07089538543703e-05
Position 1542: 1.9236301511255565e-05
Position 915: 1.868644354834919e-05
Position 1539: 1.7592954324276457e-05
Position 1104: 1.1864879197666046e-05
Position 383: 1.0912146548059137e-05
Position 628: 8.147971326245415e-06
Position 537: 7.304769603904482e-06
Position 545: 6.969356102169652e-06
Position 2153: 6.456349202528124e-06
Position 186: 6.418322864019618e-06
Position 1085: 5.475732997081275e-06
Position 549: 5.160746485875265e-06
Position 878: 4.8559614804659086e-06
Position 587: 4.597098415714671e-06
Position 1256: 3.6390806901212113e-06
Position 183: 2.817639202866142e-06
Position 1106: 9.998162420963767e-07
Position 715: 8.466615997905815e-07
Position 909: 7.105763907486525e-07
Position 992: 7.047040595385986e-07
Position 1893: 5.546293594005134e-07
