Gene = Pou2af1
index = 840
Annotated 5SS: [   94 18655 19183 19536]
Annotated 3SS: [18523 19139 19269 24357]
SMsplice 5SS: [   94 18655 19183 19445 24633]
SMsplice 3SS: [18523 19139 19269 24541 24879]
top_k =  1000
Partition function (log Z): -5.410935495282047

Sorted 5' Splice Sites (High to Low Probability):
Position 24633: 0.9188851929660236
Position 19445: 0.7958839985652038
Position 94: 0.625099036069444
Position 16063: 0.5972226727264393
Position 19183: 0.5728006989078807
Position 9577: 0.5675181827063682
Position 5979: 0.5127134158537257
Position 7192: 0.4518738391424277
Position 25006: 0.42344198192357163
Position 20260: 0.329259740231825
Position 10550: 0.2779549432043598
Position 4371: 0.27258482507670595
Position 126: 0.23194868534804453
Position 14054: 0.163335304644485
Position 19536: 0.15765552842088243
Position 13542: 0.1568822757749089
Position 12760: 0.14627616594919132
Position 14046: 0.14599490612821323
Position 14065: 0.13811528615290192
Position 8007: 0.11849579012724794
Position 1808: 0.07986594048168659
Position 20605: 0.07982912560275435
Position 14999: 0.07570537030140183
Position 14062: 0.07447999631632554
Position 25179: 0.07425016774695604
Position 25472: 0.07017823529831128
Position 217: 0.06922232234169523
Position 4845: 0.06111218876159198
Position 2823: 0.04873746313120569
Position 15196: 0.04826232937029322
Position 19400: 0.04421435532705615
Position 20577: 0.04313967391180365
Position 287: 0.042763370140376254
Position 11303: 0.042014065353546154
Position 21459: 0.04086147921216066
Position 15102: 0.037554629025486626
Position 21569: 0.03131669167557984
Position 2345: 0.028203078199483346
Position 5251: 0.02288424319468742
Position 221: 0.020486536202308368
Position 5623: 0.0159007252450668
Position 23015: 0.01512339159204002
Position 9365: 0.01439796171110259
Position 25183: 0.012485238695856665
Position 25617: 0.011859261303346082
Position 12312: 0.010165386086606817
Position 25166: 0.009954719549054901
Position 25170: 0.009370464565823617
Position 5983: 0.008906280485157384
Position 334: 0.008729046829515905
Position 24309: 0.008547863067044383
Position 24271: 0.007258112019207419
Position 25023: 0.006892683735363442
Position 4896: 0.005910083008052906
Position 19810: 0.004397639950718129
Position 25226: 0.0043063759293422745
Position 1561: 0.002993930902511211
Position 5638: 0.0025596098167285164
Position 25354: 0.002297660833949622
Position 8091: 0.0018118949857463089
Position 25237: 0.0015518907064662798
Position 24961: 0.0008998953275333792
Position 405: 0.0007792094333983375
Position 442: 0.0006673910263411328
Position 25015: 0.0005406497526597461
Position 24947: 0.0005289155728599259
Position 2592: 0.00044535529484483115
Position 2484: 0.000374488904289185
Position 22007: 0.0002750925283008221
Position 20589: 0.00022348280056339018
Position 5881: 0.00018264020622442222
Position 21678: 0.00016906235559965914
Position 7101: 0.0001218943615703679
Position 21496: 9.763760245997064e-05
Position 21157: 9.099224803241177e-05
Position 166: 6.824215618472106e-05
Position 25131: 6.164332357817582e-05
Position 25249: 5.7633933942389214e-05
Position 5945: 5.331218083939481e-05
Position 386: 5.121260549447958e-05
Position 21652: 4.44611769025141e-05
Position 2013: 4.027723392400327e-05
Position 7217: 3.9675188562230055e-05
Position 7202: 3.2758553197317036e-05
Position 6645: 2.711297483638137e-05
Position 618: 2.5464530743530832e-05
Position 2130: 1.7522001067334778e-05
Position 98: 1.6890625129789512e-05
Position 897: 1.1043081571837873e-05
Position 2393: 1.0265031013620507e-05
Position 1269: 9.785922028482532e-06
Position 2602: 9.726673846282372e-06
Position 187: 9.603942286012212e-06
Position 1416: 7.973628880355917e-06
Position 162: 7.678687780439868e-06
Position 141: 5.307393870528156e-06
Position 277: 3.8034596084485816e-06
Position 489: 3.7763300790070402e-06
Position 1340: 3.3001791363146917e-06
Position 1014: 2.974194258779551e-06
Position 182: 2.2292287542512983e-06
Position 2370: 1.8304462084958874e-06
Position 2110: 1.201671207885471e-06
Position 2159: 9.110058308008752e-07
Position 1323: 7.947227340804344e-07
Position 1955: 7.034178274619011e-07
Position 2142: 6.505850239221229e-07
Position 1395: 7.780448622373924e-08
Position 1534: 2.997723185744066e-08
Position 1370: 2.1099281664388384e-08
Position 1133: 1.3720826934816601e-08
Position 1141: 1.0076440599475518e-08
Position 1360: 7.0738604176434195e-09
Position 1474: 7.060258591810268e-09
Position 1812: 2.943921069351257e-09
Position 115: 2.770395094735845e-09
Position 1779: 2.6783067099578134e-09
Position 1817: 1.736525024974814e-09
Position 109: 8.606302380631083e-10
Position 235: 6.528732505011852e-10
Position 317: 3.62961718440866e-10
Position 279: 3.0142934493171633e-10
Position 38: 1.9971036479465864e-10
Position 511: 1.7615700376593026e-10
Position 433: 1.0615263391614995e-10
Position 854: 9.785898372268343e-11
Position 708: 8.307919529069211e-11
Position 68: 3.588927754969068e-11
Position 503: 2.9615179007619076e-11
Position 453: 2.3093849883000877e-11
Position 805: 2.2524878425093195e-11
Position 16: 1.113188032425689e-11
Position 396: 1.0946589924359564e-11
Position 817: 8.941417393834252e-12
Position 445: 8.706008080193815e-12
Position 509: 6.878569520990191e-12
Position 493: 2.8403382823058888e-12
Position 458: 2.3828593088617174e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19269: 0.9916435968481822
Position 24879: 0.8703843093922138
Position 24541: 0.7852995341649784
Position 15908: 0.5972226727264398
Position 19139: 0.5743287562819649
Position 5865: 0.44786346741907185
Position 7080: 0.3647104481869785
Position 25399: 0.36118589010127583
Position 20050: 0.3107596595429617
Position 10442: 0.2766082684178724
Position 9504: 0.27167388746227755
Position 4251: 0.21692838629693897
Position 9301: 0.21394835974957738
Position 13308: 0.15688227577490882
Position 12675: 0.14627616594919127
Position 14775: 0.12371259886656268
Position 13948: 0.11603804290127837
Position 20493: 0.1152513463082923
Position 13951: 0.11398492500536007
Position 13957: 0.1014803698776487
Position 7742: 0.09946080877743034
Position 13954: 0.09590412312118272
Position 13945: 0.0945180323364559
Position 25142: 0.09298779685077158
Position 24513: 0.0923188944221582
Position 9402: 0.08065970352493985
Position 25718: 0.0761272095456324
Position 1634: 0.06680871340192182
Position 21391: 0.06547525510796531
Position 25546: 0.0541979505917994
Position 24357: 0.0500817161991434
Position 11187: 0.04178305717020951
Position 25316: 0.041180229661072924
Position 25094: 0.0394267947558588
Position 15101: 0.037809729830619115
Position 2697: 0.03718918577455882
Position 4771: 0.035801806417208475
Position 26031: 0.03487942997573876
Position 5779: 0.0291206271037598
Position 7048: 0.023154748395164015
Position 6839: 0.022180782429301684
Position 5753: 0.02209372216792481
Position 20085: 0.02002075871335442
Position 4786: 0.018330635972073624
Position 5919: 0.01667710667684734
Position 24216: 0.015805975086251804
Position 5104: 0.015373369329401055
Position 6968: 0.015159559082718852
Position 26307: 0.014981721514808142
Position 4085: 0.01460500171048751
Position 5441: 0.01421404723764504
Position 22878: 0.014093932044477031
Position 6948: 0.013680589791179292
Position 7093: 0.01318214693997107
Position 7481: 0.012908866133941273
Position 2244: 0.012247557800173194
Position 4345: 0.012028351923340144
Position 4718: 0.011990077134567042
Position 2744: 0.010320096944020208
Position 1732: 0.010292849331010327
Position 4012: 0.01019415216879537
Position 4165: 0.010067171451955256
Position 2187: 0.008690630314348293
Position 12184: 0.008002924667951553
Position 21218: 0.007579811049898962
Position 7908: 0.007557419168540293
Position 20342: 0.007456849648130732
Position 9267: 0.006884839902203302
Position 9245: 0.006879854290010851
Position 25070: 0.006487462899015739
Position 5172: 0.005228726609524304
Position 19370: 0.004931871664526017
Position 4298: 0.004832390849448524
Position 5680: 0.004316657461052944
Position 24786: 0.0038402674798918915
Position 5533: 0.0032568376958401917
Position 19656: 0.0030771645386591362
Position 2248: 0.0030342339500129285
Position 25963: 0.0028019042639936555
Position 25666: 0.002647508714033287
Position 25336: 0.002625962037829454
Position 4103: 0.0025737782926443455
Position 2202: 0.0025483507755738456
Position 25646: 0.002499381935483806
Position 25026: 0.0023337138308981327
Position 12247: 0.0021624614186552603
Position 9221: 0.001870156738645253
Position 21913: 0.0018289030990375856
Position 25329: 0.0015622458125706708
Position 26358: 0.001484219303880779
Position 10303: 0.001346674786487363
Position 19706: 0.0013204754120589913
Position 22917: 0.0011750154816356074
Position 5728: 0.0011193687986999765
Position 26287: 0.0009463375744824298
Position 1645: 0.0009153221804513324
Position 25440: 0.0008718930590472654
Position 4029: 0.0008367784469346121
Position 1445: 0.0008332308486769164
Position 5485: 0.0008053950012268309
Position 21001: 0.0007752827088522504
Position 4515: 0.0007392459219646351
Position 5150: 0.0007182699832672502
Position 24895: 0.0007109386801223241
Position 5922: 0.0006647496336445317
Position 20525: 0.000655716469041633
Position 5056: 0.0006499547040266032
Position 2275: 0.0006337113699703876
Position 2272: 0.0006294925148491552
Position 2483: 0.0006082047230975544
Position 4935: 0.0005975960866803284
Position 1760: 0.0005178097673934247
Position 2532: 0.0004406015498195083
Position 1553: 0.0004146414806676443
Position 1232: 0.00040694303304855434
Position 1460: 0.0003989443400247456
Position 7700: 0.00038223525044215034
Position 26155: 0.0003441023929402508
Position 1395: 0.0003197350481766355
Position 4895: 0.000316326481787865
Position 1655: 0.0002654509400750014
Position 2146: 0.00026403237977891804
Position 2717: 0.0002462161790144461
Position 4314: 0.00023603238685524503
Position 11083: 0.00023100818333666307
Position 2174: 0.00023055972547192478
Position 1588: 0.00022555034200002512
Position 1901: 0.0002190665276232742
Position 1300: 0.00021893549211666842
Position 1506: 0.00021515832901997589
Position 24707: 0.00020236425657499835
Position 3967: 0.000197360692508757
Position 5293: 0.00018410140372094295
Position 4845: 0.00016051606952661814
Position 1370: 0.00016050787361720158
Position 2628: 0.0001281182605162683
Position 1678: 0.00011488170626017434
Position 1671: 0.00011169018904464716
Position 1430: 0.00011086437760279913
Position 2805: 0.00010796104961380768
Position 1239: 0.00010678932514209144
Position 4032: 7.841574742850911e-05
Position 2093: 7.77905244197241e-05
Position 1343: 7.587014316980479e-05
Position 21503: 7.071412566846506e-05
Position 1268: 6.605459705427127e-05
Position 1669: 6.488381745759544e-05
Position 2678: 5.4103236631408214e-05
Position 2017: 5.0716959508769097e-05
Position 2494: 4.3841093463323326e-05
Position 23229: 4.099440125631572e-05
Position 23145: 3.834300421194674e-05
Position 1597: 3.2015413271989205e-05
Position 286: 2.384517025219884e-05
Position 2451: 2.273755288567504e-05
Position 6461: 2.0463759177772144e-05
Position 2336: 1.1726483476549212e-05
Position 25005: 8.619812492329523e-06
Position 1522: 8.329246980565656e-06
Position 2150: 8.242289906708554e-06
Position 296: 8.190286864521618e-06
Position 2702: 7.660139965492504e-06
Position 2038: 7.5766949141138546e-06
Position 216: 7.5226444230983775e-06
Position 3896: 7.053066414253176e-06
Position 6542: 6.649215658609214e-06
Position 2782: 6.479336195326905e-06
Position 191: 6.366027340702877e-06
Position 1305: 6.126103165243757e-06
Position 1117: 5.720363933724277e-06
Position 1218: 5.644695341625076e-06
Position 1253: 5.1003536411159175e-06
Position 2251: 4.8915567760858525e-06
Position 2657: 4.682355898045552e-06
Position 1447: 4.6153564917790235e-06
Position 937: 3.7946477125229907e-06
Position 277: 3.5791767206432663e-06
Position 231: 3.5065924462989932e-06
Position 333: 2.6851641369582226e-06
Position 182: 2.52498199828373e-06
Position 340: 2.0927818123934203e-06
Position 473: 1.8137135722042374e-06
Position 1915: 1.2978443766658339e-06
Position 1941: 1.0901258671886868e-06
Position 1141: 1.0430072963284743e-06
Position 390: 1.0398972492276266e-06
Position 433: 1.0392308680239432e-06
Position 506: 8.411455159443598e-07
Position 209: 7.602257628625723e-07
Position 175: 7.039927659159516e-07
Position 2050: 6.413390982275863e-07
Position 1467: 4.478397480666923e-07
Position 2455: 4.1363817603414246e-07
Position 348: 3.852136817588739e-07
Position 1680: 2.0783994881694158e-07
Position 901: 2.0552285817565165e-07
Position 2345: 1.9040451348875773e-07
Position 2277: 1.8497715737037777e-07
Position 1311: 1.7117475881785522e-07
Position 1043: 1.6960781623718393e-07
Position 241: 1.6720563362523752e-07
Position 1741: 1.5837952441223742e-07
Position 1336: 1.5821197013862728e-07
Position 2209: 1.5784728228673284e-07
Position 2591: 1.3116049523534375e-07
Position 2129: 1.2692989007841787e-07
Position 343: 1.2395120223299953e-07
Position 975: 1.234764798718394e-07
Position 409: 1.1635861874205618e-07
Position 1276: 1.0717978778309054e-07
Position 1746: 9.493934107300439e-08
Position 2364: 9.361674498735152e-08
Position 1248: 8.732001886471226e-08
Position 441: 5.721147558026963e-08
Position 795: 4.254362028102984e-08
Position 3710: 4.0834395785096095e-08
Position 1796: 2.785180128828203e-08
Position 1119: 1.671439009699493e-08
Position 363: 1.0479561599746703e-08
Position 1122: 4.9327381566514465e-09
Position 758: 2.4940685548552464e-09
Position 1171: 1.2969447060536908e-09
Position 767: 1.0508863469653047e-09
Position 1420: 8.036661753715917e-10
Position 843: 7.464354907852399e-10
Position 393: 5.290929791788212e-10
Position 1028: 5.061828086153149e-10
Position 514: 4.350958846568488e-10
Position 805: 3.4586434163976643e-10
Position 943: 3.1900992942976554e-10
Position 225: 2.629381572177418e-10
Position 1560: 2.5992499668763616e-10
Position 828: 2.583237072012543e-10
Position 487: 2.1157178682404163e-10
