Gene = Pea15a
index = 807
Annotated 5SS: [ 208 6397 7694]
Annotated 3SS: [6222 7537 8113]
SMsplice 5SS: [ 208 6152 6322 7694 8203]
SMsplice 3SS: [6075 6222 7613 8113 8725]
top_k =  1000
Partition function (log Z): 1.179878494267966

Sorted 5' Splice Sites (High to Low Probability):
Position 208: 0.9747763354938872
Position 7694: 0.9498304046174301
Position 6152: 0.9142262019759823
Position 8203: 0.8990066393897945
Position 6322: 0.45378435574108944
Position 6331: 0.2923268407534256
Position 8568: 0.28163004631723987
Position 6700: 0.21288780571188673
Position 8615: 0.18018721115947822
Position 8642: 0.12761988839700142
Position 9542: 0.12684597728945946
Position 2559: 0.1207135836661701
Position 6397: 0.09264105659520135
Position 2386: 0.08160266206524137
Position 6468: 0.046467148124633845
Position 9237: 0.044908981132946994
Position 6296: 0.035711385567369684
Position 6505: 0.020349315920299652
Position 246: 0.020233299242933284
Position 4515: 0.02016076130817912
Position 4412: 0.0200520942693573
Position 5322: 0.019131086767761565
Position 3670: 0.018901790939499008
Position 5538: 0.014013640043131704
Position 4709: 0.01377881411988055
Position 6809: 0.013405774607665974
Position 3660: 0.013126701376032258
Position 1025: 0.012779215875666617
Position 606: 0.011849332839219963
Position 4680: 0.009833356634018582
Position 4638: 0.008523089631639237
Position 9509: 0.00787341900558929
Position 6165: 0.007706025993589704
Position 3486: 0.007344524983656014
Position 1550: 0.0069185703955616466
Position 9924: 0.0058144485409343735
Position 2823: 0.005755555412850739
Position 5179: 0.00569573921463235
Position 2403: 0.005244665506739306
Position 4420: 0.0037443820530491502
Position 9182: 0.003510529483616145
Position 5088: 0.0023827178590960633
Position 8271: 0.0019760182872752313
Position 600: 0.0018907909675163056
Position 8041: 0.0016521915663087424
Position 47: 0.001629290896331732
Position 6359: 0.001555013863105473
Position 8557: 0.0014566299279597991
Position 4496: 0.0014380314064908345
Position 2399: 0.001380594633221616
Position 4093: 0.0013745246888371982
Position 1047: 0.0013652886292272017
Position 4535: 0.0013086423021215015
Position 3168: 0.0010431207013810665
Position 2961: 0.0008448265665801252
Position 8000: 0.0008285336245918212
Position 4924: 0.000783764147547133
Position 6134: 0.0006173403604132319
Position 6188: 0.0006103387446074515
Position 8317: 0.0005892721252765043
Position 8019: 0.0005059856021397667
Position 9299: 0.0004688621014658041
Position 9824: 0.0004429433947189815
Position 6423: 0.00044186095736162105
Position 9546: 0.000377064519534605
Position 7974: 0.0003554650164233755
Position 1332: 0.0003554307563654915
Position 7764: 0.00033831655930989014
Position 8012: 0.0003006187424095032
Position 8871: 0.000277974224359716
Position 8323: 0.00022843018386677178
Position 1207: 0.00022815510157508543
Position 8585: 0.00021599539718455816
Position 4153: 0.0002141590465896879
Position 464: 0.000195854014993904
Position 6538: 0.00018917804635805007
Position 6156: 0.0001852316263938235
Position 7686: 0.0001815643861418705
Position 1991: 0.00017868445810371796
Position 9737: 0.00017095700751735638
Position 8311: 0.00015301651824434716
Position 4164: 0.00015256311934917023
Position 6533: 0.00013722229198141381
Position 7220: 0.0001257535871392883
Position 7957: 0.00012399697871298375
Position 697: 0.00012398202783308674
Position 42: 0.0001238402010229384
Position 8313: 0.00012186818041717658
Position 6473: 0.0001198776929002508
Position 4913: 0.00010960816084906143
Position 7092: 0.00010885605240056162
Position 8732: 0.00010592386983875629
Position 6352: 0.00010538279647962318
Position 174: 9.942047762297925e-05
Position 3905: 9.893558101642672e-05
Position 7725: 9.321863088560793e-05
Position 1172: 9.264257434046845e-05
Position 4333: 9.009812780729222e-05
Position 8582: 8.974902298518888e-05
Position 5102: 7.908328632829248e-05
Position 3477: 7.140700619296669e-05
Position 2675: 6.797706316240452e-05
Position 4860: 6.269658335266275e-05
Position 1923: 6.254598091421336e-05
Position 1941: 6.136490887690893e-05
Position 4342: 6.0582755075461165e-05
Position 6717: 5.8757636364488245e-05
Position 6912: 5.5799144495416045e-05
Position 6820: 5.546001193487021e-05
Position 324: 5.276325090506318e-05
Position 4850: 4.6329361139930965e-05
Position 1286: 4.6137000305194145e-05
Position 641: 4.447076531303769e-05
Position 9200: 4.375569433633271e-05
Position 1552: 3.763138670202616e-05
Position 5285: 3.539370268204955e-05
Position 2990: 3.4547006095925664e-05
Position 7667: 3.219925429197773e-05
Position 3457: 3.1481931697525356e-05
Position 4401: 3.0288376857272878e-05
Position 5797: 2.9466459150683276e-05
Position 1098: 2.892934585166934e-05
Position 2508: 2.667626818781435e-05
Position 1870: 2.5834436403052998e-05
Position 1814: 2.4604542083002418e-05
Position 1845: 2.4180906217906175e-05
Position 1904: 2.409047319822115e-05
Position 4486: 2.3705957091608418e-05
Position 1796: 2.189801993441769e-05
Position 621: 1.8853355914858838e-05
Position 3434: 1.786177218761344e-05
Position 9119: 1.78228911632682e-05
Position 5126: 1.7526063876345648e-05
Position 8695: 1.655745264809476e-05
Position 230: 1.6131006137151133e-05
Position 1806: 1.491014135155313e-05
Position 7353: 1.333876870918015e-05
Position 263: 1.1292834614147033e-05
Position 1236: 1.014201107724955e-05
Position 2316: 9.66856826309908e-06
Position 1591: 9.302542799434972e-06
Position 3955: 9.262217287194775e-06
Position 438: 9.029858908895929e-06
Position 7404: 9.015845860487733e-06
Position 4132: 8.769498389515117e-06
Position 2275: 8.484091677871426e-06
Position 6526: 8.348818868928024e-06
Position 650: 8.324059546232625e-06
Position 3337: 7.872874718597376e-06
Position 1185: 7.720522481128814e-06
Position 3283: 7.302977885633711e-06
Position 1307: 6.556798736815398e-06
Position 1714: 6.223587360740867e-06
Position 55: 5.983395601081722e-06
Position 1897: 5.448083306957662e-06
Position 952: 5.3924226861885535e-06
Position 2045: 4.617882256595004e-06
Position 1400: 4.248448276019092e-06
Position 8348: 4.217179423563616e-06
Position 911: 4.119315408068222e-06
Position 550: 3.874005893316526e-06
Position 6233: 3.7181338004728386e-06
Position 6556: 3.4144230335060496e-06
Position 7101: 3.3872170463317055e-06
Position 890: 3.0622457022251867e-06
Position 949: 3.0181987834689777e-06
Position 2198: 1.4666532465211943e-06
Position 577: 8.711533287451424e-07
Position 1729: 8.150295072387468e-07
Position 232: 7.844122394101223e-07
Position 417: 3.9566734456581017e-07
Position 331: 3.427011540358216e-07
Position 348: 3.358362076213714e-07
Position 272: 1.35850278050413e-07
Position 235: 9.614230433496489e-08
Position 118: 9.568177990168029e-08
Position 430: 5.873648787357878e-08
Position 2725: 5.670214157811474e-08
Position 358: 5.06543499351787e-08
Position 9076: 4.2268027887470575e-08
Position 8602: 3.7193884907940815e-08
Position 396: 3.492497509375007e-08
Position 37: 2.8091396014869707e-08
Position 382: 1.3491508582859916e-08
Position 1234: 5.635274548904424e-09
Position 333: 5.209156937430249e-09
Position 813: 4.915012249828404e-09
Position 1154: 4.050590712763891e-09
Position 384: 8.842429108056772e-10
Position 8676: 6.898712964005044e-11
Position 8431: 7.602610921008586e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8113: 0.9640987532391291
Position 6222: 0.9227856869692779
Position 7613: 0.6933419693264967
Position 6075: 0.648283807291083
Position 8725: 0.40462634221206245
Position 8455: 0.35888410931658316
Position 6053: 0.22721602831199092
Position 10025: 0.22509156224311638
Position 7537: 0.1696588844316428
Position 8424: 0.15394377467212564
Position 9373: 0.14743150818099837
Position 6600: 0.1289121898832543
Position 9391: 0.12157714561411184
Position 2339: 0.10154352997146174
Position 2272: 0.0885600640136182
Position 6583: 0.06838156850943654
Position 8838: 0.05220150296696411
Position 9099: 0.048450101896001206
Position 4257: 0.04764041660587092
Position 8521: 0.043179810750892195
Position 8518: 0.041328909139383606
Position 6251: 0.030188887818562472
Position 6026: 0.028952719419697764
Position 9171: 0.027849538444346282
Position 7557: 0.02283736283267695
Position 6097: 0.018851949238638616
Position 9757: 0.016059400854819626
Position 7629: 0.014519273658389457
Position 8971: 0.01365181025749803
Position 3319: 0.013489001327353367
Position 4601: 0.013376009434005744
Position 5205: 0.011497596275657268
Position 3601: 0.01020793128205635
Position 5396: 0.00998367396488483
Position 7506: 0.00974640850426336
Position 3432: 0.009640893912248412
Position 527: 0.00938146958729654
Position 5254: 0.009240958204928776
Position 4615: 0.008576768768987863
Position 7269: 0.007899910826697382
Position 9069: 0.007649577667190597
Position 6231: 0.007512135165815196
Position 7644: 0.007042793588823901
Position 9780: 0.006939699702334851
Position 2474: 0.006927540366441481
Position 7319: 0.006817180845440431
Position 8353: 0.006300307379840369
Position 9736: 0.0061685734025280015
Position 7407: 0.005844864409716234
Position 9104: 0.005661001775159184
Position 865: 0.005157044322574697
Position 7865: 0.005149503506990687
Position 7448: 0.00498118927639142
Position 1396: 0.004680760207579945
Position 5087: 0.004566976495195975
Position 9687: 0.0043442060766832324
Position 8548: 0.004316296958066705
Position 2299: 0.004302630901479362
Position 4375: 0.0038751326737394756
Position 7511: 0.0038137496080718194
