Gene = Pate13
index = 796
Annotated 5SS: [ 52 187 625]
Annotated 3SS: [162 483 896]
SMsplice 5SS: [52]
SMsplice 3SS: [162]
top_k =  1000
Partition function (log Z): -5.329820924681163

Sorted 5' Splice Sites (High to Low Probability):
Position 52: 0.9251467225948591
Position 625: 0.7009895460570936
Position 275: 0.09701781184643654
Position 297: 0.08353125084951797
Position 329: 0.04688539437320142
Position 411: 0.040724662530975266
Position 48: 0.03484614278780725
Position 378: 0.019444577173920775
Position 321: 0.015539480611878941
Position 98: 0.005257243602043075
Position 192: 0.004195862654394135
Position 187: 0.002426560593125691
Position 243: 0.0017129969874271455
Position 265: 0.000914499850390301
Position 415: 0.0008275245126741098
Position 389: 0.0003670922642087121
Position 436: 0.00019008581186271404
Position 930: 0.00018057519627339238
Position 77: 0.00017651726881610282
Position 171: 0.00016767642312227586
Position 586: 7.959291536526734e-05
Position 114: 7.699502187207481e-05
Position 719: 4.928236257552263e-05
Position 24: 3.983929764653558e-05
Position 898: 3.2930597437529486e-05
Position 993: 3.220033415435454e-05
Position 952: 2.4814335941093886e-05
Position 658: 2.0072750303846444e-05
Position 704: 1.5486964457639556e-05
Position 850: 1.4799116933514089e-05
Position 557: 1.3238453424961415e-05
Position 22: 1.204229427144061e-05
Position 616: 7.699164335121486e-06
Position 912: 7.12567989205096e-06
Position 496: 7.115863541571903e-06
Position 1011: 6.542959578141587e-06
Position 939: 3.5410090769059385e-06
Position 439: 1.951197583499736e-06
Position 665: 1.727229352970385e-06
Position 483: 9.569959576555706e-07
Position 505: 5.058062677281725e-07
Position 521: 4.5279979217403305e-07
Position 961: 4.3880510047722944e-07
Position 867: 2.3512684420378618e-07
Position 503: 1.319224640692197e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 896: 0.6638796542472595
Position 162: 0.6376264422825793
Position 483: 0.5445975730949281
Position 1002: 0.064877078472763
Position 452: 0.0525185298087841
Position 490: 0.0042698460963458305
Position 165: 0.0028730983484080434
Position 624: 0.0021736502957622676
Position 1055: 0.0021601507799479044
Position 436: 0.0008770586521620805
Position 192: 0.0007331384513612032
Position 439: 0.0007074610175475815
Position 580: 0.0006895233900578338
Position 594: 0.0006132583308753927
Position 374: 0.0005374697427827497
Position 169: 0.0003950016232213806
Position 311: 0.00030392950620606056
Position 691: 0.0002212442889213174
Position 718: 0.00018609599805774937
Position 731: 0.00014342567955096146
Position 139: 7.471593329522991e-05
Position 557: 6.287173434150376e-05
Position 697: 6.111936274360018e-05
Position 1076: 5.091776233552971e-05
Position 849: 4.96351613799643e-05
Position 171: 3.6502610306633915e-05
Position 856: 3.050736219889556e-05
Position 784: 3.0495497963629138e-05
Position 757: 2.650315134295246e-05
Position 978: 2.5592276552017443e-05
Position 1057: 2.4102541481834855e-05
Position 761: 1.5942097679475495e-05
Position 243: 1.4574552204941742e-05
Position 980: 1.195454003662802e-05
Position 332: 1.006422296110331e-05
Position 727: 9.433667951547537e-06
Position 665: 9.266492533599327e-06
Position 1078: 6.936634045106507e-06
Position 1072: 6.707149951117464e-06
Position 753: 5.609414692056112e-06
Position 739: 5.436813439626342e-06
Position 794: 5.051230492546484e-06
Position 733: 4.816323129717318e-06
Position 704: 4.514596522332449e-06
Position 629: 4.499453401299677e-06
Position 786: 3.926137351224412e-06
Position 709: 3.822224590936921e-06
Position 859: 3.122095229172193e-06
Position 862: 2.3860643979030936e-06
Position 811: 1.4249110942276781e-06
Position 805: 1.3644496797392678e-06
Position 297: 1.2993745504360068e-06
Position 237: 7.759645361327732e-07
Position 240: 6.918617182385793e-07
Position 389: 4.518403107069497e-07
Position 735: 3.1484147292290214e-07
Position 387: 2.524662721052585e-07
Position 644: 1.3862221836656595e-07
Position 633: 1.359086254013059e-07
Position 699: 1.3377958579791488e-07
Position 329: 1.2407420135586283e-07
Position 799: 1.1467268796629372e-07
Position 345: 5.9375259041697315e-08
Position 88: 3.2915727140833365e-09
Position 97: 3.3687676789972604e-10
Position 91: 1.1463191791251367e-11
