Gene = 9130230L23Rik
index = 73
Annotated 5SS: [   76  3054  3402  4081 14000 14448]
Annotated 3SS: [ 2845  3307  3829 13860 14367 15751]
SMsplice 5SS: [   76  3054  3430 13339 14000 14448]
SMsplice 3SS: [ 2845  3307 13191 13860 14367 14520]
top_k =  1000
Partition function (log Z): -7.185621689907596

Sorted 5' Splice Sites (High to Low Probability):
Position 3430: 0.9386852912432462
Position 76: 0.8464729265541917
Position 13339: 0.7214734581648217
Position 14448: 0.7037374073434546
Position 3054: 0.6328142610818016
Position 14000: 0.5957449712601827
Position 14188: 0.34280335689682856
Position 2726: 0.21250372256939357
Position 3019: 0.2010773727789269
Position 4081: 0.1654070113958423
Position 14146: 0.14620829551187794
Position 2780: 0.0830458172341112
Position 136: 0.051570380539465714
Position 364: 0.046970995018083384
Position 4547: 0.04447361272284471
Position 316: 0.04129825024763363
Position 14431: 0.03419507175859267
Position 10506: 0.030272789531952313
Position 2908: 0.018585499979423378
Position 14613: 0.015635452958019467
Position 831: 0.009744945274823514
Position 2977: 0.009514466688196808
Position 419: 0.007649299772554764
Position 3506: 0.004651811433631938
Position 13429: 0.0040952860467647016
Position 13316: 0.0037774070626975173
Position 298: 0.002499295640159684
Position 2165: 0.0020150772397721627
Position 3425: 0.0019437057622584929
Position 2784: 0.0017925065644797758
Position 2256: 0.0017544692682907412
Position 13358: 0.001750626568542549
Position 9128: 0.0017502191483115001
Position 3882: 0.001637514282412425
Position 2993: 0.0016040720724813968
Position 22: 0.0015689659377330588
Position 6083: 0.0014302815409676186
Position 2949: 0.0014114817140415087
Position 2320: 0.0013264355628817945
Position 909: 0.0010024939589858848
Position 3606: 0.0008367618009825068
Position 1196: 0.0007908046228892733
Position 4885: 0.0007091663093447673
Position 330: 0.000637647151745491
Position 2739: 0.0005914226205892511
Position 2203: 0.00047615751310553544
Position 431: 0.0003740045931087118
Position 36: 0.0003509039869001715
Position 2956: 0.0003170371424907715
Position 2318: 0.0002842198017104909
Position 2160: 0.0002706161320869415
Position 2922: 0.0002462893650700071
Position 2328: 0.0002454941946913706
Position 781: 0.00022339206422564273
Position 811: 0.0001810517914232597
Position 101: 0.00016490788850550945
Position 2806: 0.00015500191694970997
Position 3370: 0.00013547976790405727
Position 5047: 0.00013480575912000513
Position 1458: 0.0001234457149258038
Position 3486: 0.00012137462808447125
Position 2232: 0.00011883791795147616
Position 2825: 0.00011167130318060913
Position 423: 0.00011132957971520071
Position 4634: 0.00010291708245628634
Position 3464: 8.235610543377209e-05
Position 1422: 7.177731655089945e-05
Position 305: 6.517362244254451e-05
Position 1469: 6.468814225421687e-05
Position 4306: 6.340178064310288e-05
Position 1276: 6.273934660589336e-05
Position 905: 6.161330864475234e-05
