Gene = Crct1
index = 295
Annotated 5SS: [72]
Annotated 3SS: [836]
SMsplice 5SS: [411]
SMsplice 3SS: [836]
top_k =  1000
Partition function (log Z): -7.6429684751448335

Sorted 5' Splice Sites (High to Low Probability):
Position 411: 0.6998826022148433
Position 72: 0.3734929517363183
Position 44: 0.06305900749956349
Position 178: 0.05259005781066338
Position 243: 0.03812607554289888
Position 1113: 0.033453593765878725
Position 67: 0.004255592583333653
Position 136: 0.004183412059436429
Position 354: 0.004107539947728951
Position 255: 0.0029485421852423394
Position 269: 0.0026794389023045927
Position 1157: 0.002480617185374458
Position 1139: 0.002251292813213397
Position 1239: 0.0017365800365139162
Position 942: 0.0015572055156042367
Position 18: 0.0012469863322151472
Position 1242: 0.0010253175943290788
Position 558: 0.000838235189621082
Position 76: 0.0007399683194275854
Position 494: 0.000595589200962647
Position 603: 0.0005618716280431751
Position 154: 0.0005101226261625335
Position 905: 0.0005100123374531309
Position 499: 0.0004804592909712448
Position 294: 0.0004198973710572535
Position 278: 0.0003712969154344875
Position 1229: 0.0003358862211805113
Position 286: 0.00026077163724312516
Position 1004: 0.0001627035814595978
Position 1266: 0.00013133123452548323
Position 894: 0.0001265194223316656
Position 1271: 0.00011537615748202594
Position 420: 0.00011527283820049536
Position 48: 7.958385860589566e-05
Position 195: 6.672669726147357e-05
Position 962: 4.898984655297086e-05
Position 25: 4.643233140370521e-05
Position 438: 4.3218127489996105e-05
Position 1001: 3.219895304604801e-05
Position 695: 2.795114960600307e-05
Position 89: 2.6433831494129944e-05
Position 683: 1.711590217844009e-05
Position 641: 1.4593517671878218e-05
Position 160: 1.3731666015841774e-05
Position 607: 1.093171999790154e-05
Position 1209: 9.022651807502682e-06
Position 373: 9.0210775501274e-06
Position 331: 8.195795443544036e-06
Position 299: 8.062547603240636e-06
Position 56: 5.172367259360013e-06
Position 861: 4.831536913234912e-06
Position 31: 4.617965475824443e-06
Position 595: 4.5626724009827626e-06
Position 424: 4.025578560360426e-06
Position 193: 3.0260689518059547e-06
Position 91: 6.37395727613007e-07
Position 536: 2.1299612504846615e-07
Position 488: 2.0294434113632663e-07
Position 677: 1.2610817821973992e-07
Position 20: 1.036908442007692e-07
Position 485: 9.464514804321363e-08
Position 687: 7.432144368922536e-08
Position 775: 2.994214133863549e-08
Position 653: 1.0678162358315787e-08
Position 422: 1.0623647414416621e-08
Position 371: 9.039774301924695e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 836: 0.44879937821833005
Position 1055: 0.3503835175710283
Position 336: 0.10978985386121716
Position 178: 0.10775689332538715
Position 1355: 0.09041171806810919
Position 870: 0.04287908181345627
Position 1028: 0.031998070938457954
Position 793: 0.025414544854147257
Position 1058: 0.021316885850825355
Position 207: 0.01831656464672946
Position 285: 0.017145753273348423
Position 341: 0.004565099379568961
Position 1324: 0.004030424517232369
Position 242: 0.0024214987903792523
Position 980: 0.002107095540504108
Position 740: 0.0019411341813307878
Position 1304: 0.0019226345137532438
Position 903: 0.0017253296888584558
Position 970: 0.001265180247190482
Position 1428: 0.0011718130696313674
Position 251: 0.0010412332322636425
Position 1193: 0.0010037973572751813
Position 1071: 0.0009187627255236131
Position 892: 0.0009148880058011788
Position 1229: 0.0006418336139280059
Position 1137: 0.0006377694591492016
Position 299: 0.0006323235768598248
Position 396: 0.0005407432299446135
Position 1282: 0.0003810809129693644
Position 400: 0.00032559657872079594
Position 820: 0.0003005093228374549
Position 761: 0.0002883145771553388
Position 858: 0.00023948477251939143
Position 1399: 0.0002192654551152574
Position 607: 0.00021907249423731793
Position 186: 0.0001873160643681662
Position 1402: 0.0001630077788788351
Position 499: 0.00015470902090767636
Position 478: 0.0001538635544555235
Position 1455: 0.00013232069396283658
Position 1383: 0.00010710119866673671
Position 1177: 8.553982721156934e-05
Position 671: 7.246538029779487e-05
Position 157: 6.957211629255251e-05
Position 182: 6.598097611120527e-05
Position 798: 6.253578640038222e-05
Position 544: 5.9372688948233966e-05
Position 1112: 5.8612244344482135e-05
Position 359: 5.658296512405731e-05
Position 1416: 5.033017228869793e-05
Position 555: 4.9706987932247804e-05
Position 880: 4.925306122830769e-05
Position 494: 4.790890236741319e-05
Position 1239: 4.7766040749158296e-05
Position 744: 4.7634300506980714e-05
Position 139: 4.6733129228569246e-05
Position 611: 4.075794507018294e-05
Position 402: 3.47439185633425e-05
Position 146: 3.46422695853339e-05
Position 584: 3.3774083928962805e-05
Position 1106: 2.866900987770381e-05
Position 1144: 2.535041869495878e-05
Position 353: 1.8443861209998775e-05
Position 1365: 1.794347685160854e-05
Position 1207: 1.762788007347143e-05
Position 803: 1.6898825818867713e-05
Position 536: 1.5007185499136875e-05
Position 1413: 9.053132633894454e-06
Position 410: 8.926596369447351e-06
Position 215: 8.908634555885613e-06
Position 509: 8.515587895466398e-06
Position 463: 8.130380323228485e-06
Position 132: 7.753159516814805e-06
Position 346: 6.863259482717727e-06
Position 150: 6.48311418095155e-06
Position 1248: 6.033259582762852e-06
Position 503: 5.337385910140834e-06
Position 480: 4.904183382395344e-06
Position 1102: 4.338419858572899e-06
Position 775: 4.021787353064541e-06
Position 125: 3.8529849098837234e-06
Position 748: 3.6108440094993828e-06
Position 1170: 3.4405982757709926e-06
Position 1242: 3.4213155291444315e-06
Position 136: 3.1938640197507012e-06
Position 262: 2.971966048293203e-06
Position 269: 2.7396064718259586e-06
Position 260: 2.6291370811137554e-06
Position 350: 2.2161601376023376e-06
Position 121: 2.05630640454564e-06
Position 1469: 1.7216840563682564e-06
Position 105: 1.1593859509690338e-06
Position 516: 2.1847665675854887e-07
Position 129: 1.800529339752342e-07
Position 101: 7.602299096733536e-08
Position 113: 5.108349858012871e-10
Position 84: 5.035645096249009e-10
