Gene = Nkapd1
index = 751
Annotated 5SS: [ 237 1982 5088 7165 8093]
Annotated 3SS: [1904 4986 7014 8038 9527]
SMsplice 5SS: [ 237 1982 5088 7165 9710]
SMsplice 3SS: [ 1904  4986  7014  9573 10246]
top_k =  1000
Partition function (log Z): -0.8642954886841845

Sorted 5' Splice Sites (High to Low Probability):
Position 7165: 0.9802900717238358
Position 237: 0.8273990819851473
Position 5088: 0.813005623306121
Position 1982: 0.8068032197406565
Position 9710: 0.6794482819063606
Position 6914: 0.3053549848488118
Position 632: 0.30207236023519435
Position 8093: 0.1996895360841028
Position 807: 0.18175983255254952
Position 5093: 0.17876673970309048
Position 9952: 0.16747369567884685
Position 7548: 0.12107194930862321
Position 3584: 0.07372577951401038
Position 3605: 0.07047231462595725
Position 10005: 0.058140355985575154
Position 2570: 0.05631013755514684
Position 2544: 0.052970667416360466
Position 3296: 0.05068837016688145
Position 4463: 0.0455516545235043
Position 3686: 0.041705029263647234
Position 143: 0.04160770208301956
Position 6331: 0.04128591082622593
Position 6055: 0.03976223848776782
Position 243: 0.028501395229982813
Position 5862: 0.027513300236124753
Position 7860: 0.02105929557020997
Position 8726: 0.020814454777281905
Position 8097: 0.016000669525894882
Position 9092: 0.01416103532300657
Position 653: 0.011030891725658085
Position 9988: 0.010920344128227032
Position 6752: 0.009705195934418247
Position 6831: 0.008710886757377747
Position 5804: 0.007245582760775821
Position 3672: 0.006465318713626207
Position 7434: 0.00627155918980982
Position 6848: 0.00522029742685488
Position 2062: 0.0047958037696057745
Position 6702: 0.004316395728730589
Position 685: 0.004064071474095495
Position 7581: 0.003958066089270751
Position 9574: 0.003737058092896365
Position 811: 0.003639409870028683
Position 8691: 0.00361396894440677
Position 4691: 0.0034114629655201626
Position 3538: 0.003356344630570455
Position 3632: 0.0033477839340843836
Position 8850: 0.003297914956290173
Position 6765: 0.0031576632865141846
Position 3801: 0.003065423262171793
Position 136: 0.003031493971318598
Position 3660: 0.002920820823057023
Position 10114: 0.002745956685410043
Position 3287: 0.002671315436488449
Position 2029: 0.002666799006524732
Position 646: 0.002520308200759114
Position 8900: 0.0024548688363168086
Position 2241: 0.0020822609728264213
Position 1113: 0.0020583592905419265
Position 898: 0.0020477351380061405
Position 4804: 0.0019482600147554363
Position 27: 0.0018552032298365599
Position 518: 0.001775134023172049
Position 10371: 0.0017499665703951481
Position 3155: 0.001617040623642862
Position 3341: 0.0014512921948982558
Position 1735: 0.0013762324122211314
Position 6293: 0.001305766135623244
Position 6169: 0.0012637458597051327
Position 6906: 0.0011811433221527508
Position 1773: 0.0011615593195725713
Position 2332: 0.0011351640503031767
Position 1784: 0.0010924998090914304
Position 3769: 0.0010679263210395043
Position 1989: 0.001044163442056875
Position 1234: 0.0010081105941537286
Position 616: 0.0009913436921805845
Position 4468: 0.0009722796004317897
Position 3796: 0.0008719928715891686
Position 6488: 0.0007806121784667641
Position 1150: 0.000749223230057714
Position 855: 0.0007464010337366743
Position 5456: 0.0006986776383176426
Position 245: 0.0006658267344793637
Position 5276: 0.00065714821101598
Position 247: 0.000642093668899125
Position 747: 0.0006276730754103041
Position 2575: 0.0006038902282264647
Position 6328: 0.0006030921129889257
Position 6270: 0.0006017966227201522
Position 97: 0.000588053257394788
Position 1223: 0.0005688838542759892
Position 7741: 0.0005259593880495818
Position 6312: 0.0005007612589371091
Position 249: 0.0004875719811714143
Position 1276: 0.00048061031274041583
Position 1378: 0.0004727076027837916
Position 7552: 0.00045273126949962504
Position 1821: 0.0003808467976977133
Position 2045: 0.000379965080432072
Position 251: 0.00037080273202381737
Position 6936: 0.00034727029674653533
Position 891: 0.00032928150384834803
Position 6220: 0.00032170456936667373
Position 7681: 0.00031944441212413435
Position 6862: 0.0003129628633021415
Position 732: 0.0003024612564999585
