Gene = Il12a
index = 568
Annotated 5SS: [ 143  733 2851 3808 3923 4157]
Annotated 3SS: [ 598 2736 3765 3880 4012 6470]
SMsplice 5SS: [ 143  733 2851 3808 3923 4157]
SMsplice 3SS: [ 598 2736 3645 3880 4012 6470]
top_k =  1000
Partition function (log Z): 6.739855361635366

Sorted 5' Splice Sites (High to Low Probability):
Position 2851: 0.9935515469396862
Position 4157: 0.9874709592888905
Position 733: 0.9833883099637508
Position 143: 0.8956734418798107
Position 3923: 0.7629168387762001
Position 3808: 0.7194142882919486
Position 5558: 0.22860103997270245
Position 5802: 0.10213793416109102
Position 395: 0.053558076233706044
Position 2264: 0.033792815654565676
Position 67: 0.03305816556313147
Position 6014: 0.02866054393814171
Position 496: 0.026286191022760665
Position 3812: 0.024300965041108267
Position 3684: 0.0225187672787315
Position 410: 0.011348879040890221
Position 1192: 0.010202481286751481
Position 6600: 0.010106657525451345
Position 6400: 0.00976145726483185
Position 3033: 0.009692730116681213
Position 1448: 0.0067979041054836865
Position 5635: 0.006351635552368226
Position 1767: 0.005990780803692349
Position 3647: 0.005138646522353628
Position 169: 0.005104356952435019
Position 5179: 0.005083404213277127
Position 3510: 0.004521659754497724
Position 2502: 0.003730759233198124
Position 3483: 0.0035571505869182634
Position 6061: 0.0035316873863164185
Position 4906: 0.0034445051795346424
Position 4678: 0.0032566802131815463
Position 6699: 0.0031778025823462554
Position 1002: 0.0030635501714601516
Position 5491: 0.002903612264660038
Position 3416: 0.002753648334851156
Position 1053: 0.0022325162752817006
Position 6835: 0.002214684429754189
Position 5740: 0.0021986185295998174
Position 796: 0.002052868237969482
Position 899: 0.00199390480706617
Position 442: 0.0019361791368935268
Position 6372: 0.0017840628956498216
Position 3436: 0.0017461849331353468
Position 1972: 0.0016521057676208528
Position 147: 0.0014035343403491786
Position 3711: 0.001352848505843583
Position 1029: 0.0013082529228689794
Position 1218: 0.0012820014664042473
Position 3690: 0.0012098712706358683
Position 3747: 0.0011983831530994965
Position 3699: 0.0011944527621752304
Position 2961: 0.0009588257332411011
Position 551: 0.0009410573366808555
Position 724: 0.0009364583555383528
Position 120: 0.0008375084976984993
Position 2672: 0.0007923078818276333
Position 817: 0.0007671998291009159
Position 1260: 0.0006985422560970731
Position 2208: 0.0006140180336847778
Position 1951: 0.0006073886628362897
Position 5530: 0.0005710999106668289
Position 5521: 0.0005629619138510803
Position 3334: 0.0005417465198654137
Position 6585: 0.0005150902596124971
Position 5824: 0.0005124881443934583
Position 4196: 0.0005072070874681816
Position 4206: 0.0004201347439801916
Position 5814: 0.00038596516997592846
Position 1592: 0.0003546607714520295
Position 2268: 0.0003038039373391027
Position 5195: 0.0002853896928204472
Position 2471: 0.0002754661427274795
Position 5435: 0.00027175830299771376
Position 6357: 0.00026372227700051875
Position 2224: 0.00024007310027575408
Position 6582: 0.00023206447779085233
Position 1901: 0.00020514075610202748
Position 5767: 0.00020088244614148025
Position 3044: 0.00019845159918945344
Position 2304: 0.0001970362874497592
Position 4814: 0.00019275864863376233
Position 3566: 0.00019125177934395794
Position 2571: 0.00018182669709963464
Position 4951: 0.00016766162756608427
Position 2176: 0.00015073549597917213
Position 2551: 0.00015031811645733448
Position 5757: 0.00014996215732038796
Position 763: 0.000148558772867289
Position 6713: 0.00014532307764932755
Position 1428: 0.00013539965287378061
Position 1220: 0.00012828095202746558
Position 4734: 0.00011791601515949467
Position 500: 0.00010915813795711489
Position 420: 0.00010673648186837249
Position 3364: 0.00010648198915317739
Position 114: 0.00010463654938230974
Position 315: 0.00010368637774801961
Position 3773: 0.00010285580409619079
Position 586: 9.589596357580507e-05
Position 2216: 9.203146101573922e-05
Position 3177: 8.954884589517064e-05
Position 1158: 8.684835351780529e-05
Position 948: 8.660725922084633e-05
Position 678: 8.546305555184525e-05
Position 3056: 7.672004712717049e-05
Position 2203: 7.026993144133162e-05
Position 3956: 6.57359151117274e-05
Position 285: 6.183152758383911e-05
Position 2221: 6.163606271773638e-05
Position 5797: 5.2057791187500586e-05
Position 1628: 5.0198417805995126e-05
Position 4885: 4.972767081040098e-05
Position 57: 4.757160500937159e-05
Position 6276: 4.7017499732862534e-05
Position 5857: 4.5827897904901764e-05
Position 4453: 4.538096240569443e-05
Position 909: 4.4029375640304745e-05
Position 737: 4.2490833340109356e-05
Position 2287: 4.207843660787788e-05
Position 5303: 4.201102714025161e-05
Position 562: 4.151731241348626e-05
Position 2337: 4.1249939497359233e-05
Position 456: 4.122026132429399e-05
Position 1352: 3.982878577721277e-05
Position 1392: 3.87026215053765e-05
Position 129: 3.595511599859539e-05
Position 4979: 3.57049817436675e-05
Position 2160: 3.249695223771974e-05
Position 3618: 3.159563760607671e-05
Position 55: 3.065168953586393e-05
Position 131: 2.758338348063271e-05
Position 1727: 2.603503051513649e-05
Position 2493: 2.593441652458971e-05
Position 3488: 2.5457992463184376e-05
Position 833: 2.4448240864136433e-05
Position 5032: 2.2752666169764193e-05
Position 5566: 2.1675470662839162e-05
Position 2256: 2.1282047212826903e-05
Position 23: 2.1151543905078235e-05
Position 921: 2.101873103303878e-05
Position 3961: 2.0959724090541118e-05
Position 5295: 2.0738617505062427e-05
Position 5357: 1.816736285565748e-05
Position 1309: 1.6800721429123694e-05
Position 1267: 1.297616385593997e-05
Position 1956: 1.2428900753298218e-05
Position 1128: 1.1897463706000152e-05
Position 1419: 1.125655698918673e-05
Position 2187: 1.122866333418404e-05
Position 2828: 1.0075045013932671e-05
Position 1452: 9.76417132281521e-06
Position 3865: 9.296300891343166e-06
Position 1234: 8.15670584651778e-06
Position 1204: 7.6182057309747685e-06
Position 2930: 7.45912847525159e-06
Position 5345: 7.226801753175863e-06
Position 355: 7.013446513864983e-06
Position 5280: 6.711278248865108e-06
Position 4977: 6.147328429879533e-06
Position 12: 6.007759846625065e-06
Position 1292: 5.944713488627708e-06
Position 3346: 5.689576179310407e-06
Position 484: 5.440344776658807e-06
Position 3246: 3.906610345649472e-06
Position 5663: 2.541171051127183e-06
Position 486: 2.244587139947109e-06
Position 288: 1.976930906285099e-06
Position 3474: 1.7468216634782086e-06
Position 5523: 1.6883132951675186e-06
Position 73: 1.5510306427349648e-06
Position 6177: 6.339968070409582e-07
Position 3551: 4.751360949358651e-07
Position 3559: 4.6439128791532244e-07
Position 5668: 4.636613057698962e-07
Position 3168: 2.2819092573786417e-07
Position 771: 1.7276455518810654e-07
Position 997: 8.692035780066544e-08
Position 746: 7.305158944849656e-08
Position 1143: 6.848563394451474e-08
Position 985: 5.20289407012436e-08
Position 1045: 5.036991261247424e-08
Position 4313: 5.035964441614929e-08
Position 4663: 5.006109842033151e-08
Position 3053: 4.1044752358105646e-08
Position 652: 3.5563076042347144e-08
Position 4512: 2.1874403615936317e-08
Position 840: 1.710281655681373e-08
Position 810: 5.816292727346049e-09
Position 2948: 3.2483564144851524e-09
Position 932: 1.8249886243517831e-09
Position 4532: 9.90042093755707e-10
Position 690: 6.482316587272003e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2736: 0.9803597131753945
Position 598: 0.7230695222349836
Position 4012: 0.7124378472472941
Position 3880: 0.667018733400664
Position 3645: 0.4574291587887382
Position 6470: 0.45657701769561104
Position 6318: 0.3726590246483179
Position 5428: 0.279033367792928
Position 4029: 0.22675901638255352
Position 3765: 0.20745193386523908
Position 677: 0.17905461692391123
Position 3587: 0.12021919444346592
Position 5656: 0.108918434436335
Position 641: 0.03984806216516234
Position 6769: 0.03822195418099753
Position 2139: 0.032513035205865654
Position 326: 0.028977991437033772
Position 6415: 0.02636220698016616
Position 3907: 0.023454382983183492
Position 3904: 0.021911872666817264
Position 3677: 0.01635669148922531
Position 5919: 0.015640320463297615
Position 3628: 0.015619869403064748
Position 3683: 0.01480516626123484
Position 7058: 0.012732522079355253
Position 661: 0.012548835452492755
Position 3277: 0.011543051040850325
Position 3657: 0.0110749445858744
Position 5958: 0.010921631880658205
Position 363: 0.010785485364596569
Position 4733: 0.010023412553994464
Position 5178: 0.007992213687672335
Position 6574: 0.0069648064019694166
Position 1116: 0.006870236252119628
Position 2741: 0.0067988983157087225
Position 650: 0.006681344888137813
Position 1259: 0.005895956474753497
Position 228: 0.005682091079129924
Position 2743: 0.005583458757659569
Position 4571: 0.005497765429184291
Position 2937: 0.0053066965980893095
Position 3601: 0.004607674254619295
Position 4843: 0.004455703954503926
Position 6503: 0.004436290061445576
Position 5053: 0.0038195554987790984
Position 5725: 0.00360568152540642
Position 6525: 0.0034356704281267537
Position 1023: 0.0032792413706772363
Position 5371: 0.003198066725731893
Position 3597: 0.0031525742350471146
Position 2085: 0.0031113045385638034
Position 3647: 0.00308815067685318
Position 926: 0.0030360080317427046
Position 460: 0.003013259172289629
Position 2951: 0.002948606402524288
Position 5902: 0.0027383681915175867
Position 6245: 0.0023528665534720272
Position 4615: 0.0022987129125547883
Position 5096: 0.00229863669108928
Position 827: 0.0022196425864315365
Position 4812: 0.0021290845030925124
Position 3328: 0.0021277303371436806
Position 3734: 0.002075055783949861
Position 5705: 0.002046683970972614
Position 529: 0.002025947222780391
Position 4061: 0.0020126476610148837
Position 6522: 0.0019699536003896243
Position 2349: 0.0019629709019088662
Position 2776: 0.001931869725140772
Position 6598: 0.001927111389373311
Position 3951: 0.0019064010284152
Position 1678: 0.0018971049494465768
Position 5888: 0.0017014077891888912
Position 4048: 0.0016846173479908343
Position 4069: 0.001680208057571338
Position 1075: 0.001654532563451385
Position 5535: 0.00164919474899895
Position 3882: 0.0016098770925077614
Position 3808: 0.001454628509624774
Position 1538: 0.0013811949471365724
Position 5430: 0.0013646065625282577
Position 7108: 0.0013398734608428822
Position 5451: 0.0012676353683580268
Position 5224: 0.001256113072856003
Position 6895: 0.0012525195694304562
Position 868: 0.0011505911855039562
Position 1650: 0.0011413930749178058
Position 5937: 0.0011215966607688857
Position 5355: 0.0010775893518635649
Position 5721: 0.0010640883321229352
Position 884: 0.0009989719013673345
Position 686: 0.000994861843341171
Position 3238: 0.0009795716688903468
Position 257: 0.0009500767276607836
Position 5760: 0.0009357030997561167
Position 4090: 0.0008984838497248681
Position 6861: 0.0008834507488507706
Position 1444: 0.0008789060142817472
Position 5855: 0.0008323502113816787
Position 5593: 0.0007857507351255744
Position 2611: 0.0007789650032575711
Position 1847: 0.0007441483686902508
Position 2671: 0.0007415545437724764
Position 4082: 0.0007271582915344372
Position 3954: 0.000708038293930576
Position 5930: 0.0006479683825449191
Position 3249: 0.0006186643990719322
Position 239: 0.0006156221854514848
Position 3607: 0.0006144767127274595
Position 2372: 0.0006111068908517151
Position 495: 0.000611081038023733
Position 4039: 0.0006087412649467482
Position 366: 0.0005902811723044097
Position 3662: 0.0005628892378254758
Position 6176: 0.0005446917082561367
Position 715: 0.000542082488345312
Position 1724: 0.0005082648072031682
Position 5871: 0.0005071379812628135
Position 3884: 0.0004997277721356781
Position 1782: 0.0004990122330563967
Position 3888: 0.0004928166890881783
Position 4108: 0.0004915089049145411
Position 5435: 0.000488562461145979
Position 5551: 0.00048407115105425654
Position 4057: 0.00046956476646178825
Position 4586: 0.00046095164569206733
Position 1835: 0.0004522370381846533
Position 973: 0.0004345498431062951
Position 941: 0.00041317763774287574
Position 3651: 0.00040257012702133447
Position 1028: 0.00039370995679110696
Position 2419: 0.0003829630504941853
Position 4302: 0.00038127135514891123
Position 708: 0.0003534251104529753
Position 1568: 0.00034813625741681126
Position 2413: 0.00033531806787300347
Position 4063: 0.0003277895384984131
Position 6535: 0.00032362438751461627
Position 995: 0.00031290244457439297
Position 294: 0.0003113763655684117
Position 1333: 0.0002784154757212586
Position 3352: 0.00027791022453550854
Position 5634: 0.00027092056990206913
Position 6666: 0.0002681610807874346
Position 3622: 0.0002667367690527084
Position 491: 0.000263710053111131
Position 6092: 0.00026015192760716927
Position 690: 0.0002587803745647994
Position 4444: 0.0002558234091711226
Position 2337: 0.0002497296672887163
Position 1883: 0.00024234509987133655
Position 263: 0.0002375462825968546
Position 1283: 0.00023618795140603
Position 4663: 0.00023236948000973824
Position 3788: 0.00022996235255012332
Position 6892: 0.00022711778544341676
Position 500: 0.00021742191654847598
Position 6164: 0.0002150435631501081
Position 4402: 0.00021285202163061684
Position 1528: 0.00020658355880627497
Position 3283: 0.00020628784066109012
Position 3445: 0.00019704230526404522
Position 232: 0.00018919628316139985
Position 5687: 0.00018427026396735145
Position 6934: 0.00018376505350659535
Position 2021: 0.000181719176211484
Position 2425: 0.00018125044219471386
Position 3666: 0.00017795747044268618
Position 1371: 0.000167440933081752
Position 2147: 0.00016470289524958125
Position 4740: 0.000162704807452909
Position 6650: 0.00015576704963802203
Position 2927: 0.00015450559828725824
Position 2584: 0.00015122306963840236
Position 3964: 0.0001510265868463561
Position 5521: 0.00015083649285373545
Position 5456: 0.00014820216918895256
Position 810: 0.00014424597226334916
Position 5739: 0.0001375377559100524
Position 281: 0.00013445519777317085
Position 5188: 0.00013401891841689052
Position 4885: 0.00012947923429600916
Position 5666: 0.00012774180286549176
Position 1821: 0.00012568692797883686
Position 5465: 0.0001239185837556826
Position 836: 0.00012096771361683642
Position 6131: 0.00011862875283389374
Position 3279: 0.00011573928410781011
Position 2392: 0.00010989816042792142
Position 2714: 0.00010884153723114149
Position 3360: 0.00010610748260761224
Position 3603: 9.805516786813414e-05
Position 409: 9.623273321642361e-05
Position 6190: 9.489690649351534e-05
Position 4905: 9.368781910554595e-05
Position 4105: 9.279787890567757e-05
Position 4982: 9.200647017928262e-05
Position 1655: 8.823133438207992e-05
Position 2221: 8.57626983015905e-05
Position 248: 8.539324586753148e-05
Position 4620: 8.040339495068298e-05
Position 2352: 8.02394202381365e-05
Position 4890: 7.678578268876062e-05
Position 4118: 7.635466227561977e-05
Position 3927: 7.449168533909529e-05
Position 1851: 7.242260419282463e-05
Position 890: 6.995916058165444e-05
Position 2378: 6.844794853741442e-05
Position 1123: 6.720742489300345e-05
Position 1582: 6.545063419208453e-05
Position 3970: 6.411440462394248e-05
Position 399: 6.381617734175486e-05
Position 4567: 6.33467023569511e-05
Position 1685: 6.22320765101811e-05
Position 2813: 6.088674850794847e-05
Position 3304: 5.4481516509476874e-05
Position 310: 5.3567930519874015e-05
Position 368: 4.9289510354390844e-05
Position 1360: 4.8283201970563834e-05
Position 3334: 4.494386844706515e-05
Position 1081: 4.480574549398481e-05
Position 4698: 4.4319504414992285e-05
Position 2384: 4.340982793804829e-05
Position 274: 4.293237411531009e-05
Position 1136: 4.269892769317457e-05
Position 1339: 4.253218188138883e-05
Position 268: 3.9933934167346396e-05
Position 546: 3.9840454472187644e-05
Position 6126: 3.750599676628262e-05
Position 6054: 3.6860662473329425e-05
Position 5994: 3.622583563907427e-05
Position 1704: 3.587032140839225e-05
Position 550: 3.580433412913062e-05
Position 2169: 3.535719394246042e-05
Position 4327: 3.5153536833080024e-05
Position 2791: 3.4897338631539064e-05
Position 3075: 3.4773340706372166e-05
Position 1922: 3.423040167748485e-05
Position 471: 3.418912545983699e-05
Position 886: 3.3397432587136135e-05
Position 5542: 3.3301373866874645e-05
Position 1052: 3.07280134257535e-05
Position 6042: 3.05565564428793e-05
Position 2278: 3.0218567769750578e-05
Position 3300: 2.9603317343662146e-05
Position 1687: 2.943441901027924e-05
Position 2975: 2.8905893651271278e-05
Position 3161: 2.8616970870266253e-05
Position 5409: 2.8173106154974496e-05
Position 2314: 2.6873744579249217e-05
Position 2399: 2.6706862681747854e-05
Position 272: 2.600000840920961e-05
Position 1001: 2.4853764684724766e-05
Position 2917: 2.3768750453497234e-05
Position 4237: 2.166814625786932e-05
Position 4845: 2.097303832923334e-05
Position 2491: 2.0814980560067653e-05
Position 3286: 2.0212508622902234e-05
Position 5067: 1.9132426379788104e-05
Position 562: 1.8452404145811474e-05
Position 2529: 1.8140724927586353e-05
Position 2703: 1.7414988399540348e-05
Position 5933: 1.6589647526135938e-05
Position 540: 1.6462204747116955e-05
Position 3474: 1.6169217332975005e-05
Position 3416: 1.590500458104061e-05
Position 2988: 1.5384251711780014e-05
Position 1910: 1.5192849824302447e-05
Position 1681: 1.5016047117211865e-05
Position 3533: 1.4953081899337649e-05
Position 507: 1.4913919437772856e-05
Position 4355: 1.4773023059408909e-05
Position 3771: 1.429239883928391e-05
Position 2234: 1.3813127929322078e-05
Position 189: 1.3605008332484463e-05
Position 205: 1.1804443877563028e-05
Position 3022: 1.1749284504561647e-05
Position 1726: 1.1491522473419054e-05
Position 167: 1.1440419595701433e-05
Position 147: 1.1288090955835224e-05
Position 3040: 1.0937667832754113e-05
Position 1092: 1.0551562771511273e-05
Position 2641: 1.0467088972589341e-05
Position 1945: 1.0371219224671475e-05
Position 2632: 1.0365273000023102e-05
Position 3157: 1.0239788989614485e-05
Position 1378: 1.0066195482916587e-05
Position 3016: 9.229978288662741e-06
Position 212: 8.92639928800195e-06
Position 3211: 8.714383445485445e-06
Position 1037: 8.232221347929327e-06
Position 729: 8.154497935756814e-06
Position 5392: 8.060474360959901e-06
Position 763: 7.339222985830514e-06
Position 544: 7.332900640338418e-06
Position 948: 7.280919322408352e-06
Position 2678: 6.823327838790384e-06
Position 3309: 6.601611998185289e-06
Position 3460: 6.469935001042237e-06
Position 432: 6.46817219347406e-06
Position 5461: 5.935733717628208e-06
Position 3322: 5.622219841348725e-06
Position 3252: 5.524214315088455e-06
Position 5123: 5.3486346981156295e-06
Position 4123: 5.109186820269419e-06
Position 3510: 4.53337783005552e-06
Position 2701: 4.424104829006494e-06
Position 6733: 2.9048703774075977e-06
Position 416: 2.5813429801946916e-06
Position 3061: 2.4906444427470644e-06
Position 209: 2.402957343081847e-06
Position 441: 2.3612665428020556e-06
Position 3471: 2.282617521612225e-06
Position 2618: 2.2142338120808495e-06
Position 2965: 2.1229844377622115e-06
Position 2967: 2.0665245584555296e-06
Position 3488: 2.022263202930077e-06
Position 2823: 1.94077864597922e-06
Position 376: 1.6706680489478964e-06
Position 4988: 1.647016651491571e-06
Position 3225: 1.514975803296091e-06
Position 3115: 1.311118044130856e-06
Position 3196: 1.3001478517739388e-06
