Gene = Znhit6
index = 1205
Annotated 5SS: [  765  1936  2127  2299  6401 16653 18449 19970 24348]
Annotated 3SS: [ 1869  2019  2212  6296 16583 18367 19891 24225 27702]
SMsplice 5SS: [  765  2127  4601  6401 18449 19970 24348]
SMsplice 3SS: [ 2019  4490  6296 18367 19891 24225 27940]
top_k =  1000
Partition function (log Z): -2.363023165604914

Sorted 5' Splice Sites (High to Low Probability):
Position 6401: 0.9999470881481441
Position 19970: 0.9993918164466713
Position 24348: 0.9973829833483382
Position 2127: 0.9916358911761352
Position 765: 0.7639276797985837
Position 4601: 0.7573703105248598
Position 25390: 0.5424280829138849
Position 10040: 0.44351471970442047
Position 25694: 0.35695064248841807
Position 2299: 0.35111029572413066
Position 27709: 0.18081615679521318
Position 1936: 0.17640809964020113
Position 535: 0.16987854388527437
Position 541: 0.15480166184156874
Position 25958: 0.15281789757747669
Position 24865: 0.14398724679029234
Position 2838: 0.10526971607526762
Position 553: 0.0928431922966318
Position 5186: 0.0528863480575593
Position 703: 0.04642372024758722
Position 25473: 0.04508405591680061
Position 836: 0.04495758992467591
Position 53: 0.04040410378322257
Position 27816: 0.035551265609257574
Position 1262: 0.03266353084969044
Position 128: 0.030647216229042772
Position 62: 0.023744831946305264
Position 4381: 0.019114850641489302
Position 952: 0.014229771484428768
Position 176: 0.013866915950018353
Position 2455: 0.012098936804595032
Position 4815: 0.012045883762624951
Position 27820: 0.011862493569350943
Position 187: 0.009626660563426362
Position 27824: 0.009567330904104542
Position 942: 0.00955696212735238
Position 433: 0.006690389202349917
Position 27759: 0.006406005544919033
Position 4946: 0.00598644223071585
Position 2656: 0.005771061726765878
Position 27828: 0.005725338356775453
Position 25275: 0.005604878522201097
Position 27808: 0.005166468537575268
Position 343: 0.00499191186212092
Position 1870: 0.004918506195098175
Position 505: 0.004868865734103079
Position 1856: 0.0037769236135844634
Position 2511: 0.0036015989330925565
Position 221: 0.00351332180803953
Position 355: 0.0022922893151410577
Position 399: 0.0021896166329529072
Position 1088: 0.0017053180219760182
Position 2419: 0.0015892319662403642
Position 2479: 0.0015602501725817772
Position 4996: 0.0014111400314145463
Position 890: 0.0014008746575085004
Position 4310: 0.0013630388824141192
Position 4343: 0.00133638680993498
Position 2955: 0.0013008469591289612
Position 4810: 0.0012411028160298006
Position 415: 0.001237671039009929
Position 6081: 0.0012305524486700122
Position 1989: 0.0012132418724433093
Position 366: 0.0011791429892245345
Position 2303: 0.0010166460294553366
Position 1255: 0.0009785566428281668
Position 4018: 0.0009534945235836874
Position 403: 0.0005959241666586303
Position 733: 0.0004911083322742091
Position 520: 0.00047603020862479746
Position 831: 0.00042847832733908486
Position 571: 0.00029645544671857196
Position 1414: 0.00025608272003365204
Position 1944: 0.00022957910875201888
Position 460: 0.00022735715879967382
Position 94: 0.0002237464297810104
Position 857: 0.00021931778799041995
Position 490: 0.00019826174082417276
Position 479: 0.0001870959316577581
Position 1279: 0.0001799165138516159
Position 1900: 0.00015819883097513757
Position 487: 0.00014570062527126954
Position 622: 0.0001427149283561685
Position 83: 0.0001245171429075185
Position 7094: 8.249980529642566e-05
Position 614: 7.695057375195404e-05
Position 2254: 6.152074619750736e-05
Position 637: 5.594686744727545e-05
Position 7547: 5.1044874015232965e-05
Position 6654: 5.0141961627507414e-05
Position 4118: 4.402192107175204e-05
Position 1212: 4.3077625296239464e-05
Position 340: 4.2604962131282096e-05
Position 8025: 3.7197914568506915e-05
Position 8051: 3.0491779456021625e-05
Position 385: 3.0163120578975064e-05
Position 3202: 2.7723265891592037e-05
Position 759: 2.6755545110603717e-05
Position 4054: 2.4967828282424642e-05
Position 3510: 2.4952580642773857e-05
Position 358: 2.2928571826840488e-05
Position 36: 1.8241481395606514e-05
Position 380: 1.7629322411631267e-05
Position 86: 1.589825668958043e-05
Position 10742: 1.286545380562868e-05
Position 2124: 1.0552810917513658e-05
Position 6577: 1.0174913698269229e-05
Position 15040: 7.234298567858824e-06
Position 7543: 6.866494646480856e-06
Position 9490: 6.73261458697017e-06
Position 2399: 5.851502872590809e-06
Position 8792: 5.719128281682082e-06
Position 6875: 4.1061457018571305e-06
Position 10475: 3.95004796955896e-06
Position 10758: 3.599533387727533e-06
Position 7585: 3.0097240197857583e-06
Position 10688: 2.832896384977737e-06
Position 9591: 2.4864897406661803e-06
Position 10284: 1.8327195975671793e-06
Position 6421: 1.6836975043078828e-06
Position 3185: 1.6080959479016394e-06
Position 3824: 1.503043485608618e-06
Position 1092: 1.2517313152521657e-06
Position 6628: 7.728958778373863e-07
Position 453: 4.124792042610954e-07
Position 6198: 3.912207356402481e-07
