Gene = Xrra1
index = 1195
Annotated 5SS: [  115  3242  8329 12342 16111 17175 20352 27021 38504 39472 43631 47461
 51946 52797 55375 56990 57698 57972]
Annotated 3SS: [ 3173  8230 12165 16038 17101 20253 26886 38374 39265 43589 47334 51851
 52680 55050 56793 57581 57865 58263]
SMsplice 5SS: [  115  3242  8329 12342 12728 16111 20352 20584 27021 33224 38002 38504
 39472 51946 52159 52797 55375 56928 57698 57972]
SMsplice 3SS: [ 3173  8230 12165 12520 16038 20253 20463 26886 33123 37898 38374 39265
 51851 52019 52680 55274 56825 57581 57865 58263]
top_k =  1000
Partition function (log Z): 19.32165244041069

Sorted 5' Splice Sites (High to Low Probability):
Position 38504: 0.9999999999053142
Position 51946: 0.9999995644679298
Position 52159: 0.9999995644679298
Position 27021: 0.9846607681383668
Position 115: 0.976913244808774
Position 52797: 0.9743574737405742
Position 16111: 0.9715965722699166
Position 12342: 0.9519511606798187
Position 8329: 0.8963152448188375
Position 20584: 0.8626194768207103
Position 57698: 0.825747788968709
Position 39472: 0.8126100244670262
Position 33224: 0.736758779192453
Position 43015: 0.7245469331871105
Position 3242: 0.7169277209821072
Position 57972: 0.7079636808952467
Position 38002: 0.6417257516467585
Position 55375: 0.6322016126426162
Position 20352: 0.6314417987878188
Position 17175: 0.6089424596274662
Position 21844: 0.584086414611503
Position 56928: 0.5819013417274265
Position 12728: 0.5751467408791031
Position 46256: 0.5261148324505399
Position 6038: 0.4000252491332236
Position 56990: 0.38243616171365397
Position 10476: 0.378235656947573
Position 20363: 0.36031939741483765
Position 55931: 0.2368673309542014
Position 13267: 0.194506173505528
Position 58043: 0.18862770485895072
Position 57746: 0.1646987164118142
Position 39802: 0.15805617068001468
Position 42654: 0.15408572662400913
Position 21419: 0.1471240900640658
Position 12732: 0.14016999549275336
Position 39554: 0.13547075586786572
Position 28042: 0.13272595917418742
Position 6967: 0.13110887604698265
Position 6810: 0.13100487696647034
Position 1720: 0.1205961972132257
Position 41795: 0.10616322212462029
Position 13431: 0.10350281083388806
Position 20616: 0.1000475543932745
Position 3174: 0.0997600122753775
Position 21423: 0.09815853995176665
Position 42855: 0.09360183836612508
Position 42287: 0.0889900771856457
Position 8334: 0.08545583693732946
Position 55632: 0.07238987467908231
Position 17511: 0.06255360960397283
Position 43631: 0.054560388472259976
Position 19073: 0.05113236281502626
Position 45397: 0.049839805400123206
Position 4563: 0.04973866982676809
Position 3186: 0.04901011834811238
Position 12544: 0.04872925514095766
Position 20186: 0.048322716175534505
Position 1530: 0.0407277302855627
Position 40393: 0.03927878729152688
Position 1869: 0.03923308694777847
Position 2922: 0.03824496079077883
Position 1761: 0.03792942589902162
Position 43890: 0.03736925845071844
Position 41843: 0.03466463241324456
Position 2225: 0.03380019699636335
Position 43398: 0.033059554417949444
Position 12235: 0.032549569539676054
Position 6128: 0.031066367196882744
Position 25894: 0.030451165140540876
Position 4990: 0.029487262938842133
Position 1210: 0.02788877415615066
Position 3907: 0.02719959636274226
Position 54326: 0.026493012228720296
Position 58368: 0.022243972896593293
Position 58147: 0.021422998905431034
Position 11293: 0.021050697574335326
Position 42360: 0.018972194693270442
Position 27392: 0.018869168079592696
Position 11118: 0.016433324520709714
Position 14709: 0.0160987389501759
Position 3283: 0.014844943372586402
Position 7898: 0.014221215694748539
Position 3409: 0.013486176120098713
Position 20648: 0.012365853721851816
Position 273: 0.012078660177267424
Position 19600: 0.011798979045215522
Position 224: 0.01008597132262132
Position 10112: 0.009931903471448109
Position 6053: 0.009683937102888375
Position 188: 0.00952119113305171
Position 13271: 0.00935308789824445
Position 16441: 0.009147102214170942
Position 20108: 0.00878838996577355
Position 12034: 0.008037797812529281
Position 10801: 0.008026313633530659
Position 20847: 0.007653700190507237
Position 57977: 0.007626718416580905
Position 16207: 0.007572923872823023
Position 19683: 0.0075052210623927865
Position 16087: 0.0073373085847078445
Position 20122: 0.00694671638741984
Position 13054: 0.006901925983890739
Position 12696: 0.00680681550002221
Position 13591: 0.006693109814973354
Position 20394: 0.006657243052395775
Position 3926: 0.006359091495354424
Position 4173: 0.006308717757351611
Position 255: 0.006243747271775515
Position 828: 0.00623841278646462
Position 12255: 0.006054893042022248
Position 7411: 0.006025513234399104
Position 41999: 0.005984313898554307
Position 3275: 0.0059558879943074
Position 41854: 0.0058103766141573724
Position 14383: 0.005690328991971244
Position 58002: 0.0049136385213926674
Position 42878: 0.0045960237183854755
Position 8150: 0.004387943098573485
Position 277: 0.004347963699763322
Position 1191: 0.004245196489883627
Position 39845: 0.0039948754985609305
Position 1826: 0.003810534323531521
Position 41590: 0.003763522203742027
Position 14978: 0.0036177353832789636
Position 12681: 0.0033636461493752987
Position 58020: 0.003347703408651136
Position 12624: 0.003342644300577499
Position 11660: 0.0033000561171028634
Position 20569: 0.0031868904031891014
Position 39856: 0.0031352295119054054
Position 20599: 0.0025906113526556413
Position 2122: 0.0023171180596025884
Position 18501: 0.002266181510028447
Position 20692: 0.002264221924440276
Position 4847: 0.0021956969816755343
Position 19541: 0.002193495916415833
Position 10075: 0.0021510098605259046
Position 13523: 0.002143771885819685
Position 6941: 0.002104964642164346
Position 2912: 0.00202095723653967
Position 42505: 0.0020009178721235557
Position 3121: 0.0019618467944997153
Position 12211: 0.0019085927351070767
Position 2399: 0.0018584287085588907
Position 11437: 0.001855825464158833
Position 15736: 0.0018538110801264596
Position 16174: 0.001718174716116373
Position 427: 0.0016633047543995964
Position 20838: 0.001640670745242939
Position 9386: 0.0016389463067581613
Position 12364: 0.0015433782941557173
Position 43388: 0.001534250529809249
Position 20592: 0.0015266331032980915
Position 3102: 0.0015265105905620793
Position 1507: 0.0014840073241183895
Position 10428: 0.0014671811831591197
Position 16131: 0.0014414614668571196
Position 8466: 0.0013103089943518101
Position 21289: 0.0012104299213888778
Position 8878: 0.0011431184431598886
Position 1537: 0.0011288564371999717
Position 9339: 0.0011172296175518226
Position 27402: 0.001100413715747266
Position 4291: 0.0010333865551005544
Position 282: 0.0010160350602256326
Position 9657: 0.0010053013604936116
Position 9490: 0.0009869974597241683
Position 2875: 0.0009859919235383735
Position 2822: 0.0008465646162633157
Position 9517: 0.0008429900521846475
Position 1560: 0.000790044441061735
Position 16396: 0.0007676468235596809
Position 27783: 0.0007203529274984938
Position 15056: 0.0007080073522826298
Position 32: 0.000668949714065977
Position 17626: 0.0006629196408671328
Position 2880: 0.0006579498027844565
Position 14974: 0.000653963031340117
Position 1755: 0.0006495805904578449
Position 21893: 0.0006263252722935093
Position 14111: 0.0005703660299782192
Position 9828: 0.0005382426853678005
Position 39501: 0.0005237880869083271
Position 5439: 0.0005151286981939823
Position 23207: 0.0005087613073611732
Position 494: 0.0005059446804610183
Position 1214: 0.0004986516686888306
Position 2866: 0.0004239985480911903
Position 27219: 0.00040869491132309135
Position 4746: 0.0003870168204528624
Position 384: 0.0003868839921817775
Position 2901: 0.0003489259312582646
Position 2195: 0.0003410800593246681
Position 12332: 0.0003335909894905699
Position 19139: 0.0003283891838504002
Position 318: 0.00031525609751665673
Position 2106: 0.00029318904033757384
Position 1411: 0.0002887652071410654
Position 1788: 0.0002886885211106119
Position 10041: 0.0002881271937528945
Position 1580: 0.000277481985677096
Position 1125: 0.0002711418968119413
Position 1011: 0.00026363592652094955
Position 40514: 0.00025868496135732856
Position 13154: 0.0002482651105047121
Position 27203: 0.000240921046499016
Position 27275: 0.00023943846876416477
Position 1991: 0.00023900583256051874
Position 13319: 0.00023214340063155287
Position 58520: 0.00022712701681552747
Position 25524: 0.00022174315441520786
Position 13989: 0.00020980073984695405
Position 867: 0.00019472342381581526
Position 309: 0.00019351686426320364
Position 27866: 0.0001927746340210698
Position 58429: 0.0001764515373014664
Position 1973: 0.00017399945990977054
Position 1888: 0.0001739207927364883
Position 20578: 0.00017022374175592881
Position 57953: 0.0001687826062693511
Position 2068: 0.00015610493606951865
Position 594: 0.00013682477904631966
Position 22956: 0.00012211101419030182
Position 2891: 0.00011630446147266258
Position 23525: 0.00011069843652644767
Position 58117: 0.00010999203535349932
