Gene = Relch
index = 893
Annotated 5SS: [  751 14370 23138 23303 23513 28227 28421 29295 31621 32714 40161 50057
 52967 55033 55734 57533 61923 62584 64106 67398 70742 72140 76635 77478
 79467 82303 86528 87161]
Annotated 3SS: [14279 23065 23246 23398 28022 28328 29000 31544 32617 40047 49965 52894
 54891 55568 57384 61765 62459 64056 67317 70634 72039 76551 77413 79327
 82185 86438 87089 89619]
SMsplice 5SS: [  751 14370 19131 23303 23513 28227 28421 31621 32714 40161 50057 52330
 52967 55033 55734 57533 61923 62584 67398 70742 72140 77478 79467 82303
 86528 87161]
SMsplice 3SS: [14279 19042 23246 23398 28071 28328 31544 32617 40047 49965 52210 52894
 54933 55568 57384 61765 62459 67317 70634 72039 77376 79327 82185 86438
 87089 89619]
top_k =  1000
Partition function (log Z): 20.921132024766685

Sorted 5' Splice Sites (High to Low Probability):
Position 23513: 0.9999999999999962
Position 40161: 0.9997109556713092
Position 50057: 0.9995630773128399
Position 62584: 0.9931852482072634
Position 14370: 0.9699501722210839
Position 32714: 0.9695636995496454
Position 57533: 0.9665640599273021
Position 55734: 0.9621924435905849
Position 72140: 0.9415574223241261
Position 19131: 0.9309035952676985
Position 86528: 0.9306085319395466
Position 82303: 0.8962479347153279
Position 28227: 0.8877364593042906
Position 28421: 0.8643867548836639
Position 67398: 0.8622332505180902
Position 52967: 0.8614897825177901
Position 79467: 0.8328140037162678
Position 751: 0.8310956433317024
Position 61923: 0.8171905856900354
Position 23303: 0.8110442989003793
Position 55033: 0.7654797306673841
Position 70742: 0.759744010175466
Position 52330: 0.7178207327721254
Position 77478: 0.6534810810545659
Position 31621: 0.6159742067967902
Position 87161: 0.5648505970626074
Position 2488: 0.5312694991653115
Position 83599: 0.4685692034227424
Position 64106: 0.4400092083671533
Position 67971: 0.4120767646311663
Position 101: 0.4013479715402787
Position 54801: 0.33886155491834513
Position 60593: 0.3383056571582761
Position 15449: 0.3137808911354463
Position 50777: 0.3016636693677276
Position 77213: 0.29211825436849964
Position 2906: 0.28907596246539735
Position 77547: 0.264064869686281
Position 37615: 0.24137778801393672
Position 50360: 0.22451058976100585
Position 30813: 0.2141688340310255
Position 57205: 0.20320962639242765
Position 51711: 0.19611467156271836
Position 25406: 0.16169078191294112
Position 41174: 0.1571890487275486
Position 63801: 0.14267378185110974
Position 50445: 0.1403428818714766
Position 111: 0.1282677326506796
Position 77038: 0.12374846686859464
Position 54961: 0.12339412043040994
Position 17635: 0.12338870060999854
Position 27965: 0.12171349802619245
Position 29295: 0.11908211431972242
Position 78328: 0.11647387710530108
Position 78176: 0.11599250791321009
Position 47330: 0.11149879227380229
Position 81984: 0.11139191647650971
Position 25161: 0.10609995653186946
Position 74118: 0.10306443151191226
Position 32875: 0.1021699678892532
Position 309: 0.09531547994073794
Position 40466: 0.09275489084819354
Position 31226: 0.09095368490945066
Position 12563: 0.09001027643564023
Position 31383: 0.08785762401459032
Position 37627: 0.08457653552647844
Position 46168: 0.08069452216197806
Position 39424: 0.07968718661651046
Position 37061: 0.0787275306739956
Position 18667: 0.07711835058893947
Position 74390: 0.07558547555163328
Position 62895: 0.07260778213894616
Position 52850: 0.07246187719353164
Position 52825: 0.06730160768044911
Position 2922: 0.06233985356643022
Position 23138: 0.0617854203606008
Position 52813: 0.06141855545503791
Position 68910: 0.056920558488716376
Position 25558: 0.05568434395866359
Position 68323: 0.05567665447923899
Position 28662: 0.05107165231791187
Position 68020: 0.04978524135232573
Position 67432: 0.04944779218973065
Position 52818: 0.048910729233397544
Position 2977: 0.047379449968557856
Position 67227: 0.0452430561368711
Position 52: 0.03981869848047341
Position 59617: 0.03876124136286682
Position 49334: 0.037272751978086174
Position 80775: 0.03570271282076977
Position 70022: 0.032896785001442164
Position 64592: 0.031982482408106014
Position 74850: 0.031457706955014327
Position 14374: 0.030049827778909265
Position 83397: 0.02849382923623465
Position 53308: 0.02306209847133503
Position 27228: 0.02222291086600101
Position 52055: 0.02112505039678717
Position 60445: 0.020561442105431565
Position 40379: 0.0201772940122228
Position 58827: 0.019976106802798578
Position 87350: 0.01718707779504513
Position 60510: 0.017069774515039625
Position 52748: 0.015981608304090976
Position 47694: 0.015516387378096727
Position 70807: 0.015434850527017277
Position 53331: 0.014955282379325396
Position 87069: 0.014759010875377782
Position 65967: 0.013620303222849855
Position 16151: 0.013339737109130676
Position 74363: 0.013266509060872251
Position 57627: 0.013188489011227253
Position 69578: 0.01264203252966972
Position 25676: 0.012306902593480919
Position 87388: 0.012229891583892273
Position 69801: 0.012027890878495708
Position 40948: 0.011634568690236194
Position 64865: 0.01120109484485768
Position 76200: 0.010832592553542065
Position 28510: 0.010426022943282
Position 70753: 0.010328624754195262
