Gene = Irgq
index = 594
Annotated 5SS: [ 216 1227]
Annotated 3SS: [ 694 2576]
SMsplice 5SS: [ 216  782 1227 2683]
SMsplice 3SS: [ 694 1143 2576 3007]
top_k =  1000
Partition function (log Z): -5.962804334779175

Sorted 5' Splice Sites (High to Low Probability):
Position 2683: 0.7383896642635298
Position 1227: 0.6123803245034111
Position 782: 0.5908698575563764
Position 4415: 0.5463809718617272
Position 216: 0.3418506736971586
Position 3950: 0.30140148783066995
Position 872: 0.1873690055675049
Position 87: 0.1602666789043629
Position 269: 0.13173810743183492
Position 3620: 0.11761232059617603
Position 3092: 0.10335712828612965
Position 3193: 0.10244665923136251
Position 2749: 0.07973119612270624
Position 3921: 0.0496331338619989
Position 2798: 0.0460519730580649
Position 3592: 0.04391574315447546
Position 220: 0.04290261360339407
Position 156: 0.0395909268742822
Position 799: 0.03798455018970291
Position 2986: 0.03738157160525412
Position 2123: 0.03591757981359448
Position 3800: 0.03466815215946625
Position 2693: 0.030357619132833673
Position 2679: 0.02782408859898255
Position 91: 0.016339040746717156
Position 3061: 0.01615298115344156
Position 460: 0.01183865485931692
Position 4110: 0.007495908424834649
Position 3695: 0.007192545575729449
Position 4914: 0.007179146763886509
Position 468: 0.006707758514850962
Position 1499: 0.005201443522256899
Position 1844: 0.00439135410548842
Position 4420: 0.003950898542795455
Position 111: 0.0036184190220863656
Position 489: 0.0034002960392234545
Position 3023: 0.0029974927353356743
Position 4542: 0.00291422166014353
Position 3983: 0.0026372907195544386
Position 3577: 0.002389180773418835
Position 931: 0.002339187419356674
Position 2731: 0.0022040712050774096
Position 580: 0.0021593216748763415
Position 3807: 0.0020966400137662636
Position 264: 0.0018589994259498007
Position 2639: 0.0018444801191223447
Position 1653: 0.0018165084886347359
Position 2104: 0.0017124030766445632
Position 1192: 0.001712034216793866
Position 279: 0.0017056055028180684
Position 3963: 0.001632266275019666
Position 119: 0.0015543038459166813
Position 422: 0.0014589302033250992
Position 164: 0.0013592267720175617
Position 1914: 0.001278453515078964
Position 185: 0.0009751600803182199
Position 479: 0.0009680082441046825
Position 2657: 0.0009309801079331585
Position 5032: 0.0008467187176213678
Position 70: 0.0008411504790938492
Position 3515: 0.0006910198846044347
Position 256: 0.0006631968807765991
Position 6635: 0.0006557320644368882
Position 499: 0.0005812062167765499
Position 3153: 0.0005295509052064865
Position 1596: 0.0004728794603012985
Position 1283: 0.0004136873850318775
Position 3826: 0.000386139707353103
Position 832: 0.0003538439057473905
Position 2442: 0.0003396301124781527
Position 3769: 0.00033685574415772524
Position 393: 0.0003096668916201273
Position 2497: 0.0003048233017666625
Position 481: 0.0003025300532107636
Position 2860: 0.0002954908497084777
Position 2407: 0.00027749626471528134
Position 3239: 0.00027410298063514153
Position 3019: 0.0002496453844423095
Position 1238: 0.00024560346692182683
Position 2676: 0.000237291558652617
Position 2011: 0.0002187815489816618
Position 2086: 0.00021384535341162104
Position 713: 0.0002054339027810605
Position 587: 0.00020364024660248777
Position 4007: 0.00020270729139884838
Position 198: 0.0002008128456732469
Position 2635: 0.00019448380798510858
Position 2098: 0.00018101429316022907
Position 4462: 0.00017725654795596778
Position 1902: 0.00016716980903226926
Position 2778: 0.00015372755659777513
Position 560: 0.00014979379647050688
Position 574: 0.00011847086166697805
Position 403: 8.801492966281793e-05
Position 1819: 8.757290857617459e-05
Position 2063: 8.61268938838719e-05
Position 3638: 7.990697811810397e-05
Position 2608: 6.427237226923871e-05
Position 380: 6.108744125652154e-05
Position 200: 5.58670106253688e-05
Position 2095: 4.5211584127096686e-05
Position 385: 4.432772636587386e-05
Position 646: 3.695729739546361e-05
Position 2758: 3.6526704424132546e-05
Position 491: 3.39994925773823e-05
Position 285: 3.305272008299562e-05
Position 1806: 2.605116687196121e-05
Position 621: 2.353378587597864e-05
Position 790: 2.171239708100841e-05
Position 333: 1.9201260316433063e-05
Position 1369: 1.7022714503848967e-05
Position 653: 1.5481422367224728e-05
Position 299: 1.5299142578202283e-05
Position 718: 1.4659470338167974e-05
Position 1474: 1.2769517400289995e-05
Position 4361: 4.100451748087668e-06
Position 49: 3.844555665386195e-06
Position 4407: 1.1075282928854509e-06
Position 331: 1.020979970195417e-06
Position 4411: 9.169164166853363e-07
Position 1113: 3.4340209297881003e-07
Position 1645: 2.753545917224202e-07
Position 1504: 1.8837296340052844e-07
Position 1195: 9.045056369701191e-08
Position 756: 5.6436034588380817e-08
Position 774: 2.304119337504218e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2576: 0.9259408410679132
Position 4264: 0.6167593846766785
Position 694: 0.6060159484104709
Position 3847: 0.4039338898577925
Position 3007: 0.3300608818084637
Position 1106: 0.2729519756057149
Position 5004: 0.16799727132442507
Position 1154: 0.14962523467368605
Position 3508: 0.08879049662847749
Position 6991: 0.061363525893874865
Position 5104: 0.05760690466724461
Position 3462: 0.05374173821388862
Position 2595: 0.05192053017350102
Position 4564: 0.05159566436261285
Position 2848: 0.04504701686468322
Position 711: 0.03904199881752173
Position 6602: 0.03886533208698645
Position 3694: 0.038668252968846184
Position 7380: 0.03736824048622363
Position 5870: 0.03113561811979216
Position 3283: 0.028513598017947648
Position 7067: 0.0284803966947383
Position 979: 0.025443306087309443
Position 6430: 0.024335052867091908
Position 895: 0.0241424048227341
Position 7714: 0.019691304529988875
Position 7611: 0.018922942903348262
Position 564: 0.01692613996920989
Position 1992: 0.01692039430275571
Position 6320: 0.015931649029735494
Position 2968: 0.014358807220347889
Position 1157: 0.014004063604042495
Position 4650: 0.012490475920152505
Position 5739: 0.009768236199860099
Position 1740: 0.009578941282282163
Position 1940: 0.009527564703282884
Position 5903: 0.009090752442166113
Position 994: 0.0088290585311234
Position 7020: 0.008805760042261045
Position 7173: 0.008778910402081126
