Gene = Carf
index = 200
Annotated 5SS: [   84  2857  4106 19568 20691 22730 26690 31041 34000 36225 38813 40829
 42137 42859]
Annotated 3SS: [ 2738  3877 19506 20575 22644 26499 30919 33855 35990 38649 40764 42023
 42488 45236]
SMsplice 5SS: [   91  2857  4106 10561 19568 20691 22730 26690 31041 34000 36225 40829
 42137 42296 42859]
SMsplice 3SS: [ 2738  3982 10441 19446 20575 22644 26499 30919 33921 35990 40764 42023
 42205 42708 43050]
top_k =  1000
Partition function (log Z): 5.677829283304634

Sorted 5' Splice Sites (High to Low Probability):
Position 20691: 0.9999999999999987
Position 42137: 0.9767205065287159
Position 22730: 0.9332668772268085
Position 4106: 0.9191813949125777
Position 34000: 0.9156478224242556
Position 31041: 0.8774251320287524
Position 26690: 0.8570474838066706
Position 40829: 0.8201176696246644
Position 91: 0.7327312911631876
Position 10561: 0.6809370016788691
Position 42859: 0.6546652243325224
Position 42296: 0.633582125735438
Position 2857: 0.6089504048051926
Position 36225: 0.5123094329952002
Position 38813: 0.4531347253961736
Position 40004: 0.3627195591188816
Position 7017: 0.33163557347471684
Position 10536: 0.3189057289607855
Position 36125: 0.28337858328812976
Position 84: 0.2535392658275445
Position 2822: 0.22630247902273745
Position 24632: 0.20279575051723486
Position 25708: 0.18461449842995722
Position 12887: 0.18363073286903805
Position 807: 0.16812269186400822
Position 9253: 0.16473153192758822
Position 41549: 0.16349672814113902
Position 4949: 0.1459051312241208
Position 35740: 0.13290350702373818
Position 4332: 0.1314345684111827
Position 4802: 0.1312040051844307
Position 39648: 0.1280289720832408
Position 42751: 0.11570401250549867
Position 7871: 0.11324927463164786
Position 41337: 0.11168085675309741
Position 7092: 0.11009167862599344
Position 38753: 0.10214872704325778
Position 27971: 0.09822069935921438
Position 8356: 0.09801085803745668
Position 13013: 0.09686883312449782
Position 31001: 0.0955681003996216
Position 8908: 0.08198163778451627
Position 7246: 0.07974170463302035
Position 3033: 0.07715952396497323
Position 31500: 0.07201703449066411
Position 26782: 0.06377946047662084
Position 1326: 0.06373931752695124
Position 4793: 0.06344304712766359
Position 948: 0.061415926348473045
Position 42540: 0.059309670615509145
Position 9492: 0.05593303219778474
Position 1412: 0.053022595528454
Position 42287: 0.05095704602193124
Position 8726: 0.04736070804605001
Position 940: 0.04572624930288549
Position 7890: 0.04323232523085493
Position 39632: 0.04145149465231992
Position 38359: 0.041085390536078535
Position 4614: 0.03931014757482223
Position 43832: 0.03918330489422096
Position 39186: 0.03816120677031726
Position 39965: 0.037427043707031586
Position 34597: 0.036889831682273624
Position 36208: 0.034396932071560096
Position 22123: 0.03320586988240894
Position 26652: 0.03250294613189107
Position 9113: 0.0303750906390589
Position 8716: 0.029521999513141217
Position 5035: 0.028292637074795457
Position 7074: 0.027580669459924448
Position 9066: 0.02343439306710456
Position 34224: 0.02326790593118164
Position 36917: 0.022578348718322497
Position 5394: 0.019026601363432503
Position 36154: 0.017015546323084146
Position 2346: 0.016195666360426547
Position 5674: 0.014898224471753747
Position 7204: 0.014808967343836797
Position 8021: 0.014737720100169218
Position 22518: 0.01346950994259639
Position 39782: 0.010957848718064288
Position 44653: 0.010653467819860667
Position 8058: 0.010595928253506933
Position 752: 0.010272830393269667
Position 42141: 0.010144547791799194
Position 10376: 0.010084362108602647
Position 45683: 0.009797572474821869
Position 995: 0.008808700258139773
Position 32606: 0.008369358648663287
Position 40412: 0.00827212042194899
Position 2291: 0.007984871650777547
Position 26248: 0.007528914717475178
Position 41790: 0.005762725946113904
Position 1271: 0.005328864800769521
Position 26530: 0.005236472930009748
Position 9804: 0.004851439592410576
Position 44257: 0.004610147816382116
Position 41748: 0.004563229097968735
Position 4789: 0.004037967911256632
Position 36140: 0.0035675540972017646
Position 34538: 0.003424339260450641
Position 46740: 0.003310965068950942
Position 36201: 0.0032941817892691303
Position 35994: 0.003234494368828485
Position 43168: 0.0029685290300764107
Position 37372: 0.0028482759566453514
Position 2351: 0.002847477722946549
Position 2360: 0.0027731591086962103
Position 6639: 0.0026677675524072364
Position 43402: 0.002660031466669452
Position 42546: 0.0021952287271552315
Position 42591: 0.0019722357994449535
Position 42789: 0.0018978080519615823
Position 3443: 0.0018781673992501386
Position 323: 0.0016027798960663742
Position 35176: 0.0014940751454755967
Position 42631: 0.001456658954985688
Position 43188: 0.0014529801396776074
Position 2829: 0.0013514395236178078
Position 36288: 0.0013393719270372736
Position 1991: 0.0012624939277042088
Position 41923: 0.0012620946544322721
Position 566: 0.001083504946949791
Position 35545: 0.0010059503970502907
Position 2354: 0.000992651171032408
Position 655: 0.0009031214158841032
Position 45442: 0.0007716779458645021
Position 42497: 0.0007550028564227237
Position 45321: 0.0007529647601496862
Position 1127: 0.0006684131567612629
Position 34743: 0.0006051821617417114
Position 44635: 0.0005836747916421356
Position 33539: 0.0004401645295757971
Position 3128: 0.00043748109431663294
Position 4393: 0.0004130834468406861
Position 4713: 0.0003923183699587103
Position 33438: 0.00038490936704883405
Position 35761: 0.00038234166556185955
Position 4797: 0.000379177486424002
Position 7056: 0.0003538361838382729
Position 4783: 0.0003461071801877042
Position 4770: 0.00034412503905575904
Position 4674: 0.0003435276106096409
Position 502: 0.0003086756420321589
Position 5039: 0.00029282470847138156
Position 4628: 0.0002646446440173831
Position 38874: 0.000255269579208219
