Gene = Fip1l1
index = 409
Annotated 5SS: [  313  1397  1533  5541  6664 10028 10712 11377 21701 35744 37137 49624
 51609 52752 56545 59763]
Annotated 3SS: [ 1351  1492  5482  6559  9962 10603 11245 21590 35649 36979 49596 51553
 52695 56324 59624 60389]
SMsplice 5SS: [  313  5541  6664 10712 11377 17355 21701 25121 29178 37137 52752 56545
 59763 60552]
SMsplice 3SS: [ 5482  6559 10555 11245 17274 21590 25071 29069 37049 52695 56324 59624
 60389 61118]
top_k =  1000
Partition function (log Z): -6.6427448936061815

Sorted 5' Splice Sites (High to Low Probability):
Position 10712: 0.9915393417334133
Position 21701: 0.9908136906033264
Position 25121: 0.9747691640811215
Position 5541: 0.9630672617569307
Position 6664: 0.9596590835245874
Position 37137: 0.9579456535216023
Position 313: 0.9546984230484645
Position 11377: 0.9065788013881619
Position 8177: 0.4481165404348091
Position 22292: 0.43180388840988493
Position 7733: 0.3952082391557836
Position 17355: 0.37893911353618687
Position 14077: 0.3730035839947061
Position 29178: 0.34240619579260545
Position 17566: 0.2683642404481326
Position 10028: 0.2552869463629539
Position 35744: 0.226982645860013
Position 13238: 0.22608698813626402
Position 11727: 0.15993735837163925
Position 10055: 0.14571064629204547
Position 23768: 0.1110054406658603
Position 10390: 0.10943013079912652
Position 29743: 0.1063302254488772
Position 17411: 0.10596722598005834
Position 845: 0.07476514491331106
Position 8442: 0.07252208777779966
Position 711: 0.06006029410197598
Position 1533: 0.04176170366939678
Position 13814: 0.041100203791052156
Position 20776: 0.03742182788314495
Position 1986: 0.0367024148007105
Position 1397: 0.03663777069103135
Position 18396: 0.03555920802928042
Position 21938: 0.034839198098965525
Position 17517: 0.0347235276049505
Position 89: 0.033009923994948884
Position 20829: 0.03267179580638594
Position 11041: 0.03165425519294023
Position 1713: 0.03125347087849472
Position 23715: 0.029361282377969197
Position 14083: 0.028326565434457274
Position 23853: 0.027792134224789704
Position 7297: 0.02732527740956995
Position 28534: 0.027061325071495994
Position 1227: 0.020266639382441897
Position 11229: 0.01942912320861492
Position 5687: 0.01812602648870716
Position 3738: 0.016674613444053066
Position 3774: 0.01605910910265908
Position 7364: 0.014525201669004012
Position 17330: 0.014254647662265155
Position 12332: 0.013096887119238048
Position 740: 0.013075596416060098
Position 3499: 0.01272069900305839
Position 24931: 0.012320157610962692
Position 19917: 0.010864288677452543
Position 6680: 0.010385959715786076
Position 16125: 0.010279555151437924
Position 675: 0.010209394377988103
Position 14088: 0.009462901618827537
Position 6684: 0.009079792135026098
Position 5940: 0.008895179310022145
Position 12237: 0.008712838676414283
Position 8673: 0.008565530732393042
Position 4918: 0.008563238204595553
Position 3831: 0.00815538128575518
Position 12552: 0.008117699545276946
Position 1681: 0.007668719059364251
Position 7478: 0.007412271643258688
Position 5715: 0.006781634462816761
Position 12141: 0.006208274549515702
Position 14044: 0.004867039892817044
Position 6658: 0.004435320143931437
Position 5322: 0.004337366285878134
Position 5652: 0.004286053829244796
Position 40976: 0.004137075146984725
Position 9430: 0.004124906060208901
Position 14093: 0.004024857592146016
Position 40965: 0.003824531231508836
Position 5590: 0.003779433457133486
Position 3818: 0.0036775965155947284
Position 38257: 0.003399300578740625
Position 3865: 0.0031706280957660613
Position 23794: 0.0028588252231478276
Position 3750: 0.0028500929563026038
Position 1584: 0.0028148108936682705
Position 13167: 0.0027991416138496293
Position 1686: 0.002783283475226337
Position 5228: 0.0027598481079964604
Position 16662: 0.002749300366313001
Position 21885: 0.002515873739868189
Position 11462: 0.002511918405714214
Position 9041: 0.002375178189988526
Position 305: 0.002303540783323901
Position 12966: 0.0022836526087202957
Position 16603: 0.001936088829985903
Position 5826: 0.0017692025244806552
Position 10158: 0.001736109047548959
Position 3754: 0.001711634117747849
Position 5570: 0.0016379321422435005
Position 216: 0.0015494398765640762
Position 37194: 0.0014419239455762606
Position 5167: 0.0014405036482925257
Position 772: 0.00142547825141985
Position 9152: 0.0014210659492768726
Position 4116: 0.0013042920964387833
Position 5580: 0.0012957085497177553
Position 7514: 0.0012517631942105356
Position 656: 0.0012493136987279671
Position 246: 0.0011749931128603823
Position 7905: 0.001164847864143835
Position 3735: 0.0011103579905714517
Position 758: 0.001092763612591611
Position 616: 0.0010301610045389308
Position 106: 0.0010275103835124466
Position 15651: 0.0009767066628381849
Position 3962: 0.0009719041036471012
Position 13797: 0.0009650704859650598
Position 1634: 0.0009644533270063097
Position 1078: 0.0009169321745254896
Position 6696: 0.000905978778802397
Position 1143: 0.0008764317205698947
Position 10753: 0.0008468187133071729
Position 331: 0.0008225359589901614
Position 719: 0.0008139905622207415
Position 1044: 0.0007134600143061275
Position 13784: 0.0006761316281453892
Position 11849: 0.0006743713133023398
Position 1952: 0.0006478015492886466
Position 1668: 0.0006428172236400895
Position 7181: 0.0006353391776531442
Position 37588: 0.0005922634797580446
Position 10525: 0.0005875567971388277
Position 10518: 0.0005738662173279832
Position 7482: 0.0005649113216092612
Position 5070: 0.0005440244392813007
Position 7271: 0.0005203551473375308
Position 11737: 0.0005201015067221518
Position 11398: 0.0005170419849703431
Position 5799: 0.0004549488273200314
Position 5016: 0.00044006123376800403
Position 11246: 0.0004271431722802768
Position 11164: 0.000425672574415332
Position 13380: 0.0004240482766834081
Position 11689: 0.00039380380753815795
Position 1537: 0.0003643210421997984
Position 991: 0.0003575079166805872
Position 4271: 0.00035475340864354275
Position 605: 0.00034323728261381525
Position 10747: 0.000334201464617359
Position 13025: 0.0003263912912645219
Position 3267: 0.00032484108319786193
Position 3718: 0.0003231550723215856
Position 340: 0.00032004079323478076
Position 7193: 0.00030869989451302215
Position 6291: 0.0003017715578599064
Position 509: 0.0002947635999050163
Position 1673: 0.00029243217832138036
Position 1004: 0.0002840399826364984
Position 7456: 0.00028179015185242996
Position 7517: 0.00027259498365726114
Position 591: 0.0002691176257155904
Position 2895: 0.00026730296216226633
Position 589: 0.00026604692427929853
Position 9490: 0.0002585323840386244
Position 1949: 0.0002535454697760141
Position 12086: 0.0002474748019183883
Position 1908: 0.00024609323613152716
Position 10669: 0.00023348407171987952
Position 9424: 0.0002282879162120299
Position 4038: 0.0002097932636515974
Position 7326: 0.00020829850086104165
Position 10067: 0.00018964933188048532
Position 11035: 0.00017977048831156224
Position 837: 0.00017727415804178894
Position 2707: 0.00017248514779335858
Position 2234: 0.00017214713886238493
Position 183: 0.00016454286381994355
Position 7776: 0.00015589017434073938
Position 11555: 0.0001555270306063993
Position 7793: 0.00014826937558550044
Position 12120: 0.00014750768413708315
Position 5930: 0.00014519153427424653
Position 2463: 0.00014290485990988504
Position 9404: 0.00014273381462128116
Position 10303: 0.00014096753908876157
Position 327: 0.0001377236023405969
Position 7849: 0.00013738433998025543
Position 1594: 0.00013490851018871735
Position 2226: 0.00013065168312149646
Position 2600: 0.00012787020388412815
Position 1645: 9.874009135073135e-05
Position 6668: 8.434717405564926e-05
Position 7489: 7.775687666377973e-05
Position 13431: 5.153890930092127e-05
Position 12634: 3.5913190173087516e-05
Position 54: 3.580831337059878e-05
Position 8172: 3.5270584129740426e-05
Position 25957: 3.486151213887328e-05
Position 8136: 3.393091014957901e-05
Position 13225: 3.3781742710863494e-05
Position 1167: 2.8387664242640015e-05
Position 1250: 2.7389686287100653e-05
Position 11058: 2.5442335639311054e-05
Position 11206: 2.1603746066477813e-05
Position 120: 2.1175553283913937e-05
Position 1137: 1.948494957400424e-05
Position 71: 1.8049850828860863e-05
Position 8068: 1.6045272923060745e-05
Position 8143: 1.4892943279689551e-05
Position 1243: 1.4457778214875513e-05
Position 11929: 1.3819806598941943e-05
Position 8164: 1.2525120613565393e-05
Position 1276: 1.211539317000319e-05
Position 299: 1.1993237776697222e-05
Position 807: 1.1254698506779718e-05
Position 1257: 1.1004794811343406e-05
Position 415: 1.0221204860374904e-05
Position 475: 9.852346261719763e-06
Position 628: 9.594265138707325e-06
Position 3426: 9.488363950143462e-06
Position 715: 9.480751359991977e-06
Position 379: 6.679857144740853e-06
Position 258: 6.588313203036118e-06
Position 830: 5.848878245390899e-06
Position 1189: 5.532897935251545e-06
Position 1738: 5.241277608081001e-06
Position 425: 5.1071561721820645e-06
Position 233: 4.680394981848242e-06
Position 850: 4.475462580396021e-06
Position 25: 3.909740170388528e-06
Position 1376: 3.801880517485483e-06
Position 761: 3.5589803624400318e-06
Position 954: 2.981153031434849e-06
Position 1028: 2.8517206145158356e-06
Position 8448: 2.7105572679716883e-06
Position 393: 2.196598494895983e-06
Position 695: 2.1279575587094585e-06
Position 1041: 1.956746206928861e-06
Position 967: 1.9076130044051387e-06
Position 1252: 1.883396942676399e-06
Position 8082: 1.8558595972714327e-06
Position 364: 1.7171276213436914e-06
Position 6895: 1.7066121350306664e-06
Position 8182: 1.6004415928812222e-06
Position 648: 1.4405808753199898e-06
Position 1060: 1.3675720061422345e-06
Position 6821: 1.2244011476342393e-06
Position 852: 1.0558815185232127e-06
Position 920: 9.793277797307147e-07
Position 6989: 9.012004251587558e-07
Position 6830: 8.611054197344281e-07
Position 1015: 8.380401124281148e-07
Position 804: 7.918756579814342e-07
Position 6899: 7.116543008797716e-07
Position 220: 6.792561515986489e-07
Position 1022: 6.78213093373794e-07
