Gene = Hmbs
index = 542
Annotated 5SS: [ 219 2211 2603 3014 3153 3541 4581 4751 6314 6577 6873 7111 7303]
Annotated 3SS: [2156 2529 2963 3096 3462 4502 4674 6199 6537 6752 7056 7215 7382]
SMsplice 5SS: [ 219 2211 2603 3014 3153 3541 4581 6314 6577 6873]
SMsplice 3SS: [1996 2529 2963 3096 3462 4502 6186 6537 6752 7637]
top_k =  1000
Partition function (log Z): 14.892654184379165

Sorted 5' Splice Sites (High to Low Probability):
Position 4581: 0.9944028400144911
Position 219: 0.9568189043340168
Position 6314: 0.9340304206722546
Position 3541: 0.9019369207726881
Position 2603: 0.8600982155410712
Position 6873: 0.8493064780637813
Position 2211: 0.8241097017672205
Position 3153: 0.8207451023027594
Position 3014: 0.7695998727024409
Position 6577: 0.6540526386629257
Position 7303: 0.5248037946089066
Position 7111: 0.4614645483627609
Position 5182: 0.11368853538135403
Position 6656: 0.1116199102067376
Position 2008: 0.09403497509772106
Position 7548: 0.08481454401324155
Position 7560: 0.07444343243750547
Position 4751: 0.07235673721497114
Position 4819: 0.06857139695039492
Position 2200: 0.058989386772603805
Position 1437: 0.05599183841200008
Position 6305: 0.05260711784003663
Position 6690: 0.0520406467948393
Position 3230: 0.04108250357983653
Position 193: 0.04091625177987895
Position 2700: 0.040174724158679516
Position 6804: 0.03791270987952608
Position 3176: 0.016941025921763473
Position 7291: 0.01332434034205758
Position 1298: 0.0125396434726069
Position 4842: 0.010724374716924142
Position 3410: 0.009568731835579377
Position 3157: 0.007751213818590263
Position 726: 0.006089078680512407
Position 636: 0.004893231462336781
Position 2629: 0.0048920381555038845
Position 7564: 0.004860320866934478
Position 4807: 0.004553559259640898
Position 3904: 0.00442323973689037
Position 4179: 0.0041081889452958984
Position 6581: 0.003280018635137655
Position 3200: 0.0031065749055122294
Position 849: 0.0029459677484223283
Position 1487: 0.002800068981405426
Position 6076: 0.002634188065055311
Position 2816: 0.002630099112056301
Position 6696: 0.0021168683745724864
Position 3397: 0.0021098859726250466
Position 6561: 0.0018268909912412586
Position 3325: 0.0015908182309718022
Position 2426: 0.0015323701905422345
Position 617: 0.0015223665638488114
Position 2837: 0.001484541430801296
Position 4394: 0.0013759440297187052
Position 898: 0.0013181019971495909
Position 1315: 0.00118684464199363
Position 234: 0.0011032923688073727
Position 2181: 0.0010754570386501182
