Gene = Ficd
index = 408
Annotated 5SS: [ 247 1370]
Annotated 3SS: [1017 2263]
SMsplice 5SS: [ 247 1370]
SMsplice 3SS: [1017 2263]
top_k =  1000
Partition function (log Z): -8.523422138321544

Sorted 5' Splice Sites (High to Low Probability):
Position 1370: 0.6626717146703746
Position 2541: 0.6329975901024729
Position 247: 0.44649198479023033
Position 2859: 0.2646215520625691
Position 431: 0.18100044251207129
Position 53: 0.13169084435136152
Position 2811: 0.09039244782692567
Position 2575: 0.08370062918515477
Position 2851: 0.07034482769039124
Position 555: 0.05655952970134414
Position 176: 0.049961097188984456
Position 598: 0.03180753970600082
Position 114: 0.030473118166298475
Position 3224: 0.029122362359041896
Position 2752: 0.0257047448333371
Position 544: 0.019633680369601177
Position 1834: 0.011033235532800152
Position 3150: 0.01014999651334903
Position 3328: 0.009404502877324155
Position 3188: 0.008993395972459742
Position 4079: 0.008106377043720322
Position 2778: 0.007844904236458068
Position 2566: 0.007752349675003151
Position 3193: 0.006592626956285143
Position 1136: 0.005566262783135436
Position 2886: 0.005315685458124844
Position 1710: 0.005012128589442671
Position 1173: 0.004096023631554125
Position 3232: 0.003927840656589996
Position 2902: 0.0038554973673042467
Position 614: 0.0035719815085086186
Position 1997: 0.0035587016468407763
Position 2194: 0.0035227473940079653
Position 3778: 0.003030964085359529
Position 1238: 0.0029657029394861752
Position 1093: 0.0025987618194072376
Position 2908: 0.002437184063034153
Position 229: 0.0016329772131231227
Position 204: 0.001555251724348459
Position 17: 0.0014251298925712886
Position 161: 0.001384633504717745
Position 3166: 0.0011356268233699784
Position 1089: 0.0010786962174585359
Position 3156: 0.0010730279152309928
Position 2797: 0.0010150251262751608
Position 643: 0.0008522151932328483
Position 1416: 0.0008433534003613941
Position 753: 0.0008193564515355027
Position 3396: 0.0006614609217995363
Position 1204: 0.0005703199666416468
Position 3267: 0.0005695668808319461
Position 307: 0.0005542798338267896
Position 2494: 0.0005121282442404668
Position 57: 0.0004730258315414918
Position 1120: 0.00043047636967732256
Position 600: 0.00034059181236434404
Position 1143: 0.000337051897541318
Position 1654: 0.0003135084064581751
Position 540: 0.0002957321569604699
Position 305: 0.00026929573290993697
Position 3222: 0.0002005239273689732
Position 322: 0.00018411881199292766
Position 604: 0.00018399573756571632
Position 602: 0.00017198503126114546
Position 215: 0.00017157818216182857
Position 659: 0.00014071003111296873
Position 776: 0.0001401594785548415
Position 2580: 0.00011309742939703515
Position 2397: 0.00010584957012378341
Position 779: 9.087217167462832e-05
Position 282: 8.995251449681036e-05
Position 169: 8.937906105236492e-05
Position 931: 8.883119965138141e-05
Position 951: 7.997668357409541e-05
Position 624: 5.918627779336283e-05
Position 798: 5.838487220685291e-05
Position 1761: 5.6589767113377665e-05
Position 723: 4.5834240572005956e-05
Position 853: 4.5345685189945445e-05
Position 645: 4.345459685733785e-05
Position 909: 4.1027285011621026e-05
Position 1362: 3.4870682591233384e-05
Position 124: 3.2006936110670186e-05
Position 1102: 2.8907208919829742e-05
Position 1391: 2.8850945174057995e-05
Position 343: 2.8637192719095026e-05
Position 595: 2.531422246030055e-05
Position 912: 2.3965137923363785e-05
Position 1126: 2.289640042675301e-05
Position 528: 2.1020383139977825e-05
Position 669: 2.058584630354193e-05
Position 1517: 1.982215661933615e-05
Position 451: 1.881061629964096e-05
Position 1290: 1.864326325042836e-05
Position 470: 1.6306978423700932e-05
Position 415: 1.4343312044190527e-05
Position 1650: 1.4296501458756582e-05
Position 1318: 1.4278437774374564e-05
Position 1931: 1.2413349896764345e-05
Position 701: 1.0399071729978133e-05
Position 933: 1.0304783986902615e-05
Position 666: 6.824721879637006e-06
Position 478: 3.636783739272925e-06
Position 579: 3.1063412624573772e-06
Position 3175: 2.519720378752009e-06
Position 946: 2.425820402833966e-06
Position 454: 2.1687654144229286e-06
Position 944: 1.9328088068562956e-06
Position 971: 5.550887146363586e-08
Position 822: 5.399397709155076e-08
Position 413: 1.0906381978790872e-08
Position 1400: 6.157507519075649e-09
Position 1374: 5.9255829662317195e-09
Position 677: 5.596915385888318e-09
Position 1228: 5.2456891832250705e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4031: 0.4976135689158969
Position 1017: 0.48234626810665415
Position 2693: 0.32814249452216193
Position 2263: 0.294768588064131
Position 3111: 0.22663324927625178
Position 2725: 0.16258460204212882
Position 2383: 0.1318886854474351
Position 2456: 0.09055445038934364
Position 2419: 0.07864219730849245
Position 2266: 0.07635815440650956
Position 2416: 0.05478183169524367
Position 1253: 0.03750530112274345
Position 4494: 0.03475749936200166
Position 2484: 0.03320879976333969
Position 1290: 0.03170471914706142
Position 3217: 0.031402831771890106
Position 2488: 0.024646026125348844
Position 1235: 0.02337829836022874
Position 2688: 0.022298091984657365
Position 4454: 0.018852783022141904
Position 2242: 0.01780039933202409
Position 462: 0.017795997300171916
Position 4603: 0.015131794953079938
Position 4392: 0.014977614960180302
Position 1102: 0.012344502264127656
Position 1328: 0.01218862384407925
Position 3433: 0.010534171472186014
Position 2364: 0.010039662615357815
Position 4290: 0.00923671444320203
Position 1710: 0.008993198628199306
Position 1309: 0.00880961326790222
Position 401: 0.008189772515175829
Position 1056: 0.008094043766839643
Position 4059: 0.007164388501173165
Position 1042: 0.006903318011825737
Position 4148: 0.006563771225659121
Position 4036: 0.006200097152230629
Position 3141: 0.005746131305719238
Position 2983: 0.005631510427204763
Position 2949: 0.0049861545513017825
Position 3007: 0.004081209247702776
Position 4490: 0.003230902810118106
Position 1237: 0.0031976501967197254
Position 1596: 0.002904838998319234
Position 1758: 0.002729287508697368
Position 3666: 0.002524261271598422
Position 2664: 0.0023807156015475607
Position 1991: 0.0023102395288613054
Position 2072: 0.0019666923827405466
Position 1336: 0.0018034897711033324
Position 4654: 0.0017369801843915515
Position 4634: 0.0017171404146951418
Position 3315: 0.0016973370762874047
Position 1063: 0.0016426536524865936
Position 3545: 0.0015142109503984875
Position 1561: 0.001469795281121803
Position 2526: 0.001443783878387321
Position 1256: 0.0014094090980562048
Position 3843: 0.0013373988952012448
Position 1946: 0.001254189805560758
Position 1539: 0.0011245995400478452
Position 2592: 0.0010235842382647698
Position 2952: 0.0009353197679012005
Position 2436: 0.0008045585815987616
Position 3399: 0.0008037590283664436
Position 118: 0.0007859416776177608
Position 351: 0.0007764374983856581
Position 3147: 0.0007653512703786417
Position 2901: 0.0007652097113081747
Position 430: 0.0007511531661854383
Position 1204: 0.0007439086452749765
Position 150: 0.0007004619336680236
Position 2424: 0.0006894764285742536
Position 3267: 0.000670545771866978
Position 493: 0.0006257957830770774
Position 1275: 0.0006210198375547904
Position 1068: 0.0005819775437148752
Position 1024: 0.0005770814991347004
Position 2730: 0.0005717371163339029
Position 1298: 0.0005605342530048868
Position 1678: 0.0005594349638414104
Position 2103: 0.0005343097689757263
Position 3694: 0.0005017919188119562
Position 434: 0.0005015156924155185
Position 2732: 0.0004194732360392954
Position 3922: 0.00041337850322027025
Position 322: 0.0004018832625237206
Position 269: 0.0004012158140330183
Position 782: 0.00034422690800097773
Position 1722: 0.0003292745556179357
Position 2958: 0.00032745238721047624
Position 1673: 0.0003055570154510044
Position 1725: 0.0002982106876109961
Position 2872: 0.00029583954298493615
Position 1268: 0.000274246287020485
Position 872: 0.00024071615040994294
Position 3144: 0.00023637552072621002
Position 564: 0.00022561555955123862
Position 591: 0.00022152677034939443
Position 409: 0.00021447199076721996
Position 1680: 0.00020583268004093904
Position 139: 0.00020407044328639196
Position 2612: 0.00020057918117933154
Position 2299: 0.00018343259902370106
