Gene = Lmntd2
index = 641
Annotated 5SS: [ 204  444  876 1152 1492 1682 2294 2600 2906 3105 3387 3797]
Annotated 3SS: [ 290  787  995 1419 1592 2021 2508 2715 2984 3189 3546 3872]
SMsplice 5SS: [ 204  444  876 1152 1492 2906 3105]
SMsplice 3SS: [ 290  787  981 1419 2696 2984 3439]
top_k =  1000
Partition function (log Z): 2.296522266619123

Sorted 5' Splice Sites (High to Low Probability):
Position 876: 0.9634124716058031
Position 2906: 0.9260013567161873
Position 1152: 0.9118143292101144
Position 3105: 0.8257331474296209
Position 1492: 0.7683310320924696
Position 444: 0.5010566502510811
Position 204: 0.4799045000041352
Position 3387: 0.3178115864290336
Position 58: 0.2540984367749988
Position 1682: 0.18450381215958808
Position 3797: 0.17019140098842678
Position 2600: 0.15118665668383965
Position 1694: 0.13642661413579688
Position 291: 0.07086708492188215
Position 1559: 0.04582685880752245
Position 3759: 0.043650915418249545
Position 1702: 0.04169339560433774
Position 1712: 0.03296321543932785
Position 3347: 0.02966349077985137
Position 3693: 0.023648788528979954
Position 369: 0.023133097094655837
Position 2294: 0.023045573536189197
Position 3155: 0.02012319842982653
Position 2874: 0.018044100986586466
Position 1822: 0.01570797255074319
Position 2515: 0.015060117506078786
Position 1763: 0.01460008071699995
Position 77: 0.013991304890231626
Position 3311: 0.013887860001328411
Position 3774: 0.011722923514208564
Position 474: 0.010434707344380343
Position 421: 0.010328055077847087
Position 2834: 0.009381066350075804
Position 3186: 0.009072620196133096
Position 884: 0.006408139645328525
Position 220: 0.005509136570562731
Position 3100: 0.005363196918996691
Position 3528: 0.005074917821167971
Position 3141: 0.002758485701614221
Position 1862: 0.002660479936592955
Position 1213: 0.0018989210849579814
Position 2635: 0.0018945891691257305
Position 2811: 0.0013421765107194154
Position 3552: 0.0012898181967164182
Position 451: 0.0012276034067297673
Position 317: 0.0011943034392177157
Position 1113: 0.0008898485312081537
Position 3261: 0.0006688537669957313
Position 2857: 0.0006669166902786939
Position 1530: 0.0006001668806389791
Position 1130: 0.00051535267191953
Position 2299: 0.0004950189195207482
Position 2049: 0.0004947588992538815
Position 2138: 0.0004916831919181734
Position 3709: 0.00048784305092902316
Position 3323: 0.00038611606840747715
Position 430: 0.0003398542180855138
Position 95: 0.0003302858604690107
Position 3791: 0.0003018409793825839
Position 1526: 0.00029817412564395234
Position 79: 0.0002977411473930973
Position 825: 0.0002824527592932319
Position 3190: 0.00019978626417826553
Position 448: 0.00019946043409744402
Position 937: 0.00019137724226346304
Position 702: 0.00018187311484381337
Position 3288: 0.00018099790027700444
Position 2849: 0.00017299638790467596
Position 193: 0.00015440650850464128
Position 656: 0.0001315328332428073
Position 1156: 0.00013107321905276822
Position 3161: 0.00012927361475014565
Position 105: 0.00012729371102930068
Position 950: 0.00012216372652558273
Position 376: 0.00012110430211183201
Position 30: 0.00010730749583289568
Position 2764: 0.0001046496022980972
Position 1235: 9.817949542321337e-05
Position 1318: 9.725420921955484e-05
Position 3087: 7.479392317873924e-05
Position 3220: 7.301253103463072e-05
Position 636: 7.024870390100067e-05
Position 3442: 6.959308166919508e-05
Position 1420: 6.783203578413455e-05
Position 1746: 6.199996131821794e-05
Position 2819: 6.110890139657877e-05
Position 662: 5.162778390410584e-05
Position 2774: 5.062331265497386e-05
Position 2785: 4.580843637361078e-05
Position 1334: 4.119459738150758e-05
Position 1146: 3.8742349042293484e-05
Position 1435: 3.5674399671965016e-05
Position 599: 3.359188063759506e-05
Position 766: 3.340267742888483e-05
Position 681: 3.27570481896653e-05
Position 1122: 3.149455308723879e-05
Position 124: 2.5009418937742824e-05
Position 1340: 2.5003606262414536e-05
Position 707: 2.2587241470948064e-05
Position 920: 2.1205884040977095e-05
Position 1329: 2.0708363279229322e-05
Position 616: 2.0417340267397237e-05
Position 2985: 2.0342337119329647e-05
Position 1451: 1.649897615446099e-05
Position 133: 1.5993527903200413e-05
Position 42: 1.5781925161095072e-05
Position 112: 1.2400118381238297e-05
Position 605: 1.1347481602918842e-05
Position 691: 9.5863425805391e-06
Position 1160: 9.548614601792652e-06
Position 503: 8.657750859505337e-06
Position 487: 8.485745736776031e-06
Position 1277: 7.456198129153431e-06
Position 3081: 6.542872423492477e-06
Position 1464: 6.243330865875904e-06
Position 1227: 6.060257181210845e-06
Position 3073: 5.508140839479037e-06
Position 1423: 4.3158996376136016e-06
Position 1007: 3.187865245179007e-06
Position 1370: 3.02633576629337e-06
Position 1528: 2.6534214090432096e-06
Position 1307: 2.411573589492824e-06
Position 713: 2.1008405721721693e-06
Position 3321: 1.7333773606991637e-06
Position 1102: 1.3538953327538507e-06
Position 3301: 1.0561889134641557e-06
Position 941: 9.165248450164437e-07
Position 1611: 7.623967266596149e-07
Position 1775: 6.212562611792651e-07
Position 3075: 1.4127353104036318e-07
Position 3109: 2.935286775831682e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2984: 0.8942525911514801
Position 787: 0.842180650338154
Position 1419: 0.8121042946106346
Position 981: 0.7988980698999786
Position 2696: 0.6323026488042595
Position 1592: 0.397119497572271
Position 3439: 0.3446570096435359
Position 3872: 0.33613004255893514
Position 290: 0.3206463229223695
Position 2715: 0.30705219223060987
Position 3286: 0.26389249776644874
Position 3546: 0.22721108343243707
Position 3189: 0.2116680099967768
Position 2508: 0.09823611389937108
Position 3617: 0.09003107199343088
Position 995: 0.08667675104122519
Position 757: 0.08536567085054513
Position 3551: 0.049682261528993805
Position 153: 0.037664647269390644
Position 2370: 0.024898319387306654
Position 2426: 0.019515288695446043
Position 700: 0.016316598677670657
Position 2737: 0.01418920083368778
Position 2493: 0.011848933692942813
Position 1608: 0.010678788971078506
Position 342: 0.010369942888431932
Position 2447: 0.009833427887416724
Position 1094: 0.009478920689894008
Position 1614: 0.009276898242988591
Position 1985: 0.009020203324168159
Position 824: 0.008479100504274707
Position 949: 0.00681769744351052
Position 2021: 0.006126644624872691
Position 4004: 0.005914166188822424
Position 381: 0.005878142560684655
Position 2131: 0.005414356732020638
Position 3674: 0.0050018955458875315
Position 274: 0.004822776937666615
Position 3318: 0.00478647688051178
Position 3645: 0.004479791369077798
Position 2827: 0.004233030867838624
Position 1004: 0.004205467113999367
Position 3495: 0.004118755241233902
Position 632: 0.003984146340087042
Position 1395: 0.003831968946663569
Position 3197: 0.0037869372101293603
Position 1230: 0.0035409383712042
Position 131: 0.0034420152912917282
Position 295: 0.003158733694899574
Position 3734: 0.0031331087148780495
Position 2322: 0.002974681946858784
Position 2539: 0.0027415520060881716
Position 3527: 0.0026963059003944365
Position 3342: 0.002692816438879236
Position 3064: 0.0024195142881881663
Position 3288: 0.0022337614783396755
Position 3515: 0.0020648630233937966
Position 1384: 0.002054615101705124
Position 3237: 0.00186802170380821
Position 1234: 0.0018514203996805685
Position 3921: 0.0017955308771528636
Position 3747: 0.0017493572907708323
Position 998: 0.0016136812178254088
Position 3321: 0.0015560259094027928
Position 2182: 0.0014877784750341263
Position 3688: 0.001407321571925789
Position 3853: 0.001394511372915898
Position 3837: 0.001314664047163218
Position 1558: 0.0012278368666270875
Position 3567: 0.0012193214348119475
Position 2226: 0.0011199132057606493
Position 514: 0.0010342183513174054
Position 1098: 0.0010050422728177732
Position 2830: 0.000970819222546342
Position 1773: 0.0009655099387008262
Position 407: 0.000915515442514038
Position 763: 0.0009028488629721228
Position 1368: 0.0008748279082982509
Position 2171: 0.0007286000649316069
Position 1046: 0.0006993128008380367
Position 2343: 0.0006838924412105092
Position 3860: 0.0006333834018883688
Position 1025: 0.0006030433911192733
Position 799: 0.0005782231576408791
Position 660: 0.0005404600826358979
Position 326: 0.000501133805873246
Position 2253: 0.0004539850460330715
Position 3345: 0.00038742343303100317
Position 964: 0.00038029206229782576
Position 2025: 0.0003740537502299904
Position 1217: 0.00036307357082938983
Position 1049: 0.0003363378560463195
Position 1432: 0.00032674448528377607
Position 1007: 0.00029171595128548334
Position 2543: 0.0002835518290008045
Position 2997: 0.0002716399502892577
Position 3685: 0.0002511230272688852
Position 201: 0.00024026139819042827
Position 1028: 0.00022932380067782734
Position 3004: 0.00020170163714893955
Position 344: 0.0001818265855510388
Position 3007: 0.00017487013486032293
Position 3926: 0.00016734204959522326
Position 1754: 0.0001636473652481919
Position 1043: 0.0001624361311688374
Position 3886: 0.0001600008515017708
Position 246: 0.0001591154645791999
Position 3455: 0.0001466258969648349
Position 155: 0.00014268516829876024
Position 804: 0.00014210894754045823
Position 1782: 0.0001198384566281413
Position 1067: 0.00011513015618314795
Position 258: 0.00010722784099366565
Position 2945: 0.00010355547516616091
Position 1136: 0.00010047248968912184
Position 1288: 8.88312923209104e-05
Position 830: 8.223862414819748e-05
Position 1013: 7.166682406908694e-05
Position 346: 6.77075808687037e-05
Position 639: 5.375679096638309e-05
Position 935: 4.4949741651324656e-05
Position 651: 4.344510719453198e-05
Position 3098: 4.2691304721509156e-05
Position 3159: 3.9721728922931686e-05
Position 198: 3.9089149410869254e-05
Position 599: 3.840427962648899e-05
Position 133: 3.3000898614114654e-05
Position 352: 3.079899353055144e-05
Position 1318: 2.6757863663865297e-05
Position 1055: 2.3783103734769404e-05
Position 1129: 2.3151895343612133e-05
Position 1304: 2.3103336794104967e-05
Position 1301: 2.0435298711128356e-05
Position 2885: 1.93318064639228e-05
Position 1184: 1.8981188875272685e-05
Position 2893: 1.8369175251137085e-05
Position 1011: 1.7126054248072134e-05
Position 1016: 1.6937649929108552e-05
Position 473: 1.6543823140845027e-05
Position 916: 1.573073471977948e-05
Position 1338: 1.5225506552742986e-05
Position 1434: 1.4188416739849039e-05
Position 1144: 1.3839175412360065e-05
Position 204: 1.3593293952297508e-05
Position 1329: 1.3217169605924551e-05
Position 1270: 1.2899403958746617e-05
Position 463: 1.2375529869425123e-05
