Gene = Chst15
index = 264
Annotated 5SS: [  182 47224 48310 50572 54546 69365 75812]
Annotated 3SS: [46226 47969 50424 54388 69207 75663 78763]
SMsplice 5SS: [  182  4742  7258  7474 15002 18128 21423 32467 33787 48310 50572 54546
 69365 75812]
SMsplice 3SS: [ 4575  7195  7384 14895 17985 21311 32366 33685 48155 50424 54388 69207
 75663 78763]
top_k =  1000
Partition function (log Z): -37.46622907435772

Sorted 5' Splice Sites (High to Low Probability):
Position 182: 0.9038671364813925
Position 4742: 0.8335975711931396
Position 7474: 0.7522607420504138
Position 7258: 0.7285539950683847
Position 15002: 0.41631989390556207
Position 4432: 0.3631285298734244
Position 6780: 0.2962441713607555
Position 416: 0.23321859432063274
Position 6802: 0.19965378248907625
Position 1957: 0.1490976168438113
Position 1728: 0.12759473680495845
Position 7081: 0.12445723299853437
Position 3177: 0.07603373354911397
Position 6306: 0.06394760247776979
Position 924: 0.05402609272485958
Position 6946: 0.05147827304050331
Position 6248: 0.04959737754554994
Position 436: 0.04637493056552915
Position 11294: 0.044608186698979695
Position 7010: 0.03775103699552383
Position 4436: 0.025936963676672538
Position 15952: 0.02508356702600794
Position 8040: 0.02072531982891185
Position 1829: 0.01687663212352626
Position 2524: 0.015086377940755454
Position 2752: 0.012995457025739798
Position 4073: 0.010652391842691813
Position 200: 0.010409421031487695
Position 2036: 0.010272678995674762
Position 6767: 0.010162930139624392
Position 1944: 0.00930476226620487
Position 3078: 0.009023724610134547
Position 4424: 0.008819585816074288
Position 8772: 0.008574667316914452
Position 6977: 0.007833424578433732
Position 4438: 0.006708537503360329
Position 5130: 0.006693174280643092
Position 4427: 0.006485597006445774
Position 2088: 0.0062421990804528635
Position 4085: 0.005541595743361342
Position 238: 0.005339397912859263
Position 1682: 0.004754096556964528
Position 6963: 0.004674684791686617
Position 4092: 0.0038895370736999903
Position 280: 0.0038249306198180535
Position 7182: 0.003463537539177994
Position 4466: 0.0029353097893793285
Position 8763: 0.002755062107004787
Position 9487: 0.002607690338311239
Position 96: 0.002292354533047237
Position 4817: 0.002252080688150798
Position 7128: 0.002157715636455634
Position 11389: 0.0019473617942150799
Position 8717: 0.001456781021841164
Position 3856: 0.0014560871434290631
Position 7442: 0.0011432938763671528
Position 188: 0.0011057523725123892
Position 7765: 0.0010618197589441658
Position 8054: 0.0009671986042383984
Position 4675: 0.0009224610476932694
Position 1397: 0.000910420241586492
Position 6788: 0.0009052538610650398
Position 1715: 0.0008518859438432131
Position 468: 0.0007260173900264949
Position 4757: 0.0007060119696931701
Position 461: 0.0006904416132112463
Position 512: 0.0006857721821128151
Position 1961: 0.0006206194060245248
Position 8722: 0.0005969264297952935
Position 222: 0.0005958527417869133
Position 1348: 0.0005021988835319318
Position 1747: 0.0003978336822578887
Position 1761: 0.0003856105635115823
Position 5484: 0.0003292120246459494
Position 6507: 0.0002926096813742947
Position 81: 0.00021568700700290582
Position 4726: 0.00015773026704957215
Position 627: 0.0001577045638920275
Position 270: 0.00013839738063552937
Position 1020: 0.0001254341246112635
Position 747: 0.00012260874143675868
Position 1006: 0.0001113367271119701
Position 6297: 9.18464574401011e-05
Position 215: 7.340503609156606e-05
Position 5034: 7.162602579411529e-05
Position 861: 6.675311793439461e-05
Position 21: 6.608180846001513e-05
Position 1773: 5.611971053811918e-05
Position 103: 5.227321714961265e-05
Position 1342: 4.674962303117992e-05
Position 702: 4.6687289974939e-05
Position 1705: 3.659069034324166e-05
Position 1277: 3.458378591288541e-05
Position 725: 3.2344477518200566e-05
Position 494: 3.119676110733674e-05
Position 552: 2.68441387366368e-05
Position 7535: 2.46821951043757e-05
Position 256: 2.4657942414391616e-05
Position 166: 2.3961329777371507e-05
Position 1387: 1.8695067334587304e-05
Position 1352: 1.730855372813516e-05
Position 1333: 1.7179658970174576e-05
Position 2285: 1.574725224249458e-05
Position 1360: 1.5225231281968463e-05
Position 900: 1.4841476402292241e-05
Position 866: 1.2881584312303223e-05
Position 2110: 1.2868921534484751e-05
Position 601: 1.1948197821642393e-05
Position 2012: 1.0991110914830697e-05
Position 1157: 1.066285008532139e-05
Position 952: 1.0550297286508798e-05
Position 2318: 9.50353837842454e-06
Position 4786: 8.95746267297227e-06
Position 2236: 5.718863586830716e-06
Position 2511: 4.207708873703231e-06
Position 41: 4.004739579785345e-06
Position 8: 3.0732391026497287e-06
Position 1274: 3.031300176299493e-06
Position 139: 2.216316478916512e-06
Position 13: 1.5214845821184797e-06
Position 76: 1.2401623297917323e-06
Position 250: 9.403623745899485e-07
Position 503: 7.094934434600012e-07
Position 477: 4.853648153857864e-07
Position 322: 4.161670181760224e-07
Position 598: 2.4540386125954253e-07
Position 304: 1.617768391738602e-07
Position 324: 1.5438118234287161e-07
Position 1362: 5.664384913852665e-08
Position 635: 4.877627859534699e-08
Position 1117: 1.154167754905808e-08
Position 638: 6.863263891314431e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4575: 0.762869287258332
Position 7384: 0.7173765502599794
Position 7195: 0.6328894107847526
Position 14895: 0.4567964817689629
Position 4299: 0.4185321517418742
Position 6661: 0.33685521398167156
Position 17113: 0.29058947220793335
Position 6884: 0.2773856044342997
Position 279: 0.22506869829512216
Position 1565: 0.1591459640849632
Position 6107: 0.1122508313135443
Position 19265: 0.09781811689936741
Position 10083: 0.08962404874692208
Position 6714: 0.08115689126441235
Position 8851: 0.08042325273064174
Position 1803: 0.07907474683197446
Position 15818: 0.07870344128168828
Position 6678: 0.07609897604866549
Position 1854: 0.07102473762363284
Position 13277: 0.06475363641164451
Position 11231: 0.050971509629720434
Position 7110: 0.04970286256995839
Position 18205: 0.044841275206404116
Position 7764: 0.04304771936683518
Position 6972: 0.03941946415425417
Position 15924: 0.02737973479272915
Position 3040: 0.023599137866542958
Position 3027: 0.023374287873365058
Position 16771: 0.022803784947395902
Position 3124: 0.02236228549112125
Position 17277: 0.019786929501457988
Position 4592: 0.019332695130155685
Position 8644: 0.019233546837454967
Position 4029: 0.01859699055912647
Position 586: 0.017776560163209724
Position 4492: 0.017068734028246896
Position 2461: 0.01703420078331848
Position 4542: 0.01673991838996059
Position 2993: 0.014957290782464442
Position 8662: 0.014490517090034944
Position 7338: 0.013026820951972324
Position 10980: 0.012701003176055839
Position 12665: 0.01146177489444453
Position 4639: 0.011127036826298196
Position 6761: 0.008581891407986016
Position 13135: 0.006313782317310774
Position 16698: 0.005987291645937888
Position 9200: 0.005914680970666252
Position 329: 0.005638476738077233
Position 1792: 0.005478297804814063
Position 11105: 0.005310898989189049
Position 4904: 0.005096951941628223
Position 7603: 0.005022914782594064
Position 16205: 0.004902239895935597
Position 894: 0.004371621469436648
Position 7723: 0.004250969438835198
Position 7951: 0.0039559859921143616
Position 10808: 0.0038464710468170964
Position 14087: 0.003799689783589892
Position 2597: 0.0037713076639974987
Position 11337: 0.0036089659467916564
Position 8876: 0.003417405627213777
Position 710: 0.0033958454981562994
Position 14499: 0.003364013502230195
Position 1697: 0.003205335094014915
Position 4456: 0.002970826525602401
Position 7043: 0.0028436254300035673
Position 6695: 0.0027576139541339037
Position 7389: 0.0025937058094887434
Position 2681: 0.002526415374612843
Position 590: 0.0021497128964498304
Position 11791: 0.002097885919263354
Position 6210: 0.0020917887523813268
Position 13300: 0.0020849841462377357
Position 317: 0.002063257811026574
Position 4244: 0.001889364767583668
Position 4993: 0.0018322276732053815
Position 2523: 0.001689448089553047
Position 1867: 0.0016889967948342888
Position 511: 0.0016256482660656974
Position 2412: 0.0016150552319059406
Position 13609: 0.0014200893238633192
Position 13671: 0.0014129814867718813
Position 1833: 0.0013507302724809736
Position 10131: 0.001311197893532978
Position 1212: 0.0012685951387100686
Position 4545: 0.0012569487069179364
Position 13698: 0.0012090911839332543
Position 1862: 0.0010905099638555394
Position 1883: 0.0009532424890323585
Position 5053: 0.0009417295230611066
Position 6731: 0.0008854395826434539
Position 11317: 0.0008719456274665162
Position 12679: 0.0008468576500779358
Position 6905: 0.0008395354039353545
Position 833: 0.000818924038506866
Position 2617: 0.0007932540163733776
Position 6190: 0.0007643118931678217
Position 3932: 0.0007592245573047247
Position 7983: 0.0007288035657133336
Position 8507: 0.0007093951724680103
Position 755: 0.0006784029467378052
Position 1656: 0.0006757049759553485
Position 6540: 0.0006588843746908956
Position 3666: 0.0006119389138729191
Position 3952: 0.0005595313995794581
Position 3775: 0.0005413845539421313
Position 8008: 0.0005318169431113637
Position 2034: 0.0004742513955765594
Position 8578: 0.0004740746820351715
Position 653: 0.00046643853666628493
Position 5256: 0.00045425343037418974
Position 8326: 0.0004336933758875919
Position 1574: 0.0004242222184607559
Position 3131: 0.00041856050462592775
Position 1847: 0.00041022107620951537
Position 348: 0.0003882825973162322
Position 12578: 0.0003575923408350393
Position 2368: 0.00035676339498252744
Position 3067: 0.0003438752276484733
Position 1894: 0.00033037461591015765
Position 3971: 0.00032318878829229296
Position 1676: 0.00030865651602604143
Position 2174: 0.000305933425437484
Position 3948: 0.00028140954709035245
Position 8341: 0.00022948502118060073
Position 722: 0.00022183455973017556
Position 471: 0.0002129146462831139
Position 3579: 0.0002088689935145257
Position 8939: 0.000185366562488749
Position 837: 0.0001807290323646995
Position 7903: 0.0001763880046417672
Position 8979: 0.0001751677395992616
Position 7955: 0.00016602986639037849
Position 8810: 0.0001655910884315413
Position 1979: 0.00016355697254253528
Position 1165: 0.00016161082992143333
Position 3992: 9.072743142680938e-05
Position 3611: 8.651875762611896e-05
Position 7618: 8.501715746531764e-05
Position 823: 8.354769035414548e-05
Position 861: 7.984894608364029e-05
Position 2727: 7.935611179455766e-05
Position 363: 7.085215804607558e-05
Position 1400: 6.213528688919166e-05
Position 2997: 5.591619947783586e-05
Position 1829: 4.6944176557261944e-05
Position 2414: 4.527460728752779e-05
Position 6362: 3.2840530751555346e-05
Position 6398: 3.168760489313277e-05
Position 592: 2.0630814963134528e-05
Position 797: 1.9497863978288414e-05
Position 378: 1.8644813870813672e-05
Position 1037: 1.860034057203999e-05
Position 1454: 1.530157298698912e-05
Position 614: 1.350928529483242e-05
Position 907: 1.3470192813608634e-05
Position 659: 1.3406415760715281e-05
Position 1728: 1.28473764791096e-05
Position 1223: 1.2307373113843696e-05
Position 618: 1.1418864937458788e-05
Position 1961: 9.360325423457658e-06
Position 304: 8.48344447593888e-06
Position 1066: 7.918570005902448e-06
Position 699: 7.706668834560078e-06
Position 181: 7.32071461924779e-06
Position 801: 7.001682464153016e-06
Position 1186: 6.793240779033091e-06
Position 729: 6.2067764785829925e-06
Position 839: 5.552689754905014e-06
Position 1174: 5.011909794233612e-06
Position 725: 4.854818411683618e-06
Position 2087: 4.768042402987309e-06
Position 455: 4.623331042420783e-06
Position 1615: 4.468335258591445e-06
Position 770: 4.351421397472646e-06
Position 2708: 4.290336839033495e-06
Position 2336: 3.866585080060461e-06
Position 785: 3.852793078418992e-06
Position 819: 3.7828633728292833e-06
Position 3409: 3.7257109126174073e-06
Position 3649: 3.6502135607455663e-06
Position 923: 3.231113798454973e-06
Position 988: 3.1977877895631738e-06
Position 1429: 2.909536397384779e-06
Position 1093: 2.7651228926991533e-06
Position 543: 2.6076324009204004e-06
Position 1252: 2.5151432432056055e-06
Position 620: 2.352858745036247e-06
Position 1043: 2.3487719759796943e-06
Position 900: 2.071304977336287e-06
Position 1496: 1.9513947628367846e-06
Position 415: 1.5747024694217456e-06
Position 607: 1.4258107437541847e-06
Position 1904: 1.3866351161921948e-06
Position 560: 1.293594785818032e-06
Position 1289: 1.2641563699144967e-06
Position 669: 1.1614874375364659e-06
Position 382: 1.0096647380791629e-06
Position 2072: 8.269181550389768e-07
Position 1340: 6.706338609837223e-07
Position 1297: 6.207006502995529e-07
Position 1013: 4.984592695779168e-07
Position 440: 3.0090414248726544e-07
Position 109: 4.673414787004214e-08
