Gene = Slc50a1
index = 983
Annotated 5SS: [ 185  509  744 1521 1898]
Annotated 3SS: [ 430  619 1358 1777 1971]
SMsplice 5SS: [ 509  744 1898]
SMsplice 3SS: [ 619 1777 1971]
top_k =  1000
Partition function (log Z): -8.525729372734505

Sorted 5' Splice Sites (High to Low Probability):
Position 509: 0.7999776127367548
Position 1898: 0.6878407648211347
Position 744: 0.5938415949198346
Position 100: 0.4974208107471532
Position 1521: 0.3827848239601715
Position 185: 0.061126507684564624
Position 1644: 0.02361439963110453
Position 55: 0.023019647539873334
Position 1119: 0.022292404313475633
Position 312: 0.01873513903467439
Position 1542: 0.015457767041000473
Position 549: 0.014366785048775354
Position 374: 0.009369591114189313
Position 1030: 0.002966492899148208
Position 1635: 0.0029626976141855646
Position 1337: 0.0027757078258920397
Position 1224: 0.0016442036851032542
Position 527: 0.0010466283169790103
Position 246: 0.000851300769904805
Position 150: 0.0007361493191630309
Position 170: 0.0006864874952570273
Position 219: 0.0004805569660602259
Position 2161: 0.00030917010016958015
Position 191: 0.0002822148704163012
Position 142: 0.00027649709340829207
Position 2052: 0.0002541034119506848
Position 2158: 0.00024010221068920237
Position 193: 0.0001943203190386993
Position 1474: 0.00016398296173774534
Position 1363: 0.00016380564310855824
Position 120: 0.0001524577891472309
Position 2127: 0.00014955066172388646
Position 1325: 0.00014582272288226033
Position 517: 0.00014484920861672313
Position 1496: 0.00014199048157491085
Position 1525: 0.00014098642381853401
Position 684: 0.00013508531678048028
Position 1113: 0.00012865201113162165
Position 637: 0.00012143968820555521
Position 360: 0.00011599958339068481
Position 13: 0.00010474535694228743
Position 515: 7.01447935637256e-05
Position 504: 6.942801735577137e-05
Position 939: 5.7366858533926344e-05
Position 520: 5.02079274262572e-05
Position 465: 4.859767956556081e-05
Position 479: 4.205559356996504e-05
Position 2133: 3.828376870378082e-05
Position 287: 3.6937990146056436e-05
Position 693: 3.612464634177513e-05
Position 789: 3.4140479764887e-05
Position 357: 3.316246157768169e-05
Position 733: 2.6650037158760895e-05
Position 645: 2.0251721904990176e-05
Position 1123: 1.798890998140077e-05
Position 1103: 1.662210756126546e-05
Position 1255: 8.924070197448936e-06
Position 675: 8.509476079819258e-06
Position 956: 7.013172199632487e-06
Position 926: 6.836280205592714e-07
Position 883: 2.49323777100628e-07
Position 805: 2.106784378865615e-07
Position 826: 9.284692551976054e-08
Position 1858: 1.1874404343963525e-08
Position 1431: 5.989137424000802e-09
Position 1870: 5.678000056885665e-09
Position 866: 1.8213448634522873e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 619: 0.5676026208738851
Position 1777: 0.5603984633494179
Position 1971: 0.5081272547569763
Position 430: 0.4307798845448582
Position 1358: 0.3429299476254627
Position 1987: 0.2246862753851114
Position 1376: 0.09541468650838872
Position 1712: 0.0527084744105355
Position 1760: 0.04635058348062496
Position 988: 0.04104223202481356
Position 365: 0.03837505510792862
Position 1735: 0.031905392879118574
Position 442: 0.027103176053734822
Position 1330: 0.019440378251199323
Position 2028: 0.018907612472104006
Position 853: 0.018415310765518188
Position 1271: 0.016160410275287685
Position 587: 0.01059201924794504
Position 2067: 0.009273313814276773
Position 2000: 0.009199874738193298
Position 2249: 0.008895573266208018
Position 2038: 0.007949985755838964
Position 906: 0.007754868038456387
Position 1186: 0.0069589960104131455
Position 2210: 0.006727928878868199
Position 1688: 0.006126576063861232
Position 682: 0.005791695230374926
Position 1783: 0.0051497036396502575
Position 856: 0.0047882011950458655
Position 584: 0.0036743430462424535
Position 2157: 0.0028177809327151835
Position 1957: 0.002752514755945235
Position 1807: 0.0027134123238246213
Position 1883: 0.0021432306732191335
Position 883: 0.0020683216329775767
Position 279: 0.0020313033865809876
Position 1084: 0.001424427747207759
Position 2079: 0.0013884926128250386
Position 1477: 0.0013046950745442812
Position 2280: 0.001297704132658345
Position 1728: 0.0012469128931246575
Position 1954: 0.0011449753940468955
Position 2140: 0.0010948084703831828
Position 1492: 0.0009697160304497244
Position 1658: 0.0008996246995766943
Position 2189: 0.0007282906208640848
Position 821: 0.000717541941819513
Position 1028: 0.0006548690382791683
Position 733: 0.000607047374482176
Position 2044: 0.000538920539200899
Position 2215: 0.0005028772404155043
Position 1938: 0.00047507527503558967
Position 1664: 0.00046987225212013437
Position 1616: 0.00041691267029987894
Position 2274: 0.00031694945738874446
Position 1445: 0.0003079573766529316
Position 701: 0.00029310369552671436
Position 1677: 0.00026515449360053266
Position 215: 0.00023326321170569008
Position 2109: 0.0002278754917115392
Position 1457: 0.00021930106765326535
Position 452: 0.00018374377943704948
Position 653: 0.00018362946780428035
Position 1304: 0.00018251915403717485
Position 796: 0.00018100162720172737
Position 142: 0.00014948156308000997
Position 628: 0.00012165842352955189
Position 826: 0.00012020566118316229
Position 1019: 0.00011915089796812095
Position 1307: 0.00011177634550887706
Position 1634: 0.00010824391973202523
Position 2252: 9.874220784849641e-05
Position 1128: 8.888392346218615e-05
Position 311: 8.830316109054712e-05
Position 1626: 8.12415601634869e-05
Position 2040: 5.933726703842537e-05
Position 1460: 5.5285615043821716e-05
Position 1629: 5.4564926257859666e-05
Position 1281: 5.3509920133124525e-05
Position 341: 4.889069379285339e-05
Position 348: 4.818918954720446e-05
Position 189: 4.3768861627743964e-05
Position 385: 3.862913515660971e-05
Position 538: 3.128376270828988e-05
Position 1221: 2.5718575417313543e-05
Position 1273: 2.0379619903018968e-05
Position 1201: 1.9963088882332574e-05
Position 318: 1.922235903433827e-05
Position 657: 1.7286428481967637e-05
Position 1294: 1.6754877748856294e-05
Position 509: 1.221646195229905e-05
Position 1581: 1.1169387818092165e-05
Position 295: 1.0645427842210865e-05
Position 966: 1.0613678937530575e-05
Position 191: 9.129501285006569e-06
Position 479: 8.878490469332434e-06
Position 1567: 8.866771027213256e-06
Position 1309: 7.737734451392165e-06
Position 287: 7.601366813174147e-06
Position 740: 5.286702302689421e-06
Position 908: 3.0216459301728006e-06
Position 454: 2.9677547678254397e-06
Position 544: 2.9128162811146726e-06
Position 219: 2.8764604645125117e-06
Position 1034: 2.2262132829239423e-06
Position 463: 1.8544699342089346e-06
Position 1040: 1.1880784155405998e-06
Position 243: 8.320575882200947e-07
Position 233: 4.4618016718820766e-07
Position 1311: 4.276538769070775e-07
Position 224: 4.015400869235019e-07
Position 637: 3.199740317647174e-07
Position 241: 2.3713892876990956e-07
Position 323: 1.7006834171135998e-07
Position 513: 1.3308314751921802e-07
Position 567: 6.659473215782102e-08
Position 555: 5.969119609737966e-08
Position 645: 2.6270986372588885e-08
Position 557: 2.2814510271793248e-08
Position 515: 2.2016942118084558e-08
Position 126: 1.3324535180657802e-08
