Gene = Nelfa
index = 742
Annotated 5SS: [  388 14568 15922 33043 34669 34826 35223 36001 37132 37402]
Annotated 3SS: [14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
SMsplice 5SS: [  388  9779 14568 15922 33043 34669 34844 35223 36001 37132 37402]
SMsplice 3SS: [ 9575 14395 15759 32952 34537 34755 35133 35888 36859 37301 37503]
top_k =  1000
Partition function (log Z): 1.2142794718952377

Sorted 5' Splice Sites (High to Low Probability):
Position 14568: 0.9932323865407333
Position 15922: 0.9874221815290652
Position 33043: 0.9855398711656211
Position 36001: 0.9718920717734669
Position 37402: 0.95876088910608
Position 35223: 0.8750007062740454
Position 37132: 0.838304959847422
Position 388: 0.7547323412935172
Position 25152: 0.6982372923712283
Position 9779: 0.6053387506404906
Position 6523: 0.3648596955493627
Position 34844: 0.27064891053270557
Position 8115: 0.2341979980269935
Position 23463: 0.22926134622061226
Position 142: 0.21217424272419239
Position 36124: 0.19075172077647587
Position 16386: 0.1853777960324265
Position 34826: 0.18150318299718277
Position 12271: 0.08401659478509868
Position 33261: 0.07573618737751067
Position 9815: 0.07477561699688026
Position 35211: 0.06358620311813196
Position 37731: 0.059872154554910656
Position 3919: 0.05735703097621175
Position 1982: 0.053346488666711406
Position 12329: 0.05109831411010611
Position 12300: 0.04730994224271293
Position 12281: 0.037612835362737344
Position 4849: 0.03607049584411309
Position 37407: 0.03438636750246055
Position 14918: 0.03244936322656036
Position 13942: 0.02962971230934543
Position 4022: 0.02701390625441551
Position 9576: 0.02658122016111561
Position 5331: 0.024906948811337735
Position 36229: 0.023258365525588708
Position 15626: 0.02321166157566517
Position 10173: 0.023118898685767386
Position 11539: 0.022803231492993514
Position 13821: 0.02190886868409911
Position 36660: 0.021843694739015502
Position 35554: 0.016347387978599397
Position 36366: 0.016068200858174703
Position 5937: 0.01553086539752125
Position 130: 0.014890798471392398
Position 33111: 0.014460128834380224
Position 36272: 0.013970859840598598
Position 642: 0.012253666793978614
Position 35454: 0.010868974494227912
Position 4100: 0.0105917859735999
Position 35244: 0.01009980073126273
Position 15049: 0.008811775155826875
Position 5371: 0.007812573239400896
Position 38341: 0.007667307516194286
Position 14807: 0.0064229844876688156
Position 37661: 0.0054785530599226325
Position 37680: 0.005147919746125538
Position 6295: 0.004655435015410582
Position 8398: 0.004651137940348484
Position 36930: 0.0041266948528305165
