Gene = Crcp
index = 294
Annotated 5SS: [  118  5659  8629 13011 19694]
Annotated 3SS: [ 5621  8529 12915 19635 30414]
SMsplice 5SS: [  627  5659  8629 13011 17572 19214 19694]
SMsplice 3SS: [ 5621  8529 12915 17474 19117 19635 30414]
top_k =  1000
Partition function (log Z): -2.685934512806538

Sorted 5' Splice Sites (High to Low Probability):
Position 8629: 0.9977025413514871
Position 19694: 0.9898267276805536
Position 5659: 0.911340630134072
Position 17572: 0.8383265593818701
Position 13011: 0.5662247578030339
Position 627: 0.5350161902301549
Position 205: 0.41926377739862075
Position 13040: 0.31187762372975714
Position 22506: 0.24717540714669942
Position 15892: 0.22751758091104257
Position 1562: 0.19587769872056343
Position 2298: 0.17302939088351824
Position 18174: 0.13975802915119312
Position 4954: 0.13034520426018328
Position 118: 0.11489533566566651
Position 19465: 0.11466624642872039
Position 13015: 0.10432726176975976
Position 22156: 0.09917586813007336
Position 39: 0.09670882461323646
Position 13312: 0.09087828491416396
Position 11462: 0.09074811400209602
Position 12129: 0.0843028587362181
Position 12737: 0.08349310446216449
Position 3536: 0.07717087314332347
Position 19481: 0.07495523010481223
Position 9724: 0.06497299707215184
Position 9988: 0.052865743091540254
Position 21504: 0.05193625994692296
Position 2144: 0.0516251838617106
Position 2654: 0.04443094492430201
Position 17406: 0.043311741297111093
Position 1570: 0.0421447240245632
Position 64: 0.039892079793963975
Position 6119: 0.03862851608505217
Position 23113: 0.03658087400329738
Position 2199: 0.035629608764286315
Position 7180: 0.03382781823173723
Position 15513: 0.030481875753584117
Position 2951: 0.02817654358745598
Position 19488: 0.02802591934669821
Position 12239: 0.027886131413209687
Position 10872: 0.02369627686983233
Position 4960: 0.02130723208523651
Position 1469: 0.02105456362527323
Position 89: 0.020517594915372722
Position 12541: 0.018531786529466115
Position 15563: 0.018262126160271702
Position 5754: 0.015421318240812793
Position 2161: 0.015411745151600723
Position 24097: 0.015198520761248857
Position 10123: 0.014650250312442901
Position 19218: 0.014474992207582452
Position 5842: 0.013482040186288001
Position 20558: 0.012808034723832254
Position 15899: 0.01275852899847786
Position 11766: 0.012729513861268102
Position 17952: 0.012646188651549903
Position 6623: 0.01226566841761904
Position 12771: 0.01151431521360115
Position 12502: 0.009625066932874663
