Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3699 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  1000
Partition function (log Z): -7.522546609942984

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.8857514989637679
Position 122: 0.7992806634861155
Position 4250: 0.7048003680310628
Position 3699: 0.4171458925917179
Position 3634: 0.3512700880835328
Position 5424: 0.2292620066380186
Position 3997: 0.21836099664600048
Position 3899: 0.14798014759734401
Position 678: 0.08468365533777142
Position 156: 0.0496154621358057
Position 5879: 0.041260504923212815
Position 628: 0.02379896692464261
Position 1692: 0.02172861404187361
Position 1395: 0.018932590594958193
Position 194: 0.015625562024007993
Position 665: 0.015196744380688418
Position 289: 0.014252323832055958
Position 2486: 0.011471269048442975
Position 592: 0.00875319246882697
Position 5515: 0.00847286605799902
Position 430: 0.007754184783411178
Position 849: 0.006715064098772816
Position 1415: 0.006251687555763398
Position 5140: 0.006201178271015247
Position 4583: 0.005723997645418259
Position 166: 0.004923953471784874
Position 3387: 0.004578668382001528
Position 2844: 0.003688333855821248
Position 3674: 0.003549801671903827
Position 3874: 0.00300877104661865
Position 1391: 0.002850169475459285
Position 882: 0.002614215951942495
Position 281: 0.00243527369645304
Position 4160: 0.00229965086021188
Position 618: 0.0022573228960929286
Position 86: 0.002191954622027529
Position 3903: 0.0020751592684684315
Position 4327: 0.001989475364238976
Position 660: 0.001926112214451726
Position 3977: 0.001888592476839857
Position 541: 0.0016696777479213959
Position 2209: 0.0016163938363854395
Position 271: 0.0015224482008575231
Position 2099: 0.0014635827293944439
Position 1110: 0.001386476109540878
Position 196: 0.0013832153374895703
Position 3983: 0.0012796618285844702
Position 5281: 0.0008479393721756423
Position 134: 0.0007952423320194228
Position 3975: 0.0007564129977360509
Position 200: 0.0007305881834620789
Position 1422: 0.0006974523912942518
Position 1675: 0.0006898531613901568
Position 21: 0.0006635999838844991
Position 686: 0.0006261302600826874
Position 1379: 0.0006118648494768339
Position 213: 0.0005716151078589947
Position 5378: 0.0005692272920488827
Position 43: 0.000562588813081849
Position 5846: 0.0005613023629857486
Position 5588: 0.0005416834095309379
Position 4015: 0.0005262967094036697
Position 52: 0.0005013699838602468
Position 3703: 0.00045462477702316813
Position 3339: 0.00036496467560280207
Position 1509: 0.0003612693632843531
Position 2985: 0.0003191567114964074
Position 331: 0.0003153967334456204
Position 3989: 0.0002688506685288143
Position 623: 0.00025445494066754515
Position 276: 0.0002497627553587545
Position 273: 0.00023933045711846637
Position 3200: 0.0002211744911710114
Position 1616: 0.00019146030071188664
Position 232: 0.00018692225849375012
Position 706: 0.00017155139287878065
Position 2629: 0.0001428151660419704
Position 1903: 0.00013390393788310635
Position 2003: 0.00013320021794380383
Position 256: 0.0001281745890734048
Position 711: 0.00012665075083912911
Position 1864: 0.00012037900955335097
Position 3157: 0.00011950369081620694
Position 1376: 0.00011423363503889615
Position 1323: 0.0001123364393032169
Position 3638: 0.00011168544227940921
Position 31: 0.00010212686054530608
Position 5816: 0.00010186160860922521
Position 993: 0.00010167449713260017
Position 398: 9.899610109095214e-05
Position 95: 9.162402830154958e-05
Position 1719: 9.080674037103553e-05
Position 437: 8.921778067940687e-05
Position 1047: 8.71972825405957e-05
Position 5413: 8.496448845156378e-05
Position 390: 8.418508473632079e-05
Position 2410: 7.909161777350089e-05
Position 4356: 7.353219271957943e-05
Position 1632: 7.056152816439914e-05
Position 587: 5.010600512022997e-05
Position 292: 4.644543369139802e-05
Position 530: 4.5963217556055683e-05
Position 600: 4.160714206111655e-05
Position 1007: 3.609966036090719e-05
Position 375: 2.845265002783472e-05
Position 1793: 2.7946443434713034e-05
