Gene = Odam
index = 777
Annotated 5SS: [  18  734  867 1575 2522 2956 4439 5106 6395 7440 7713]
Annotated 3SS: [ 667  824 1526 2290 2910 4336 5057 6322 7286 7653 8659]
SMsplice 5SS: [  18  734 2522 2956 4439]
SMsplice 3SS: [ 667 2290 2910 4336 8659]
top_k =  1000
Partition function (log Z): -2.100197625096821

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.8959880996035652
Position 2956: 0.8566158725249715
Position 2522: 0.8264318726255173
Position 734: 0.8062847712626112
Position 4439: 0.7597102159138194
Position 1575: 0.4635587995736444
Position 7440: 0.35021215137787376
Position 369: 0.3119747249117625
Position 6395: 0.2112490004569118
Position 1634: 0.163924779954832
Position 5106: 0.15199625461089997
Position 4485: 0.051216735368455044
Position 867: 0.05079409645394738
Position 2435: 0.034310213959467685
Position 2561: 0.033557283589133846
Position 13: 0.028894540917970626
Position 5915: 0.02756524680537106
Position 950: 0.023314651442849388
Position 7713: 0.013369673658168602
Position 6452: 0.012871966330600816
Position 983: 0.011348497932218952
Position 7455: 0.010370114828002604
Position 4444: 0.008831961339902205
Position 1329: 0.007612501560508997
Position 3340: 0.007341855219912625
Position 8672: 0.00655593367014214
Position 2351: 0.004321194985631708
Position 6463: 0.0035845348983787645
Position 132: 0.0029384507198724347
Position 1683: 0.002819266933247093
Position 8736: 0.002574680409488388
Position 7488: 0.0025469770474783196
Position 353: 0.002445169538091683
Position 8519: 0.002420390088382654
Position 903: 0.0021411735497259303
Position 8306: 0.0020812991569425588
Position 2569: 0.0019452676929502595
Position 117: 0.0019401755909072475
Position 1585: 0.0019369862058138594
Position 3772: 0.0019124346705109204
Position 1107: 0.0014854455408471144
Position 3885: 0.0013791567949961025
Position 42: 0.001240003973911253
Position 4270: 0.0011449258930439233
Position 954: 0.0011359096895035166
Position 576: 0.001123252881486109
Position 7527: 0.0010767334441122687
Position 4228: 0.0008099906128939373
Position 231: 0.0007452593321644523
Position 152: 0.0005140183266618633
Position 495: 0.0004506037202304715
Position 1591: 0.0004136181269000056
Position 668: 0.00036507387803878084
Position 1343: 0.00036037198725160713
Position 1703: 0.0003448339998314654
Position 5345: 0.00030162438382372173
Position 3689: 0.0003008205895512911
Position 1842: 0.0002758778846675932
Position 2646: 0.0002663782500660787
Position 1322: 0.0002641100908267883
Position 439: 0.0002377715600389621
Position 4450: 0.0002081120287917064
Position 1387: 0.0001888960978076607
Position 2526: 0.00018309310388880845
Position 357: 0.00018224890657076898
Position 1549: 0.00015165893606672914
Position 579: 0.00014264549220077008
Position 3699: 0.00012865284878928597
Position 4861: 0.0001238199209715382
Position 2368: 0.0001233338291354894
Position 1111: 0.00011910185532003554
Position 1115: 0.00011328512631921791
Position 557: 9.925065839666505e-05
Position 1919: 9.32878765059659e-05
Position 1113: 8.879825911373539e-05
Position 1810: 8.288426128763546e-05
Position 2511: 7.855453789424605e-05
Position 1596: 7.214914069279506e-05
Position 1090: 6.899136416344422e-05
Position 154: 6.393733065391536e-05
Position 1813: 6.20740917250684e-05
Position 5110: 5.5506513858037156e-05
Position 162: 5.1923191997302996e-05
Position 211: 5.178253244798526e-05
Position 1082: 5.1482904867052116e-05
Position 245: 4.936553251243885e-05
Position 398: 4.065164443572605e-05
Position 2575: 3.8175224659715994e-05
Position 2551: 3.408683897177033e-05
Position 524: 2.7227191243140294e-05
Position 88: 2.293796641706692e-05
Position 1312: 1.6245267409010375e-05
Position 907: 1.5532706580663966e-05
Position 1416: 1.5184940887027475e-05
Position 204: 1.0054014803527501e-05
Position 608: 9.61377566362428e-06
Position 1435: 7.007868304978575e-06
Position 92: 5.239602004172651e-06
Position 45: 5.2318644225066245e-06
Position 3039: 3.961683479168806e-06
Position 98: 3.5528918867847226e-06
Position 1457: 3.266830091153297e-06
Position 1267: 2.9305092503076e-06
Position 214: 2.5963740896299424e-06
Position 596: 2.1272901255292957e-06
Position 299: 1.6020856332870338e-06
Position 630: 1.3859680826635751e-06
Position 740: 1.3842347748291512e-06
Position 738: 8.119654652488921e-07
Position 748: 5.780016037750841e-07
Position 259: 4.6672302886212645e-07
Position 1500: 4.6052888829925367e-07
Position 1158: 9.101989264249073e-08
Position 647: 7.835642765617585e-08
Position 859: 2.285459640224166e-08
Position 877: 1.8803399175829896e-08
Position 871: 1.197226851225345e-08
Position 803: 4.573381969670155e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2910: 0.8297786807650925
Position 2290: 0.7732322129561046
Position 4336: 0.7489429789381051
Position 667: 0.5556265449959616
Position 7286: 0.41160070251903697
Position 1526: 0.399722945827263
Position 8659: 0.37016661441287313
Position 8884: 0.3654107012964697
Position 6322: 0.23505051523973286
Position 283: 0.19086700418858324
Position 575: 0.15307526797848453
Position 1471: 0.14473618213118583
Position 5057: 0.1052137727234373
Position 214: 0.09509118447150462
Position 824: 0.07279965895224659
Position 1400: 0.07232964879350456
Position 5825: 0.043959855263670626
Position 2335: 0.0398629030386496
Position 4345: 0.036253738883862505
Position 2387: 0.03625098297302144
Position 713: 0.0348654517567122
