Gene = Sumo1
index = 1042
Annotated 5SS: [  155 15377 26318 28417]
Annotated 3SS: [15301 26239 28344 30565]
SMsplice 5SS: [  155 15377 18063 22466 26318 28417]
SMsplice 3SS: [15301 17965 22371 26239 28344 30565]
top_k =  1000
Partition function (log Z): -7.371602710398699

Sorted 5' Splice Sites (High to Low Probability):
Position 155: 0.9915018828516355
Position 15377: 0.9263967315438781
Position 26318: 0.922351437086109
Position 18063: 0.9019427129151574
Position 28417: 0.70288503721536
Position 22466: 0.43875049573964714
Position 4579: 0.33312633230724126
Position 20521: 0.3068773831333947
Position 22490: 0.18539963588802025
Position 25255: 0.16292197653782325
Position 18332: 0.14678101897123647
Position 27503: 0.0830821329698771
Position 15442: 0.07110523664312157
Position 1140: 0.07095158738962958
Position 4583: 0.06862803369047564
Position 27681: 0.05433681146854302
Position 30629: 0.040465628058772414
Position 23775: 0.039804697235396584
Position 22474: 0.037083319203902995
Position 20492: 0.03555871816018216
Position 25570: 0.0341674916908723
Position 29443: 0.0205916847305928
Position 26553: 0.018524887457278164
Position 21041: 0.01725555281438742
Position 28459: 0.013579920688710076
Position 28487: 0.013542156857025213
Position 21759: 0.013387719740188698
Position 23645: 0.012410487309106315
Position 20089: 0.01227859779604937
Position 28554: 0.010118050887017406
Position 22560: 0.009114663451690395
Position 23662: 0.007854170592082843
Position 3644: 0.007387701922868185
Position 23634: 0.007297055183968372
Position 28421: 0.0070648214545812596
Position 28382: 0.006742138815467493
Position 22506: 0.005975224582373404
Position 20419: 0.005302713631452556
Position 15891: 0.005236047753141698
Position 22588: 0.0046954976828979325
Position 20607: 0.004398918064561335
Position 127: 0.004300742185632231
Position 645: 0.003810724105516428
Position 21322: 0.0028833835502720473
Position 27470: 0.002659101407012275
Position 18262: 0.0024305497144415013
Position 30910: 0.0024059972418734098
Position 20621: 0.0022937584069050846
Position 20424: 0.002018415232072005
Position 28451: 0.0020155700478077148
Position 4056: 0.0019582614853996014
Position 20441: 0.001870401327871078
Position 28662: 0.0016659537207255447
Position 18913: 0.0016574142881352768
Position 18295: 0.001579664879319845
Position 28510: 0.0014544396540535041
Position 1106: 0.0013969828419297158
Position 28946: 0.0009619733356594515
Position 111: 0.0006531138995166671
Position 81: 0.0006226935148247807
Position 28642: 0.0006201789378705025
Position 695: 0.0005914035667519561
Position 3667: 0.0005281617672709564
Position 409: 0.0003242939274217555
Position 2295: 0.00029160531264605695
Position 1236: 0.0002884351600064673
Position 1095: 0.00028666788293138664
Position 3702: 0.00027216933099891936
Position 86: 0.00023530143377426799
Position 15414: 0.00023457663839567837
Position 15669: 0.00021842401886926124
Position 1160: 0.00019436328113207175
Position 565: 0.00018894714301934058
Position 18234: 0.00018800769718491304
Position 1098: 0.0001620067864476329
Position 3495: 0.00015561004676130694
Position 1116: 0.00014786375964801062
Position 531: 0.0001466135464786617
Position 2823: 0.00011964009587684891
Position 526: 8.674101394585797e-05
Position 1110: 8.59901307362955e-05
Position 3426: 7.290138213247586e-05
Position 3956: 5.682655100523974e-05
Position 2889: 5.660030160235029e-05
Position 1055: 5.358061837143663e-05
Position 3080: 5.14324806876048e-05
Position 2986: 4.714488915498054e-05
Position 857: 4.5312722489527666e-05
Position 4316: 4.4746445678760574e-05
Position 2303: 4.149021670843375e-05
Position 2307: 3.9872305890251416e-05
Position 3524: 3.56887544136872e-05
Position 2876: 3.564663816674217e-05
Position 3402: 3.482019341450277e-05
Position 758: 1.2320867833268744e-05
Position 69: 9.42828551001577e-06
Position 186: 5.594530247494249e-06
Position 481: 4.072836714036892e-06
Position 145: 3.810020296029948e-06
Position 748: 3.529848803617605e-06
Position 40: 2.4047586400212933e-06
Position 16: 2.276268280382976e-06
Position 677: 2.2172787485296437e-06
Position 50: 1.5831464602541784e-06
Position 4: 1.5575118689172117e-06
Position 137: 1.1378890254314359e-06
Position 42: 7.772215716782759e-07
Position 605: 5.300745898639759e-07
Position 699: 3.2165925365249296e-07
Position 864: 2.9930825978784296e-07
Position 615: 2.436244488179814e-07
Position 253: 2.2244789292262713e-07
Position 45: 1.9797795972249362e-07
Position 888: 1.9058098208254272e-07
Position 598: 1.783280082597131e-07
Position 855: 1.6111116062133127e-07
Position 108: 1.5341390650437114e-07
Position 939: 1.4917117341686022e-07
Position 25: 1.3237080690853971e-07
Position 773: 1.299009678718063e-07
Position 328: 8.588575373619658e-08
Position 449: 7.866251784183974e-08
Position 638: 7.391050263654544e-08
Position 800: 7.332105754180758e-08
Position 682: 7.287819573570131e-08
Position 719: 7.097812445703775e-08
Position 293: 5.606975595621892e-08
Position 636: 1.0103532832155694e-09
Position 816: 8.993794033582586e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 15301: 0.9849360515713157
Position 26239: 0.9313048900573998
Position 28344: 0.8533553952170386
Position 17965: 0.7279014481117904
Position 30565: 0.7160914417534203
Position 22371: 0.6829555020741078
Position 20335: 0.35963235591457854
Position 4378: 0.34756038170325215
Position 17931: 0.14258965709156096
Position 25148: 0.11375747640595187
Position 27355: 0.08664145769589011
Position 18143: 0.07409404038104493
Position 1004: 0.06439270344891952
Position 18202: 0.05688116811017962
Position 29561: 0.0542008753003972
Position 25182: 0.04916450013187131
Position 27564: 0.041548149232951574
Position 23721: 0.040051990639321085
Position 4513: 0.03527253643760697
Position 25449: 0.0342391228009846
Position 31015: 0.031796839802126685
Position 17967: 0.028411385450101582
Position 30856: 0.027606485233484964
Position 23528: 0.02756171308515751
Position 30909: 0.02455991285314254
Position 29248: 0.01902581508372825
Position 26431: 0.016534612555344684
Position 21681: 0.013410017464665995
Position 28381: 0.01331067132376852
Position 15162: 0.012800949320123392
Position 20015: 0.012291233328963955
Position 18259: 0.012059437206462369
Position 29134: 0.010036374302644003
Position 30101: 0.009922207083792017
Position 30513: 0.009422293378314522
Position 30694: 0.009206331585293964
Position 20791: 0.009085911883535787
Position 27502: 0.008835431949263565
Position 4422: 0.008295990180300977
Position 21012: 0.007793479114175693
Position 18176: 0.007319612739715634
Position 3570: 0.006472350755707006
Position 27625: 0.006349521311372737
Position 15668: 0.005238478702793044
Position 30751: 0.004276389214054058
Position 4303: 0.0037149085412419157
Position 20840: 0.0032758494971761726
Position 961: 0.0032698993878829035
Position 4374: 0.003251589034895511
Position 17736: 0.003041821490753994
Position 30893: 0.0029751468597558352
Position 28367: 0.002818394788786162
Position 31069: 0.0027493614828732805
Position 1069: 0.002336711998142551
Position 1007: 0.0022786919717590766
Position 30191: 0.0022211788938064953
Position 29605: 0.002059132484423417
Position 29876: 0.0019314201327959991
Position 18728: 0.0016594992204567052
Position 4250: 0.0015602869494421336
Position 30429: 0.0014592780266488778
Position 3794: 0.0014009643374209486
Position 30875: 0.0013880709451892812
Position 29654: 0.0012979444279917391
Position 427: 0.0012237003955372786
Position 28832: 0.001040137715325208
Position 3358: 0.0009794693333692315
Position 26492: 0.0009579654117210115
Position 4465: 0.0008694225427509702
Position 30529: 0.0008089060654396335
Position 974: 0.0007303102085927379
Position 29348: 0.0007171520402164076
Position 408: 0.0006956134776465437
Position 18281: 0.0006493128273762858
Position 4444: 0.0005691907003166715
Position 29428: 0.0005248655322739435
Position 29377: 0.000521879782177823
Position 3263: 0.0004935716309812018
Position 28929: 0.0004849883787154634
Position 4227: 0.00044287787699156785
Position 29110: 0.00041497895744083124
Position 26675: 0.00040311318528306404
Position 28041: 0.00038628725495315296
Position 29039: 0.0003548253385849991
Position 28146: 0.00029000097452614224
Position 28486: 0.0002855244583133619
Position 30973: 0.0002836148362308344
Position 4531: 0.0002620898091079211
Position 28130: 0.00025376534591593834
Position 3838: 0.00025297734800959937
Position 31036: 0.0002496504632117151
Position 457: 0.00024846548511854864
Position 2187: 0.0002359506828702169
Position 15533: 0.00021842401886926145
Position 816: 0.00021107007015047074
Position 3886: 0.00021098600386019222
Position 3495: 0.000202400669955435
Position 1028: 0.00020142550393103989
Position 27656: 0.00017761724308742904
Position 2660: 0.00013891052579056932
Position 935: 0.00012802507445689094
Position 29557: 0.0001178660050622835
Position 564: 9.261530731244595e-05
Position 3566: 9.054614907409558e-05
Position 436: 7.061736778267028e-05
Position 3809: 6.865266809622013e-05
Position 2142: 6.205803056595131e-05
Position 2960: 6.185899836294397e-05
Position 3611: 6.0721858480951945e-05
Position 358: 5.96307138808423e-05
Position 3307: 5.78053328419056e-05
Position 2818: 4.37258891732483e-05
Position 3513: 4.2025463971175477e-05
Position 23948: 4.132473449646756e-05
Position 2075: 3.8981461447690685e-05
Position 3498: 3.847687312475524e-05
Position 3524: 3.372660278000355e-05
Position 24182: 3.314660522001208e-05
Position 3790: 3.2785900618352246e-05
Position 27008: 3.094053155948981e-05
Position 459: 2.9878636318346746e-05
Position 463: 2.9573448953558533e-05
Position 25813: 2.3660830294811092e-05
Position 2593: 2.3110821110214334e-05
Position 506: 2.0459828479741115e-05
Position 22776: 2.0396263473077725e-05
Position 24022: 1.9995430391904303e-05
Position 2631: 1.9419907957829084e-05
Position 615: 1.7798910949190265e-05
Position 4018: 1.7103915116368302e-05
Position 3278: 1.6171413121324196e-05
Position 719: 1.5583736154285814e-05
Position 3843: 1.3767226718806239e-05
Position 2699: 1.3318960628608012e-05
Position 19308: 1.2601631287390843e-05
Position 613: 1.2594032871002437e-05
Position 1129: 1.1086115988360388e-05
Position 3616: 1.1061267036179772e-05
Position 2106: 7.796885113751279e-06
Position 2254: 7.555201838963123e-06
Position 2207: 7.227143656751958e-06
Position 1034: 6.937874323566047e-06
Position 2853: 6.924533579174102e-06
Position 3372: 6.838365810564629e-06
Position 513: 6.48986535905552e-06
Position 1080: 6.1859218425893085e-06
Position 2195: 5.5685241050375225e-06
Position 22585: 5.521008430800282e-06
Position 693: 5.516507672760646e-06
Position 581: 5.477157052848307e-06
Position 19668: 5.174700833560049e-06
Position 2246: 4.756000817389153e-06
Position 907: 4.611221123372076e-06
Position 302: 4.5835368749787304e-06
Position 19717: 4.4635996097353445e-06
Position 18988: 4.25820462344295e-06
Position 19388: 4.055134405407166e-06
Position 1157: 3.906935595412625e-06
Position 2774: 3.22134679450263e-06
Position 2212: 3.078762471498311e-06
Position 559: 2.8419618482251902e-06
Position 823: 2.5579665812979097e-06
Position 19434: 2.438239370815404e-06
Position 19233: 2.3878160018612302e-06
Position 18672: 2.3591446543604383e-06
Position 520: 2.17557747288213e-06
Position 1200: 1.9954832272593907e-06
Position 16742: 1.3991482681482084e-06
Position 17387: 1.1247835534412908e-06
Position 19026: 9.287611433420749e-07
Position 12828: 4.897218555126536e-07
Position 17102: 3.7276815368751085e-07
Position 8820: 3.6353184558328854e-07
Position 14172: 1.4018946126047038e-07
Position 5040: 1.3952298523553567e-07
Position 12312: 1.3466518246211348e-07
Position 10419: 1.2574307833568086e-07
Position 7116: 1.1019924574428736e-07
Position 4615: 1.06835914774875e-07
Position 11758: 9.310947514395512e-08
Position 5506: 9.292752794098182e-08
Position 8069: 8.377982174996247e-08
Position 8954: 7.830497357249882e-08
Position 7261: 7.118760912146193e-08
Position 9312: 6.546723850108871e-08
Position 5976: 5.670568166962141e-08
Position 11962: 5.441852892888417e-08
Position 6421: 5.3821094621251113e-08
Position 11353: 3.559109802658367e-08
Position 7746: 3.511407413409442e-08
Position 9116: 3.4353663887996526e-08
Position 8848: 3.311694196912006e-08
Position 6756: 3.163380538660554e-08
Position 8746: 2.4848587843818084e-08
Position 1267: 1.989813846123055e-08
Position 6553: 1.6589889758646448e-08
Position 7020: 1.4266802501039134e-08
Position 5366: 1.2869975627975686e-08
Position 6282: 8.694913997252874e-09
Position 5164: 8.425577216815228e-09
Position 8507: 8.010541957912027e-09
Position 4882: 7.488541720916912e-09
Position 4822: 7.1261149740925045e-09
Position 5521: 7.11456848486464e-09
Position 2397: 5.812070507167211e-09
Position 1418: 4.452851172121903e-09
Position 1283: 4.422608385880239e-09
Position 2405: 4.318963340164872e-09
Position 1659: 4.189445806114967e-09
Position 3145: 3.970369418719785e-09
Position 5981: 3.836325986889303e-09
Position 4731: 3.811738229743461e-09
Position 1432: 3.4368330867761412e-09
Position 1328: 3.394245942556987e-09
Position 3086: 3.073485686514511e-09
Position 6022: 3.07331043026124e-09
Position 5248: 1.9843459692771104e-09
Position 1627: 1.6551951052595122e-09
Position 4679: 1.624284284734624e-09
Position 3053: 1.5723951311805851e-09
Position 3259: 1.0830396346172757e-09
Position 1723: 1.0699942169768328e-09
Position 1358: 8.226993091099691e-10
Position 1469: 7.004036078155537e-10
Position 1671: 6.511868396386391e-10
Position 1553: 5.924291351015785e-10
Position 2347: 5.757187857738792e-10
Position 2291: 5.218826714561722e-10
Position 1399: 4.0137553923026884e-10
Position 4327: 6.444769607906828e-11
Position 293: 2.941998494595637e-12
Position 526: 2.6397423058117846e-12
Position 904: 2.4861904285933374e-12
Position 633: 1.8612119675497638e-12
Position 540: 1.423140092003064e-12
Position 644: 6.791478083557995e-13
Position 578: 5.907376201568914e-13
Position 4264: 4.3328393756205854e-13
Position 271: 2.8404891729813507e-13
Position 1036: 2.023582343363324e-13
Position 468: 7.980631906771393e-14
Position 260: 7.526489801509351e-14
Position 660: 7.499119977684143e-14
Position 662: 5.434319890490544e-14
Position 1098: 5.039154209839693e-14
Position 655: 4.7481822733246764e-14
Position 1095: 4.708060173208144e-14
Position 239: 4.2783567919442676e-14
Position 1084: 3.589192446326126e-14
Position 848: 3.441788503884695e-14
Position 154: 3.05617018559048e-14
Position 242: 1.988442801512532e-14
Position 226: 1.5630768625340206e-14
Position 174: 2.622369018358392e-16
