Gene = H2afz
index = 531
Annotated 5SS: [ 210  724 1147 1654]
Annotated 3SS: [ 645 1032 1523 1898]
SMsplice 5SS: [ 210 1147 1654]
SMsplice 3SS: [1070 1523 1898]
top_k =  1000
Partition function (log Z): 0.05724668535657346

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9739915589667056
Position 1147: 0.9099547018460336
Position 210: 0.4854056287470925
Position 724: 0.4815640972736382
Position 200: 0.11206634882888573
Position 1474: 0.029709880010046187
Position 653: 0.01660157188398191
Position 117: 0.007592445952069061
Position 748: 0.006847210374328776
Position 1157: 0.006291536841726427
Position 1563: 0.005708706835673571
Position 215: 0.0054052041805488045
Position 1524: 0.0038103694049401527
Position 1648: 0.0015959944964826496
Position 728: 0.0014128797046596042
Position 2022: 0.0011457729501419998
Position 348: 0.0010697212893170075
Position 1412: 0.0010086898999818017
Position 154: 0.000806436552555203
Position 387: 0.0005486651516892079
Position 896: 0.0005463955496327835
Position 168: 0.0004602016936674839
Position 271: 0.0004440957448769506
Position 183: 0.00035757838558444686
Position 26: 0.00032497735325491664
Position 1435: 0.0003234800539373697
Position 1739: 0.0003190075048197599
Position 1651: 0.00029432726381897935
Position 2038: 0.00028385455671974083
Position 222: 0.00027408931885487657
Position 314: 0.0002584754920595368
Position 1165: 0.00020948582603000785
Position 130: 0.00019235586110085385
Position 1732: 0.00018839041127925501
Position 917: 0.00018099730157145912
Position 1131: 0.00017019818202682096
Position 592: 0.00016160502699021496
Position 1314: 0.00014268949257548552
Position 2018: 0.00012530306837795936
Position 459: 0.0001247587484420821
Position 327: 0.00012168777831920336
Position 70: 0.00011826944825916395
Position 1752: 0.00011057330454844713
Position 1341: 0.00011027857318254624
Position 855: 0.00010366627364747285
Position 1354: 9.215970446281735e-05
Position 2190: 9.014483594925893e-05
Position 2193: 7.316059729952527e-05
Position 2071: 6.97527696262277e-05
Position 306: 6.849211170948518e-05
Position 1218: 6.837353819967596e-05
Position 921: 6.789973840156116e-05
Position 1363: 6.140266486172175e-05
Position 1800: 5.94066833191574e-05
Position 1658: 5.2082645922838505e-05
Position 867: 5.164406296373311e-05
Position 1199: 4.449215653621376e-05
Position 1366: 4.223763648788385e-05
Position 694: 4.172905737729953e-05
Position 1570: 3.8479241326691034e-05
Position 568: 3.535770759925787e-05
Position 1453: 3.50882847793121e-05
Position 1811: 2.80601046644369e-05
Position 1110: 2.7749498776157113e-05
Position 2089: 2.6962119005792874e-05
Position 1286: 2.59484772281958e-05
Position 1003: 2.458249223035996e-05
Position 105: 2.289327673226027e-05
Position 983: 2.0673676828896253e-05
Position 2011: 1.8335957512605818e-05
Position 1713: 1.7241288731730903e-05
Position 1955: 1.7224430226655692e-05
Position 1316: 1.4926595593068412e-05
Position 44: 1.4030762067778588e-05
Position 1007: 1.1659744019028224e-05
Position 830: 1.1411840563394164e-05
Position 823: 1.091275934015131e-05
Position 1603: 8.308282128487297e-06
Position 900: 8.228593426163338e-06
Position 999: 7.580931364185372e-06
Position 764: 7.5098970958980455e-06
Position 743: 7.361460008369489e-06
Position 2322: 6.6041427413429754e-06
Position 783: 6.111446104216823e-06
Position 884: 5.960577211682645e-06
Position 828: 5.433911181528978e-06
Position 2046: 5.198972322127429e-06
Position 1871: 4.408515321443432e-06
Position 1835: 4.214975921254651e-06
Position 934: 4.120123596459455e-06
Position 1431: 4.112640691746474e-06
Position 350: 2.928825227546577e-06
Position 2197: 2.6618886356999777e-06
Position 1787: 2.357763414095516e-06
Position 804: 2.1273793333809874e-06
Position 2136: 2.0940287131491964e-06
Position 1108: 1.9303853014424834e-06
Position 504: 1.7008150367350459e-06
Position 1415: 1.4157003918173824e-06
Position 1478: 1.3450180029420725e-06
Position 806: 1.041497673261137e-06
