Gene = Tfpt
index = 1076
Annotated 5SS: [ 333 1057 5286 8822 9108]
Annotated 3SS: [ 797 5214 8751 8900 9409]
SMsplice 5SS: [ 113 1057 5286 8822]
SMsplice 3SS: [ 797 5214 8751 9409]
top_k =  1000
Partition function (log Z): -2.586724526115654

Sorted 5' Splice Sites (High to Low Probability):
Position 5286: 0.9798539181357805
Position 8822: 0.7527681380143517
Position 1057: 0.567763664139297
Position 5949: 0.4468117004037498
Position 113: 0.3988355643112121
Position 9108: 0.3102254187846255
Position 1061: 0.3078885233115235
Position 333: 0.21594640710366225
Position 9339: 0.19938301766782177
Position 201: 0.14548463308947798
Position 1813: 0.1338470118636016
Position 1758: 0.09860641238966272
Position 184: 0.08959898174546678
Position 3187: 0.08722192277648665
Position 5483: 0.08709959905903981
Position 5758: 0.06763738603358686
Position 9138: 0.06571351610138791
Position 253: 0.03989598666188758
Position 132: 0.035482630877771246
Position 9217: 0.03425583177699385
Position 8844: 0.03415786152233817
Position 6029: 0.03237297883881549
Position 1649: 0.029089388978634435
Position 5490: 0.026206202357292596
Position 7863: 0.024422629992642456
Position 7966: 0.021191954604611936
Position 890: 0.018431715943277582
Position 9069: 0.0178758995913204
Position 647: 0.01693684775201612
Position 7198: 0.01674000392705857
Position 1638: 0.01650803643687379
Position 1919: 0.014525325587291452
Position 6162: 0.013293522357298332
Position 2988: 0.013110112807361967
Position 3812: 0.01289216790042692
Position 3680: 0.012195973957990219
Position 1827: 0.012132166427003193
Position 6262: 0.011988119166880988
Position 3485: 0.010713373732049225
Position 3958: 0.008025574378300654
Position 1817: 0.006627943692187911
Position 9172: 0.006068987992867872
Position 2815: 0.005932346322396365
Position 5994: 0.004779522789050374
Position 33: 0.0043946331770610735
Position 5649: 0.004053691951254479
Position 4532: 0.0038991593628145255
Position 5762: 0.0035999118509639524
Position 475: 0.0035451465700058107
Position 1929: 0.003407913675066005
Position 104: 0.0030857762705221842
Position 2133: 0.002990664605474599
Position 413: 0.0026790767725107466
Position 4343: 0.0026749436793583365
Position 5423: 0.0024264793987919366
Position 121: 0.002163034326861072
Position 3742: 0.002147151445572304
Position 4413: 0.0021189935437043103
Position 3545: 0.0018742593908015264
Position 3710: 0.0018524283936242484
Position 5624: 0.001839584954993541
Position 179: 0.0017556325543792613
Position 1031: 0.0016011350950723472
Position 291: 0.0015268819441415736
Position 3772: 0.0014383598293661215
