Gene = Krtcap2
index = 612
Annotated 5SS: [ 550  967 1163 3175]
Annotated 3SS: [ 811 1098 3107 3604]
SMsplice 5SS: [142]
SMsplice 3SS: [3107]
top_k =  1000
Partition function (log Z): -9.763528913268571

Sorted 5' Splice Sites (High to Low Probability):
Position 3175: 0.3731115722692457
Position 628: 0.28961963332040563
Position 1163: 0.28612337659681075
Position 142: 0.2437794457389424
Position 262: 0.16874333074849834
Position 49: 0.09493354704962424
Position 550: 0.08609010153411845
Position 3008: 0.0810110628925829
Position 149: 0.06445609298371348
Position 750: 0.05348175046170318
Position 1070: 0.05288964763452339
Position 213: 0.03933924352187738
Position 200: 0.037654611053563075
Position 24: 0.03518569478196219
Position 967: 0.03227303978037444
Position 28: 0.02767368453735833
Position 204: 0.01940167025489332
Position 746: 0.014306983171926538
Position 1130: 0.014272283836852237
Position 710: 0.007937603585074842
Position 818: 0.004464416702628002
Position 1784: 0.004249701578944403
Position 40: 0.004140501763792937
Position 185: 0.003063493606232468
Position 3179: 0.0028484568854219568
Position 1820: 0.0025375830666145398
Position 543: 0.0024384152064482606
Position 226: 0.0023702518088241655
Position 3451: 0.002203766495504353
Position 1840: 0.002123561487340252
Position 1024: 0.0019421698499915868
Position 3201: 0.0017225390147896807
Position 683: 0.001625798701250567
Position 721: 0.001588247090791376
Position 1481: 0.0015588562385774206
Position 1466: 0.001489859456382451
Position 619: 0.0014705925989902454
Position 163: 0.0012074510047965358
Position 2982: 0.001202169209096794
Position 441: 0.0011848984233791926
Position 3024: 0.0009243326077065078
Position 1001: 0.0009071702543043002
Position 362: 0.0007530197707367803
Position 2440: 0.0007218519368988553
Position 2699: 0.000687439683908609
Position 909: 0.0006247902353347053
Position 182: 0.0005341468542590821
Position 952: 0.0005122617202531911
Position 602: 0.00046502230688374606
Position 639: 0.00046330660807518664
Position 474: 0.00032841078301482324
Position 590: 0.0003157236805508632
Position 223: 0.0002888520570874902
Position 3728: 0.00026903080477757023
Position 605: 0.00022622048701174106
Position 697: 0.0001829589412402503
Position 1571: 0.00016755868879559505
Position 307: 0.00012423272218040695
Position 15: 0.0001159195755549639
Position 429: 9.41819137776259e-05
Position 2104: 7.695920163909956e-05
Position 732: 6.978638086417826e-05
Position 641: 5.87217944199112e-05
Position 298: 5.7905189234404915e-05
Position 743: 4.525737345175017e-05
Position 700: 3.422326128685666e-05
Position 450: 3.1958459517227446e-05
Position 767: 2.933143039870414e-05
Position 596: 2.6304245376765708e-05
Position 91: 2.1946052009282273e-05
Position 716: 2.1359569958937323e-05
Position 456: 1.7924384497482528e-05
Position 121: 1.0206872609947879e-05
Position 685: 6.374060477619322e-06
Position 814: 1.2704216964621489e-06
Position 999: 2.809150376563455e-07
Position 3221: 2.2069728056625417e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3107: 0.6587229074318901
Position 3604: 0.30554558054203385
Position 515: 0.2216660589803613
Position 811: 0.2176594843137985
Position 2871: 0.09089166654116414
Position 879: 0.08670513968267846
Position 814: 0.07768780612106721
Position 3314: 0.054746811241492735
Position 3509: 0.0476222889676722
Position 3665: 0.0465140909438898
Position 622: 0.04167995997096456
Position 1702: 0.0381786963907396
Position 1098: 0.025421290328689325
Position 1243: 0.019677578090050322
Position 1406: 0.015012704871357621
Position 479: 0.014235256883863897
Position 2967: 0.013418542595601551
Position 1783: 0.01183718351007759
Position 407: 0.009136277557169328
Position 3758: 0.008875680512688406
Position 1411: 0.005721625617097783
Position 3797: 0.005662676064412147
Position 2514: 0.005082292028575347
Position 3348: 0.003845693783290625
Position 3780: 0.0028296837021240993
Position 670: 0.002752615981986869
Position 3560: 0.0027490059474651004
Position 2875: 0.002309624781433827
Position 1074: 0.0021975644874167085
Position 787: 0.002083795115111719
Position 3000: 0.001988093702625059
Position 2588: 0.0018543374732867858
Position 3380: 0.0018248326104196044
Position 3358: 0.0015857469555149563
Position 2567: 0.0014945426566096783
Position 2398: 0.0014785526783311748
Position 2919: 0.001452327095827875
Position 924: 0.0014335268220216925
Position 1929: 0.0013927815340249736
Position 2666: 0.0013706050124315005
Position 409: 0.0013404974106822809
Position 1045: 0.0012898501052910022
Position 3517: 0.0012489760429053413
Position 424: 0.0012275330159833423
Position 3563: 0.0012237561336183775
Position 3023: 0.0010955156709135739
Position 2456: 0.0010200508011387684
Position 654: 0.0009397637613241486
Position 3644: 0.0009344687090727399
Position 3251: 0.0009011860815926089
Position 3672: 0.0008564338024283686
Position 1451: 0.0008214660422552685
Position 987: 0.0007258292154394806
Position 2890: 0.0006792453935690454
Position 3042: 0.0006261909885458437
Position 1010: 0.0006111871288394104
Position 2216: 0.0005868687276473588
Position 3805: 0.00044771962972396987
Position 3367: 0.00036989608631366155
Position 338: 0.0003660170455738766
Position 1135: 0.00034513805352484513
Position 3189: 0.0003127554762968553
Position 992: 0.0002733448582323661
Position 1485: 0.00021131969844155423
Position 3813: 0.00021050059359205446
Position 3822: 0.00016846763523203781
Position 2353: 0.00015576069572703145
Position 127: 0.00015144352236548859
Position 633: 0.0001266124473921922
Position 370: 0.00011076939985999374
Position 2543: 0.00010778597338436049
Position 2723: 0.0001017959901363051
Position 887: 0.00010078149635026849
Position 432: 7.071602992983722e-05
Position 584: 6.976738157908606e-05
Position 1986: 6.417481307509927e-05
Position 1490: 6.205209360003207e-05
Position 434: 5.476397285618545e-05
Position 384: 5.3895367402297494e-05
Position 690: 5.228632216034342e-05
Position 1599: 4.676722011309149e-05
Position 130: 4.446073593142765e-05
Position 255: 4.304470702229432e-05
Position 1252: 4.2367458186567784e-05
Position 110: 3.856054463567791e-05
Position 247: 3.691185632807264e-05
Position 438: 3.1535703878153444e-05
Position 293: 2.7900909997101114e-05
Position 381: 2.5944236329399925e-05
Position 441: 2.122808534607328e-05
Position 271: 1.813136979661631e-05
Position 117: 1.580394397754247e-05
Position 261: 1.4467452412741978e-05
Position 141: 1.313903142519785e-05
Position 303: 1.1745557097601545e-05
Position 341: 1.0852310846845875e-05
Position 312: 9.572773490444067e-06
Position 323: 4.683081765805884e-06
Position 357: 4.073814672096391e-06
Position 446: 2.6092562251107255e-06
Position 894: 1.5770652447088008e-06
Position 316: 1.0370874516549836e-06
Position 743: 9.393543884474266e-07
Position 709: 8.676799144697755e-07
Position 320: 6.410682778479821e-07
Position 314: 5.58394797546586e-07
Position 348: 5.358243345364931e-07
Position 200: 5.04269252210578e-07
Position 590: 3.414933381875187e-07
Position 450: 3.3147826517968555e-07
Position 354: 2.2074904811939835e-07
Position 234: 1.9182879389684357e-07
Position 219: 1.706743574974698e-07
Position 208: 1.6204115413458503e-07
Position 190: 5.152070322425256e-08
Position 223: 3.97383689344162e-08
Position 212: 3.628394477817884e-08
Position 182: 2.5588862838182863e-08
Position 298: 2.2554725769777286e-08
