Gene = Ro60
index = 912
Annotated 5SS: [  148  6643 10479 11295 11636 15799 16716 17126]
Annotated 3SS: [ 6041 10257 11147 11497 15681 16601 16978 19173]
SMsplice 5SS: [  148 11295 11636 15799 16716 17126]
SMsplice 3SS: [11147 11497 15681 16601 16978 19173]
top_k =  1000
Partition function (log Z): -1.1240840679465132

Sorted 5' Splice Sites (High to Low Probability):
Position 11636: 0.9894369812350637
Position 16716: 0.8921296380306876
Position 11295: 0.8803172647061319
Position 148: 0.7344412940283066
Position 17126: 0.7115279313757432
Position 15799: 0.6748892637320006
Position 10479: 0.4965977000269163
Position 23024: 0.46045137819459864
Position 6643: 0.4602195264418776
Position 19294: 0.4121443006719078
Position 10662: 0.3751224957772509
Position 154: 0.2457848640441361
Position 7081: 0.23695378563424332
Position 11805: 0.19422171241033281
Position 21787: 0.17085880191152383
Position 13645: 0.1270759893776392
Position 400: 0.1202965477192195
Position 19505: 0.11210255867093386
Position 17090: 0.08901602196677762
Position 19791: 0.07541280043850589
Position 8978: 0.06712217137267244
Position 4594: 0.060476817681212595
Position 16840: 0.0431131289186358
Position 10433: 0.042969227720494725
Position 11316: 0.04056226447160184
Position 22828: 0.03910380492205279
Position 2725: 0.034379534910074845
Position 16525: 0.03219461563218166
Position 3877: 0.03104470223561821
Position 14671: 0.029139618670450552
Position 17723: 0.028732137885533568
Position 11301: 0.028229175168781498
Position 24923: 0.027011658358265387
Position 17282: 0.02421239870911334
Position 19066: 0.02415769099867359
Position 16695: 0.023068085492383043
Position 4556: 0.02131923877800949
Position 6190: 0.01900296965168693
Position 15755: 0.018603862268163737
Position 96: 0.01765199457499891
Position 13555: 0.017501873656238814
Position 5121: 0.017159838207312483
Position 13894: 0.015456552897414948
Position 18344: 0.01390379523309454
Position 1152: 0.01231835394682193
Position 10727: 0.011268991752528788
Position 18067: 0.00909569840958626
Position 12377: 0.009049356032192467
Position 3190: 0.008512921842500765
Position 15724: 0.0075451200399336196
Position 16535: 0.00636256451157598
Position 12182: 0.006036016747722115
Position 6197: 0.005575669092433908
Position 15984: 0.00534350986301934
Position 20096: 0.005165433126214151
Position 11247: 0.004680841783573416
Position 6781: 0.004531471225842182
Position 365: 0.004506226786787625
Position 4691: 0.004071088984587828
Position 13507: 0.0038768099949067786
Position 16845: 0.0035445145412361916
Position 16901: 0.0034754244050216867
Position 15773: 0.0033564964633335794
Position 15845: 0.0033554962453303354
Position 13467: 0.00308005607848147
Position 6141: 0.002857453388318469
Position 18655: 0.002540905667388965
Position 7642: 0.0024973471303194237
Position 19266: 0.0024487692670173834
Position 21766: 0.002237104599493736
Position 17396: 0.002183549444833087
Position 8992: 0.002065685264943229
Position 9056: 0.0020465176025197254
Position 16013: 0.0019146659348408842
Position 10380: 0.0018691614598567287
Position 15223: 0.001855758386373746
Position 19333: 0.001590558900349403
Position 10358: 0.0015733874411180395
Position 13794: 0.0014548389477648245
Position 236: 0.0013515924675208033
Position 15792: 0.0012884347591481777
Position 17220: 0.0011525654883644283
Position 15206: 0.0011097216693590484
Position 12459: 0.0010476148650828644
Position 15842: 0.0009502586957226812
Position 16140: 0.0009441153551828734
Position 13553: 0.0009381182457916042
Position 12522: 0.0008917729116758285
Position 11148: 0.0008069600865441189
Position 13847: 0.0007922810144844201
Position 13573: 0.0006699789749850193
Position 13876: 0.0006373446480768742
Position 12625: 0.0006068385983117229
Position 509: 0.000545615373648412
Position 11785: 0.0005318939187627156
Position 3600: 0.0005270658994697889
Position 13476: 0.0005242444586088756
Position 934: 0.0005097552481575072
Position 15760: 0.000477403712991764
Position 17116: 0.0004738261332924352
Position 2076: 0.00045102734730301925
Position 12796: 0.00044028432969345823
Position 976: 0.0003883120356215897
Position 12824: 0.0003833748746120628
Position 2746: 0.0003815941745549955
Position 16668: 0.000340639560960391
Position 16632: 0.00030379557231808213
Position 16661: 0.0003023648617037868
Position 1131: 0.0002934328294468787
Position 11836: 0.00024657236931744893
Position 17054: 0.00021551058917753017
Position 12404: 0.00021344097018084117
Position 13394: 0.00020910189286405385
Position 17179: 0.0001836198133970203
Position 12897: 0.0001530452399251207
Position 17248: 0.00015138005341293302
Position 114: 0.00012264046242369968
Position 4700: 0.00012240911544549206
Position 127: 0.00011209982678049018
Position 612: 9.271992579360723e-05
Position 12157: 8.91249894358238e-05
Position 4686: 8.721074831175872e-05
Position 9929: 6.525937877705266e-05
Position 1621: 5.7898012154650164e-05
Position 13310: 5.787327707980423e-05
Position 3595: 4.938026171432014e-05
Position 858: 4.831790780065058e-05
Position 6527: 4.440966110297816e-05
Position 16656: 4.429215810249775e-05
Position 971: 4.1621865317278945e-05
Position 17672: 3.551722364095367e-05
Position 3956: 3.453350687195805e-05
Position 794: 3.347888741506975e-05
Position 5308: 2.9912402564082266e-05
Position 2918: 2.9597268329406947e-05
Position 5296: 2.1867653837825545e-05
Position 2383: 1.9847294789147223e-05
Position 3157: 1.7688457318918876e-05
Position 158: 1.3262809590977961e-05
