Gene = Znhit1
index = 1204
Annotated 5SS: [ 422 1107 2354 4365 4715]
Annotated 3SS: [ 976 2182 4284 4544 4814]
SMsplice 5SS: [ 422 2354 4365 4715]
SMsplice 3SS: [2182 4284 4544 4814]
top_k =  1000
Partition function (log Z): 5.927012008097352

Sorted 5' Splice Sites (High to Low Probability):
Position 4365: 0.9933022741965944
Position 4715: 0.9715372717474193
Position 2354: 0.9655886873337679
Position 422: 0.5958222377097235
Position 304: 0.31140531976786234
Position 3911: 0.2638267230308446
Position 1107: 0.1326181217289355
Position 4059: 0.111497752237256
Position 3929: 0.08464532010659019
Position 1810: 0.07517056097652844
Position 3951: 0.06689491597928814
Position 707: 0.02898206385694809
Position 3496: 0.024857553510866128
Position 353: 0.023427877293197556
Position 266: 0.011804407949058572
Position 4117: 0.011402109973414091
Position 346: 0.009826604909744198
Position 3609: 0.009481515767046061
Position 1128: 0.009082140664584135
Position 4673: 0.007881770422052823
Position 3290: 0.007271160024884888
Position 4173: 0.006955601462835282
Position 206: 0.006606496218132769
Position 426: 0.006007183089882803
Position 181: 0.0059766792803540155
Position 4387: 0.005817589092352482
Position 1462: 0.005403438155248334
Position 3855: 0.005340814017660132
Position 900: 0.005168496234773769
Position 3955: 0.004780406130469979
Position 2059: 0.004771475353210726
Position 1626: 0.0041289671023810575
Position 635: 0.004062450823031459
Position 1311: 0.0040531738516993146
Position 3628: 0.0033261125369384277
Position 4121: 0.002703975582642407
Position 1124: 0.0026077063499913133
Position 440: 0.0024024328834489485
Position 142: 0.0023815490296537345
Position 2782: 0.0022557555428815955
Position 2160: 0.002185550800941774
Position 329: 0.002054799947041963
Position 620: 0.0018014978714927978
Position 4185: 0.0017587399126742418
Position 2596: 0.001752891329283538
Position 3727: 0.0013462686522529702
Position 11: 0.0013103424514072036
Position 4535: 0.0012497021848573181
Position 3235: 0.0012426382253588459
Position 1453: 0.001183403150178677
Position 4015: 0.0011783812741230457
Position 1549: 0.0007833721508516276
Position 4656: 0.0006635725634856468
Position 1864: 0.0006571352343243575
Position 357: 0.0006454630447779883
Position 2616: 0.0006306732836715045
Position 3940: 0.0006187376712280381
Position 4683: 0.000610477720285201
Position 3411: 0.0005855469755096529
Position 4696: 0.0005841298943529455
Position 1816: 0.0004909963519467689
Position 463: 0.000486791723126001
Position 1820: 0.00046024088974040104
Position 3308: 0.0004328899938682816
Position 350: 0.0004214916978210786
Position 363: 0.00037801273053814034
Position 3426: 0.00032638969626130686
Position 2365: 0.00031948621913670456
Position 4626: 0.00028382000330222644
Position 3920: 0.0002678889671274311
Position 308: 0.0002483287486695277
Position 2411: 0.0002353899086299526
Position 370: 0.00022847424324704154
Position 915: 0.0002180598877067305
