Gene = Clpx
index = 272
Annotated 5SS: [  306  5805  7706 14363 16052 17880 22561 23234 24492 26724 28584 30040
 32629]
Annotated 3SS: [ 5640  7587 14207 15891 17837 22383 23068 24402 26558 28283 29946 32521
 35553]
SMsplice 5SS: [  306  5805 14142 14363 22561 23234 24492 26724 30040 32629]
SMsplice 3SS: [ 5640 14068 14207 22383 23068 24402 26558 29946 32521 35553]
top_k =  1000
Partition function (log Z): -18.641048228430076

Sorted 5' Splice Sites (High to Low Probability):
Position 306: 0.9564405503820501
Position 5805: 0.8016649802563699
Position 14142: 0.6515021270698722
Position 14363: 0.5256048094132459
Position 16052: 0.2439337688044561
Position 7706: 0.2260419700914103
Position 10392: 0.20380081734525302
Position 4453: 0.13102327288621782
Position 1203: 0.08118389123539542
Position 1008: 0.05294111831360155
Position 42: 0.05061590277351489
Position 4479: 0.02191430014142981
Position 3880: 0.02042394440591252
Position 15029: 0.020035696383358528
Position 3872: 0.01673751703665775
Position 4449: 0.016359161638393023
Position 3659: 0.016027933409751432
Position 3117: 0.01246164819560944
Position 2283: 0.011833509281579642
Position 3518: 0.011585712765610589
Position 9476: 0.01111818279672964
Position 3893: 0.010668816015054709
Position 450: 0.00902253412127618
Position 2041: 0.007968798945067898
Position 785: 0.0076613318112524805
Position 2969: 0.006419147035672723
Position 2575: 0.006211934800321293
Position 1244: 0.0054756437910894505
Position 468: 0.0054034806326625625
Position 1947: 0.0049255953745360155
Position 693: 0.00407366703900005
Position 8952: 0.004028491950523872
Position 5093: 0.0036319773388343926
Position 1730: 0.003170650807270713
Position 4457: 0.003107402441245446
Position 5325: 0.0030246262612316187
Position 14847: 0.0029109819265561807
Position 3403: 0.0026837335552156584
Position 1338: 0.0019279589740048232
Position 6889: 0.001563584592559488
Position 2803: 0.0012810283229641184
Position 5641: 0.0011946860854519508
Position 3098: 0.0011014300645460023
Position 5535: 0.0010426721887084236
Position 8387: 0.0009212293202398731
Position 8129: 0.0008153975361308534
Position 3848: 0.0008036809459369536
Position 3758: 0.0007937717900043694
Position 4352: 0.0007700028410028812
Position 1209: 0.0006905619377454997
Position 10493: 0.0005217772697397726
Position 1018: 0.0004997270544426315
Position 541: 0.00047621611448747235
Position 5039: 0.00045144449240983633
Position 3461: 0.0004089878438478637
Position 7610: 0.00035975402089851794
Position 91: 0.00035402867290821693
Position 7928: 0.00034721889604571413
Position 171: 0.0003318286636831827
Position 2350: 0.000289751268521434
Position 5243: 0.0002713325916578347
Position 3733: 0.0002695864469253909
Position 1265: 0.0002675197421563523
Position 2746: 0.0002514627559989616
Position 1708: 0.00023510760316287912
Position 314: 0.00023260358437690338
Position 3542: 0.00021183659285742588
Position 2696: 0.00020500375952543158
Position 7673: 0.00020429679107080088
Position 990: 0.00018079259281717346
Position 7643: 0.00016410063635215522
Position 3722: 0.0001563363126163608
Position 3047: 0.00014717706356900102
Position 5: 0.00014122219544714974
Position 2278: 0.00014094683102838646
Position 2405: 0.00012787471200403433
Position 564: 7.155552404576993e-05
Position 56: 6.24802435202649e-05
Position 328: 4.566947523990662e-05
Position 737: 3.615946523002486e-05
Position 141: 3.187206143091583e-05
Position 763: 1.4061248690203538e-05
