Gene = Akt1s1
index = 108
Annotated 5SS: [ 125 3736 4634 4885]
Annotated 3SS: [3346 4555 4714 5367]
SMsplice 5SS: [ 125  783 3736 4634 4885]
SMsplice 3SS: [ 385 3346 4555 4753 5973]
top_k =  1000
Partition function (log Z): 4.172647618649981

Sorted 5' Splice Sites (High to Low Probability):
Position 4634: 0.9835948213712523
Position 4885: 0.9736020963082447
Position 783: 0.8921984404934779
Position 3736: 0.8693287901627189
Position 125: 0.8172169483607001
Position 466: 0.4367305863340748
Position 3016: 0.15199748649046665
Position 507: 0.14068629066880628
Position 137: 0.1296159031873606
Position 1948: 0.09956294304654927
Position 5171: 0.08227008562373371
Position 3438: 0.07152746043924094
Position 1382: 0.03438475847427038
Position 5596: 0.03226163439766194
Position 5264: 0.031014318358656714
Position 2670: 0.0270265423958754
Position 1735: 0.02468318494591528
Position 1073: 0.023782152585111408
Position 1502: 0.02167346094007484
Position 3721: 0.01592210109688022
Position 5284: 0.014462291744667581
Position 1077: 0.012107501807777013
Position 3214: 0.011728855044402622
Position 4371: 0.011558364856467494
Position 1211: 0.01099191478189402
Position 2744: 0.010759160392978095
Position 4324: 0.00921460024625505
Position 2838: 0.008725241205460987
Position 4678: 0.008487202373492387
Position 2123: 0.008321797881256516
Position 4332: 0.007573072075995608
Position 6085: 0.007175064101503013
Position 6056: 0.006892613808549753
Position 183: 0.006161184697550936
Position 3947: 0.005652250370043141
Position 5780: 0.0055977268906282586
Position 175: 0.004764836373353633
Position 2430: 0.004596995066482982
Position 2003: 0.003973324202933178
Position 2727: 0.0037181701106553397
Position 2940: 0.002936431739461502
Position 1376: 0.0027655686378486636
Position 801: 0.0024843605222269797
Position 1032: 0.002230822465325909
Position 1885: 0.002138568471524309
Position 2606: 0.001985273832225998
Position 2911: 0.001950852403396278
Position 524: 0.0018637906040226584
Position 4458: 0.0017867586787564248
Position 1331: 0.0013282729688447947
Position 5443: 0.0012507825706044068
Position 1601: 0.0010951420768037146
Position 3976: 0.000973829132429898
Position 1239: 0.0008922376202737343
Position 5352: 0.0007928682352511465
Position 483: 0.0007144548997195521
Position 93: 0.0006849047639205242
Position 2434: 0.0006224678038904304
Position 1906: 0.0004899320941504705
Position 505: 0.0004572034184479869
Position 530: 0.00045223130742301927
Position 533: 0.0004259131065591483
Position 450: 0.00041366205182089574
Position 5732: 0.0004031588055702654
Position 5763: 0.00039837954303677085
Position 5799: 0.0003870218266001681
Position 553: 0.00033942244962257163
Position 1285: 0.0003273923905852461
Position 5246: 0.00032041746918650126
Position 5072: 0.00031643657444732707
Position 2871: 0.00030003546936029253
Position 5797: 0.000296147430897871
Position 2812: 0.0002892475380222814
Position 5863: 0.00027581938562723274
Position 1053: 0.00026951858224283007
Position 1001: 0.0002374344280006793
Position 562: 0.00021735966909764212
Position 572: 0.000203991202541459
Position 1190: 0.00020143147511791497
Position 1208: 0.00016844787969238898
Position 1640: 0.0001586483055291001
Position 636: 0.00015719873182675335
Position 4647: 0.00014405272222898607
Position 1257: 0.00014338319314140637
Position 464: 0.00013366519653446474
Position 585: 0.00011738719578651977
Position 1246: 0.00010974203706793408
Position 1241: 0.00010062677284642575
Position 2392: 8.787658641416352e-05
Position 2410: 7.566394607440256e-05
Position 3589: 7.310969913611063e-05
Position 4069: 6.349554413836223e-05
Position 312: 5.743956273207154e-05
Position 5742: 5.2938312382711644e-05
Position 4906: 4.942887286934591e-05
Position 600: 4.7019301559685295e-05
Position 187: 4.664518284272716e-05
Position 412: 4.439722103814623e-05
Position 1426: 4.028078656636664e-05
Position 1229: 3.8622682410471945e-05
Position 48: 3.484767082758972e-05
Position 798: 3.2292947643321455e-05
Position 367: 3.1000114129443555e-05
Position 4794: 2.971657064728252e-05
Position 822: 2.7011921261814098e-05
Position 4611: 1.976187623832024e-05
Position 1066: 1.622473521018453e-05
Position 4931: 1.4082775734667024e-05
Position 838: 1.19805505792622e-05
Position 811: 1.06337403654452e-05
Position 4815: 1.0011513582894176e-05
Position 4745: 9.499970661875284e-06
Position 5278: 8.854507721517966e-06
Position 1055: 8.833376725014289e-06
Position 222: 8.07861667659443e-06
Position 1041: 7.231515236556167e-06
Position 876: 5.269137136168186e-06
Position 430: 4.892811889426494e-06
Position 1057: 4.874304106181115e-06
Position 4863: 4.745589278900136e-06
Position 310: 4.511770683263789e-06
Position 228: 4.281844189233199e-06
Position 4908: 4.164602235989962e-06
Position 37: 3.934044257386051e-06
Position 4934: 3.099213130911491e-06
Position 346: 2.9861908635651585e-06
Position 979: 2.2321114921582367e-06
Position 787: 1.3285710940436337e-06
Position 4819: 7.806368518782372e-07
Position 5096: 7.701294569806696e-07
Position 369: 7.497535663965365e-07
Position 353: 6.950410851044825e-07
Position 5307: 6.834009071463894e-07
Position 351: 6.290039516869526e-07
Position 977: 3.5320964641095176e-07
Position 1106: 3.095427337903876e-07
Position 5610: 2.9025306439681783e-07
Position 6: 1.6279331843007636e-07
Position 891: 8.036589487074613e-08
Position 958: 4.959600196248926e-08
Position 4969: 2.795554952821702e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4555: 0.930173849230389
Position 385: 0.7177220163121414
Position 3346: 0.6957308893372299
Position 4753: 0.43652553813672085
Position 5973: 0.33128989331491276
Position 654: 0.24108630317334034
Position 701: 0.1958374051329139
Position 5058: 0.13742866769944315
Position 3628: 0.13325435271092773
Position 4764: 0.12716636663230077
Position 4714: 0.1261580570700491
Position 5691: 0.1222513209027958
Position 5649: 0.1197860055440836
Position 662: 0.11483110214969099
Position 2797: 0.10233573883500147
Position 5672: 0.09844110288888736
Position 3600: 0.08965816654722267
Position 1795: 0.08354058449867789
Position 4777: 0.08233196266199141
Position 4794: 0.07320090158116266
Position 5367: 0.07188780057889106
Position 5932: 0.07034315095006699
Position 4825: 0.06796849060012741
Position 724: 0.061260771078747035
Position 4791: 0.05906752781611411
Position 1149: 0.052851546449319525
Position 4537: 0.043191492699384985
Position 5240: 0.04195140789385911
Position 2923: 0.03307288654701312
Position 553: 0.031815069428372464
Position 4969: 0.03151689039173018
Position 5243: 0.027711814864838445
Position 2803: 0.027659720254563244
Position 5164: 0.02214908763347498
Position 636: 0.021599256830491118
Position 890: 0.02149030479050589
Position 1633: 0.021323425537851617
Position 4212: 0.017327106647028877
Position 3608: 0.017321111696041263
Position 1802: 0.015186276103673062
Position 5386: 0.0138605025194576
Position 6055: 0.013556639370937927
Position 6191: 0.011263451007516682
Position 2465: 0.010638557633778948
Position 4461: 0.010309675247114968
Position 629: 0.010070280812824049
Position 556: 0.010064144219312713
Position 5197: 0.009490441219718076
Position 2485: 0.00899281803277385
Position 3113: 0.008974126991312363
Position 721: 0.008392330160300446
Position 741: 0.008238982417748055
Position 5127: 0.00793720287471541
Position 3453: 0.007365991493263841
Position 3645: 0.007279211467725876
Position 2669: 0.007051592017792512
Position 4400: 0.0069099020728660724
Position 2330: 0.00680925770306563
Position 1401: 0.00661946149037981
Position 5298: 0.006406705353171213
Position 2614: 0.0061784089264991845
Position 5291: 0.006167737868448942
Position 977: 0.005697559389348646
Position 1214: 0.005220952683497484
Position 3554: 0.005024611729594731
Position 4194: 0.004939381203164348
Position 1341: 0.004470671459282192
Position 6020: 0.004409500349866028
Position 1356: 0.004161887165132531
Position 3831: 0.004130194246223363
Position 6121: 0.004106822401813026
Position 5858: 0.004093734507334817
Position 1639: 0.003776053195693946
Position 938: 0.0036386910051498696
Position 2594: 0.0036018204979264
Position 2599: 0.00345061193680092
Position 5480: 0.003415986429940588
Position 4590: 0.003175246929265066
Position 982: 0.0029393154396358664
Position 1706: 0.0028904385287983627
Position 895: 0.0028849322140964777
Position 562: 0.002678417469929999
Position 427: 0.0026394772166780872
Position 4284: 0.0026031973754260013
Position 4734: 0.002545599807729893
Position 1956: 0.0022973690778882484
Position 1454: 0.0022734972753351277
Position 695: 0.0022714333783142157
Position 5490: 0.001948248848675023
Position 3892: 0.0019209170230403596
Position 5990: 0.0018357295107421377
Position 2001: 0.0017408418062601582
Position 5170: 0.001701746434666911
Position 4839: 0.001558315580743774
Position 305: 0.0014746639311735768
Position 2871: 0.001458775320779755
Position 5352: 0.0014186026878474267
Position 3057: 0.001392006341935054
Position 4287: 0.0013836590811578777
Position 2298: 0.0013557864443388323
Position 4721: 0.0013406451100072207
Position 4984: 0.0012453371652989256
Position 530: 0.0012083411478985263
Position 2356: 0.001148033059576272
Position 5427: 0.001072920813647228
Position 1763: 0.0010689560237093115
Position 903: 0.001025946357655546
Position 692: 0.0009654934544563338
Position 4198: 0.0009433851982398882
Position 4173: 0.0008952479747878098
Position 668: 0.0008837930007759738
Position 5433: 0.0008688551066452015
Position 2013: 0.0008612473105473822
Position 5939: 0.0008581325230817145
Position 2889: 0.0008543452770623101
Position 2552: 0.0008454769128164029
Position 318: 0.0008439541565509615
Position 4323: 0.0008380265738067232
Position 2101: 0.0008359720674182257
Position 1551: 0.0008245615024585663
Position 5012: 0.000795872022694841
Position 940: 0.0007770429438670556
Position 1986: 0.000775830831374441
Position 424: 0.0007000844717882528
Position 3416: 0.0006704859152628802
Position 5015: 0.0006505202378967738
Position 3793: 0.0006368967852201709
Position 204: 0.0006362603676050946
Position 1811: 0.0005991662242558402
Position 4845: 0.0005866975526190444
Position 4487: 0.0005611651083672273
Position 1768: 0.0005589014246147295
Position 5138: 0.0005489497447324144
Position 4988: 0.0004990717315478175
Position 3290: 0.0004981705996636855
Position 5761: 0.0004929294788857637
Position 5442: 0.0004760512178001965
Position 678: 0.0004247485106412695
Position 5559: 0.00039645756117721566
Position 5904: 0.00039606621673129316
Position 4303: 0.0003765614905148605
Position 5626: 0.00033268377970233434
Position 6084: 0.00033007961318338975
Position 2768: 0.0003046127046558271
Position 5698: 0.0002974090140141688
Position 5595: 0.0002792384168047513
Position 3163: 0.00024056593880780045
Position 5072: 0.00023737729876223597
Position 1584: 0.00022631584962722452
Position 4727: 0.00021687608662135014
Position 1819: 0.0002148652064963884
Position 1414: 0.00020893200783203908
Position 351: 0.00020269572765508495
Position 1343: 0.0001949559792122777
Position 4803: 0.00017402275749539364
Position 5658: 0.00017089225664399557
Position 4575: 0.0001682246695369632
Position 363: 0.00016750921021401903
Position 5303: 0.00015735690098322752
Position 367: 0.00015221192437948607
Position 1571: 0.00015002142616869825
Position 2392: 0.00014684672196116553
Position 4441: 0.00012705196776632532
Position 483: 0.00012411713392529835
Position 2931: 0.00012287092874410375
Position 4338: 0.00011628146713617911
Position 1154: 0.00011523002408843338
Position 1317: 0.00011432167145493028
Position 6175: 0.00011320952742602528
Position 2647: 0.00011007656076970156
Position 4149: 0.00010947022371449003
Position 2108: 0.00010897445533386152
Position 4494: 9.345469420425116e-05
Position 1775: 9.19457201497092e-05
Position 1366: 9.129888996419182e-05
Position 5726: 8.581986708136336e-05
Position 4518: 8.558232608909352e-05
Position 1952: 8.354322663035475e-05
Position 470: 7.068716032722839e-05
Position 222: 6.583485558917708e-05
Position 3372: 6.435046822109668e-05
Position 5730: 6.407716855305102e-05
Position 5822: 5.9511616262009854e-05
Position 395: 5.891716574732575e-05
