Gene = Gar1
index = 421
Annotated 5SS: [ 279  802 2060 2492 4573 5849]
Annotated 3SS: [ 542 1904 2431 4421 5779 6186]
SMsplice 5SS: [ 279 2077 4573]
SMsplice 3SS: [1904 4421 5779]
top_k =  1000
Partition function (log Z): -3.124539543802536

Sorted 5' Splice Sites (High to Low Probability):
Position 4573: 0.931100698359766
Position 279: 0.6208885259763395
Position 2077: 0.6046061112179604
Position 5849: 0.5244421113344343
Position 106: 0.4137324075027244
Position 802: 0.39865441499781146
Position 3251: 0.28322225243523313
Position 4933: 0.255801646059843
Position 1973: 0.08719335701724164
Position 2492: 0.04915909188545215
Position 2060: 0.0490021789771772
Position 1637: 0.044240157919362526
Position 3669: 0.04132096707688027
Position 5127: 0.0343671616385539
Position 5367: 0.03371703752955181
Position 4957: 0.03274058009047481
Position 1625: 0.02581089553320821
Position 1607: 0.019673240970164242
Position 41: 0.017869741189499633
Position 4257: 0.015700845122808352
Position 305: 0.011068967572596079
Position 957: 0.009494378319926285
Position 5577: 0.0071440763288740956
Position 3623: 0.005703316736278989
Position 132: 0.005378346558860352
Position 1352: 0.00513355569317592
Position 1677: 0.0040719870275800155
Position 180: 0.0037493524109365062
Position 1370: 0.0035028186714804975
Position 6077: 0.0027229995141360964
Position 211: 0.0026226053638109138
Position 4570: 0.002596855900669375
Position 4583: 0.002200213634838101
Position 2018: 0.002198257628114935
Position 3499: 0.0020617862100385993
Position 5661: 0.0020388072867423396
Position 4558: 0.0019378271717035171
Position 1339: 0.0017193428113867434
Position 1861: 0.0016422804494776407
Position 5460: 0.001530498928246992
Position 4918: 0.0013788949672824712
Position 6013: 0.0013582034283097638
Position 574: 0.0013351605186109007
Position 4897: 0.0007053954948554376
Position 5834: 0.000674621926017574
Position 1753: 0.0006441803687996116
Position 5087: 0.000606248530385615
Position 4480: 0.0004992455256946475
Position 1046: 0.00039858969279282195
Position 5887: 0.0003562478671248791
Position 5807: 0.0003491931848980483
Position 1485: 0.00034640450482220945
Position 5437: 0.000291518972458045
Position 87: 0.00027800121240714265
Position 6124: 0.00025722514929882464
Position 4525: 0.00023521016238480435
Position 2027: 0.0002333418668698933
Position 6082: 0.0001965136398633087
Position 1479: 0.0001858992149062003
Position 1468: 0.00014901775945591185
Position 1378: 0.00014035959725168087
Position 228: 0.00011229011319035532
Position 1994: 0.00010946494912353779
Position 1590: 0.00010335991889959751
Position 673: 0.00010129134393322488
Position 851: 9.961484076620991e-05
Position 864: 9.735239878071646e-05
Position 793: 8.696355551329586e-05
Position 283: 6.710467665360515e-05
Position 1426: 5.941319170397689e-05
Position 199: 5.929146961534322e-05
Position 1572: 5.7766936898601414e-05
Position 509: 5.44040392037041e-05
Position 271: 4.9948930863758495e-05
Position 1003: 4.955145400062557e-05
Position 127: 4.0696049226473156e-05
Position 748: 3.922101992347645e-05
Position 706: 3.499321191970438e-05
Position 21: 3.333847912350031e-05
Position 1358: 3.2602011888153125e-05
Position 595: 3.048632428678453e-05
Position 3468: 2.868945388703202e-05
Position 798: 2.8577310108775353e-05
Position 3428: 2.697592016300023e-05
Position 5855: 2.3341682459178005e-05
Position 6301: 1.9180751188138313e-05
Position 419: 1.7618244521176825e-05
Position 57: 1.5534141711096065e-05
Position 3486: 1.3594989758569601e-05
Position 3404: 1.1716545613819166e-05
Position 2305: 1.0752963511361089e-05
Position 332: 1.0719060831486138e-05
Position 366: 1.0497297334681237e-05
Position 462: 1.0325928135756603e-05
Position 92: 9.924287467904693e-06
Position 32: 9.878066384788453e-06
Position 352: 8.422714328663429e-06
Position 450: 7.72831180112131e-06
Position 135: 5.597631416518611e-06
Position 1398: 5.473782230769301e-06
Position 417: 4.685537280811764e-06
Position 94: 4.088440089529328e-06
Position 427: 3.3135421982237053e-06
Position 440: 3.2368975895141383e-06
Position 75: 3.1423040761988528e-06
Position 1947: 2.766565632520487e-06
Position 1322: 2.303304608509606e-06
