Gene = Igflr1
index = 564
Annotated 5SS: [  40  955 1510 2074]
Annotated 3SS: [ 736 1321 1715 2153]
SMsplice 5SS: [40]
SMsplice 3SS: [1321]
top_k =  1000
Partition function (log Z): -5.929345355021348

Sorted 5' Splice Sites (High to Low Probability):
Position 40: 0.7402572065646731
Position 1190: 0.42884105049756105
Position 955: 0.309430029389706
Position 2008: 0.24335520042996875
Position 571: 0.19426392717409358
Position 1526: 0.1792626294193871
Position 2019: 0.17285881968228778
Position 1510: 0.15276701741335286
Position 1401: 0.06262996671550766
Position 179: 0.059949089615294306
Position 2074: 0.05543595741968259
Position 1834: 0.041333548917729834
Position 1484: 0.037660387735224225
Position 192: 0.035344775654645076
Position 1558: 0.02580225397344121
Position 173: 0.02141719697643094
Position 297: 0.0174018305496654
Position 206: 0.017054883551844
Position 1765: 0.01141263566893094
Position 1076: 0.010648346463879299
Position 908: 0.00801317073692107
Position 1818: 0.006108211784647349
Position 196: 0.004970901406121984
Position 1787: 0.003496188469114652
Position 165: 0.0021116470012070643
Position 641: 0.0021094378320921964
Position 970: 0.0019653587679778384
Position 575: 0.0019589666085904804
Position 2271: 0.001715267658336776
Position 106: 0.001430621710179528
Position 1206: 0.001237561282741028
Position 1017: 0.0011925350066586996
Position 2029: 0.0008947939879296816
Position 1471: 0.0007376951404127184
Position 1430: 0.0007195348318806657
Position 89: 0.0006438621056542501
Position 363: 0.0005541247086717875
Position 522: 0.0005466652859031276
Position 1242: 0.0005211166047445685
Position 1884: 0.0004965072135536047
Position 1569: 0.0004899405885047766
Position 668: 0.00045423582556961825
Position 472: 0.0004429530012119723
Position 744: 0.0003749851713739895
Position 887: 0.00034321550354846314
Position 1222: 0.0003076949906111924
Position 580: 0.0003059385830859613
Position 1389: 0.0002555323603711713
Position 65: 0.0002305077022973006
Position 30: 0.00018169611444746078
Position 1052: 0.00017910749977403343
Position 1369: 0.00016683920896475482
Position 2078: 0.00013584868191435147
Position 460: 0.00012815808695075092
Position 595: 0.00011892918995995961
Position 150: 9.722754454677605e-05
Position 1502: 9.610313425724823e-05
Position 394: 8.978912349251944e-05
Position 24: 8.344774534660601e-05
Position 728: 7.628161208907774e-05
Position 1056: 7.155273815213713e-05
Position 677: 4.5373904387336844e-05
Position 1532: 4.3215757118288954e-05
Position 962: 4.1064282165302854e-05
Position 949: 2.501174389415158e-05
Position 1035: 1.8704714046984696e-05
Position 442: 1.767827415223623e-05
Position 426: 1.0764426234045262e-05
Position 984: 1.0509915118729625e-05
Position 185: 9.7726472533479e-06
Position 1439: 6.948058325997854e-06
Position 1593: 6.929636590952194e-06
Position 1100: 6.03757071314644e-06
Position 281: 5.617810104251183e-06
Position 417: 5.398648628144077e-06
Position 754: 4.871435724365176e-06
Position 531: 4.680438851620869e-06
Position 986: 3.826645145479025e-06
Position 681: 3.793257120505171e-06
Position 874: 3.398688773096285e-06
Position 1009: 2.727806541713415e-06
Position 972: 2.6675953300358463e-06
Position 44: 2.3813944731177163e-06
Position 302: 1.5248815692481628e-06
Position 816: 1.4003163584927553e-06
Position 440: 1.0616625481734192e-06
Position 1391: 1.0407436256439145e-06
Position 112: 9.500667287160955e-07
Position 305: 8.323021111555348e-07
Position 316: 3.7893568320579776e-07
Position 822: 3.036403793994006e-07
Position 374: 2.654404274478219e-07
Position 339: 7.822597098939596e-08
Position 307: 4.9392145551238044e-08
Position 383: 4.8425913188359595e-08
Position 325: 2.7533835057115346e-08
Position 116: 2.3270169984739352e-08
Position 355: 1.665021484955479e-08
Position 320: 9.650453216952214e-11
Position 369: 1.1938329485631682e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1321: 0.7432586215794019
Position 2153: 0.5396643869373561
Position 1099: 0.3041132949878899
Position 1928: 0.24486283842756734
Position 1957: 0.21707631486115322
Position 816: 0.16218825805098863
Position 1715: 0.12340785959175836
Position 736: 0.074705295247556
Position 777: 0.04098297654640982
Position 1071: 0.03955851038804711
Position 337: 0.03925116326233337
Position 377: 0.036598704701498244
Position 1075: 0.03618748237679276
Position 393: 0.03255496437313249
Position 1905: 0.031100703576742106
Position 334: 0.01960805321248308
Position 1758: 0.01650246840616766
Position 2176: 0.01222855324786797
Position 122: 0.011559526815125107
Position 2200: 0.0113485911237149
Position 1733: 0.010154491977537875
Position 1718: 0.009542620085243248
Position 1035: 0.009241735527160061
Position 799: 0.009053347558076354
Position 1866: 0.008540644293426198
Position 1930: 0.008495298775328132
Position 475: 0.006130666676409254
Position 550: 0.005981714858656511
Position 828: 0.00434826033875574
Position 868: 0.0040471592507531915
Position 296: 0.003986906972270768
Position 1055: 0.0035536508852440714
Position 1038: 0.0034823499063462242
Position 1114: 0.0032082306277860847
Position 916: 0.003116162826897592
Position 861: 0.002571108343648323
Position 1279: 0.0023415964171257637
Position 1105: 0.001754783596447494
Position 1845: 0.0017196007950887702
Position 105: 0.0015875433075080744
Position 472: 0.0015490343423766343
Position 763: 0.00137674710744484
Position 426: 0.0013133572775022616
Position 2161: 0.001077450164052595
Position 2458: 0.0010327739778368632
Position 2295: 0.0010242056905733078
Position 962: 0.001022264425875777
Position 742: 0.0010173333109871191
Position 2346: 0.000972720453028754
Position 2007: 0.0008423397845979422
Position 1423: 0.0008415093380593639
Position 1764: 0.0008117699794697985
Position 1962: 0.000791153012646083
Position 609: 0.0007862089002706441
Position 980: 0.0006783441696118278
Position 887: 0.0006421574315576485
Position 1372: 0.0005611639346340962
Position 1268: 0.0005226254298270554
Position 522: 0.0005187756127438355
Position 2104: 0.0005132562030146198
Position 2242: 0.0004937888944728955
Position 2434: 0.00047694891701111563
Position 552: 0.00043151155078489164
Position 1119: 0.00037215463636445535
Position 339: 0.00036537412938136913
Position 2517: 0.00035934864623756325
Position 2207: 0.0002723519323871486
Position 905: 0.00027031982682624027
Position 667: 0.0002627750388005888
Position 907: 0.0002566668497494557
Position 636: 0.0002519117159636479
Position 665: 0.00020854863640771897
Position 2253: 0.00020679713997863835
Position 402: 0.00020072721838552645
Position 656: 0.00018280704279258003
Position 677: 0.0001805487466741982
Position 2529: 0.0001754211367043849
Position 771: 0.00016484324551824844
Position 129: 0.00010869570828181063
Position 2155: 9.715961666491864e-05
Position 127: 9.242178860129473e-05
Position 1288: 8.189898902730444e-05
Position 526: 7.273948478406944e-05
Position 2484: 5.353844793805938e-05
Position 281: 5.257175534448137e-05
