Gene = Gatc
index = 424
Annotated 5SS: [ 337 5712]
Annotated 3SS: [5607 6583]
SMsplice 5SS: [ 337 5712]
SMsplice 3SS: [5607 7379]
top_k =  1000
Partition function (log Z): -5.93755772219334

Sorted 5' Splice Sites (High to Low Probability):
Position 5712: 0.9609914598980545
Position 337: 0.7857630495225085
Position 323: 0.16548757236727232
Position 3551: 0.12225430569984395
Position 1488: 0.09494125185762607
Position 4623: 0.09467872297242426
Position 116: 0.03284737863258297
Position 303: 0.03102390896730874
Position 6075: 0.029054591274438747
Position 6584: 0.021201343324809694
Position 1045: 0.015948476065631004
Position 7583: 0.00923129888115756
Position 3538: 0.008547439468621739
Position 48: 0.008109625543058208
Position 1037: 0.007952587003202161
Position 50: 0.007897343592425263
Position 6742: 0.0064560167192626115
Position 607: 0.006160192109810543
Position 1762: 0.006060268150151089
Position 1986: 0.005945246238098498
Position 6607: 0.0055234256521955825
Position 319: 0.005507824900121511
Position 188: 0.005482706078790246
Position 7014: 0.005126844674394943
Position 2823: 0.004825474949783139
Position 1302: 0.004646094083235144
Position 4856: 0.004317271993938
Position 1942: 0.004273031995539463
Position 3777: 0.003930891399969002
Position 3338: 0.0036549570917555523
Position 3099: 0.002641819923890736
Position 574: 0.0026267254550519765
Position 6519: 0.002600277456293278
Position 380: 0.0022222152180975084
Position 698: 0.0019359499385846325
Position 1261: 0.0019031197113548383
Position 2256: 0.0018774975478622119
Position 3772: 0.0017481787445150182
Position 4614: 0.0016745582732056968
Position 1748: 0.0015669581637891812
Position 3040: 0.001430335773575512
Position 4723: 0.0013748382303228103
Position 806: 0.0013124779382963957
Position 880: 0.0012880047149385096
Position 2856: 0.0012558198282701565
Position 218: 0.0010961633670483724
Position 1829: 0.0010183507663995063
Position 2049: 0.0009374734471589296
Position 560: 0.0009348725728100741
Position 938: 0.0008664427258282465
Position 2076: 0.0008517562372443964
Position 2858: 0.0008248805279325378
Position 6097: 0.0007292073308436674
Position 3117: 0.0007225858174603559
Position 2593: 0.0007070975917724224
Position 5756: 0.0006605594388465304
Position 4674: 0.0006056016571470736
Position 2849: 0.0006048015869604864
Position 2923: 0.0005872884930295221
Position 3805: 0.0004675644966953378
Position 1238: 0.00043206234583785427
Position 497: 0.00039627283033225497
Position 4610: 0.0003826670064418724
Position 34: 0.0003799881152221444
Position 31: 0.0003786996645062524
Position 1095: 0.00035221512238434237
Position 7073: 0.0003386178562947524
Position 884: 0.0003321159944746213
Position 4504: 0.0003316811496510275
Position 6689: 0.0003214339298959006
Position 6512: 0.00028838996489729613
Position 6918: 0.00028599386830685747
Position 6079: 0.00026286657591982827
Position 3900: 0.0002579574094075049
Position 1791: 0.00025278898663501386
Position 2003: 0.0002461181063751047
Position 1846: 0.00019316953820678126
Position 2275: 0.00017897309897471628
Position 6366: 0.00017190568025272917
Position 6211: 0.00014306261883613547
Position 7523: 0.00011965292892253304
Position 150: 9.946875627726098e-05
Position 5951: 6.907145026667994e-05
Position 354: 3.721715427854995e-05
Position 242: 3.219795032329721e-05
Position 966: 3.129264787929476e-05
Position 176: 2.7346494220672483e-05
Position 155: 2.4619488606572858e-05
Position 565: 1.956686227636469e-05
Position 171: 1.7663796787536785e-05
Position 178: 6.456598394508542e-06
Position 1090: 4.309532977065502e-06
Position 1384: 4.173317897010572e-06
Position 908: 4.098771098409516e-06
Position 869: 4.003869357136622e-06
Position 5803: 3.931916226207629e-06
Position 5681: 3.7383164293554625e-06
Position 512: 3.2841502213240875e-06
Position 1151: 3.0862092027111146e-06
Position 1472: 2.9537266435925643e-06
Position 737: 1.8588185708804462e-06
Position 848: 1.67266183827557e-06
Position 489: 1.2265986133530427e-06
Position 838: 9.633024908902618e-07
Position 1475: 8.886824038897757e-07
Position 373: 8.633882940243553e-07
Position 6672: 8.374708498783469e-07
Position 305: 8.155217427265061e-07
Position 622: 7.639180675874507e-07
Position 408: 6.84832378438056e-07
Position 290: 5.900780599601195e-07
Position 5792: 5.123039247271984e-07
Position 1020: 4.981245903318309e-07
Position 403: 3.866707827238724e-07
Position 1029: 1.7421259426857706e-07
Position 891: 1.4473020754743105e-07
Position 624: 1.0245068519396436e-07
Position 686: 1.0131060104086544e-07
Position 440: 8.498692750567023e-09
Position 668: 4.601624430969595e-09
Position 480: 2.644029312734346e-09
Position 465: 3.285908221859543e-12
Position 456: 1.9429877932382976e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5607: 0.964064029560843
Position 7379: 0.28573352774071625
Position 6915: 0.24964240127805606
Position 6583: 0.17047263109728214
Position 3449: 0.09418343156642299
Position 1377: 0.06857079946792972
Position 6734: 0.04489522992046486
Position 4503: 0.04287693690368099
Position 6716: 0.040564851143741115
Position 3397: 0.03126573108434224
Position 6634: 0.026883821917103656
Position 5840: 0.02443309351674171
Position 6631: 0.020967484911068316
Position 7436: 0.020223374152193063
Position 4500: 0.01583852946444556
Position 163: 0.015827550695942886
Position 6415: 0.014895823280739013
Position 231: 0.014624840546146574
Position 6291: 0.013499592618979142
Position 5949: 0.011762074492781728
Position 4430: 0.011713744048258515
Position 280: 0.011348291818076523
Position 6494: 0.011174941177950287
Position 4557: 0.010601271337981688
Position 1828: 0.009993649866172516
Position 1675: 0.009838885857315599
Position 1238: 0.009769660263608048
Position 5560: 0.009150673944338638
Position 7582: 0.009063357849849593
Position 1006: 0.008556225880258953
Position 5926: 0.008493570399012924
Position 4537: 0.008073169841552926
Position 927: 0.007866536308517667
Position 1151: 0.00767567140179139
Position 6132: 0.007567650914097491
Position 7400: 0.007355554336871312
Position 1340: 0.007091575567585467
Position 480: 0.007069059220273858
Position 6986: 0.007061467194054328
Position 7869: 0.006886705900275857
Position 4434: 0.006860599806256298
Position 3689: 0.006431433398818433
Position 440: 0.005650950653012784
Position 6601: 0.005217916041757201
Position 7383: 0.0051857160726583255
Position 5527: 0.0048949257352785165
Position 238: 0.004332210017448461
Position 1200: 0.00432865962996102
Position 5639: 0.004070412785454813
Position 6363: 0.004052124365656322
Position 966: 0.003955789145017782
Position 2947: 0.003613624958114537
Position 762: 0.003515328558538701
Position 1036: 0.003491426577186363
Position 7932: 0.0034147307836343704
Position 3278: 0.003359956352582145
Position 6267: 0.0033188577192953183
Position 2721: 0.0031437192887231184
Position 766: 0.0031204706730382356
Position 2685: 0.002924173585825288
Position 7770: 0.0028799694791796565
Position 5915: 0.0028285530971537917
