Gene = Iqcf3
index = 589
Annotated 5SS: [   69   288 17731]
Annotated 3SS: [  239 17667 19147]
SMsplice 5SS: [ 288 2519]
SMsplice 3SS: [2437 7222]
top_k =  1000
Partition function (log Z): -10.823504088737508

Sorted 5' Splice Sites (High to Low Probability):
Position 2519: 0.6278173338240527
Position 288: 0.5667836790498012
Position 915: 0.4998033179559051
Position 9328: 0.42755386565622167
Position 457: 0.42536515878758663
Position 4511: 0.41837155544666843
Position 3108: 0.2998381922563488
Position 4700: 0.27898907917065996
Position 7564: 0.2655427751737983
Position 10111: 0.263260910120287
Position 69: 0.1941378452481344
Position 993: 0.16802452092012482
Position 10680: 0.15762153775944315
Position 3070: 0.13931821716802548
Position 6431: 0.11091667024152176
Position 7375: 0.08489481094915595
Position 718: 0.07690914191161488
Position 3192: 0.0604161974701729
Position 7322: 0.05315593929966153
Position 1305: 0.04972003849121594
Position 1595: 0.04931136109236655
Position 1685: 0.038128481911662696
Position 4605: 0.03722899515613367
Position 2125: 0.02537837326694153
Position 7918: 0.024953179980771192
Position 391: 0.023931979995401587
Position 14335: 0.02272842261806132
Position 755: 0.018263531599369845
Position 6574: 0.017052428521834057
Position 7334: 0.015928206606683426
Position 9741: 0.015662522966057003
Position 7980: 0.015601748488427639
Position 292: 0.014423395213973587
Position 2118: 0.013750288408347439
Position 1713: 0.011608698376050532
Position 62: 0.011503703533380786
Position 3210: 0.010838091767728908
Position 478: 0.004891875801942173
Position 140: 0.004626904328176169
Position 4341: 0.0024837370823308953
Position 10464: 0.0023981928373499033
Position 498: 0.002228712611207952
Position 66: 0.0015695984271245033
Position 6127: 0.001432904912568323
Position 360: 0.0011677866778840292
Position 954: 0.001058986235844416
Position 6641: 0.0009323383949804629
Position 2768: 0.0007939024649467868
Position 700: 0.0004141663655049128
Position 6628: 0.0003776705120631496
Position 344: 0.00030571839901268283
Position 6643: 0.00027017505559451363
Position 185: 0.00023901505818334494
Position 3471: 0.00015636195211411229
Position 1188: 0.00013878120974645175
Position 5025: 0.0001286181721392106
