Gene = Cwh43
index = 308
Annotated 5SS: [  330  2254  5898  7090  9059 10722 12127 15505 17920 22598 24473 25899
 28294 32422 35386]
Annotated 3SS: [ 2061  5776  6934  8856 10632 11868 15378 17839 22491 24336 25748 28148
 32359 35229 46942]
SMsplice 5SS: [  330  5898  7090 10722 15505 17920 24473 25899 28294 32422 35386 42682]
SMsplice 3SS: [ 5776  6934 10632 15378 17839 24336 25748 28148 32359 35229 42553 46942]
top_k =  1000
Partition function (log Z): 8.657269322158779

Sorted 5' Splice Sites (High to Low Probability):
Position 35386: 0.9848810626690867
Position 15505: 0.980502210270309
Position 10722: 0.9775630321538145
Position 25899: 0.9524399696210742
Position 24473: 0.9424195905534055
Position 28294: 0.9241652193848792
Position 7090: 0.8830215899099847
Position 32422: 0.875014467633237
Position 330: 0.8488443484977642
Position 5898: 0.8214853357084628
Position 17920: 0.6219635545531415
Position 36358: 0.5284870201410202
Position 4016: 0.4921533187778626
Position 22598: 0.47471147969313066
Position 42682: 0.42606928712228526
Position 14063: 0.4102888941115716
Position 12127: 0.40391828548661385
Position 2254: 0.3928197596126574
Position 9059: 0.3805725087275741
Position 7761: 0.35019801531332173
Position 13891: 0.30729544461722347
Position 8465: 0.2921470398238637
Position 29315: 0.28699477796888456
Position 30023: 0.19467493861327942
Position 33349: 0.19357020625633442
Position 37755: 0.1869573926028837
Position 24708: 0.15949783314863544
Position 1478: 0.15748202982922224
Position 38017: 0.15176467144021413
Position 16210: 0.12075817326842149
Position 10533: 0.11818577084724954
Position 26735: 0.10792871862167766
Position 14067: 0.0978731497724553
Position 27349: 0.09786707941053742
Position 34232: 0.09471488666947254
Position 1656: 0.09021627327321
Position 38310: 0.09009068954433663
Position 641: 0.0750785873173199
Position 11705: 0.062234355571616086
Position 20230: 0.060786374779623224
Position 18815: 0.060666511896222054
Position 13150: 0.05345254307964178
Position 120: 0.052521245487028044
Position 34860: 0.04838813481954343
Position 29743: 0.047905790577312014
Position 29377: 0.0451783781009923
Position 44535: 0.044845852055981
Position 42666: 0.041685915642085576
Position 27213: 0.039427675064264735
