Gene = Cd160
index = 233
Annotated 5SS: [  129 20561 23814 27075]
Annotated 3SS: [20415 23486 26942 28731]
SMsplice 5SS: [  129  3783 13671 20561 23814]
SMsplice 3SS: [ 3676 13520 20415 23486 28731]
top_k =  1000
Partition function (log Z): -12.861194546422036

Sorted 5' Splice Sites (High to Low Probability):
Position 20561: 0.9939812925284943
Position 129: 0.8031188799676948
Position 23814: 0.7668773040020196
Position 3783: 0.6668750931360987
Position 8358: 0.4436247486204943
Position 5161: 0.38418547544787374
Position 13671: 0.3590056492180725
Position 817: 0.3517444083710206
Position 28867: 0.2521787820451108
Position 10739: 0.21718214578239387
Position 25405: 0.20711835799017356
Position 13614: 0.19460381983911032
Position 1136: 0.16628259834772552
Position 29137: 0.14533019147698853
Position 110: 0.12215868102433457
Position 851: 0.08025652125090224
Position 5702: 0.06063746286329377
Position 6367: 0.04861572890217716
Position 7351: 0.03997355068222364
Position 2708: 0.027852720921520517
Position 3952: 0.026193559056542262
Position 22163: 0.025897170354792907
Position 2582: 0.02395319779014229
Position 5678: 0.02339630147348619
Position 4476: 0.022595235324343956
Position 1955: 0.017267264455903025
Position 1463: 0.014129390145928547
Position 10380: 0.011619617115297421
Position 7994: 0.010856848847547122
Position 7981: 0.00897058371267737
Position 7891: 0.008533471128004051
Position 125: 0.008320819470193372
Position 5720: 0.007941780883094027
Position 8020: 0.007621912041969971
Position 112: 0.007475821885855755
Position 3234: 0.006551021133279546
Position 4341: 0.006324548329177859
Position 939: 0.004514248327053934
Position 4566: 0.0043999460459799656
Position 1958: 0.004117077993469367
Position 1260: 0.0039054881491084317
Position 4457: 0.003581790911361459
Position 3810: 0.003346193298774786
Position 4851: 0.0021720920213013114
Position 2066: 0.0020967409859361783
Position 453: 0.001965437046807244
Position 4817: 0.001810510943682418
Position 3960: 0.001516546575600883
Position 890: 0.0014713650905087661
Position 2331: 0.0013847606658023042
Position 2492: 0.0012463361028790612
Position 3422: 0.001138246078693573
Position 20709: 0.0010812023193884066
Position 2810: 0.001064433464926532
Position 1074: 0.0010045833860896037
Position 2099: 0.0008273096805242607
Position 5137: 0.0007303544362827917
Position 1667: 0.0007277399080165594
Position 842: 0.000685068745209082
Position 1810: 0.0006009155485274296
Position 234: 0.0005152070312594738
Position 353: 0.0004935814187186837
Position 5179: 0.00033757745371237787
Position 400: 0.00015622259051389716
Position 136: 0.0001066824907894263
Position 86: 8.224081116429536e-05
Position 5220: 7.447097783451339e-05
Position 787: 6.312006484256329e-05
Position 5302: 5.5232653925472795e-05
Position 475: 5.49631144873648e-05
Position 182: 4.968302439558784e-05
Position 293: 4.041325203721737e-05
Position 253: 3.7489166070372216e-05
Position 302: 1.876778510837725e-05
Position 802: 1.814246942750196e-05
Position 1078: 1.6751951837264463e-05
Position 25: 1.0778966374289617e-05
Position 1105: 1.069136294863236e-05
Position 439: 1.010389638427775e-05
Position 75: 7.752025712384893e-06
Position 903: 6.275337493845298e-06
Position 409: 6.031795518352161e-06
Position 634: 5.967000645810965e-06
Position 665: 5.445810970059593e-06
Position 274: 3.822718894779632e-06
Position 913: 3.6653077828150625e-06
Position 423: 3.5058209634015824e-06
Position 701: 2.564555244032382e-06
Position 1184: 2.4879635372912624e-06
Position 1088: 1.9269356683275425e-06
Position 1671: 1.898656938531304e-06
Position 623: 1.8880427531669357e-06
Position 738: 1.6259817335776977e-06
Position 728: 1.4050750061263005e-06
Position 684: 1.2557690390641663e-06
Position 704: 1.2394468327786617e-06
Position 809: 1.1250040483551369e-06
Position 520: 6.588883213781159e-07
Position 42: 6.160927462377721e-07
Position 637: 5.399338754233219e-07
Position 512: 2.1051974419536098e-07
Position 888: 1.9024134714688925e-07
Position 920: 1.537072687698252e-07
Position 1683: 3.436516960954824e-08
Position 682: 2.377134473927294e-08
Position 752: 1.2318306793372801e-08
Position 510: 9.144658268567154e-09
Position 869: 4.3150876854453046e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 20415: 0.9987883503908846
Position 23486: 0.7060064647410762
Position 3676: 0.6850982190753351
Position 28731: 0.6658405559420915
Position 13431: 0.5537856642197996
Position 8269: 0.4437256147195537
Position 5071: 0.3604216427708492
Position 30155: 0.2204911569502775
Position 25200: 0.21872216384120344
Position 10459: 0.21738304963385907
Position 698: 0.21271685539230437
Position 28985: 0.1770178165718219
Position 23463: 0.12717320907418841
Position 574: 0.08926618844569643
Position 5638: 0.07565879010253834
Position 21062: 0.07544263576237346
Position 28050: 0.051723797553091505
Position 938: 0.05164734550872758
Position 629: 0.05049975029050497
Position 6288: 0.04478689954287511
Position 999: 0.04463500829151748
Position 26501: 0.041867006242996205
Position 7248: 0.03998370838093217
Position 742: 0.03696651851300164
Position 26315: 0.03510890162915519
Position 22000: 0.03477933691166128
Position 7863: 0.03291918857096971
Position 4280: 0.02046586079725831
Position 25593: 0.017395965798832822
Position 1015: 0.014592806113963143
Position 1310: 0.014066358337174886
Position 1851: 0.013892366114305357
Position 5579: 0.011786173609047842
Position 10107: 0.011762116889601793
Position 816: 0.011337987010642597
Position 2485: 0.011070208493751585
Position 4319: 0.009270514030311178
Position 974: 0.008625907651303628
Position 2556: 0.00824148978663681
Position 2559: 0.00807426795897182
Position 4880: 0.007987078220958345
Position 3848: 0.007760918753583572
Position 1774: 0.007704158140226876
Position 1088: 0.007697009168687676
Position 3128: 0.007357437688899184
Position 2364: 0.007327606016489908
Position 5039: 0.0060598385222764796
Position 2361: 0.005902733770542799
Position 5106: 0.005686135195241287
Position 872: 0.005530935852547133
Position 22268: 0.0052741317691988475
Position 4979: 0.005143327577077797
Position 2303: 0.004851863741266223
Position 5515: 0.004327379175492204
Position 4720: 0.004058554287080649
Position 750: 0.003993250176409575
Position 24981: 0.0038301388188237964
Position 6336: 0.003643736476505839
Position 2392: 0.0032823756208661
Position 24158: 0.003243408986172927
Position 7812: 0.003102524078854306
Position 3527: 0.002636227152837473
Position 959: 0.0024004727594812442
Position 4218: 0.0020204874103064044
Position 4353: 0.0018603237457828306
Position 24890: 0.0017831409294142657
Position 21295: 0.0016298874207792897
Position 474: 0.0016234228921086597
Position 24666: 0.0015882962914585289
Position 669: 0.0015650434196200758
Position 4476: 0.0015043894110038077
Position 2601: 0.001444984958088631
Position 501: 0.0014337236367822327
Position 1109: 0.001412743185277597
Position 4396: 0.0013649931752429203
Position 1197: 0.001313775709414411
Position 1004: 0.0012480264988263224
Position 21825: 0.00111515907838858
Position 3631: 0.0010726758638184854
Position 23333: 0.0010255144268133925
Position 539: 0.0009378041158849594
Position 2400: 0.0007461756242617935
Position 20747: 0.0007391153499702761
Position 1894: 0.0007263951364906135
Position 882: 0.000725708139685838
Position 2686: 0.0006911816828392051
Position 1907: 0.0006689754397866849
Position 22820: 0.0006664966271783874
Position 332: 0.000657025894217418
Position 2490: 0.0006339407179264566
Position 2452: 0.0006292855519058138
Position 2658: 0.0006241552155764169
Position 588: 0.0005728330409851026
Position 1161: 0.0005707293113391412
Position 701: 0.0005648353879414029
Position 3872: 0.0005418175769657738
Position 2194: 0.0005299425037475149
Position 2016: 0.00047800262198064873
Position 2418: 0.00046194409248330616
Position 1577: 0.00043062917879545655
Position 634: 0.00040943778781292526
Position 2421: 0.0003989714566531973
Position 3766: 0.0003402532451137549
Position 1883: 0.0003341453882923187
Position 5619: 0.0003097846868487569
Position 2135: 0.00029895069426988976
Position 711: 0.00029566318965701513
Position 1259: 0.0002945049265364212
Position 3829: 0.00028682647977718793
Position 1859: 0.00027909320302284214
Position 4177: 0.00025686974964135513
Position 3148: 0.00024957009524120746
Position 849: 0.00023003562704458763
Position 6140: 0.0002226043444387297
Position 746: 0.00020663797624629845
Position 644: 0.000195516356631548
Position 874: 0.00018826716772390529
Position 2007: 0.00018170594395435145
Position 1700: 0.00017437657103975204
Position 1113: 0.0001656814725152632
Position 543: 0.00014260110996701793
Position 2149: 0.00013135911113268476
Position 4461: 0.0001256641377255489
Position 3556: 0.00011353237657048882
Position 1866: 0.0001111031828901933
Position 1135: 9.814806023636282e-05
Position 1873: 9.780134937358557e-05
