Gene = Uspl1
index = 1172
Annotated 5SS: [  247  3317  3914  9881 14199 17330 19835 25241]
Annotated 3SS: [ 3147  3784  9279 14084 17199 19708 25082 28791]
SMsplice 5SS: [  247  3914 14199 17330 19835 25241 28474 28963]
SMsplice 3SS: [ 3784 14084 17199 19708 25082 28346 28791 29462]
top_k =  1000
Partition function (log Z): 10.694920023534301

Sorted 5' Splice Sites (High to Low Probability):
Position 3914: 0.9997784390576836
Position 17330: 0.9991595486460342
Position 14199: 0.9786048737644678
Position 19835: 0.9444172675682598
Position 28963: 0.8853685217260207
Position 247: 0.8536395632526104
Position 25241: 0.5712089873957324
Position 1102: 0.5281433614040256
Position 28474: 0.47458624572895375
Position 25186: 0.4161732800594186
Position 28503: 0.3652715917510191
Position 7294: 0.33782442414561625
Position 6397: 0.3109295995125578
Position 845: 0.31019858622261154
Position 16133: 0.2890241618854867
Position 29615: 0.23148474295752222
Position 3317: 0.20206118781029891
Position 3304: 0.19593617216266324
Position 20967: 0.18749463968786187
Position 1215: 0.17488047639262772
Position 25758: 0.15392797830345073
Position 3257: 0.15186493986792968
Position 8852: 0.14609186585078512
Position 16668: 0.14407236185194044
Position 3246: 0.1397336093473117
Position 3275: 0.12589182144868943
Position 7977: 0.11824399496705411
Position 29548: 0.11207293522022235
Position 16360: 0.10534524648009662
Position 26083: 0.09732735680263009
Position 6356: 0.08472832436107935
Position 12891: 0.07837102178040442
Position 6654: 0.07720539883490478
Position 1880: 0.07502462137294254
Position 2762: 0.07199983099032944
Position 1814: 0.06849068633853922
Position 21571: 0.06671174152259261
Position 18127: 0.06572526967771218
Position 9467: 0.05727011468260902
Position 27213: 0.050864709439406484
Position 9353: 0.04976489532465718
Position 16581: 0.047168094550522115
Position 29370: 0.04397633351953076
Position 21961: 0.0416348176128637
Position 20910: 0.04155256767268025
Position 821: 0.036662118155388536
Position 26683: 0.03628112201154874
Position 26077: 0.0357475864567166
Position 27447: 0.034375174289201504
Position 15375: 0.033101045745007676
Position 28902: 0.032103975485817796
Position 9622: 0.03145247032080327
Position 19404: 0.02979283682711061
Position 20374: 0.028612703177968157
Position 21269: 0.02770414924458825
Position 19385: 0.027508954954866275
Position 16555: 0.026800031857978125
Position 22146: 0.02557831246815029
Position 6421: 0.02539782172805461
Position 29247: 0.02459623770959848
Position 171: 0.023682458456976578
Position 15090: 0.023619585566253102
Position 28250: 0.021782489919673582
Position 15051: 0.021353952831676536
Position 27970: 0.018663932239332007
Position 508: 0.017942099507853814
Position 1632: 0.017175320682272108
Position 4879: 0.017012502478110137
Position 29739: 0.015627858836196808
Position 15910: 0.01536951934292894
Position 475: 0.013968976313478041
Position 5017: 0.013083802650725687
Position 5067: 0.01289103206885473
Position 2068: 0.011401516471799098
Position 30223: 0.011359270445963202
Position 22114: 0.011246905211537305
Position 305: 0.011074306366537839
Position 217: 0.010387828058081635
Position 154: 0.009948036994851332
Position 841: 0.009521080076539483
Position 6647: 0.009142644464017715
Position 26123: 0.008962235012691964
Position 20863: 0.008829683542491498
Position 334: 0.007474043414151913
Position 22310: 0.0074648517392065985
Position 25182: 0.007100052676212322
Position 23983: 0.006738469681413333
Position 2398: 0.006719117669998278
Position 570: 0.006424615974418792
Position 23943: 0.005941550360847557
Position 23382: 0.005666979904373613
Position 14237: 0.00546616513424464
Position 20593: 0.005429513265529598
Position 23525: 0.005175072842148844
Position 16637: 0.004882034772879123
Position 24140: 0.004287044966824126
Position 413: 0.004239724258363507
Position 15097: 0.0042114412777813645
Position 21847: 0.004166804646158324
Position 22124: 0.004076417573045724
Position 29190: 0.003922375659084544
Position 22921: 0.0037216845016694537
Position 3530: 0.0035649607780562486
Position 12604: 0.003314887507738002
Position 29353: 0.0031560341788463486
Position 18163: 0.0030665671433607955
Position 19549: 0.0028805745667118583
Position 6733: 0.0026818634282480135
Position 7290: 0.0025832101441547696
Position 28481: 0.0025710842092797432
Position 7261: 0.0025565944136132024
Position 4519: 0.0024990442399793434
Position 5406: 0.002468179808778017
Position 27422: 0.0022843596905154752
Position 360: 0.0022374222528198117
Position 179: 0.002198228314127163
Position 4904: 0.002040276334525675
Position 15403: 0.0019928632985055364
Position 2386: 0.0017992529830054764
Position 28585: 0.0017491511471576981
Position 398: 0.0017010785390739378
Position 18719: 0.001682906848062978
Position 3353: 0.0016028123817923667
Position 17507: 0.0015377884091081861
Position 18843: 0.0014611054196015526
Position 835: 0.0014307870961892503
Position 17699: 0.0013334363189915898
Position 15022: 0.0012853146931379668
Position 373: 0.0012499289201135428
Position 30702: 0.0012084794028330396
Position 30410: 0.0010772352467299886
Position 928: 0.000913718900704266
Position 2949: 0.0008947549025527546
Position 592: 0.0008942261776288236
Position 19208: 0.0008740788781967466
Position 1307: 0.0008516595056077316
Position 1820: 0.0008468547584153816
Position 696: 0.0008173319946674756
Position 3323: 0.0008083413140950809
Position 351: 0.0008057529105524929
Position 29253: 0.0007975045329296086
Position 27458: 0.0007821044569701546
Position 4875: 0.000766610669934422
Position 2503: 0.0007245001148747798
Position 886: 0.0007243700678984291
Position 27252: 0.0006702206537025934
Position 259: 0.0006649414097322281
Position 392: 0.0005886464570983027
Position 29391: 0.0005784183319524371
Position 1739: 0.0005735521890713755
Position 5268: 0.0005724759501674802
Position 1831: 0.0005556097503760012
Position 2910: 0.0005535555306092526
Position 25762: 0.0005441970081516103
Position 6742: 0.0005211026895198772
Position 28521: 0.0005063945286046092
Position 234: 0.0005062107453009162
Position 72: 0.0005059838335287521
Position 22936: 0.0004456821156061637
Position 210: 0.00044043013307858554
Position 29341: 0.0003838187457605041
Position 20682: 0.00037930567961412824
Position 345: 0.00037208745075501844
Position 25453: 0.0003707387039934276
Position 832: 0.00035906875959897805
Position 6447: 0.00034886773582795786
Position 29285: 0.00033843407160967807
Position 29673: 0.0003251200368019141
Position 1829: 0.0002838439635964912
Position 27702: 0.00028103288713967055
Position 20512: 0.0002750878165310341
Position 25583: 0.00027226273678524794
Position 275: 0.00024612555456672217
Position 5770: 0.00023327432409534464
Position 1032: 0.00022259708401882038
Position 1063: 0.00022087191122381071
Position 2451: 0.00022074412307123066
Position 2427: 0.0002138268175818183
Position 1802: 0.00021114393688956236
Position 6683: 0.00019693150856931753
Position 580: 0.00018721369333725427
Position 2155: 0.00018683483943019726
Position 29294: 0.00017799613661591133
Position 3651: 0.00017645140077209178
Position 790: 0.00014992760383079648
Position 29236: 0.00014344423356220176
Position 21075: 0.00014131039864934527
Position 3919: 0.00014113876350695418
Position 28956: 0.0001365284758829486
Position 25194: 0.00013442820131293756
Position 2920: 0.00012903820859271647
Position 857: 0.00011903134721430774
Position 2590: 0.00011105572180846142
Position 674: 9.907847106738896e-05
Position 2401: 9.284191401535917e-05
Position 104: 8.96368676633273e-05
Position 1106: 8.730438763471167e-05
Position 2624: 8.077034787313496e-05
Position 19801: 7.378187292221988e-05
Position 25746: 7.323322187452938e-05
Position 717: 7.049937253274622e-05
Position 544: 6.733697697534383e-05
Position 1835: 6.508863781126368e-05
Position 2281: 6.459670825172114e-05
Position 29304: 6.437564556957893e-05
Position 142: 5.7102846854262195e-05
Position 1931: 5.566635306358015e-05
Position 21761: 3.844043334579289e-05
Position 296: 3.5791078165660945e-05
Position 4533: 3.43293226074295e-05
Position 702: 3.366779602183535e-05
Position 204: 3.26161154033484e-05
Position 4523: 2.7010264632087047e-05
Position 621: 2.6944569571996648e-05
Position 1131: 2.3774831910618822e-05
Position 911: 2.033400990918434e-05
Position 262: 1.8189476140693616e-05
Position 63: 1.7305366174175106e-05
Position 3900: 1.720095740271306e-05
Position 165: 1.6346171317476616e-05
Position 21525: 1.5745877556935318e-05
Position 29306: 1.157907069180984e-05
Position 4614: 1.0658383684527348e-05
Position 436: 9.909675102804676e-06
Position 61: 8.214824847685561e-06
Position 741: 8.036117125402036e-06
